id,conversation_id,lang,possibly_sensitive,text,author_id,public_metrics,source,reply_settings,context_annotations,created_at,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1520907793666293761,1488656445415378944,en,False,"https://t.co/w6HDvxIzmd
Wordle 317 5/6
⬛⬛⬛🟨⬛
⬛⬛🟩⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",242715081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:29.000Z,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/w6HDvxIzmd', 'expanded_url': 'https://open.spotify.com/track/3moTosVvAOoG3dJ6B1VGUV?si=TJP2VFxFRgeTWoZE_Xe_8g', 'display_url': 'open.spotify.com/track/3moTosVv…'}]}","[{'type': 'replied_to', 'id': '1520677326111277056'}]",242715081,,
1520907788494516233,1520907454472671240,en,False,"@thesaucers Ha! 
Wordle 317 3/6

⬜⬜⬜🟩🟩
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",20153982,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:28.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'thesaucers', 'id': '545017650'}]}","[{'type': 'replied_to', 'id': '1520907454472671240'}]",545017650,,
1520907787546636288,1520907787546636288,en,False,"Wordle (ES)  #115 5/6

⬜🟨⬜⬜🟨
⬜🟩🟨🟩⬜
🟨🟩⬜🟩⬜
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/akOWm6fwUD",1069986099576168448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:28.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/akOWm6fwUD', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1520907777379557376,1520907777379557376,en,False,"Wordle 317 5/6

🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",3346896016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:25.000Z,,,,,
1520907760216338432,1520907760216338432,ja,False,"Wordle 317 4/6

⬜⬜⬜⬜🟨
⬜🟨⬜⬜🟨
🟨🟨🟩🟨🟨
🟩🟩🟩🟩🟩 わーどる 難しく考えすぎちゃうよな…！",570132714,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:21.000Z,,,,,
1520907756684906496,1490022030422560768,en,False,"#well #shit, #wordle

Wordle 316 X/6*

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛",1459639368516259848,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:20.000Z,"{'hashtags': [{'start': 0, 'end': 5, 'tag': 'well'}, {'start': 6, 'end': 11, 'tag': 'shit'}, {'start': 13, 'end': 20, 'tag': 'wordle'}]}","[{'type': 'replied_to', 'id': '1520361888697171975'}]",1459639368516259848,,
1520907752943796224,1520907752943796224,ja,False,"Wordle 317 X/6

⬛⬛🟩⬛🟨
⬛🟨🟩⬛⬛
🟨⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛ 
いや下手",741846647877963778,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:20.000Z,,,,,
1520907751924371457,1520907751924371457,en,False,"Wordle 316 6/6

🟨⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",56704801,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:19.000Z,,,,,
1520907748342472707,1520907748342472707,en,False,"Wordle 317 6/6

🟨⬛⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",200193540,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:18.000Z,,,,,
1520907747432280064,1520907747432280064,en,False,"Wordle 317 4/6

⬜🟨⬜🟨⬜
🟨⬜🟨⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩
@legal_lemons55 @daragrj @TreyLydon @griffftn @el0wheeze @Kitions1 @peacesigntfb @amelialeighh_ 

Eid Mubarak to all my Muslim followers.",1215934722,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:18.000Z,"{'mentions': [{'start': 40, 'end': 55, 'username': 'legal_lemons55', 'id': '1123182774876364802'}, {'start': 56, 'end': 64, 'username': 'daragrj', 'id': '785238915426820096'}, {'start': 65, 'end': 75, 'username': 'TreyLydon', 'id': '800512507131490306'}, {'start': 76, 'end': 85, 'username': 'griffftn', 'id': '1180688168657412096'}, {'start': 86, 'end': 96, 'username': 'el0wheeze', 'id': '1283209334160330752'}, {'start': 97, 'end': 106, 'username': 'Kitions1', 'id': '1286924199504883714'}, {'start': 107, 'end': 120, 'username': 'peacesigntfb', 'id': '847509078448328704'}, {'start': 121, 'end': 135, 'username': 'amelialeighh_', 'id': '267920207'}]}",,,,
1520907745758781442,1520907745758781442,en,False,"Annoying last few guesses.

Wordle 317 5/6

🟨⬛⬛⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2982715708,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:18.000Z,,,,,
1520907744609697793,1520907744609697793,en,False,"Wordle 317 3/6*

🟩⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",897742032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:18.000Z,,,,,
1520907743212838914,1520907743212838914,en,False,"Wordle 317 5/6

🟩⬜⬜🟩⬜
🟩⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",57340333,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:17.000Z,,,,,
1520907741698867200,1520907741698867200,en,False,"Wordle 317 4/6

🟨⬛🟩🟨⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",66721617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:17.000Z,,,,,
1520907741610524673,1484684963144417280,en,False,"Wordle 317 3/6

⬛⬛⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",1499300328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:17.000Z,,"[{'type': 'replied_to', 'id': '1520543041907478531'}]",1499300328,,
1520907735705042950,1520907735705042950,en,False,"Wordle 317 4/6 
Pah, I would have guessed correctly on line 3 but I thought I'd better eliminate possibilities instead. 
#wordle317
🟨🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",3827261537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:15.000Z,"{'hashtags': [{'start': 121, 'end': 131, 'tag': 'wordle317'}]}",,,,
1520907735218405377,1520907735218405377,en,False,"Wordle 316 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",843670019418611712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:15.000Z,,,,,
1520907730546044931,1520907730546044931,ja,False,"ポケモンWordle 9/10

⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨  ⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛🟨⬛⬛

https://t.co/mvicX2Kd7D
 #ポケモンWordle",1493212016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-01T23:27:14.000Z,"{'hashtags': [{'start': 101, 'end': 112, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/mvicX2Kd7D', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1520907719221596162,1520907719221596162,ja,False,"ポケモンWordle 4/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/ciC6KSRLTi
 #ポケモンWordle",3187755378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-01T23:27:12.000Z,"{'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/ciC6KSRLTi', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1520907715836583945,1520907715836583945,en,False,"Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩🥲",145451243,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-01T23:27:11.000Z,,,,,
