id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,entities,author_id,referenced_tweets,in_reply_to_user_id,attachments,geo
1522084552491114498,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:30.000Z,"Wordle 320 X/6

⬛🟨⬛⬛🟨
⬛🟩⬛⬛🟨
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩

Enraged",Twitter for Android,1522084552491114498,everyone,,866507600107589633,,,,
1522084549861294080,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:30.000Z,"Wordle 320 6/6

⬜⬜🟨⬜🟨
🟨🟨🟨⬜⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1522084549861294080,everyone,,105415476,,,,
1522084541707530240,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:28.000Z,"Wordle 320 6/6

🟨⬜⬜🟩⬜
⬜⬜⬜🟩⬜
⬜🟩🟨🟩⬜
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

🥳🥳",Twitter for iPhone,1522084541707530240,everyone,,538513677,,,,
1522084540155637763,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:27.000Z,"Wordle Tildes #66 4/6

⬜⬜⬜🟩🟩⬜
🟩⬜⬜🟩🟩⬜
🟩🟨🟨🟩🟩⬜
🟩🟩🟩🟩🟩🟩
 https://t.co/oQdDYXQbeU",Twitter for Android,1522084540155637763,everyone,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/oQdDYXQbeU', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",1034723281,,,,
1522084534237417472,False,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:26.000Z,"Wordle 320 X/6*

⬛⬛🟨⬛⬛
⬛🟨⬛🟨⬛
🟨⬛🟨⬛⬛
⬛🟨⬛🟩⬛
🟨🟩⬛🟩⬛
🟨🟩⬛🟩🟩

I'm disappointed, disgusted, and literally would have never guessed the word anyway",Twitter for Android,1522084534237417472,everyone,,1334208611254472714,,,,
1522084527270674432,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ru,2022-05-05T05:23:24.000Z,"Игра Wordle (RU) День #119 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/vJvVPJH4I8",Twitter for iPhone,1522084527270674432,everyone,"{'hashtags': [{'start': 57, 'end': 64, 'tag': 'вордли'}], 'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/vJvVPJH4I8', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one', 'images': [{'url': 'https://pbs.twimg.com/news_img/1523394781388308482/sD6Yw6UU?format=jpg&name=orig', 'width': 550, 'height': 550}, {'url': 'https://pbs.twimg.com/news_img/1523394781388308482/sD6Yw6UU?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Игра Wordle (Вордли) на русском - Отгадайте слово дня онлайн!', 'description': 'Wordle (Ru) - отгадайте слово за 6 попыток в игре Вордли', 'unwound_url': 'https://wordle.belousov.one'}]}",720739684469600256,,,,
1522084526142504960,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:24.000Z,"Wordle 320 6/6*

⬛🟨⬛⬛⬛
🟨🟩⬛⬛🟨
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522084526142504960,everyone,,1291100388997857289,,,,
1522084519800619008,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:23.000Z,"eat my penis 🖕🏼🖕🏼🖕🏼
Wordle 320 X/6

⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",Twitter for Android,1522084519800619008,everyone,,1520601690776473600,,,,
1522084514511654915,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:21.000Z,"Wordle (ES)  #119 6/6

⬜⬜🟩⬜⬜
🟨⬜⬜🟨⬜
🟨⬜🟩🟨🟨
🟨🟨🟩⬜🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/gK0UATu1kc",Twitter Web App,1522084514511654915,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/gK0UATu1kc', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",436827328,,,,
1522084499215073280,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:18.000Z,"Wordle 320 5/6*

⬜🟩⬜⬜🟨
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

#Wordle320",Twitter Web App,1522084499215073280,everyone,"{'hashtags': [{'start': 48, 'end': 58, 'tag': 'Wordle320'}]}",139265467,,,,
1522084488079187969,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:15.000Z,"Wordle 320 4/6

⬜⬜⬜🟨⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522084488079187969,everyone,,371929556,,,,
1522084485214392325,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:14.000Z,"Wordle 320 X/6*

⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",Twitter for Android,1522084485214392325,everyone,,1514658698588737537,,,,
1522084483037544448,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:14.000Z,"Wordle (ES)  #119 3/6

🟩⬛⬛⬛🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/qA9jLd2Way",Twitter for Android,1522084483037544448,everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/qA9jLd2Way', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",288856179,,,,
1522084482714845185,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-05T05:23:14.000Z,"RT @skasuga: Wordle 320 6/6
ギリ滑り込んだけど、なんか釈然としない。
🟨⬜⬜🟨⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Oreno Intelligence Agency,1522084482714845185,everyone,"{'mentions': [{'start': 3, 'end': 11, 'username': 'skasuga', 'id': '3718561'}]}",1152412524966371329,"[{'type': 'retweeted', 'id': '1522079897556250624'}]",,,
1522084475093594115,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:12.000Z,"Rubbish word today

Wordle 320 6/6

🟨⬜⬜🟩⬜
🟨🟩⬜⬜🟨
⬜🟩🟨🟩⬜
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPad,1522084475093594115,everyone,,590693756,,,,
1522084471494873088,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:11.000Z,"@melissalvla @BJNemeth @jdgrover This was getting stressful 
Wordle 320 5/6

🟨⬛⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1512084264350728195,everyone,"{'mentions': [{'start': 0, 'end': 12, 'username': 'melissalvla', 'id': '28661855'}, {'start': 13, 'end': 22, 'username': 'BJNemeth', 'id': '35653'}, {'start': 23, 'end': 32, 'username': 'jdgrover', 'id': '48343756'}]}",64886288,"[{'type': 'replied_to', 'id': '1521931859428450304'}]",28661855,,
1522084468839833600,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",de,2022-05-05T05:23:10.000Z,"Wordle (ES)  #119 3/6

⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/uRSE2bRPHp jaja chtm",Twitter for iPhone,1522084468839833600,everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/uRSE2bRPHp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",59833823,,,,
1522084466293972992,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",de,2022-05-05T05:23:10.000Z,"Wördl 320 2/6 🔥1

🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/NIjXU8O2DA",Twitter for Android,1522084466293972992,everyone,"{'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/NIjXU8O2DA', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",844163807278780418,,,,
1522084465472057344,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,2022-05-05T05:23:10.000Z,"I guessed this 4-letter word in 4/6 tries. 

⬛⬛⬛⬛
⬛🟩⬛⬛
⬛🟩⬛⬛
🟩🟩🟩🟩

Can you guess this word? 
https://t.co/d6Uao3J9RK https://t.co/OeUPb4omef",Twitter for Android,1522084465472057344,everyone,"{'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/d6Uao3J9RK', 'expanded_url': 'https://wordlegame.org?challenge=Zm9vbA', 'display_url': 'wordlegame.org/?challenge=Zm9…'}, {'start': 116, 'end': 139, 'url': 'https://t.co/OeUPb4omef', 'expanded_url': 'https://wordlegame.org/4-letter-words-wordle', 'display_url': 'wordlegame.org/4-letter-words…'}]}",220381949,,,,
1522084458479902720,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:08.000Z,"Wordle 320 5/6

⬜🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1522084458479902720,everyone,,1279843048571179008,,,,
1522084454352760834,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:07.000Z,"@exbedian1 Wordle 320 X/6
Snap ...
⬜🟨⬜⬜🟨
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Twitter for Android,1521989597307326473,everyone,"{'mentions': [{'start': 0, 'end': 10, 'username': 'exbedian1', 'id': '55683935'}]}",2873921543,"[{'type': 'replied_to', 'id': '1521989597307326473'}]",55683935,,
1522084446291349505,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:05.000Z,"Wordle Tildes #66 5/6

🟩⬛⬛⬛⬛⬛
🟩⬛🟨⬛🟨⬛
🟩⬛⬛⬛⬛⬛
🟩🟨🟨🟩🟩⬛
🟩🟩🟩🟩🟩🟩

https://t.co/MEMJfY43cr",Twitter for Android,1522084446291349505,everyone,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/MEMJfY43cr', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",248384934,,,,
1522084445070983168,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:05.000Z,"@jmlynch @gwalesno1 @nebopeklo Wordle 320 6/6

🟨⬛⬛⬛🟨
🟨⬛🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩 fuuuuucccckkk",Twitter for iPhone,1484841765697957890,everyone,"{'mentions': [{'start': 0, 'end': 8, 'username': 'jmlynch', 'id': '956865215324356611'}, {'start': 9, 'end': 19, 'username': 'gwalesno1', 'id': '366285462'}, {'start': 20, 'end': 30, 'username': 'nebopeklo', 'id': '19964487'}]}",19501965,"[{'type': 'replied_to', 'id': '1522077222097629184'}]",956865215324356611,,
1522084431103770626,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:01.000Z,"Wordle 320 5/6

⬜🟨⬜⬜🟨
🟨⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟨⬜🟨
🟩🟩🟩🟩🟩",Twitter Web App,1486233185746923522,everyone,,373258308,"[{'type': 'replied_to', 'id': '1521800183251677185'}]",373258308,,
1522084430420058112,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:23:01.000Z,"Trust me on this one, I'm not right in the head, but can't argue with the results.

Wordle 320 3/6

⬛⬛🟨🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1522084430420058112,everyone,,377505724,,,,
1522084422975172609,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-05T05:23:00.000Z,"Wordle (ES)  #119 6/6
Madre mía!! Si a la segunda lo tenía ya casi 
⬜🟩⬜🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/jVklLEn5rm",Twitter for Android,1522084422975172609,everyone,"{'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/jVklLEn5rm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",955060167883845632,,,,
1522084420970328064,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T05:22:59.000Z,"Wordle 320 3/6

🟨🟩⬛⬛🟨
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1522084420970328064,everyone,,284400635,,,,
