id,conversation_id,lang,possibly_sensitive,text,author_id,public_metrics,source,reply_settings,context_annotations,created_at,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1522185137659731969,1522185137659731969,en,False,"Wordle 320 5/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
🟨⬜⬜⬜🟨
🟩🟩🟩🟩🟩

Sweet Jeebus, that was a Matrix-level dodge. I found the rabbit hole in Word 3. Word 4 was just to throw out letters and a Yahtzee'd.

Don't fall for the rabbit holes.

77-for-77",23714692,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",TweetDeck,everyone,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:12.000Z,,,,,
1522185122170220547,1522105086452940801,en,False,"@JillWineBanks Wordle 320 5/6

🟩⬛🟩⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",21448324,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1168834205960163329', 'name': 'Jill Wine-Banks', 'description': 'an American lawyer who was one of the prosecutors during the Watergate scandal'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:08.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'JillWineBanks', 'id': '454071012'}]}","[{'type': 'replied_to', 'id': '1522105086452940801'}]",454071012,,
1522185121041989634,1522185121041989634,en,False,"ffs i mentally crossed that out bc i thought it wasn’t a real word

Wordle 320 X/6

⬛🟨⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟨🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",713101861939752962,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:08.000Z,,,,,
1522185119376805889,1522185119376805889,en,False,"Wordle 320 3/6

🟩🟨⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩",3380299043,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:07.000Z,,,,,
1522185116050767872,1522185116050767872,en,False,"Wordle (ES)  #119 4/6

⬛🟨⬛⬛🟨
⬛🟨⬛⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩
 https://t.co/yPdyR0EM7N",1416162505408274433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:07.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/yPdyR0EM7N', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522185115375448065,1500085260033351681,en,False,"Wordle 320 5/6

⬜🟨⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",1145692488537128960,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:06.000Z,,"[{'type': 'replied_to', 'id': '1521860319454412800'}]",1145692488537128960,,
1522185112997273600,1522185112997273600,en,False,"Wordle 320 X/6

🟨🟩⬛⬛🟨
⬛🟨⬛⬛⬛
⬛🟩⬛🟩⬛
⬛🟨🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩

So—an easy word, and utter failure to start the day!",22388406,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:06.000Z,,,,,
1522185111449526272,1522185111449526272,en,False,"Wordle 320 6/6

⬜🟨🟨⬜⬜
🟩⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",18224920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:06.000Z,,,,,
1522185109184696321,1522185109184696321,en,False,"LISTEN, did you know that Finland has more saunas than cars?

Now you do.

Wordle 320 4/6

⬛⬛⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",17132920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1484601166080081920', 'name': 'Russo-Ukrainian conflict'}}]",2022-05-05T12:03:05.000Z,"{'annotations': [{'start': 26, 'end': 32, 'probability': 0.9685, 'type': 'Place', 'normalized_text': 'Finland'}]}",,,,
1522185108807168000,1522185108807168000,en,False,"Wordle 320 X/6

⬜⬜⬜⬜🟨
🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩

😭😭😭😭😭😭😭😭😭😭",26310995,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T12:03:05.000Z,,,,,
