id,reply_settings,context_annotations,entities,text,source,public_metrics,lang,author_id,possibly_sensitive,created_at,conversation_id,in_reply_to_user_id,referenced_tweets,geo,attachments
1520792843677487104,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"ふむ
Wordle 317 4/6

⬛⬛⬛🟩🟨
🟨🟨⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,60085355,False,2022-05-01T15:50:43.000Z,1520792843677487104,,,,
1520792843543003137,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 X/6*
Beat mi yf
⬛🟨⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟨🟨🟨⬛
🟨🟩🟨⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",is,1109619301059825669,False,2022-05-01T15:50:43.000Z,1520792843543003137,,,,
1520792842880397313,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"I said no way could it be p*rno.

Wordle 316 4/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1095080699827228672,False,2022-05-01T15:50:43.000Z,1520792842880397313,,,,
1520792834000924677,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"スタートの2単語が今日も強い💪
Wordle 317 3/6

🟨⬜🟨⬜⬜
⬜⬜🟨🟨🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",ja,108595895,False,2022-05-01T15:50:41.000Z,1520792834000924677,,,,
1520792829034827777,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 4/6

⬜⬜⬜⬜🟩
🟨⬜⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,67926169,False,2022-05-01T15:50:40.000Z,1520792829034827777,,,,
1520792821459943424,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 3, 'end': 12, 'username': 'budoucha', 'id': '43889183'}]}","RT @budoucha: Wordle 317 2/6

🟩⬛🟨⬛🟩
🟩🟩🟩🟩🟩
コ ロ ン ビ ア",Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,20507248,False,2022-05-01T15:50:38.000Z,1520792821459943424,,"[{'type': 'retweeted', 'id': '1520789328170864640'}]",,
1520792821321838592,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 317 4/6

⬛⬛⬛⬛🟨
🟩⬛⬛⬛🟨
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩",TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,4164746593,False,2022-05-01T15:50:38.000Z,1520792821321838592,,,,
1520792815512416256,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 17, 'end': 24, 'tag': 'wordle'}]}","Wordle 316 4/6
😶 #wordle
⬛⬛⬛🟨⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,411306426,False,2022-05-01T15:50:36.000Z,1520792815512416256,,,,
1520792814602313729,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 4/6*

⬛🟨⬛⬛⬛
⬛⬛🟨🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,1018336944,False,2022-05-01T15:50:36.000Z,1520792814602313729,,,,
1520792811146203141,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"except for a  fluke 2 tries victory, this is the first time I never had any yellow boxes Wordle 316 4/6

⬛⬛⬛⬛🟩
⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1739834460,False,2022-05-01T15:50:35.000Z,1520792811146203141,,,,
1520792810210963456,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 3/6

⬛🟩🟩⬛🟩
⬛⬛⬛🟩🟩
🟩🟩🟩🟩🟩

£",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1356602667943030787,False,2022-05-01T15:50:35.000Z,1520792810210963456,,,,
1520792806037475328,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 317 6/6

⬜⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,91808058,False,2022-05-01T15:50:34.000Z,1520792806037475328,,,,
1520792803155996672,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟨🟨⬛⬛
⬛🟩⬛🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1576790762,False,2022-05-01T15:50:33.000Z,1520792803155996672,,,,
1520792801264472065,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 5/6*

⬛⬛⬛⬛⬛
🟨🟨⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1471816954193203204,False,2022-05-01T15:50:33.000Z,1520792801264472065,,,,
1520792800312410112,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 4/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,981654854232936449,False,2022-05-01T15:50:33.000Z,1520792800312410112,,,,
1520792799217692674,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 6/6

🟨⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛⬛⬛⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,138822083,False,2022-05-01T15:50:32.000Z,1520792799217692674,,,,
1520792798613721088,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/MNsUD1f2JZ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","Wordle (ES)  #115 4/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/MNsUD1f2JZ",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,220477757,False,2022-05-01T15:50:32.000Z,1520792798613721088,,,,
1520792796797546506,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 77, 'end': 87, 'tag': 'Wordle316'}]}","Wordle 316 4/6

🟩⬛⬛🟩⬛
🟩🟨🟨🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Whoop whoop!!!  It’s a tricky one!

#Wordle316",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3827140457,False,2022-05-01T15:50:32.000Z,1520792796797546506,,,,
1520792779533987847,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/fkWvqy0K0c', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}","ポケモンWordle 3/10

⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/fkWvqy0K0c
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,1847147389,False,2022-05-01T15:50:28.000Z,1520792779533987847,,,,
1520792778413854726,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 4/6

🟩⬛🟩⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,1098314085932957696,False,2022-05-01T15:50:27.000Z,1520792778413854726,,,,
1520792769245159424,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 5/6

🟨⬛⬛⬛🟩
⬛⬛⬛⬛⬛
⬛⬛🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,356863347,False,2022-05-01T15:50:25.000Z,1520792769245159424,,,,
1520792769173860353,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 316 3/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,36679707,False,2022-05-01T15:50:25.000Z,1520792769173860353,,,,
1520792767110123520,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 40, 'end': 49, 'tag': 'Thwordle'}]}","Wordle 316 4/6
⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

#Thwordle 103 2/6
🟨⬜⬜⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩🟩🟩🟩
ถูกเฉย

THE BOYZ Heardle #25
🔊🟩⬜️⬜️⬜️⬜️⬜️
เย่ม",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,388308798,False,2022-05-01T15:50:25.000Z,1520792767110123520,,,,
1520792757991882755,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'mcp627', 'id': '145072426'}, {'start': 8, 'end': 18, 'username': 'Blooshier', 'id': '138859582'}, {'start': 19, 'end': 31, 'username': 'IleanaAlmog', 'id': '49407684'}, {'start': 32, 'end': 41, 'username': 'TheWythe', 'id': '1206572658'}, {'start': 42, 'end': 52, 'username': 'ajwimsatt', 'id': '62540886'}, {'start': 53, 'end': 62, 'username': 'xJorelio', 'id': '127632088'}, {'start': 63, 'end': 75, 'username': 'SandyBalzer', 'id': '9641272'}, {'start': 76, 'end': 86, 'username': 'BarnMaven', 'id': '17398973'}, {'start': 87, 'end': 99, 'username': 'Liz38529619', 'id': '1381437638301769731'}, {'start': 100, 'end': 110, 'username': 'jonsiglow', 'id': '45448214'}, {'start': 111, 'end': 120, 'username': 'RandyApa', 'id': '706349648160681988'}, {'start': 121, 'end': 133, 'username': 'ScottRoss15', 'id': '720712512'}, {'start': 134, 'end': 145, 'username': 'ChubbyCuke', 'id': '774361667559907328'}]}","@mcp627 @Blooshier @IleanaAlmog @TheWythe @ajwimsatt @xJorelio @SandyBalzer @BarnMaven @Liz38529619 @jonsiglow @RandyApa @ScottRoss15 @ChubbyCuke Wordle 316 5/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,55150841,False,2022-05-01T15:50:23.000Z,1520770349637455872,145072426,"[{'type': 'replied_to', 'id': '1520770350912573440'}]",,
1520792752556056578,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/A5e5uFPCiV', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","Wordle (ES)  #115 4/6

🟨⬜⬜🟨🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/A5e5uFPCiV",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,255056156,False,2022-05-01T15:50:21.000Z,1520792752556056578,,,,
