id,reply_settings,context_annotations,entities,text,source,public_metrics,lang,author_id,possibly_sensitive,created_at,conversation_id,in_reply_to_user_id,referenced_tweets,geo,attachments
1522126385422163971,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 118, 'end': 128, 'tag': 'Wordle320'}]}","Really? 
Looking for an excuse to kick the habit? Here it is ...
Wordle 320 6/6

⬜🟨⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨⬜⬜⬜🟨
🟩🟩🟩🟩🟩

#Wordle320",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,2896657379,False,2022-05-05T08:09:44.000Z,1522126385422163971,,,,
1522126381479510017,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/I5MRESVPp3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","Wordle (ES)  #119 6/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/I5MRESVPp3",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,2351168600,False,2022-05-05T08:09:43.000Z,1522126381479510017,,,,
1522126379210399744,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 320 5/6

⬛🟩⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,249765998,False,2022-05-05T08:09:43.000Z,1522126379210399744,,,,
1522126378702938113,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 320 5/6

⬜⬜⬜🟨🟨
⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,22357653,False,2022-05-05T08:09:43.000Z,1522126378702938113,,,,
1522126377583001601,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 75, 'end': 88, 'tag': 'BTWordleClub'}]}","Wordle 320 5/6

⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
Phew! Got there in the end. 
#BTWordleClub",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,1314502843907346432,False,2022-05-05T08:09:42.000Z,1522126377583001601,,,,
1522126375783743490,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"Wordle 320 X/6

⬛🟨⬛🟨⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨
🟨⬛⬛🟩⬛
⬛⬛🟨⬛⬛
⬛🟨⬛🟨⬛",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1061578342137298944,False,2022-05-05T08:09:42.000Z,1522126375783743490,,,,
1522126372394741761,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 52, 'end': 58, 'tag': 'dafuq'}]}","Wordle 320 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩 #dafuq 🤨",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,396229132,False,2022-05-05T08:09:41.000Z,1522126372394741761,,,,
1522126370972839937,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"5/5/22

Wordle 320 6/6

⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,1697071213,False,2022-05-05T08:09:41.000Z,1481963781777502210,1697071213,"[{'type': 'replied_to', 'id': '1521719102620020737'}]",,
1522126367197958144,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"👀

Wordle 320 4/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,20264080,False,2022-05-05T08:09:40.000Z,1522126367197958144,,,,
1522126367101538306,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/X3SOgjIsCi', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","Wordle (ES)  #119 4/6

🟨⬜⬜⬜🟨
⬜🟨⬜⬜⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/X3SOgjIsCi",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,825809358474903552,False,2022-05-05T08:09:40.000Z,1490291308287737857,825809358474903552,"[{'type': 'replied_to', 'id': '1521763823308390400'}]",,
