id,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,entities,geo,referenced_tweets,in_reply_to_user_id,attachments
1521077811972247552,1521077811972247552,en,False,everyone,"Wordle 317 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",106371451,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:05.000Z,Tabtter Free,,,,,
1521077806037446656,1521077806037446656,en,False,everyone,"Wordle Tildes #63 4/6

⬜⬜⬜⬜⬜🟩
⬜⬜🟨⬜⬜⬜
⬜⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/LGdHedWMHE","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",231033865,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:03.000Z,Twitter for iPhone,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/LGdHedWMHE', 'expanded_url': 'https://wordle.danielfrg.com/tildes/', 'display_url': 'wordle.danielfrg.com/tildes/'}]}",,,,
1521077805034971136,1521077805034971136,en,False,everyone,"Wordle (ES)  #116 5/6

⬜⬜🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/NA0wkn3HoO","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3051679473,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:03.000Z,Twitter for Android,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/NA0wkn3HoO', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521077804565245952,1521077804565245952,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛🟨
⬛⬛🟨⬛🟩
🟨🟨⬛⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",135233644,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:03.000Z,Twitter for iPhone,,,,,
1521077804187754498,1521077804187754498,en,False,everyone,"Wordle 317 5/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛🟨
🟨🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1106920841458188288,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:03.000Z,Twitter for iPhone,,,,,
1521077800454742016,1521032918537232385,en,False,everyone,"@chrisbrogan Wordle 317 3/6

⬜⬜🟩🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩 https://t.co/2tfI5FsW1m","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",21089214,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:43:02.000Z,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 12, 'username': 'chrisbrogan', 'id': '10202'}], 'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/2tfI5FsW1m', 'expanded_url': 'https://twitter.com/KerryGorgone/status/1521077800454742016/photo/1', 'display_url': 'pic.twitter.com/2tfI5FsW1m', 'media_key': '16_1521077795169914887'}]}",,"[{'type': 'replied_to', 'id': '1521032918537232385'}]",10202,{'media_keys': ['16_1521077795169914887']}
1521077782863880195,1481240073572081670,en,False,everyone,"Wordle 317 6/6

🟨🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",866777355569725440,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:58.000Z,Twitter for iPhone,,{'place_id': '01fbe706f872cb32'},"[{'type': 'replied_to', 'id': '1520721044419629056'}]",866777355569725440,
1521077780863201280,1521077780863201280,und,False,everyone,"#Wordle 317 5/6

🟨⬜⬜⬜⬜
🟩⬜🟩🟩🟨
🟩⬜🟩🟩⬜
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",334819970,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:57.000Z,Twitter Web App,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1521077777520340992,1521077777520340992,en,False,everyone,"Wordle 317 3/6

⬜🟨⬜🟨⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",128717628,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:57.000Z,Twitter for iPhone,,,,,
1521077775213473793,1521077775213473793,en,False,everyone,"Wordle 317 4/6

🟩⬛⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",244372456,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:56.000Z,Twitter for iPhone,,,,,
1521077769815433217,1521077769815433217,en,False,everyone,"Wordle 317 4/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15641432,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:55.000Z,Twitter for iPhone,,,,,
1521077764341874689,1521077764341874689,en,False,everyone,"Everyone has a ________.

#Wordle 317 3/6

🟨🟨⬛⬛🟩
⬛⬛⬛🟨🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1510850520277483523,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:53.000Z,Twitter for Android,"{'hashtags': [{'start': 26, 'end': 33, 'tag': 'Wordle'}]}",,,,
1521077757773443072,1521077757773443072,en,False,everyone,"Wordle 317 3/6 💛💚

🟨⬜⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1424458138342891524,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:52.000Z,Twitter for iPad,,,,,
1521077743110090752,1521077743110090752,en,False,everyone,"Wordle 317 4/6

🟨⬛⬛🟨🟨
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",21148914,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:48.000Z,Twitter for iPhone,,,,,
1521077740006477824,1482717758764761095,en,False,everyone,"Wordle 317 5/6

🟨⬜🟨⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 

lmaooooo i was so excited cuz i was about to get it in three 🙄😂","{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",320639439,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:48.000Z,Twitter for iPhone,,,"[{'type': 'replied_to', 'id': '1520793935878279168'}]",320639439,
1521077734205755392,1521077734205755392,en,False,everyone,"Wordle 317 3/6
More green today! 💚🍏🐸☘️♻️⛳🌱🥦🐍🐸🤢🍵📗🥬

🟩⬛⬛🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17771390,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:46.000Z,Twitter for Android,,,,,
1521077733593391106,1521077733593391106,en,False,everyone,"Wordle 317 4/6

⬜🟨⬜⬜⬜
🟨⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",36502310,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:46.000Z,Twitter for iPhone,,,,,
1521077733232713728,1521077733232713728,en,False,everyone,"Wordle (ES)  #116 5/6

⬜🟨⬜⬜🟨
⬜🟨🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/4X4HutfAF4","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707188364,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:46.000Z,Twitter for Android,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/4X4HutfAF4', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521077728912769024,1521077728912769024,ja,False,everyone,"Wordle 317 4/6

⬜⬜⬜🟨⬜
🟩⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
もう少しちゃんと考えれば３手目でとれたな！(&gt;_&lt;)","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",900349287208370176,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:45.000Z,TwitPanePlus,,,,,
1521077726094008380,1521077726094008380,en,False,everyone,"Wordle 317 X/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
🟨🟨🟩⬜⬜
🟨⬜🟩🟨🟨
⬜🟨🟩🟨🟨
🟩🟩🟩🟩⬜","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26382786,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:44.000Z,Twitter for Android,,,,,
1521077722734280711,1481225651650797569,en,False,everyone,"Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",3237540839,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:44.000Z,Twitter for iPhone,,,"[{'type': 'replied_to', 'id': '1520731930957959168'}]",3237540839,
1521077697513992192,1521077697513992192,en,False,everyone,"Wordle 317 X/6

🟨⬛⬛⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
🟩⬛🟩⬛⬛
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1246910310826627074,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:38.000Z,Twitter for Android,,,,,
1521077694993162241,1521077694993162241,en,False,everyone,"Wordle 317 5/6

🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",51499360,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:37.000Z,Twitter for Android,,,,,
1521077693990670338,1521077693990670338,en,False,everyone,"Wordle 317 6/6
😭

🟩⬛⬛🟨⬛
⬛⬛🟩⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",10360502,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:37.000Z,Twitter for Android,,,,,
1521077688815038466,1521077688815038466,es,False,everyone,"Lo que ma costao sacar la palabrita hoy, uf

Wordle (ES)  #116 5/6

🟨⬜🟨🟨⬜
⬜🟨🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/qsN0d0Ft1p","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",133018170,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:35.000Z,Twitter Web App,"{'urls': [{'start': 99, 'end': 122, 'url': 'https://t.co/qsN0d0Ft1p', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521077681357570048,1521077681357570048,es,False,everyone,"el que madruga... Wordle Científico #50 3/6

⬜🟩⬜⬜🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/WOJiPfUk2F","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1564075699,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:34.000Z,Twitter Web App,"{'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/WOJiPfUk2F', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",,,,
1521077679264460801,1521077679264460801,ja,False,everyone,"Wordle 317 4/6

⬜⬜⬜⬜🟨
🟩⬜⬜🟨🟨
🟩🟨⬜🟩🟩
🟩🟩🟩🟩🟩

ほう∑(ﾟДﾟ)","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",141070609,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:33.000Z,Twitter for iPhone,,,,,
1521077677955993601,1521077677955993601,en,False,everyone,"Wordle 317 4/6*

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟩
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1101168628462960642,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:33.000Z,Twitter for Android,,,,,
1521077675120631808,1521077675120631808,es,False,everyone,"Wordle (ES)  #116 6/6
Esta palabra está aceptada si quiera sksjsj

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/atvMXh65hA","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4464489886,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:32.000Z,Twitter for Android,"{'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/atvMXh65hA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521077656690823168,1521077656690823168,en,False,everyone,"Hello Monday... #Wordle 317 4/6

🟩🟨⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",18377616,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:28.000Z,Twitter Web App,"{'hashtags': [{'start': 16, 'end': 23, 'tag': 'Wordle'}]}",,,,
1521077647870210050,1521077647870210050,en,False,everyone,"Wordle (ES)  #116 4/6

⬜🟨⬜🟩⬜
⬜⬜⬜🟩🟨
⬜🟩🟨🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/0jkzQ18t4I","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",139791743,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:26.000Z,Twitter for iPhone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/0jkzQ18t4I', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521077638751731714,1521077638751731714,en,False,everyone,"Wordle 317 4/6

🟨⬜⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",181955519,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:23.000Z,Twitter for iPhone,,,,,
1521077597890830338,1521077597890830338,und,False,everyone,"#WordleCAT 122 4/6

🟨⬜⬜🟨⬜
⬜🟨⬜⬜🟨
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/T0GMd62Vhw","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",488834118,,2022-05-02T10:42:14.000Z,Twitter for iPhone,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/T0GMd62Vhw', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",,,,
1521077597282746368,1521077597282746368,en,False,everyone,"Wordle (ES)  #116 4/6

🟨⬜🟨⬜⬜
🟩⬜⬜⬜🟨
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/XGxOX3hmpw","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463257938,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:14.000Z,Twitter for Android,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/XGxOX3hmpw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521077591217741825,1521077591217741825,en,False,everyone,"Wordle Tildes #63 3/6

⬛⬛⬛⬛⬛⬛
⬛🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/8S9aQowPAH 

ufff easyyy","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",364254209,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:12.000Z,Twitter Web App,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/8S9aQowPAH', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1521077587551862784,1521077587551862784,en,False,everyone,"Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",272251774,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:11.000Z,Twitter for iPhone,,,,,
1521077584204808192,1521077584204808192,en,False,everyone,"Wordle 317 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14154140,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:10.000Z,Twitter for iPhone,,,,,
1521077577179443201,1521077577179443201,en,False,everyone,"Wordle 317 3/6

🟩⬛⬛⬛🟨
🟩🟨⬛🟩🟩
🟩🟩🟩🟩🟩
Not bad 🤓","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",22521958,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:09.000Z,Twitter for iPhone,,,,,
1521077575996809217,1521077575996809217,en,False,everyone,"Wordle 317 4/6

🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336551470,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:09.000Z,Twitter for iPhone,,,,,
1521077572334927872,1521077572334927872,en,False,everyone,"Wordle 317 3/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",502100151,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:08.000Z,Twitter for iPhone,,,,,
1521077567058501633,1521077567058501633,en,False,everyone,"Wordle 317 5/6*

🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",194187218,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:06.000Z,Twitter for iPhone,,,,,
1521077565104037890,1521077565104037890,en,False,everyone,"#Wordle317 5/6 the story of #wordle worth sharing...

⬛⬛⬛⬛🟨
⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803269580189794304,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T10:42:06.000Z,Twitter for Android,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle317'}, {'start': 28, 'end': 35, 'tag': 'wordle'}]}",,,,
