id,entities,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,in_reply_to_user_id,referenced_tweets,attachments,geo
1520975801402933250,,en,"Wordle 316 5/6

⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-02T03:57:44.000Z,1520975801402933250,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,346230733,everyone,,,,
1520975798093905920,,ja,"Wordle 317 4/6

⬜🟨⬜⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
構想力💪",2022-05-02T03:57:43.000Z,1520975798093905920,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1188425688325345287,everyone,,,,
1520975797493903360,,en,"Wordle 317 5/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

😌",2022-05-02T03:57:43.000Z,1520975797493903360,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,234001265,everyone,,,,
1520975790757879808,,en,"Wordle 316 5/6

⬛⬛⬛⬛🟩
⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛⬛⬛🟨⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:41.000Z,1482021177619099650,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1404898305428144143,everyone,1404898305428144143,"[{'type': 'replied_to', 'id': '1520643126222016512'}]",,
1520975781593190400,,en,"Wordle 316 6/6

⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-02T03:57:39.000Z,1520975781593190400,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1350826657414737921,everyone,,,,
1520975779395702784,,en,"Wordle 317 4/6

⬜⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",2022-05-02T03:57:38.000Z,1520975779395702784,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,68889078,everyone,,,,
1520975775268229120,,en,"Wordle 317 6/6

⬛🟨⬛⬛⬛
🟩⬛⬛🟩🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:37.000Z,1520975775268229120,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,1193033143906750465,everyone,,,,
1520975772978098177,,en,"🥵
Wordle 316 6/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:37.000Z,1520975772978098177,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,202602593,everyone,,,,
1520975766355210240,"{'annotations': [{'start': 0, 'end': 3, 'probability': 0.6636, 'type': 'Product', 'normalized_text': 'wii'}]}",en,"wii
Wordle 317 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:35.000Z,1520975766355210240,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10024011469', 'name': 'Nintendo Wii'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1110377011686621185,everyone,,,,
1520975761305665537,"{'mentions': [{'start': 0, 'end': 9, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 10, 'end': 19, 'username': 'dawardle', 'id': '1165789231'}]}",en,"@albolt76 @dawardle Wordle 317 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:34.000Z,1520898358348451841,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,103290683,everyone,1160130818678972416,"[{'type': 'replied_to', 'id': '1520898358348451841'}]",,
1520975751314554880,,en,"Wordle 316 4/6*

⬛⬛⬛🟨⬛
🟨⬛⬛🟩⬛
🟩🟨🟨🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:32.000Z,1520975751314554880,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1500264587161178112,everyone,,,,
1520975735808307200,"{'mentions': [{'start': 0, 'end': 9, 'username': 'mengo_95', 'id': '854111600'}, {'start': 57, 'end': 65, 'username': 'OsmarZs', 'id': '285365648'}]}",es,"@mengo_95 Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩
 @OsmarZs no veo el tuyo",2022-05-02T03:57:28.000Z,1520967539873837056,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1917711763,everyone,854111600,"[{'type': 'replied_to', 'id': '1520967539873837056'}]",,
1520975722633867265,,en,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:25.000Z,1520975722633867265,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4516734532,everyone,,,,
1520975716308819970,,en,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟨🟨🟨🟨⬛
🟨⬛⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩
:0",2022-05-02T03:57:23.000Z,1482956950631587840,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,861297236810059776,everyone,861297236810059776,"[{'type': 'replied_to', 'id': '1520263551440592898'}]",,
1520975713486053382,,en,"Wordle 305 4/6

⬛⬛🟨⬛⬛
🟩🟨⬛🟨⬛
🟩⬛🟨⬛🟨
🟩🟩🟩🟩🟩",2022-05-02T03:57:23.000Z,1520975713486053382,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,136467150,everyone,,,,
1520975697887457280,,en,"Wordle 317 3/6

⬛⬛🟨⬛🟨
🟩⬛⬛⬛🟩
🟩🟩🟩🟩🟩",2022-05-02T03:57:19.000Z,1520975697887457280,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,17098813,everyone,,,,
1520975691835068416,"{'urls': [{'start': 119, 'end': 142, 'url': 'https://t.co/43no6P2FjP', 'expanded_url': 'https://twitter.com/D_PaulAngel/status/1520975691835068416/photo/1', 'display_url': 'pic.twitter.com/43no6P2FjP', 'media_key': '3_1520975599900102656'}]}",en,"My hundredth game! Have some good symmetry going in the wins too :-) 

Wordle 316 5/6* 

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩 https://t.co/43no6P2FjP",2022-05-02T03:57:17.000Z,1520975691835068416,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,33439892,everyone,,,{'media_keys': ['3_1520975599900102656']},
1520975689050374144,,en,"Wordle 317 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:17.000Z,1520975689050374144,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,103290683,everyone,,,,
1520975683517833216,,en,"Wordle 317 3/6

🟩⬛🟨⬛⬛
⬛⬛⬛🟨🟨
🟩🟩🟩🟩🟩",2022-05-02T03:57:15.000Z,1520975683517833216,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1002478139560349696,everyone,,,,
1520975677536698368,,en,"Wordle 316 5/6*

⬜⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩
Missed another streak due to concert. Starting to think I should *this word* this game",2022-05-02T03:57:14.000Z,1520975677536698368,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,25839265,everyone,,,,
1520975671308214273,,en,"Wordle 317 5/6

🟩⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:13.000Z,1520975671308214273,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,41130112,everyone,,,,
1520975658247245824,,en,"Wordle 303 5/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
⬛🟩⬛🟨🟩
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:09.000Z,1520975658247245824,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,136467150,everyone,,,,
1520975651099971584,"{'hashtags': [{'start': 62, 'end': 69, 'tag': 'Monday'}]}",en,"Wordle 317 2/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

Well, someone is having a bright #Monday morning!
Must be the refreshing coolness after last night’s rain…",2022-05-02T03:57:08.000Z,1520975651099971584,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '109', 'name': 'Reoccurring Trends', 'description': 'Twitter generated Trends that occur on a daily, weekly, monthly, or yearly basis'}, 'entity': {'id': '918189820936982528', 'name': '#MondayMorning', 'description': '#MondayMorning'}}, {'domain': {'id': '171', 'name': 'Local News', 'description': 'For local-level news entities'}, 'entity': {'id': '1294318440673468416', 'name': 'Bengaluru'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",Twitter for iPhone,92293110,everyone,,,,
1520975650667913216,,ja,"Wordle 317 6/6

⬛⬛🟨⬛🟨
🟩🟨⬛⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
この問題で最後こうなるのかよというかんじ",2022-05-02T03:57:08.000Z,1520975650667913216,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Biyon Lite Ver,3116898102,everyone,,,,
1520975643458084864,"{'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/dACbQBsQsk', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com', 'status': 200, 'title': 'Wordle Türkçe - Günlük Kelime Oyunu', 'description': 'Wordle Türkçe Tr Oyna. Günün kelimesini bul. Wordle nasıl oynanır herkese göster.', 'unwound_url': 'https://www.wordleturkce.com/'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'WordleTurkce', 'id': '1487482303051874309'}]}",tr,"@WordleTurkce Wordle Türkçe 317 5/6

⬛⬛⬛⬛🟨
⬛⬛🟨⬛⬛
🟨⬛⬛🟩⬛
🟨🟨🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/dACbQBsQsk",2022-05-02T03:57:06.000Z,1520975643458084864,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,169856086,everyone,1487482303051874309,,,
1520975621010169856,,en,"Wordle 316 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:57:01.000Z,1520975621010169856,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,888173030173814786,everyone,,,,
1520975615549403137,,en,"Wordle 317 5/6

⬜⬜🟨⬜🟩
🟩🟨⬜⬜⬜
⬜⬜⬜⬜🟨
🟩🟩🟨🟨🟩
🟩🟩🟩🟩🟩",2022-05-02T03:56:59.000Z,1520975615549403137,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1403910417336848386,everyone,,,,
1520975614588555264,,en,"Wordle 316 4/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-02T03:56:59.000Z,1520975614588555264,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,960546441486897153,everyone,,,,
1520975603956129792,,en,"Wordle 316 3/6

🟨🟩⬛⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-02T03:56:57.000Z,1520975603956129792,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,3235261081,everyone,,,,
1520975596691595264,,en,"sneeze 
Wordle 316 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:56:55.000Z,1520975596691595264,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1520601690776473600,everyone,,,,
1520975573484507136,,en,"Good morning. Back in the saddle. 

Wordle 317 6/6

⬛🟨⬛⬛🟨
🟩⬛🟩⬛🟨
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-02T03:56:49.000Z,1520975573484507136,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1378681107252715523,everyone,,,,
1520975571483865092,,en,"Wordle 316 5/6

⬛⬛⬛⬛🟩
⬛⬛⬛🟩🟩
⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:56:49.000Z,1520975571483865092,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1324013400167534595,everyone,,,,
1520975537161703424,,en,"Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-02T03:56:41.000Z,1520975537161703424,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,21805540,everyone,,,,
1520975524235038722,"{'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/M6dP1oxkQI', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}], 'hashtags': [{'start': 63, 'end': 70, 'tag': 'вордли'}]}",ru,"Игра Wordle (RU) День #116 5/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩🟨🟩⬜⬜
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/M6dP1oxkQI",2022-05-02T03:56:37.000Z,1520975524235038722,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,356690227,everyone,,,,
1520975505465520128,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/gnjnNmXRyH', 'expanded_url': 'https://bit.ly/3ucSgyD', 'display_url': 'bit.ly/3ucSgyD'}], 'hashtags': [{'start': 47, 'end': 53, 'tag': 'WORDE'}, {'start': 54, 'end': 64, 'tag': 'Wordle317'}]}",en,"Wordle 317 5/6

⬛⬛⬛🟨⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

#WORDE #Wordle317

https://t.co/gnjnNmXRyH",2022-05-02T03:56:33.000Z,1520975505465520128,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,309518238,everyone,,,,
1520975473383133184,,en,"Wordle 317 2/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",2022-05-02T03:56:25.000Z,1520975473383133184,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1515921044091023367,everyone,,,,
1520975447990972417,,en,"Wordle 317 5/6

⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟨⬜🟩🟨🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-02T03:56:19.000Z,1520975447990972417,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,106972067,everyone,,,,
1520975437505040385,,en,"🌻Wordle 317 4/6

⬜⬜⬜🟨⬜
🟩⬜🟩⬜⬜
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩",2022-05-02T03:56:17.000Z,1520975437505040385,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,620384375,everyone,,,,
1520975428529553409,,en,"Wordle 317 4/6

⬜🟨⬜⬜🟨
⬜🟨🟩⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",2022-05-02T03:56:15.000Z,1515573040288989185,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1314149773008539649,everyone,1314149773008539649,"[{'type': 'replied_to', 'id': '1520602816087457792'}]",,
1520975417452417025,,en,"Wordle 317 4/6

⬜⬜⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-02T03:56:12.000Z,1520975417452417025,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,137285536,everyone,,,,
1520975414658846720,,en,"Wordle 316 4/6

🟨🟨🟨🟨⬛
🟨🟨🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-02T03:56:11.000Z,1520975414658846720,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1240130949368725506,everyone,,,,
1520975408241463297,,en,"Wordle 316 4/6
This was one of those where I was stuck for so long because i couldn’t form a single word until I got it 
⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-02T03:56:10.000Z,1520975408241463297,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,829202158293749761,everyone,,,,
