id,author_id,reply_settings,lang,possibly_sensitive,public_metrics,conversation_id,context_annotations,source,created_at,text,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1520416367672922112,815970620366356481,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1520408414605615104,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,2022-04-30T14:54:44.000Z,"@rogertansey It was a tough one!

Wordle 315 5/6*

🟨⬛⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 12, 'username': 'rogertansey', 'id': '459876432'}]}",459876432,"[{'type': 'replied_to', 'id': '1520408414605615104'}]",,
1520416342867734528,186668064,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416342867734528,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:38.000Z,"Wordle 315 4/6

⬛⬛🟨🟨⬛
🟨🟩⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,,,,
1520416335901118466,253716821,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416335901118466,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:37.000Z,"Wordle 315 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,,,,
1520416326367559681,1225517739042844694,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416326367559681,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:34.000Z,"Wordle 315 5/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟨⬜🟨
🟩🟩🟩🟩🟩",,,,,
1520416319497281538,1659073500,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416319497281538,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-30T14:54:33.000Z,"Wordle 315 4/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟩⬜
⬜🟨🟨🟩⬜
🟩🟩🟩🟩🟩",,,,,
1520416307891556358,30095732,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416307891556358,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",TweetDeck,2022-04-30T14:54:30.000Z,"Wordle (ES)  #114 6/6

⬜🟨🟨⬜🟨
🟨⬜🟨⬜🟩
🟨⬜🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/UjQM6ytCTo","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/UjQM6ytCTo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520416307459477506,28733329,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416307459477506,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:30.000Z,"Wordle 315 5/6*

🟨🟨⬛⬛⬛
🟨⬛🟨⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

WordleBot
Skill 71/100
Luck 35/100",,,,,
1520416306612346880,141467433,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416306612346880,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:30.000Z,"Wordle 315 4/6*

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",,,,,
1520416306000183296,1239052417334820867,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416306000183296,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:29.000Z,"Wordle 315 6/6

⬛⬛🟨⬛⬛
⬛🟨⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

ほーーーーん",,,,,
1520416298425065475,1276607944688316422,everyone,fr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416298425065475,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:28.000Z,"Le Mot (@WordleFR) #111 3/6

🟩⬛🟨🟨⬛
🟩🟨⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/cB8b7c6MOC","{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/cB8b7c6MOC', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me', 'status': 200, 'title': 'Le Mot - Wordle en français', 'description': 'Wordle, mais en français. Devinez le mot du jour ! Totalement gratuit, en ligne, et sans pub.', 'unwound_url': 'https://wordle.louan.me'}]}",,,,
1520416297724522496,121422973,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416297724522496,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-30T14:54:28.000Z,"Wordle 315 6/6

⬜🟩⬜⬜⬜
⬜🟨⬜⬜⬜
⬜⬜⬜⬜⬜
🟨🟩🟨⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,,,,
1520416296151748608,168115329,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416296151748608,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:27.000Z,"Wordle (ES)  #114 5/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Z7yarkL4r7","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Z7yarkL4r7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520416287024979970,951246169,everyone,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1492394624173977602,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:25.000Z,"Wordle 315 5/6

⬛🟨🟨⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

devastating",,951246169,"[{'type': 'replied_to', 'id': '1520052812004171778'}]",,
1520416278321987585,22479218,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1520416278321987585,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:23.000Z,"Wordle 316 5/6

⬜🟨⬜⬜⬜
⬜🟩⬜🟩⬜
⬜⬜⬜⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,,,,
1520416260508598272,556601916,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416260508598272,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:19.000Z,"Wordle 315 4/6

⬛⬛⬛⬛⬛
🟩⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,,,,
1520416240442949638,902461658,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416240442949638,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPad,2022-04-30T14:54:14.000Z,"Close one!

Wordle 315 6/6

🟩⬜🟨🟨⬜
🟩⬜🟨🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,,,,
1520416235619598337,16392956,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416235619598337,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:13.000Z,"Wordle 315 5/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩
Completely messed up that third guess 🙄",,,,,
1520416221509955585,797287440,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416221509955585,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:09.000Z,"Wordle 315 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,,,,
1520416206464839681,96889529,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416206464839681,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-30T14:54:06.000Z,"Wordle (ES)  #114 6/6

🟩⬛⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/XPNECvIgjU","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/XPNECvIgjU', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520416190463717377,2317320413,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416190463717377,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:54:02.000Z,"Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

What a disgusting word",,,,,
1520416183945732097,960948927213252610,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416183945732097,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,2022-04-30T14:54:00.000Z,"Wordle Tildes #61 2/6

🟩⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/TXRQq5ACd9","{'annotations': [{'start': 0, 'end': 12, 'probability': 0.3663, 'type': 'Person', 'normalized_text': 'Wordle Tildes'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/TXRQq5ACd9', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1520416171677437953,67431756,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416171677437953,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-30T14:53:57.000Z,"Wordle 315 4/6

🟩⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,,,,
1520416162332708864,1407011192,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416162332708864,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",Twitter Web App,2022-04-30T14:53:55.000Z,"ポケモンWordle 7/10

⬛⬛⬛⬛⬛  ⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛🟨⬛🟨
⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛

https://t.co/CqtBcWmJy7
 #ポケモンWordle","{'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/CqtBcWmJy7', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1520416157421174784,24861071,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416157421174784,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",Twitter for iPhone,2022-04-30T14:53:54.000Z,"ポケモンWordle 4/10

⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟨
⬛⬛⬛🟩🟨
🟩🟩🟩🟩🟩

https://t.co/vvA1Rl8EFH
 #ポケモンWordle きたーーー","{'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/vvA1Rl8EFH', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1520416152828194816,791799329342230528,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520416152828194816,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-30T14:53:53.000Z,"Wordle 315 2/6

⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩
Hell yeah first one in two 😤😤😤",,,,,
1520416152241188865,115095048,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520416152241188865,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",Twitter for Android,2022-04-30T14:53:53.000Z,"ポケモンWordle 6/10

⬛⬛⬛⬛🟨  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
⬛⬛⬛🟩🟨

https://t.co/PQCH82wI6T
 #ポケモンWordle","{'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/PQCH82wI6T', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
