id,reply_settings,source,possibly_sensitive,lang,entities,referenced_tweets,context_annotations,text,author_id,created_at,public_metrics,conversation_id,attachments,in_reply_to_user_id,geo
1522091923485437952,everyone,Twitter for Android,False,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/81tLwcxe0b', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 3/6

🟨⬛⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/81tLwcxe0b",1032011872336269312,2022-05-05T05:52:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091923485437952,,,
1522091922759819271,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 4/6

⬛⬛🟨🟨🟩
⬛⬛⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1093761578632138752,2022-05-05T05:52:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1522091922759819271,,,
1522091918607491072,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 4/6
What....LoL!
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1182246259089911808,2022-05-05T05:52:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091918607491072,,,
1522091916262846464,everyone,Twitter for Android,False,und,"{'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/710R09nYc9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Uf!! 😅😅 (otra vez).

Wordle (ES)  #119 6/6

🟨🟨⬜⬜🟨
⬜🟩⬜🟨🟨
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/710R09nYc9",637158056,2022-05-05T05:52:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091916262846464,,,
1522091910919340033,everyone,Talon Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

⬜🟨⬜🟨⬜
⬜🟨⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Skin of the old teeth today.",274607385,2022-05-05T05:52:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091910919340033,,,
1522091908872347652,everyone,Twitter for Android,False,es,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/Z03YyYURPG', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Lo puse de joda xd

Wordle Científico #53 3/6

🟨⬛🟨⬛🟨⬛
🟩🟩⬛🟩⬛⬛
🟩🟩🟩🟩🟩🟩
 https://t.co/Z03YyYURPG",1036477148951924737,2022-05-05T05:52:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091908872347652,,,
1522091907698020352,everyone,Twitter for Android,False,en,"{'mentions': [{'start': 0, 'end': 5, 'username': 'mjxa', 'id': '18700066'}]}","[{'type': 'replied_to', 'id': '1521992149721571333'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@mjxa I feel for you. After 91 I was foiled by FOYER. Today's looked dangerous after 2, so I took defensive action 

Wordle 320 5/6

⬜⬜⬜🟨🟨
⬜⬜⬜🟩🟩
⬜🟩⬜⬜🟨
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",62236335,2022-05-05T05:52:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521992149721571333,,18700066,
1522091906246737920,everyone,Twitter for iPhone,False,es,"{'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/yzpzwo2K26', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #53 3/6

🟨⬜⬜⬜🟨🟩
⬜🟩🟨🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/yzpzwo2K26",129305278,2022-05-05T05:52:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091906246737920,,,
1522091901088071680,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛🟩⬛🟩⬛
⬛🟩⬛🟩⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Idk how long I stopped playing. My statistics disappeared 🥺🥺🥺",99879290,2022-05-05T05:52:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091901088071680,,,
1522091898063699969,everyone,Twitter for iPad,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 3/6

⬛🟨🟨⬛⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩",53412785,2022-05-05T05:52:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091898063699969,,,
1522091890526801920,everyone,Twitter for Android,False,en,"{'annotations': [{'start': 44, 'end': 52, 'probability': 0.5221, 'type': 'Person', 'normalized_text': 'Americans'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'Ain_Seen_', 'id': '253563965'}]}","[{'type': 'replied_to', 'id': '1522087655315582976'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@Ain_Seen_ It refers to a sport. It was for Americans only. 

Wordle 320 5/6

⬜⬜🟨🟨🟨
⬜⬜⬜🟩⬜
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",86438975,2022-05-05T05:52:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1522087655315582976,,253563965,
1522091887783563264,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 5/6

⬜⬜⬜🟩⬜
⬜🟨⬜🟩⬜
⬜🟩🟨🟩⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩",534704408,2022-05-05T05:52:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1522091887783563264,,,
1522091887401836545,everyone,Twitter for Android,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/y2AVZZAwXJ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521730378364506113'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 5/6

🟨⬜⬜⬜🟨
⬜⬜🟨🟨🟨
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/y2AVZZAwXJ",1041747635730870274,2022-05-05T05:52:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1479896088282865668,,1041747635730870274,
1522091885854363648,everyone,Twitter Web App,False,en,,"[{'type': 'replied_to', 'id': '1521729459879043077'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 5/6

⬛🟨🟨⬛🟨
🟩🟨⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

I guess",2432178518,2022-05-05T05:52:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1491284306605789185,,2432178518,
1522091883983425536,everyone,Twitter for Android,False,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/DPkjWam5xM', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 4/6

⬜🟨🟩⬜🟨
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/DPkjWam5xM",114844973,2022-05-05T05:52:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091883983425536,,,
1522091873099255808,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛🟨⬛🟨⬛
⬛🟨🟨⬛⬛
🟨🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Phew!!",3972816201,2022-05-05T05:52:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091873099255808,,,
1522091869580439552,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Phew
Wordle 320 6/6

🟨⬛⬛⬛🟨
⬛⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛⬛⬛🟨⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",83300174,2022-05-05T05:52:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091869580439552,,,
1522091861954990081,everyone,Twitterrific for Mac,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Doh!
Wordle 320 X/6*

⬜⬜⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩",14121339,2022-05-05T05:52:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091861954990081,,,
1522091850135449600,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

⬜⬜⬜⬜🟨
🟨⬜⬜⬜⬜
🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",1485340292899299336,2022-05-05T05:52:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091850135449600,,,
1522091845223956481,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

⬛🟨⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

Grrrrr!",92255900,2022-05-05T05:52:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091845223956481,,,
1522091843999129602,everyone,TweetCaster for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 5/6 Done!

⬛⬛⬛🟩⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",20045364,2022-05-05T05:52:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091843999129602,,,
1522091838978596864,everyone,Twitter for iPad,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 5/6

🟨⬜⬜⬜🟨
🟨⬜🟨🟨⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",740638153552371712,2022-05-05T05:52:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1522091838978596864,,,
1522091838915678208,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 6/6

🟨⬛🟨⬛⬛
🟨⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩⬛🟩⬛⬛
🟩🟩🟩🟩🟩",3121791759,2022-05-05T05:52:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",1522091838915678208,,,
1522091835241422848,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000614173', 'name': 'The Simpsons', 'description': 'Homer and Marge Simpson raise Bart, Lisa and baby Maggie in Springfield.\n\nPhoto via @TheSimpsons'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10027336172', 'name': 'The Simpsons', 'description': ""This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbour, Ned Flanders, family physician Dr Hibbert, Moe the bartender and police chief Clancy Wiggum.""}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028414416', 'name': 'Os Simpsons'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029697719', 'name': 'The Simpsons'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '172', 'name': 'Global TV Show', 'description': 'For global/conceptual TV shows without localization.'}, 'entity': {'id': '1223191069757562880', 'name': 'The Simpsons'}}]","Wordle 320 5/6

⬛⬛⬛🟩⬛
⬛⬛🟨🟩⬛
🟨🟩🟨🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩
Shout out the simpsons",2929222029,2022-05-05T05:52:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091835241422848,,,
1522091835010826241,everyone,Twitter for Android,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Tli6neyChl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521729275983974400'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 5/6

⬜🟩⬜⬜🟩
⬜🟨⬜⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/Tli6neyChl",550247307,2022-05-05T05:52:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1482302319639334917,,550247307,
1522091833316233216,everyone,Twitter for Android,False,es,"{'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/eQtKadmOzU', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'VlcMorboso', 'id': '1024773051328720897'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@VlcMorboso siii por fin!! Jajaja
Wordle (ES)  #119 4/6

⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/eQtKadmOzU",1475886961030217730,2022-05-05T05:52:26.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",1522091833316233216,,1024773051328720897,
1522091821362515968,everyone,Twitter for Android,False,en,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/NIK6zO5FC1', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Tildes #66 4/6

🟩⬛⬛⬛⬛⬛
🟩⬛⬛⬛🟨⬛
🟩🟨🟨⬛⬛⬛
🟩🟩🟩🟩🟩🟩
 https://t.co/NIK6zO5FC1",279573419,2022-05-05T05:52:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091821362515968,,,
1522091818334437376,everyone,Twitter for Android,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Well that was stressful
Wordle 320 6/6

⬛⬛🟨⬛⬛
🟨⬛🟨🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1405371958833782786,2022-05-05T05:52:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091818334437376,,,
1522091815343689733,everyone,Twitter for iPhone,False,en,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 320 5/6

⬜🟨⬜⬜🟨
⬜🟨⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",80556462,2022-05-05T05:52:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1522091815343689733,,,
1522091812684713984,everyone,Twitter for Android,False,ja,"{'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/1ejCt6aDgv', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 99, 'end': 110, 'tag': 'ポケモンWordle'}]}",,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","まじでわからんかった…
ポケモンWordle X/10

⬛⬛⬛🟨⬛  ⬛🟨⬛⬛⬛
🟨⬛🟨⬛⬛  🟩⬛⬛⬛⬜
⬛🟨⬛⬛⬛
⬛⬛⬛🟨⬛
⬛⬛⬛⬛🟨

https://t.co/1ejCt6aDgv
 #ポケモンWordle",88336653,2022-05-05T05:52:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091812684713984,,,
1522091810956496897,everyone,Twitter,False,ko,"{'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/Q1FmMMp4Pa', 'expanded_url': 'https://jhlov.github.io/wordle', 'display_url': 'jhlov.github.io/wordle'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'rubi200310', 'id': '3067488252'}]}","[{'type': 'retweeted', 'id': '1522091265349029890'}]",,"RT @rubi200310: 워들 208 6/6*
https://t.co/Q1FmMMp4Pa

⬛⬛⬛🟩🟨
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩",1371551211351121920,2022-05-05T05:52:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091810956496897,,,
1522091810943873025,everyone,Twitter for iPhone,False,en,"{'urls': [{'start': 203, 'end': 226, 'url': 'https://t.co/WK9pAkaTsF', 'expanded_url': 'https://twitter.com/saenticott/status/1522091810943873025/photo/1', 'display_url': 'pic.twitter.com/WK9pAkaTsF', 'media_key': '3_1522091803083788290'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","WordHurdle 212 4/6 
🤍💙🤍🤍🤍🤍
🤍💙🤍🤍💙💛
🤍💙💛💙🤍🤍
💙💙💙💙💙💙

Wordle 320 5/6
🟩🟨⬜🟨⬜
🟩⬜🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

just about there 😀

WordHurdle 213 5/6 
🤍💛🤍🤍🤍🤍
🤍🤍💛🤍🤍💙
🤍💙💛🤍🤍🤍
🤍💙🤍💛💙🤍
💙💙💙💙💙💙

Daily Quordle 101
5️⃣4️⃣
6️⃣7️⃣ https://t.co/WK9pAkaTsF",3381747117,2022-05-05T05:52:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091810943873025,{'media_keys': ['3_1522091803083788290']},,
1522091808876122112,everyone,Twitter for Android,False,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Jg4s7ANHVE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 4/6

🟨⬛⬛🟨🟩
🟨🟩⬛⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/Jg4s7ANHVE",3227922202,2022-05-05T05:52:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091808876122112,,,
1522091802462986240,everyone,Twitter for iPhone,False,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/rvFisCFqjd', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩
 https://t.co/rvFisCFqjd",230873800,2022-05-05T05:52:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1522091802462986240,,,
1522091801389240320,everyone,Twitter for iPhone,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/uxWTQsv3kx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #119 5/6

🟨⬜⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/uxWTQsv3kx",104879044,2022-05-05T05:52:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1522091801389240320,,,
