id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,entities,geo,referenced_tweets,in_reply_to_user_id,attachments
1522290065426288647,2022-05-05T19:00:09.000Z,everyone,1522290065426288647,False,"Wordle (ES)  #119 3/6

🟨⬜⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2CZ1HHW9qj",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",204205371,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/2CZ1HHW9qj', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522290047474552832,2022-05-05T19:00:04.000Z,everyone,1522290047474552832,False,"Wordle 321 X/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩⬜⬜⬜",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",53532136,en,,,,,
1522290042886103042,2022-05-05T19:00:03.000Z,everyone,1522290042886103042,False,"Wordle (ES)  #119 6/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/JnR7uOuV29",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",95998571,en,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/JnR7uOuV29', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522290042474876929,2022-05-05T19:00:03.000Z,everyone,1522218860417482759,False,"@questlove Wordle 320 4/6

⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩 don’t even ask me how, I literally guessed lolol",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070731963944787968', 'name': 'Questlove', 'description': 'African-American musician'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1070731963944787968', 'name': 'Questlove', 'description': 'African-American musician'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4187726293,en,"{'mentions': [{'start': 0, 'end': 10, 'username': 'questlove', 'id': '14939981'}]}",,"[{'type': 'replied_to', 'id': '1522218860417482759'}]",14939981,
1522290032643428353,2022-05-05T19:00:01.000Z,everyone,1522290032643428353,False,"Wordle 321 3/6

⬛⬛🟨⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩

🏷️",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",106114698,en,,,,,
1522290031863291904,2022-05-05T19:00:01.000Z,everyone,1522290031863291904,False,"Wordle 321 3/6*

⬛⬛🟨⬛🟩
🟨🟨⬛🟨🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",323982581,en,,,,,
1522290024313757696,2022-05-05T18:59:59.000Z,everyone,1522290024313757696,False,"Wordle (ES)  #119 2/6

🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/PXxNHiaXF9",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",252518086,en,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/PXxNHiaXF9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522290023080636416,2022-05-05T18:59:58.000Z,everyone,1522290023080636416,False,"oh come on

Wordle 320 X/6

⬜🟨⬜⬜⬜
🟨⬜⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",23249956,en,,,,,
1522290016688513027,2022-05-05T18:59:57.000Z,everyone,1522290016688513027,False,"Wordle (ES)  #119 5/6

⬜⬜⬜🟨⬜
⬜🟩⬜🟨🟨
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ouHkWJYf3K",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",617727129,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/ouHkWJYf3K', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1522290014431838208,2022-05-05T18:59:56.000Z,everyone,1522290014431838208,False,"Wordle 321 3/6

🟩⬜🟨⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1327246807324270594,en,,,,,
1522290002771726337,2022-05-05T18:59:54.000Z,everyone,1522290002771726337,False,"Wordle (ES)  #119 3/6

🟨⬜🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 Eterno https://t.co/9s1ofDyQ26",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",523799303,en,"{'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/9s1ofDyQ26', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522289985680211968,2022-05-05T18:59:50.000Z,everyone,1522289985680211968,False,"Wordle 321 6/6

⬛⬛🟨⬛🟩
⬛⬛⬛⬛🟨
🟨🟩⬛🟨⬛
⬛🟩⬛🟨🟨
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",46441218,en,,,,,
1522289978457620480,2022-05-05T18:59:48.000Z,everyone,1522289978457620480,False,"ポケモンWordle 2/10

⬛🟨⬛🟨⬛
🟩🟩🟩🟩🟩

https://t.co/UXoZTec5TE
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1245004932995936256,ja,"{'hashtags': [{'start': 55, 'end': 66, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/UXoZTec5TE', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1522289964230508544,2022-05-05T18:59:44.000Z,everyone,1522289964230508544,False,"Wordle 320 5/6*

⬛⬛⬛🟨🟨
🟨⬛⬛🟨🟩
🟨⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2680517328,en,,,,,
1522289960891543553,2022-05-05T18:59:44.000Z,everyone,1522289960891543553,False,"Wordle 321 5/6

⬛⬛🟨🟨⬛
🟨⬛⬛🟨⬛
⬛🟩⬛🟨🟨
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",229374481,en,,,,,
1522289958438027268,2022-05-05T18:59:43.000Z,everyone,1522289958438027268,False,"Wordle 320 6/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",103292709,en,,,,,
1522289949625573376,2022-05-05T18:59:41.000Z,everyone,1522289949625573376,False,"Wordle 321 6/6
🦡-r
🟨⬛🟨🟨⬛
⬛🟩🟨⬛🟩
⬛🟩⬛🟩🟩
🟨⬛⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1267322044569419777,en,,,,,
1522289948455583744,2022-05-05T18:59:41.000Z,everyone,1482178251523076103,False,"doh

Wordle 320 6/6

🟨⬛⬛🟨⬛
🟨⬛⬛🟩⬛
⬛🟨⬛🟩⬛
⬛🟩🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",36217454,en,,,"[{'type': 'replied_to', 'id': '1521528065146425347'}]",36217454,
1522289925638352897,2022-05-05T18:59:35.000Z,everyone,1522289925638352897,False,"Wordle 321 4/6

⬜⬜🟨⬜⬜
🟩⬜⬜⬜⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",137777900,en,,,,,
1522289915769221121,2022-05-05T18:59:33.000Z,everyone,1522289915769221121,False,"Wordle 320 5/6

🟨🟨⬜⬜⬜
⬜⬜⬜🟨🟨
🟨🟨⬜🟨⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3098392099,en,,,,,
1522289899944448000,2022-05-05T18:59:29.000Z,everyone,1522289899944448000,False,"Wordle 321 6/6

⬛⬛⬛🟨⬛
⬛⬛🟨⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",52323019,en,,,,,
1522289895993229314,2022-05-05T18:59:28.000Z,everyone,1499752525133762561,False,"Jesusantísimo 😩

Wordle Tildes #66 6/6

🟩⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜⬜
⬜🟨🟨⬜⬜⬜
⬜⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩🟩

https://t.co/yiVxss5pVl",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",133547331,es,"{'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/yiVxss5pVl', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,"[{'type': 'replied_to', 'id': '1522046405061263360'}]",133547331,
1522289888149876737,2022-05-05T18:59:26.000Z,everyone,1522289888149876737,False,"Wordle 320 5/6

⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",259905327,en,,,,,
1522289884731387904,2022-05-05T18:59:25.000Z,everyone,1522289884731387904,False,"Wordle 321 5/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1411700747113172992,en,,,,,
1522289882332229632,2022-05-05T18:59:25.000Z,everyone,1522289882332229632,False,"Wordle 321 6/6
Poyindi anukunnaanu
⬜⬜⬜🟨🟩
🟨⬜⬜⬜⬜
⬜⬜⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",964463525807697920,tl,,,,,
1522289881506099200,2022-05-05T18:59:25.000Z,everyone,1522289881506099200,False,"Wordle 320 4/6

⬛⬛🟨⬛🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20753337,en,,,,,
1522289880574832640,2022-05-05T18:59:24.000Z,everyone,1522289880574832640,False,"Wordle (ES)  #119 3/6

⬛⬛⬛⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/VGN3y6rQBn",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",277304975,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/VGN3y6rQBn', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522289860840763392,2022-05-05T18:59:20.000Z,everyone,1522289860840763392,False,"Wordle 320 3/6

⬛🟨⬛⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2227621828,en,,,,,
1522289860337451008,2022-05-05T18:59:20.000Z,everyone,1522289860337451008,False,"Wordle 320 4/6
 🫢 
Yes it surprised me that Homer is an actual word which in it's self is surprising since so little surprises me

⬜🟨⬜⬜🟨
⬜🟩⬜⬜⬜
🟨⬜⬜⬜🟨
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2472347135,en,"{'annotations': [{'start': 45, 'end': 49, 'probability': 0.5957, 'type': 'Person', 'normalized_text': 'Homer'}]}",,,,
