id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521725040018042881,2022-05-04T05:34:56.000Z,everyone,1521725040018042881,False,"#FelizDia 😘😘
Wordle (ES)  #118 4/6

⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/JLqHkiIuru",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1039496260066131969,en,"{'hashtags': [{'start': 0, 'end': 9, 'tag': 'FelizDia'}], 'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/JLqHkiIuru', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521725038537457664,2022-05-04T05:34:56.000Z,everyone,1521725038537457664,False,"Wordle 319 3/6

🟩⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",139116606,en,,,,,
1521725028110598146,2022-05-04T05:34:53.000Z,everyone,1521725028110598146,False,"Wordle (ES)  #118 3/6

⬜⬜🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/zQxc2ZWMIT",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3439044220,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/zQxc2ZWMIT', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521725026285899777,2022-05-04T05:34:53.000Z,everyone,1521725026285899777,False,"Wordle (ES)  #118 3/6

🟨⬜⬜⬜🟩
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/repqaeLuWg",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",106164129,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/repqaeLuWg', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521725018492870657,2022-05-04T05:34:51.000Z,everyone,1521725018492870657,False,"Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛🟨⬛⬛🟨
🟩🟨🟩🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",768825385849065472,en,,,,,
1521725014730489856,2022-05-04T05:34:50.000Z,everyone,1480124387156234245,False,"Wordle (ES)  #118 3/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/SM1MV1a2Pe",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17753829,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/SM1MV1a2Pe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521371981802790912'}]",17753829,,
1521725013119823873,2022-05-04T05:34:50.000Z,everyone,1521725013119823873,False,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",38480317,en,,,,,
1521725010154602496,2022-05-04T05:34:49.000Z,everyone,1521725010154602496,False,"Wordle 319 3/6

⬛⬛🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",78283909,en,,,,,
1521725003569455104,2022-05-04T05:34:47.000Z,everyone,1521725003569455104,False,"Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

I’m out here making art 😂",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",286389662,en,,,,,
1521724991523495938,2022-05-04T05:34:44.000Z,everyone,1521724991523495938,False,"Wordle 319 4/6

⬜⬜🟨🟨⬜
⬜⬜🟩⬜⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2570496571,en,,,,,
1521724990269308928,2022-05-04T05:34:44.000Z,everyone,1521724990269308928,False,"Wordle 319 3/6

🟨⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2644014634,en,,,,,
1521724971399139339,2022-05-04T05:34:40.000Z,everyone,1521724971399139339,False,"#Wordle 319 3/6

⬛🟩⬛🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",158351418,und,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1521724968978948098,2022-05-04T05:34:39.000Z,everyone,1521724968978948098,False,"Wordle (ES)  #118 4/6

⬜⬜🟨⬜⬜
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/whPewod9HJ
@arosmiguel",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",883027369,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/whPewod9HJ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 72, 'end': 83, 'username': 'arosmiguel', 'id': '260317143'}]}",,,,
1521724949169201152,2022-05-04T05:34:34.000Z,everyone,1521724949169201152,False,"Wordle 318 4/6

🟨⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17880739,en,,,,,
1521724942441758720,2022-05-04T05:34:33.000Z,everyone,1486695365927706629,False,"Wordle 319 2/6

my mind &gt;
🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1043357018,en,,"[{'type': 'replied_to', 'id': '1521633251986653185'}]",1043357018,,
1521724938461274112,2022-05-04T05:34:32.000Z,everyone,1521724938461274112,False,"Wordle 319 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",878198648,en,,,,,
1521724919578517504,2022-05-04T05:34:27.000Z,everyone,1521724919578517504,False,"#WordleCAT 124 3/6

⬜⬜⬜⬜🟩
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩

https://t.co/AMxrZaH60E",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,279039502,und,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/AMxrZaH60E', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}]}",,,,
1521724918471315456,2022-05-04T05:34:27.000Z,everyone,1521724918471315456,False,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟨
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1492305613245792257,en,,,,,
1521724914537009152,2022-05-04T05:34:26.000Z,everyone,1521724914537009152,False,"Wordle Científico #52 4/6

⬜⬜⬜⬜🟨
🟨⬜🟨⬜🟩
⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/0j5RQto69P",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4266146393,es,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/0j5RQto69P', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521724912431419392,2022-05-04T05:34:26.000Z,everyone,1521722938499735553,False,"Le Mot (@WordleFR) #115 5/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/opYFC2kstr",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",555362983,fr,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/opYFC2kstr', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}","[{'type': 'replied_to', 'id': '1521723333271867392'}]",555362983,,
1521724912389574656,2022-05-04T05:34:26.000Z,everyone,1521724912389574656,False,"Wordle (ES)  #118 3/6

🟨⬜⬜⬜⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/XVhOatYZYF",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",954639471387074560,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/XVhOatYZYF', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521724911177408512,2022-05-04T05:34:25.000Z,everyone,1485963317113937923,False,"@aleixalbo #WordleCAT 124 5/6

⬜⬜🟨⬜🟨
⬜🟨⬜🟨🟨
🟨🟩⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/0qdKbPjZj4",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,196678922,und,"{'hashtags': [{'start': 11, 'end': 21, 'tag': 'WordleCAT'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/0qdKbPjZj4', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'aleixalbo', 'id': '260893371'}]}","[{'type': 'replied_to', 'id': '1521720938659725312'}]",260893371,,
1521724906249105408,2022-05-04T05:34:24.000Z,everyone,1521724906249105408,False,"Wordle 319 3/6

🟨🟨⬛🟩⬛
🟨🟨⬛🟩🟨
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",588133914,en,,,,,
1521724904336502784,2022-05-04T05:34:24.000Z,everyone,1521724904336502784,False,"Wördl 319 4/6* 🔥1

🟨⬜🟨⬜🟩
⬜🟨⬜🟨🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/bzFxcJW96E 🤗",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",307796371,de,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/bzFxcJW96E', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",,,,
1521724903203946496,2022-05-04T05:34:23.000Z,everyone,1521724903203946496,False,"Well, that’s today done then

Wordle 319 2/6

🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",210034218,en,,,,,
1521724898686558208,2022-05-04T05:34:22.000Z,everyone,1513225925411762178,False,"Wordle (ES)  #118 3/6

⬛⬛⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",349541051,en,,"[{'type': 'replied_to', 'id': '1513225925411762178'}]",349541051,,
1521724896627339272,2022-05-04T05:34:22.000Z,everyone,1521724896627339272,False,"Wordle 319 2/6*

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",304531594,en,,,,,
1521724885336150018,2022-05-04T05:34:19.000Z,everyone,1521724885336150018,False,"RT @niseag03: Wordle 319 6/6*

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/hYy4W9RZEx",Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",354631186,en,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/hYy4W9RZEx', 'expanded_url': 'https://twitter.com/niseag03/status/1521724738304884740/photo/1', 'display_url': 'pic.twitter.com/hYy4W9RZEx', 'media_key': '16_1521724732357459969'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'niseag03', 'id': '15253284'}]}","[{'type': 'retweeted', 'id': '1521724738304884740'}]",,{'media_keys': ['16_1521724732357459969']},
1521724884522618880,2022-05-04T05:34:19.000Z,everyone,1493485186927013888,False,"@SrXanadu Wordle (ES)  #118 3/6

⬜⬜🟨🟨🟨
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/Ia8be7zc6X",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",972841959248355329,en,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/Ia8be7zc6X', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'SrXanadu', 'id': '1595570684'}]}","[{'type': 'replied_to', 'id': '1521412324745265152'}]",1595570684,,
