id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1521535979059785729,en,"Wordle 319 4/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-03T17:03:40.000Z,1521535979059785729,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2201658722,everyone,,,,,
1521535968641437696,en,"Wordle 319 4/6

🟩⬛🟩🟨⬛
🟩⬛🟨⬛⬛
🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩",2022-05-03T17:03:38.000Z,1521535968641437696,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1502995886884134913,everyone,,,,,
1521535961582419968,en,"Wordle 318 3/6

⬜🟨⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T17:03:36.000Z,1521535961582419968,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,114137306,everyone,,,,,
1521535957077729281,en,"Wordle 319 5/6

⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/TRABFoTPMf",2022-05-03T17:03:35.000Z,1521535957077729281,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1340336161198231552,everyone,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/TRABFoTPMf', 'expanded_url': 'https://www.nytimes.com/games/wordle/index.html', 'display_url': 'nytimes.com/games/wordle/i…'}]}",,,,
1521535947803959297,en,"Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-03T17:03:33.000Z,1521535947803959297,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1958078504,everyone,,,,,
1521535935355236358,en,"Wordle 318 2/6

🟩⬛🟨🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T17:03:30.000Z,1521535935355236358,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1347204015021555714,everyone,,,,,
1521535934235303936,cs,"✅🦖
https://t.co/JwB4aIIEWI den 109. [2/6]

⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩
#hadejSlova #den109 #krok2
Čas: 4min 40s
Česká verze Wordle
 https://t.co/QWDQ5CKzYY",2022-05-03T17:03:30.000Z,1521535934235303936,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,21233029,everyone,"{'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/JwB4aIIEWI', 'expanded_url': 'http://HadejSlova.cz', 'display_url': 'HadejSlova.cz'}, {'start': 116, 'end': 139, 'url': 'https://t.co/QWDQ5CKzYY', 'expanded_url': 'https://hadejslova.cz/', 'display_url': 'hadejslova.cz', 'images': [{'url': 'https://pbs.twimg.com/news_img/1519754776044523521/d3vf3pPR?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1519754776044523521/d3vf3pPR?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'HádejSlova.cz - Česká verze logické hry Wordle.', 'description': 'Denní rozvička pro váš mozek. Česká verze Wordle. Uhodněte slovo na 6 pokusů a porovnejte své výsledky s kamarády. Nové slovo každý den v 18:00.', 'unwound_url': 'https://hadejslova.cz/'}], 'hashtags': [{'start': 55, 'end': 66, 'tag': 'hadejSlova'}, {'start': 67, 'end': 74, 'tag': 'den109'}, {'start': 75, 'end': 81, 'tag': 'krok2'}]}",,,,
1521535933279051777,en,"Wordle 318 3/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",2022-05-03T17:03:29.000Z,1521535933279051777,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,19250291,everyone,,,,,
1521535929114312705,en,"Wordle 319 6/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟨🟨⬛⬛
⬛⬛⬛🟨🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T17:03:28.000Z,1521535929114312705,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1208147855648546816,everyone,,,,,
1521535928468049920,en,"Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-03T17:03:28.000Z,1521535928468049920,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1926491868,everyone,,,,,
