id,lang,text,entities,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,in_reply_to_user_id,referenced_tweets,geo,attachments
1520918020008427520,en,"Wordle 317 4/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛🟨
⬛⬛⬛🟩🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:08:07.000Z,1520918020008427520,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1183613797434564608,everyone,,,,
1520918019307757568,en,"Wordle 316 3/6

⬛🟨⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:08:07.000Z,1520918019307757568,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,865367761060601861,everyone,,,,
1520918007425425410,en,"Wordle 316 6/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:08:04.000Z,1520918007425425410,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Twitter for iPhone,1236327069983916032,everyone,,,,
1520918003239452673,en,"Wordle 317 4/6

⬜🟨🟨⬜⬜
⬜⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:08:03.000Z,1520918003239452673,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,517337448,everyone,,,,
1520917994662072320,en,"Wordle 317 5/6

⬜⬜⬜⬜⬜
🟨🟨⬜⬜⬜
⬜⬜🟨⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",,2022-05-02T00:08:01.000Z,1520917994662072320,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,168568713,everyone,,,,
1520917988651638784,en,"Wordle 317 4/6

🟩⬜⬜🟩⬜
🟩🟩🟩🟩⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩
💃🏋️",,2022-05-02T00:08:00.000Z,1520917988651638784,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1486300699067842563,everyone,,,,
1520917987959709696,tr,"Wordle Türkçe 317 3/6

⬛⬛🟨⬛⬛
🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/hHVCgp4VhB","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/hHVCgp4VhB', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com'}]}",2022-05-02T00:08:00.000Z,1520917987959709696,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,858283138396639233,everyone,,,,
1520917987624034305,en,"Okay, my start word of late is SLATE. Can't say it would have helped today.
Wordle 316 5/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜⬜
⬜⬜⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:08:00.000Z,1520917987624034305,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App,53979481,everyone,,,,
1520917976937021440,en,"Wordle 317 3/6

⬛⬛🟨⬛🟨
🟨⬛🟨⬛🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:57.000Z,1520917976937021440,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,351498577,everyone,,,,
1520917962466766856,en,"Wordle 316 5/6

⬜⬜⬜⬜🟨
⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:07:54.000Z,1520917962466766856,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,1069703389339095041,everyone,,,,
1520917961732952065,en,"Wordle 317 3/6

⬜⬜⬜🟩⬜
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩

Primel 120 4/6

⬜⬜⬜⬜🟩
⬜🟨🟨⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/W6J0WA4Kme  90 2/6

⬜⬜🟨⬜⬜⬜
🟩🟩🟩🟩🟩🟩","{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/W6J0WA4Kme', 'expanded_url': 'http://www.mathler.com', 'display_url': 'mathler.com'}]}",2022-05-02T00:07:54.000Z,1520917961732952065,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1492833533068738564,everyone,,,,
1520917956011593728,en,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Okay, that one was hard.",,2022-05-02T00:07:52.000Z,1520917956011593728,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2254671,everyone,,,,
1520917953751191552,en,"Wordle 317 4/6

🟩⬛⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:52.000Z,1520917953751191552,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,41649791,everyone,,,,
1520917926198476800,en,"Lucky today
Wordle 317 3/6

⬛🟨⬛🟨⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:45.000Z,1520917926198476800,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,415209332,everyone,,,,
1520917923824812032,en,"Wordle 317 6/6

⬛⬛⬛🟨⬛
🟨🟨⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:44.000Z,1520917923824812032,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,31277173,everyone,,,,
1520917907592683522,en,"Wordle 316 6/6

⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

This bitch",,2022-05-02T00:07:41.000Z,1520917907592683522,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,3430742643,everyone,,,,
1520917893361197057,ja,"ポケモンWordle 7/10

⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
🟨⬛⬛🟩⬛

https://t.co/ttunRzFOAz
 #ポケモンWordle","{'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/ttunRzFOAz', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",2022-05-02T00:07:37.000Z,1520917893361197057,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,841989318918856704,everyone,,,,
1520917890127769600,en,"Wordle 317 4/6

⬜⬜🟨⬜🟩
🟨🟨⬜⬜⬜
⬜⬜⬜⬜🟨
🟩🟩🟩🟩🟩",,2022-05-02T00:07:36.000Z,1520917890127769600,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2424802232,everyone,,,,
1520917883735638017,en,"Wordle 317 5/6
Damn you wordle
⬛🟨⬛⬛⬛
🟩⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:35.000Z,1520917883735638017,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,45851598,everyone,,,,
1520917877787971588,en,"Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛⬛🟩🟨🟨
🟩⬛🟩⬛🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:34.000Z,1520917877787971588,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,189089920,everyone,,,,
1520917873144647680,en,"Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:32.000Z,1520917873144647680,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1374596755858235396,everyone,,,,
1520917871597350912,en,"Wordle 317 3/6

⬜🟨⬜⬜🟨
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:32.000Z,1520917871597350912,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,110706528,everyone,,,,
1520917870007443459,en,"#blimey,  
Wordle 317 2/6

⬜⬜⬜🟩⬜
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 0, 'end': 7, 'tag': 'blimey'}]}",2022-05-02T00:07:32.000Z,1520917870007443459,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,143141994,everyone,,,,
1520917848381693952,en,"Wordle 316 6/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:26.000Z,1520917848381693952,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,167267640,everyone,,,,
1520917847446237184,en,"Wordle 316 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩",,2022-05-02T00:07:26.000Z,1520917847446237184,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,967700936373096448,everyone,,,,
1520917846276341760,en,"Wordle 317 4/6

⬛⬛🟨🟨⬛
🟨🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",,2022-05-02T00:07:26.000Z,1520917846276341760,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,89090046,everyone,,,,
1520917838915162115,en,"Wordle 316 6/6

⬛⬛⬛⬛🟨
🟨🟩🟨⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:24.000Z,1520917838915162115,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,217653750,everyone,,,,
1520917837472092160,en,"Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

def didn’t like that",,2022-05-02T00:07:24.000Z,1520917837472092160,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,349820833,everyone,,,,
1520917833114398720,en,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:23.000Z,1520917833114398720,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,101905869,everyone,,,,
1520917814424776704,en,"Wordle 317 5/6

⬜⬜🟨⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:07:18.000Z,1520917814424776704,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,56266339,everyone,,,,
1520917804014518272,en,"Wordle 317 4/6

⬛⬛🟩🟨🟨
🟩⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:16.000Z,1520917804014518272,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1462254390,everyone,,,,
1520917795009085440,en,"Wordle 316 5/6

⬛🟨⬛⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,2022-05-02T00:07:14.000Z,1520917795009085440,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1209884535837605894,everyone,,,,
1520917756404772865,en,"Wordle (ES)  #115 5/6

⬜🟨⬜🟨⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/dQFb5TvR01","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/dQFb5TvR01', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",2022-05-02T00:07:05.000Z,1489635514919624706,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,424190047,everyone,424190047,"[{'type': 'replied_to', 'id': '1520504859484696576'}]",,
1520917755033432064,en,"Wordle 317 5/6

⬛🟨🟩⬛⬛
🟨⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:04.000Z,1520917755033432064,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1481142064943288320,everyone,,,,
1520917746397106176,en,"Wordle 316 4/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:07:02.000Z,1520917746397106176,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,760590486847520768,everyone,,,,
1520917742899060737,en,"Wordle 317 2/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,2022-05-02T00:07:01.000Z,1520917742899060737,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2672217861,everyone,,,,
1520917739904258048,en,"Ha!
Wordle 317 3/6*
#Wordle 
🟩⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 20, 'end': 27, 'tag': 'Wordle'}]}",2022-05-02T00:07:01.000Z,1520917739904258048,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App,14128834,everyone,,,,
1520917734950772737,en,"#Wordle316 Wordle 316 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle316'}]}",2022-05-02T00:06:59.000Z,1520917734950772737,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck,15757306,everyone,,,,
1520917732509765634,en,"Wordle 316 6/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:06:59.000Z,1520917732509765634,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,53072589,everyone,,,,
1520917725236940802,en,"Wordle 317 3/6

🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,2022-05-02T00:06:57.000Z,1520917725236940802,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,338516697,everyone,,,,
1520917718630809602,en,"Wordle 316 5/6

⬜⬜⬜⬜🟩
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Whew 😰",,2022-05-02T00:06:56.000Z,1520917718630809602,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,81263609,everyone,,,,
1520917713035608067,en,"@Super_Awesomez @archronostv @cmcshn Fuck me. I thought I had a 3 liner there. Wordle 317 6/6

⬛⬛🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Nailed framed at least!
Framed #52
🎥 🟩 ⬛ ⬛ ⬛ ⬛ ⬛

https://t.co/b6f94KkMUd","{'urls': [{'start': 182, 'end': 205, 'url': 'https://t.co/b6f94KkMUd', 'expanded_url': 'https://framed.wtf', 'display_url': 'framed.wtf'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'Super_Awesomez', 'id': '2768135261'}, {'start': 16, 'end': 28, 'username': 'archronostv', 'id': '3436959309'}, {'start': 29, 'end': 36, 'username': 'cmcshn', 'id': '1413526913906323457'}]}",2022-05-02T00:06:54.000Z,1512912348662710277,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,67700133,everyone,67700133,"[{'type': 'replied_to', 'id': '1520774103531151360'}]",,
