id,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,referenced_tweets,entities,in_reply_to_user_id,geo,attachments
1521055780002222081,1521055780002222081,en,False,everyone,"Wordle 317 6/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",18638927,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:32.000Z,Twitter for iPhone,,,,,
1521055772939010048,1515579862475550721,es,False,everyone,"@mercheiglesiasc @cubanmood @SusanaAmestoy @PabloRaso1 @fjc162 @Tarariquetevi19 @MaJoAndSol @ArturoSherpa @LoroParece @LegoLlorchs @Mr_daltonico @pukyjc @Tontero_ Wordle (ES)  #116 5/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟩🟨
⬜🟨⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/mRFfiBRShc

He tenido días mejores. 🙄","{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",1427683457681997827,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:30.000Z,Twitter for Android,"[{'type': 'replied_to', 'id': '1521022744766386176'}]","{'urls': [{'start': 217, 'end': 240, 'url': 'https://t.co/mRFfiBRShc', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'mercheiglesiasc', 'id': '260686206'}, {'start': 17, 'end': 27, 'username': 'cubanmood', 'id': '1060607648071073793'}, {'start': 28, 'end': 42, 'username': 'SusanaAmestoy', 'id': '363910327'}, {'start': 43, 'end': 54, 'username': 'PabloRaso1', 'id': '559072218'}, {'start': 55, 'end': 62, 'username': 'fjc162', 'id': '1386376867310092288'}, {'start': 63, 'end': 79, 'username': 'Tarariquetevi19', 'id': '1143994676606898177'}, {'start': 80, 'end': 91, 'username': 'MaJoAndSol', 'id': '1272514678552494080'}, {'start': 92, 'end': 105, 'username': 'ArturoSherpa', 'id': '2383908665'}, {'start': 106, 'end': 117, 'username': 'LoroParece', 'id': '1312493830181138433'}, {'start': 118, 'end': 130, 'username': 'LegoLlorchs', 'id': '2713932328'}, {'start': 131, 'end': 144, 'username': 'Mr_daltonico', 'id': '978867998'}, {'start': 145, 'end': 152, 'username': 'pukyjc', 'id': '387881156'}, {'start': 153, 'end': 162, 'username': 'Tontero_', 'id': '1280640704537153543'}]}",260686206,,
1521055766936899584,1496395927388631044,en,False,everyone,"@Baggins_Willbo @abcMeee @KasterPD @Chelle_Sings I feel that in my soul

Wordle 317 5/6

🟩⬛⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",3107937511,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:29.000Z,Twitter Web App,"[{'type': 'replied_to', 'id': '1521022550549041152'}]","{'mentions': [{'start': 0, 'end': 15, 'username': 'Baggins_Willbo', 'id': '545178944'}, {'start': 16, 'end': 24, 'username': 'abcMeee', 'id': '37134044'}, {'start': 25, 'end': 34, 'username': 'KasterPD', 'id': '2396393628'}, {'start': 35, 'end': 48, 'username': 'Chelle_Sings', 'id': '2775762518'}]}",545178944,,
1521055766551138306,1521055766551138306,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1264033844820393985,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:29.000Z,Twitter for iPhone,,,,,
1521055759894786048,1521055759894786048,es,False,everyone,"Wordle Científico #50 4/6

⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/TPZH89R27Y toma","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",267211630,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:27.000Z,Twitter for iPhone,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/TPZH89R27Y', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",,,
1521055757961211904,1521055757961211904,es,False,everyone,"Wordle (ES)  #116 x 3/6

🟩⬛⬛🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩
 https://t.co/IGqrEMqaG4 No jugue ayer ni antes de ayer, pero sigue manteniendo mi racha. Anda que poner palabras con letras que apenas se usan en español...","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",135295001,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:27.000Z,Twitter Web App,,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/IGqrEMqaG4', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521055754387550208,1521055754387550208,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛🟩🟨🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19456315,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:26.000Z,Twitter for iPhone,,,,,
1521055744463937536,1521055744463937536,fr,False,everyone,"Le Mot (@WordleFR) #113 💀/6

⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩

https://t.co/8zIDE6Jbaq","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",711497227294928897,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:23.000Z,Twitter Web App,,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/8zIDE6Jbaq', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,
1521055726315229187,1521055726315229187,en,False,everyone,"Wordle (ES)  #116 6/6

⬜🟨🟨🟨⬜
🟩🟩🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/U17CZUZah3","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",306374724,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:19.000Z,Twitter for Android,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/U17CZUZah3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,{'place_id': '0b9876f86cd1a381'},
1521055725828526080,1521055725828526080,en,False,everyone,"Wordle 317 4/6

🟨🟨⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",31085099,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:19.000Z,Twitter for Android,,,,,
