id,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,referenced_tweets,entities,in_reply_to_user_id,geo,attachments
1521055724838789120,1521055724838789120,en,False,everyone,"Wordle 317 6/6

⬛🟨⬛⬛🟨
⬛⬛⬛🟩🟨
⬛🟨🟨⬛🟨
⬛🟨⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/CAsOGdVFgS 120 6/6

⬛⬛🟩🟨🟨
⬛🟨🟩⬛⬛
🟩⬛🟩⬛⬛
🟩⬛🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Squirdle 111 7/8
🟦🟥🟥🔽🔽
🟩🟥🟥🔽🔽
🟦🟥🟥🔽🔽
🟩🟥🟥🔽🔽
🟩🟥🟥🟩🔼
🟩🟩🟥🔽🔼
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1618316995,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:19.000Z,Twitter for Android,,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/CAsOGdVFgS', 'expanded_url': 'http://term.ooo', 'display_url': 'term.ooo'}]}",,,
1521055722443788288,1521055722443788288,es,False,everyone,"Wordle (ES)  #116 6/6
🟨⬛⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟨
🟩🟩🟩🟩🟩 https://t.co/L5E6uPPjPp
Siempre que hago este me sientro trolleada mal... hoy era una palabra en inglés. https://t.co/SpoAaarnaV","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",15438301,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:18.000Z,Twitter for Android,,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/L5E6uPPjPp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}, {'start': 163, 'end': 186, 'url': 'https://t.co/SpoAaarnaV', 'expanded_url': 'https://twitter.com/La_Beggs/status/1521055722443788288/photo/1', 'display_url': 'pic.twitter.com/SpoAaarnaV', 'media_key': '16_1521055714655051776'}]}",,,{'media_keys': ['16_1521055714655051776']}
1521055717603557377,1521055717603557377,en,False,everyone,"Wordle 317 3/6

⬜🟨⬜🟨⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",92460606,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:17.000Z,Twitter for iPhone,,,,,
1521055677543862273,1521055677543862273,en,False,everyone,"Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2550179403,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:08.000Z,Twitter Web App,,,,,
1521055675304005633,1521055675304005633,en,False,everyone,"Wordle (ES)  #116 4/6

🟩⬜⬜⬜🟨
🟩⬜⬜🟩⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/ebPfAcfEJ5","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1481815742,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:07.000Z,Twitter for iPhone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ebPfAcfEJ5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521055675253673984,1521035351166488577,en,False,everyone,"@arolapoch Wordle personalizado 5/6

⬜⬜🟨🟨⬜
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/xx6zH7Kbhq","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1359240494031785991,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:07.000Z,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1521035351166488577'}]","{'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/xx6zH7Kbhq', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX1%2FB3NH03GIcbRlADPctWqjWOcegyMNVU4M%3D&t=false', 'display_url': 'wordle.danielfrg.com/personalizada/…'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'arolapoch', 'id': '847820388'}]}",847820388,,
1521055672477134848,1521055672477134848,tr,False,everyone,"Wordle Türkçe 317 6/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/zZzRdHPVlA","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",269388920,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:06.000Z,Twitter for Android,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/zZzRdHPVlA', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,
1521055671780888576,1521055671780888576,es,False,everyone,"Wordle Científico #50 3/6

⬜🟨⬜⬜⬜
🟩⬜⬜🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/7ZwCRCcsUo","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25374356,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:06.000Z,Twitter for iPhone,,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/7ZwCRCcsUo', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,
1521055669285265408,1503771335838818304,en,False,everyone,"Wordle 317 4/6

🟩⬛⬛🟩🟨
🟩⬛⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",81662013,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:06.000Z,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1520646450631258113'}]",,81662013,,
1521055663505678336,1521055663505678336,ja,False,everyone,"RT @mmarigoto: Wordle 317 4/6

🟨🟨⬜⬜⬜
🟨⬜⬜⬜🟩
⬜🟨🟩🟨🟩
🟩🟩🟩🟩🟩

めずらしく、
知ってる単語が出てきました。","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1128198283753447425,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:04.000Z,Twitter for iPhone,"[{'type': 'retweeted', 'id': '1521052999246053376'}]","{'mentions': [{'start': 3, 'end': 13, 'username': 'mmarigoto', 'id': '1069948242211688449'}]}",,,
1521055661500493825,1521055661500493825,en,False,everyone,"Wordle 317 4/6*

🟩🟨⬛🟩⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754422182,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:04.000Z,Twitter Web App,,,,,
1521055648267620352,1521055648267620352,en,False,everyone,"Wordle 317 3/6

🟩⬜⬜⬜🟨
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1372559717009125380,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:15:01.000Z,Twitter for iPhone,,,,,
1521055639010693122,1521055639010693122,es,False,everyone,"otra in extremis... uff. Me va a costar recuperar la racha.

Wordle (ES)  #116 5/6

🟨⬜🟨🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/ftsZLzSVMX","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2857135450,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:58.000Z,Twitter for Android,,"{'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/ftsZLzSVMX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521055619154817024,1521055619154817024,en,False,everyone,"Wordle 317 5/6*

🟨⬜⬜⬜⬜
⬜⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15812066,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:54.000Z,Twitter for iPhone,,,,,
1521055612041236481,1521055612041236481,en,False,everyone,"Wordle 317 3/6

⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",406484638,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:52.000Z,Twitter for iPhone,,,,,
1521055601756934144,1521055601756934144,en,False,everyone,"Wordle 317 4/6

⬜⬜🟩⬜🟨
⬜⬜⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1240746011598954504,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:49.000Z,Twitter Web App,,,,,
1521055595389853696,1521055595389853696,en,False,everyone,"Wordle 317 3/6

⬛🟨⬛🟨🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",74660275,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:48.000Z,Twitter for Android,,,,,
1521055589400518656,1521055589400518656,en,False,everyone,"Wordle (ES)  #116 4/6

🟨⬜⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/nc5IZbGaw7","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3227236655,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:47.000Z,Twitter for iPhone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/nc5IZbGaw7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,
1521055584853839872,1521055584853839872,en,False,everyone,"Wordle (ES)  #116 5/6

⬜🟨⬜⬜⬜
🟨🟨⬜🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/9lUywZbbvq","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",596504525,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:45.000Z,Twitter for Android,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/9lUywZbbvq', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521055562963861505,1521055562963861505,en,False,everyone,"Wordle 317 6/6

⬜⬜⬜⬜🟨
⬜🟨⬜⬜🟨
⬜🟨⬜⬜⬜
🟨🟨⬜⬜🟨
🟩⬜🟩⬜🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",793711189964517376,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:40.000Z,Twitter for iPhone,,,,,
1521055555338571776,1521055555338571776,en,False,everyone,"Wordle 317 5/6

🟩⬛⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15134361,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:38.000Z,Twitter for Android,,,,{'place_id': '771cc930c7344732'},
1521055547939827713,1521055547939827713,en,False,everyone,"One of my better ones!
Wordle 317 3/6

⬜⬜⬜⬜⬜
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",36909762,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:37.000Z,Twitter Web App,,,,,
1521055547524587520,1484146149850337282,en,False,everyone,"Wordle 317 3/6

🟩⬜️⬜️⬜️⬜️
🟩⬜️🟩⬜️🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1221232201766928384,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:37.000Z,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1520723524482121728'}]",,1221232201766928384,,
1521055540083896320,1521055540083896320,en,False,everyone,"Wordle Tildes #63 5/6

⬜⬜⬜⬜⬜🟩
⬜⬜⬜⬜⬜🟩
⬜⬜⬜⬜⬜🟩
⬜🟩⬜⬜⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/X7TWlsTbkX","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",386164901,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:35.000Z,Twitter for Android,,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/X7TWlsTbkX', 'expanded_url': 'https://wordle.danielfrg.com/tildes/', 'display_url': 'wordle.danielfrg.com/tildes/'}]}",,,
1521055535788822529,1521055535788822529,en,False,everyone,"Wordle 317 5/6

🟨⬛⬛⬛🟨
⬛🟨🟩⬛⬛
🟩⬛🟩🟩⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",149394571,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T09:14:34.000Z,Twitter for Android,,,,,
