id,reply_settings,public_metrics,text,lang,possibly_sensitive,conversation_id,created_at,author_id,source,context_annotations,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521143102194565120,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

🟨🟨⬛⬛⬛
⬛⬛⬛🟩🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
Mmmmmmmph",en,False,1521143102194565120,2022-05-02T15:02:31.000Z,810367146,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143101988954112,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

⬜⬜🟩⬜🟨
🟨⬜🟩🟩⬜
🟩🟩🟩🟩🟩",en,False,1521143101988954112,2022-05-02T15:02:31.000Z,57153653,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143101024518144,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬜🟩🟨⬜⬜
🟨🟩⬜⬜🟩
⬜⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",en,False,1521143101024518144,2022-05-02T15:02:31.000Z,80743819,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143100210835457,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬛🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩",en,False,1521143100210835457,2022-05-02T15:02:31.000Z,979734468838617088,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143099279388673,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟩⬜🟨⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",en,False,1521143099279388673,2022-05-02T15:02:30.000Z,720222856970260480,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143097542860801,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 3/6

⬜⬜⬜⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩🟩",en,False,1521143097542860801,2022-05-02T15:02:30.000Z,27863893,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143092123824128,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟨🟩⬜⬜
⬜🟩⬜⬜🟩
⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩",en,False,1521143092123824128,2022-05-02T15:02:29.000Z,94502107,Tabtter Free,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143091490603010,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Ilimitado #49 - 4/6

⬛⬛⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩🟨🟩🟩
🟩🟩🟩🟩🟩
A",en,False,1521143091490603010,2022-05-02T15:02:29.000Z,926094389616750592,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143089012047872,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6*

⬛⬛🟨⬛⬛
⬛🟨🟨⬛⬛
⬛🟩🟨⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,False,1521143089012047872,2022-05-02T15:02:28.000Z,2383637653,TweetDeck,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143088928165889,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

🟩⬜🟨🟩⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩",en,False,1521143088928165889,2022-05-02T15:02:28.000Z,1084636492440395776,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143088596496384,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 3/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

草
https://t.co/TaHmV0mmMV
 #ポケモンWordle",ja,False,1521143088596496384,2022-05-02T15:02:28.000Z,1420790354106720256,Twitter for iPhone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'hashtags': [{'start': 63, 'end': 74, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/TaHmV0mmMV', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1521143086117580800,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 5/6

⬛⬛🟩⬛⬛
🟨🟨🟩⬛⬛
🟨⬛🟩🟨🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,False,1521143086117580800,2022-05-02T15:02:27.000Z,1481291902217555973,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143082615701505,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟩⬜⬜🟩
⬜⬜🟨⬜⬜
⬜🟨⬜🟨⬜
🟩🟩🟩🟩🟩",en,False,1521143082615701505,2022-05-02T15:02:27.000Z,145725083,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143082192105472,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬜⬜⬜🟨
⬜🟨⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",en,False,1521143082192105472,2022-05-02T15:02:26.000Z,4865291,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143080962961411,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 317 4/6

⬛⬛⬛⬛🟨
🟩⬛🟨⬛⬛
🟨🟨⬛⬛⬛
🟩🟩🟩🟩🟩 Great word today. One of my favorites. #amwriting #writinglife.",en,False,1521143080962961411,2022-05-02T15:02:26.000Z,242427016,Twitter for iPhone,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1278000653416099840', 'name': 'Writing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 79, 'end': 89, 'tag': 'amwriting'}, {'start': 90, 'end': 102, 'tag': 'writinglife'}]}",,,,
1521143078098456576,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬜⬜⬜🟨⬜
⬜🟨🟩⬜⬜
⬜🟨🟨🟨⬜
⬜🟩🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,False,1521143078098456576,2022-05-02T15:02:25.000Z,2427534295,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1521143073656680449,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6*

🟨🟨⬜⬜⬜
⬜🟩🟨⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩",en,False,1521143073656680449,2022-05-02T15:02:24.000Z,90819797,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
