id,conversation_id,lang,possibly_sensitive,text,author_id,public_metrics,source,reply_settings,context_annotations,created_at,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521472870026821634,1521472870026821634,en,False,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",14258321,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:54.000Z,,,,,
1521472864972460032,1521472864972460032,en,False,"Wordle 318 3/6

⬛⬛⬛⬛🟨
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩

💁🏻‍♀️",30246344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:53.000Z,,,,,
1521472859847069696,1521472859847069696,en,False,"Wordle 318 4/6

⬛⬛🟩⬛⬛
⬛⬛🟨⬛🟨
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩",26979252,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:52.000Z,,,,,
1521472857305645056,1521472857305645056,ja,False,"ポケモンWordle X/10

⬛⬛⬛⬛⬛  🟨⬛⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛⬛🟨⬛⬛
⬛⬛⬛⬛⬛  ⬛🟨⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛⬛⬛🟩⬛
⬛⬛⬛⬛🟨  ⬛⬛⬛⬛⬛

ぜんっぜん分からなかったw

https://t.co/cVzIstvvKs
 #ポケモンWordle",1350016535616651264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-03T12:52:51.000Z,"{'hashtags': [{'start': 123, 'end': 134, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/cVzIstvvKs', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1521472851823452160,1521472851823452160,en,False,"Wordle 318 3/6

⬜⬜⬜🟩⬜
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",23003764,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:50.000Z,,,,,
1521472847142653952,1521472847142653952,en,False,"Wordle 318 2/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩

Wow!! Look at that! Talk about lucky.",2177329491,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:49.000Z,,,,,
1521472845280428032,1521472845280428032,en,False,"Wordle 318 5/6

⬛🟨🟨⬛⬛
🟨⬛⬛⬛🟩
⬛🟩⬛⬛🟩
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩",4043068726,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:48.000Z,,,,,
1521472844894547969,1521472844894547969,en,False,"Wordle Tildes #64 4/6

⬜🟨⬜⬜⬜⬜⬜
⬜⬜🟨🟩⬜⬜🟩
⬜⬜⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/QzNPwhngOi",321001187,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:48.000Z,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/QzNPwhngOi', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/tildes/index.html'}]}",,,,
1521472842138722304,1521472842138722304,en,False,"Wordle 318 4/6

⬜⬜⬜🟨⬜
🟨⬜⬜🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1490061502652420101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:47.000Z,,,,,
1521472841891340290,1521472841891340290,en,False,"Wordle 318 5/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩",226667120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:47.000Z,,,,,
1521472839207071747,1521472839207071747,en,False,"Wordle 318 6/6

🟨⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",739392818398015488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:47.000Z,,,,,
1521472834043744256,1521472834043744256,en,False,"Wordle 318 5/6

⬜⬜⬜🟩⬜
🟨⬜🟩⬜⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2168348285,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:45.000Z,,,,,
1521472833901240323,1521472833901240323,en,False,"Wordle 318 4/6*

⬛⬛🟨⬛🟨
🟩⬛🟨🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",2894183383,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:45.000Z,,,,,
1521472833498591232,1521472833498591232,en,False,"Wordle 318 4/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",1131586197741101057,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:45.000Z,,,,,
1521472825759985664,1521472825759985664,ja,False,"Wordle 318 4/6*

⬛⬛🟨🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

3答目でどっちにしようか迷った方が正解だった…",259668243,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Janetter iOS,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:43.000Z,,,,,
1521472821830033413,1521472821830033413,en,False,"RT @NicolaGray78: @albolt76 @dawardle Wordle 318 3/6

⬜🟨⬜⬜⬜
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",1160130818678972416,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:42.000Z,"{'mentions': [{'start': 3, 'end': 16, 'username': 'NicolaGray78', 'id': '999688044159668225'}, {'start': 18, 'end': 27, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 28, 'end': 37, 'username': 'dawardle', 'id': '1165789231'}]}","[{'type': 'retweeted', 'id': '1521467420153626625'}]",,,
1521472815379234816,1521472815379234816,en,False,"Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",35278742,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:41.000Z,,,,,
1521472809582706689,1484173939505049600,en,False,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/58ZkDR0NY7",106984315,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:40.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/58ZkDR0NY7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521105280695738370'}]",106984315,,
1521472798782279682,1521472798782279682,en,False,"Wordle 318 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 my first guess was “pack the court” and my second was “eliminate the filibuster”",2647902708,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:37.000Z,,,,,
1521472797419184129,1521472797419184129,en,False,"Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛⬛⬛🟩🟩
🟩🟩🟩🟩🟩

B)",842262356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:37.000Z,,,,,
1521472795590471680,1521472795590471680,en,False,"Wordle (ES)  #117 3/6

🟨🟩⬜⬜⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/wM3nEBQzpK",281524270,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:36.000Z,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/wM3nEBQzpK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521472793384259585,1521472793384259585,en,False,"Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/I1qBk3v4iY",51619171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:36.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/I1qBk3v4iY', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521472789336576000,1521472789336576000,ja,False,"やったー
Wordle 318 2/6

🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩

美容師さん、髪の毛見すぎているからか、
顔の周りや首についた髪の毛をとってくれようとするのはいいけれど、見つける能力弱いなぁっていっつも思う",1229087644149153792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:35.000Z,,,,,
1521472788963414016,1521472788963414016,en,False,"Wordle (ES)  #117 4/6

⬜⬜🟨⬜🟩
⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/Afh9VCQWSQ",126794683,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:35.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Afh9VCQWSQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521472787080269825,1521472787080269825,ca,False,"Wordle (ES)  #117 3/6 la saque de la galera... o del #Yelmo 😏

⬜⬜⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/WtAlmqidzA",46556078,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:34.000Z,"{'hashtags': [{'start': 53, 'end': 59, 'tag': 'Yelmo'}], 'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/WtAlmqidzA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521472785528221696,1521472785528221696,en,False,"Wordle 318 3/6

⬜⬜🟨⬜🟨
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",120911650,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:34.000Z,,,,,
1521472782261002242,1521472782261002242,en,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1047913224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:33.000Z,,,,,
1521472771376648192,1521472771376648192,en,False,"Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 🧚🏼‍♂️🐄💇🏽‍♀️",529709000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:30.000Z,,,,,
1521472769317294084,1521472769317294084,en,False,"Wordle 318 3/6

⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1926817614,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T12:52:30.000Z,,,,,
