id,referenced_tweets,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,in_reply_to_user_id,conversation_id,reply_settings,author_id,entities,geo,attachments,withheld
1520763312740438017,"[{'type': 'replied_to', 'id': '1520331942620712960'}]",False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:22.000Z,"Wordle (ES)  #115 X/6

⬜⬜⬜⬜🟨
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩

xDDDDD",Twitter Web App,1342656553845993473,1491710787609583616,everyone,1342656553845993473,,,,
1520763312295792642,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:22.000Z,"Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Some bs today",Twitter for iPhone,,1520763312295792642,everyone,3214871866,,,,
1520763311893192704,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:22.000Z,"Wordle 316 4/6

⬛⬛⬛🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763311893192704,everyone,350993341,,,,
1520763291269840899,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:17.000Z,"Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛⬛🟨🟨⬛
🟨⬛🟩⬛⬛
⬛⬛🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763291269840899,everyone,1387138916,,,,
1520763290930102272,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:17.000Z,"Wordle 316 5/6*

🟩⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763290930102272,everyone,14663554,,,,
1520763284638609408,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-01T13:53:16.000Z,"Wordle (ES)  #115 6/6
Regulinchi porque fue la última, mas no por demorar. Jajajaja 
🟨⬛🟨⬛⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/joWY3Uqt5a",Twitter for Android,,1520763284638609408,everyone,342450786,"{'urls': [{'start': 122, 'end': 145, 'url': 'https://t.co/joWY3Uqt5a', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1520763247149858819,,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:07.000Z,"Wordle 316 6/6 YES OMG

🟩⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟨🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763247149858819,everyone,1363213706994343940,,,,
1520763246633897984,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:07.000Z,"Wordle (ES)  #115 X/6
Ash xd
⬜🟨🟨⬜🟨
⬜🟩🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
 https://t.co/2B6WlQcJ9D",Twitter for Android,,1520763246633897984,everyone,135306559,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/2B6WlQcJ9D', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1520763246579531777,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:07.000Z,"Wordle 316 5/6

⬛⬛⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟨🟨⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩🟩🟩",Twitter for Android,,1520763246579531777,everyone,1065273162785480704,,,,
1520763241647030273,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:05.000Z,"Wordle Tildes #62 4/6

⬜⬜🟨⬜🟨⬜
🟨⬜🟨🟨⬜🟨
🟨🟨⬜🟩⬜🟨
🟩🟩🟩🟩🟩🟩
 https://t.co/S3Inoz930V",Twitter for Android,,1520763241647030273,everyone,515645365,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/S3Inoz930V', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,
1520763237918150656,"[{'type': 'replied_to', 'id': '1520756824684781568'}]",False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:04.000Z,"@showgirlcf Yep

Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛⬛⬛🟨⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPad,465194634,1520756824684781568,everyone,85726686,"{'mentions': [{'start': 0, 'end': 11, 'username': 'showgirlcf', 'id': '465194634'}]}",,,
1520763236496416768,,False,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:04.000Z,"i dont usually post wordle scores here but ???????
Wordle 316 2/6

🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter Web App,,1520763236496416768,everyone,1085281455813595147,,,,
1520763236198539264,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:04.000Z,"Wordle 316 4/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,,1520763236198539264,everyone,1455529134390661122,,,,
1520763228611043328,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:02.000Z,"Wordle 316 3/6

⬜⬜⬜⬜🟩
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763228611043328,everyone,316456208,,,,
1520763228464295938,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:02.000Z,"Wordle 316 5/6

⬛⬛⬛⬛🟩
⬛⬛⬛⬛🟩
⬛🟨⬛🟨🟩
⬛🟩🟨🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763228464295938,everyone,14846181,,,,
1520763223502434305,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:01.000Z,"Wordle 316 4/6

⬜⬜⬜🟨⬜
⬜🟨⬜⬜🟨
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter Web App,,1520763223502434305,everyone,18494679,,,,
1520763220843245574,"[{'type': 'replied_to', 'id': '1520411470521155585'}]",False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:00.000Z,"Wordle 316 6/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,748151185,1484953657682628612,everyone,748151185,,,,
1520763217957449730,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:53:00.000Z,"Pheww!
Wordle 316 6/6

⬛⬛⬛🟨⬛
🟨⬛🟨🟨⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,,1520763217957449730,everyone,78574191,,{'place_id': '3f729d15bcdebc48'},,
1520763213457113089,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:59.000Z,"Wordle 316 3/6

🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763213457113089,everyone,26642757,,,,
1520763205089439744,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:57.000Z,"Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨⬛🟨⬛⬛
🟩⬛🟨🟨🟨
⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩 https://t.co/OvnwrPd2mm",Twitter Web App,,1520763205089439744,everyone,139078362,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/OvnwrPd2mm', 'expanded_url': 'https://twitter.com/mrworldvibe/status/1520763205089439744/photo/1', 'display_url': 'pic.twitter.com/OvnwrPd2mm', 'media_key': '16_1520763198412050432'}]}",,{'media_keys': ['16_1520763198412050432']},
1520763185627860994,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:52.000Z,"Wordle 316 5/6

🟩⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763185627860994,everyone,2817793936,,,,
1520763176006025216,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:50.000Z,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩🟨⬛⬛
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩",Twitter for Android,,1520763176006025216,everyone,721187715451002884,,,,
1520763173749592064,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:49.000Z,"Wordle Tildes #62 5/6

🟨🟨🟨🟨⬜⬜
🟨🟨⬜🟨⬜⬜
🟨⬜⬜⬜🟩⬜
⬜⬜🟨🟩⬜🟨
🟩🟩🟩🟩🟩🟩
 https://t.co/Wu37t1IJeG",Twitter for Android,,1520763173749592064,everyone,135306559,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/Wu37t1IJeG', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,
1520763169123098626,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:48.000Z,"Huh.
Wordle 316 5/6*

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩🟨⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,,1520763169123098626,everyone,13276192,,,,
1520763168511115265,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-01T13:52:48.000Z,"今回は難しかった！知らない単語。よく当たったな……
Wordle 316 5/6

⬜⬜⬜🟨⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763168511115265,everyone,15959202,,,,
1520763161925853187,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:46.000Z,"Wordle (ES)  #115 4/6

🟩⬜⬜⬜🟨
🟩🟨🟨⬜🟨
🟩🟩🟨🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/qnyMLMDAsu",Twitter for Android,,1520763161925853187,everyone,166305201,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/qnyMLMDAsu', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1520763161351278592,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:46.000Z,"Wordle 316 5/6

⬛⬛⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763161351278592,everyone,113808481,,,,
1520763160856305667,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:46.000Z,"Wordle 316 3/6

⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,,1520763160856305667,everyone,911685093005123586,,,,
1520763152085966848,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:44.000Z,"Wordle 316 5/6*

🟨⬜🟨⬜⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩-Bobbi",Twitter for iPhone,,1520763152085966848,everyone,1194273677258321925,,,,
1520763151746314249,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:44.000Z,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",Twitter Web App,,1520763151746314249,everyone,2438024130,,,,
1520763146528600065,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-01T13:52:43.000Z,"Wordle (ES)  #115 5/6

⬜⬜🟨⬜🟨
⬜🟩⬜🟨🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/sfso5vXvHV",Twitter for iPhone,,1520763146528600065,everyone,313400337,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/sfso5vXvHV', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
