id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,author_id,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521268705329659909,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:37.000Z,"Wordle 318 X/6

⬜⬜⬜⬜⬜
⬜🟩🟨⬜🟨
🟨🟩🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩",Twitter for iPhone,1485776076785786882,everyone,191600132,,"[{'type': 'replied_to', 'id': '1520903485453127680'}]",191600132,,
1521268702829846530,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:37.000Z,"Wordle 318 6/6

🟨⬜⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟨⬜⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Arsehole was twitching a bit there.",Twitter for iPhone,1521268702829846530,everyone,1446924495659405313,,,,,
1521268693937885184,False,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 9, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:35.000Z,"Wordle 318 3/6

⬜🟨⬜⬜🟨
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521268693937885184,everyone,20699651,,,,{'place_id': '4ef67c77c970c181'},
1521268691715096577,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-02T23:21:34.000Z,"どうゆうこと？
ポケモンWordle 2/10

⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/txiLMBUfpc
 #ポケモンWordle",Twitter for Android,1521268691715096577,everyone,130231918,"{'hashtags': [{'start': 63, 'end': 74, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/txiLMBUfpc', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1521268685843107841,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:33.000Z,"Wordle 318 4/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268685843107841,everyone,238910221,,,,,
1521268684265861121,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:32.000Z,"Wordle 318 4/6

⬜🟨🟨⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268684265861121,everyone,2230692838,,,,,
1521268674082095109,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:30.000Z,"RT @Lau_8c: @albolt76 @dawardle Wordle 318 4/6

🟨⬜⬜⬜⬜
⬜⬜🟨🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩 https://t.co/x5VtgLcjjG",Twitter Web App,1521268674082095109,everyone,1160130818678972416,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/x5VtgLcjjG', 'expanded_url': 'https://twitter.com/Lau_8c/status/1521267748701097987/photo/1', 'display_url': 'pic.twitter.com/x5VtgLcjjG', 'media_key': '16_1521267741533085701'}], 'mentions': [{'start': 3, 'end': 10, 'username': 'Lau_8c', 'id': '59078991'}, {'start': 12, 'end': 21, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 22, 'end': 31, 'username': 'dawardle', 'id': '1165789231'}]}","[{'type': 'retweeted', 'id': '1521267748701097987'}]",,,{'media_keys': ['16_1521267741533085701']}
1521268673574494208,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:30.000Z,"Wordle (ES)  #116 X/6

⬜🟨⬜⬜🟨
🟩🟨⬜⬜⬜
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
 https://t.co/KOGbJ6HFSG",Twitter Web App,1521268673574494208,everyone,737154151168249857,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/KOGbJ6HFSG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521268658961588225,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",tr,2022-05-02T23:21:26.000Z,"Yine erkenden yol aldık…

Wordle Türkçe 318 4/6

⬛⬛🟨⬛⬛
🟨🟨⬛⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/3Da7gWdTxD",Twitter for iPhone,1521268658961588225,everyone,103023629,"{'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/3Da7gWdTxD', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/', 'status': 200, 'title': 'Wordle Türkçe - Günlük Kelime Oyunu', 'description': ""Wordle Türkçe Bundle'da! Her gün yeni, 5 harfli bulmacayı 6 denemede bulun. Bugünün Wordle bulmacasını çözmek için hemen tıklayın."", 'unwound_url': 'https://www.bundle.app/wordle-tr/'}]}",,,,
1521268644893786113,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:23.000Z,"Wordle 318 3/6

⬜🟩🟨⬜🟩
⬜🟨⬜⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268644893786113,everyone,1237223587527790593,,,,,
1521268642444288000,True,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-02T23:21:22.000Z,"ポケモンWordle 3/10

⬛⬛⬛⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/detR7UrWKl
 #ポケモンWordle",Twitter for iPhone,1521268642444288000,everyone,108910807,"{'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/detR7UrWKl', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1521268638552055812,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:21.000Z,"Wordle 318 5/6

⬛🟩🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521268638552055812,everyone,353589432,,,,,
1521268638417920002,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:21.000Z,"Wordle 318 4/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,1521268638417920002,everyone,20202485,,,,,
1521268635381248001,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:21.000Z,"@markohalloran Wordle 318 3/6

⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521264661387264001,everyone,3751500447,"{'mentions': [{'start': 0, 'end': 14, 'username': 'markohalloran', 'id': '34086990'}]}","[{'type': 'replied_to', 'id': '1521264661387264001'}]",34086990,,
1521268629836541952,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-02T23:21:19.000Z,"ポケモンWordle 5/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩

https://t.co/fDokoEesgO
 #ポケモンWordle",Twitter for Android,1521268629836541952,everyone,1075153918638809090,"{'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/fDokoEesgO', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,,
1521268622479740929,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:18.000Z,"Wordle 318 3/6

⬜⬜🟨🟩⬜
🟩⬜⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268622479740929,everyone,258295193,,,,,
1521268618427867146,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:17.000Z,"Wordle 317 4/6

🟩⬜⬜⬜🟨
⬜🟨⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521268618427867146,everyone,1480408205192749056,,,,,
1521268596797673472,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:11.000Z,"@JuliaIrwinator Wordle 318 4/6

🟨⬜⬜⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521131844213035008,everyone,1106416321833517058,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JuliaIrwinator', 'id': '926495035'}]}","[{'type': 'replied_to', 'id': '1521131844213035008'}]",926495035,,
1521268596508397568,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-02T23:21:11.000Z,"Wordle Científico #50 5/6

🟩⬜🟩⬜⬜
🟩⬜⬜⬜⬜
🟩⬜🟩🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/THT9xPZK0u",Twitter for Android,1521268596508397568,everyone,1288666858976096262,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/THT9xPZK0u', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521268586597294080,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:09.000Z,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
4 again. Oof.",Twitter for iPhone,1521268586597294080,everyone,255782618,,,,,
1521268583279562754,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:08.000Z,"Wordle 318 5/6

⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268583279562754,everyone,1018369638,,,,,
1521268577830981633,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:07.000Z,"Close one

Wordle 318 2/6

⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521268577830981633,everyone,90927960,,,,,
1521268562005999616,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:03.000Z,"Wordle 318 5/6

⬛🟨🟨🟩⬛
⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,1521268562005999616,everyone,1310315064956784640,,,,,
1521268558524690433,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:02.000Z,"Wordle (ES)  #116 3/6

⬜⬜🟩⬜🟨
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/7IkeuajdKQ",Twitter for iPhone,1521268558524690433,everyone,195789846,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/7IkeuajdKQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521268556591415296,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:02.000Z,"Wordle 318 6/6

⬜⬜🟨⬜⬜
⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟨
⬜🟩⬜🟨⬜
⬜🟨⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521268556591415296,everyone,1020642314958409728,,,,,
1521268551696453633,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,2022-05-02T23:21:01.000Z,"RT @chunty_cops: @albolt76 @dawardle Bugger tits
Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1521268551696453633,everyone,1160130818678972416,"{'mentions': [{'start': 3, 'end': 15, 'username': 'chunty_cops', 'id': '1445433187576975363'}, {'start': 17, 'end': 26, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 27, 'end': 36, 'username': 'dawardle', 'id': '1165789231'}]}","[{'type': 'retweeted', 'id': '1521267737024102400'}]",,,
1521268549527871491,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:21:00.000Z,"Wordle 318 4/6

🟩⬛⬛⬛⬛
🟩🟩🟨⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521268549527871491,everyone,185615170,,,,,
