id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,author_id,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521265727956680705,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:47.000Z,"Wordle 318 6/6

⬛⬛🟨⬛⬛
⬛🟨⬛🟨⬛
🟨⬛🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265727956680705,everyone,1017369738379313152,,,,,
1521265724404117505,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-02T23:09:47.000Z,"Wordle 318 4/6
3つやったら1択になった。こういうのも珍しい。、

🟩🟩⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265724404117505,everyone,461724417,,,,,
1521265724274188290,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:47.000Z,"Wordle 318 3/6

🟩⬛⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩",Twitter for Android,1521265724274188290,everyone,31014486,,,,,
1521265722818715650,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:46.000Z,"Wordle 318 4/6

🟨⬛⬛⬛🟨
🟨🟩⬛⬛⬛
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩
I like it",Twitter for iPhone,1521265722818715650,everyone,151209408,,,,,
1521265712542752775,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:44.000Z,"Wordle 318 5/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265712542752775,everyone,464859146,,,,{'place_id': '649080eccc892814'},
1521265710630064130,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:43.000Z,"Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛🟨🟩🟨⬛
🟩🟩🟩🟩🟩

It looks like a 3, but actually it’s a 1. Obviously 🙋🏻‍♀️",Twitter for iPhone,1521265710630064130,everyone,1384250520387211264,,,,,
1521265705030672385,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:42.000Z,"Wordle Tildes #63 5/6

⬜⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟩⬜
⬜🟩⬜⬜⬜🟩
⬜⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/9D9g5tpWks",Twitter for iPhone,1521265705030672385,everyone,3720405255,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/9D9g5tpWks', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/tildes/index.html'}]}",,,,
1521265695631323138,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:40.000Z,"Wordle 318 5/6

⬛🟨⬛🟨⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 Line 1 was fine, line 2 much better, thereafter so many possibilities, lucky to make the correct choice.",Twitter for iPhone,1521265695631323138,everyone,331883840,,,,,
1521265694901473283,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:40.000Z,"Wordle 317 3/6*

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",TweetDeck,1521265694901473283,everyone,222401272,,,,,
1521265694205218820,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:39.000Z,"Wordle 318 3/6
⁦@cheznoir⁩
⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265694205218820,everyone,192672366,"{'mentions': [{'start': 16, 'end': 25, 'username': 'cheznoir', 'id': '18096467'}]}",,,,
1521265692875816960,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:39.000Z,"Yeah, it’s one of these bastards. Don’t think I’ll be awarded any tie choices for this result.
Wordle 318 5/6
🙈
⬛⬛🟨⬛⬛
🟨🟨⬛⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Good luck Northern Hemisphriends.",Twitter for iPad,1521265692875816960,everyone,1379972555964964864,,,,,
1521265685086842885,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:37.000Z,"Wordle 318 4/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265685086842885,everyone,173784062,,,,,
1521265682343952384,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-02T23:09:37.000Z,"Wordle 318 X/6

⬜⬜🟩⬜⬜
⬜🟩⬜⬜🟨
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
は？",Twitter for iPhone,1521265682343952384,everyone,113391493,,,,,
1521265680728866817,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:36.000Z,"Wordle 318 6/6

⬛🟩⬛⬛🟨
⬛🟨🟨🟨⬛
⬛🟨🟨🟨⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

I just went full dumb",Twitter for Android,1521265680728866817,everyone,74723089,,,,,
1521265676341678085,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",th,2022-05-02T23:09:35.000Z,"Wordle 318 3/6

🟩⬜⬜⬜⬜
🟩🟨⬜⬜🟩
🟩🟩🟩🟩🟩

#Thwordle 105 6/6

⬜🟨⬜⬜🟨⬜
⬜🟩🟩⬜🟩⬜
🟩🟩🟩⬜🟩⬜
🟩🟩🟩⬜🟩⬜
🟩🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩🟩

พอถึง 5/6 ถึงเปิดหาคำใบ้แล้วแบบ ถ้าไม่เปิดก็ไม่ถูก รู้เลย ถ้าใครได้สามตัวแรกแล้ว ตัวสุดท้ายคือ ณี นะ",Twitter for iPhone,1498812106006798336,everyone,128829431,"{'hashtags': [{'start': 35, 'end': 44, 'tag': 'Thwordle'}]}","[{'type': 'replied_to', 'id': '1520904009560772609'}]",128829431,,
1521265675024703493,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '152', 'name': 'Food', 'description': 'Topics about food, like Donuts or Brunch'}, 'entity': {'id': '1303483003801202688', 'name': 'Sake'}}]",en,2022-05-02T23:09:35.000Z,"Wordle 318 5/6 fecks sake like

#Wordle318
#Wordle
⬜⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265675024703493,everyone,2676188937,"{'hashtags': [{'start': 32, 'end': 42, 'tag': 'Wordle318'}, {'start': 43, 'end': 50, 'tag': 'Wordle'}]}",,,{'place_id': '723427e351a01e72'},
1521265671732187136,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:34.000Z,"Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟨⬛⬛⬛
🟨🟩⬛⬛🟨
⬛🟩⬛🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265671732187136,everyone,20501440,,,,,
1521265668683091968,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-02T23:09:33.000Z,"Wordle 318 5/6
ありがちな単語だったわ

⬜⬜⬜⬜🟨
🟨🟩⬜🟨⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265668683091968,everyone,1443808190,,,,,
1521265666602459138,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",no,2022-05-02T23:09:33.000Z,"FUKKSAKE!
Wordle 318 6/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265666602459138,everyone,86503842,,,,,
1521265666531094528,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:33.000Z,"Wordle (ES)  #116 4/6
LOCURAAA
⬜🟩⬜⬜🟨
⬜⬜⬜🟩🟨
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/6iAO0Igxsx",Twitter for Android,1521265666531094528,everyone,1328057189462896640,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/6iAO0Igxsx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521265665797234688,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:33.000Z,"Wordle 318 4/6*

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",TweetDeck,1521265665797234688,everyone,23424545,,,,,
1521265660306862088,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",tr,2022-05-02T23:09:31.000Z,"Wordle Türkçe 318 2/6

🟨⬜🟩⬜⬜
🟩🟩🟩🟩🟩

https://t.co/B8bat1LdnR",Twitter for Android,1521265660306862088,everyone,1454749037991710720,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/B8bat1LdnR', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521265659769806848,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:31.000Z,"Wordle (ES)  #116 5/6

⬜⬜⬜🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/BtzGkxDWaa",Twitter for Android,1488523517922529294,everyone,1386386489320345606,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/BtzGkxDWaa', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1520867762075160576'}]",1386386489320345606,,
1521265656724738048,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:30.000Z,"I sacrificed a shot at the four to get the five because a six wasn’t out of the question in the tale of this Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
⬛⬛🟩⬛🟨
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265656724738048,everyone,633183191,,,,,
1521265653595971585,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:30.000Z,"Wordle 318 4/6

⬜🟩⬜⬜⬜
⬜🟩🟨⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265653595971585,everyone,87054019,,,,,
1521265647119912967,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:28.000Z,"I'm slacking 🤦🏾‍♂️

Wordle 318 5/6

⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265647119912967,everyone,1229475366,,,,,
1521265639599583235,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:26.000Z,"Wordle 318 4/6

⬛⬛🟨⬛⬛
🟨⬛🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265639599583235,everyone,21650605,,,,,
1521265622080159744,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-02T23:09:22.000Z,"Wordle 318 4/6

⬜🟩🟨⬜🟩
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

みっつめいけたとおもったし、、、",Twitter for iPhone,1521265622080159744,everyone,888734730429931520,,,,,
1521265621891436545,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:22.000Z,"Wordle 318 3/6 #wordle318 satisfying. 

⬜🟩⬜⬜🟨
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521265621891436545,everyone,1124761928071409664,"{'hashtags': [{'start': 15, 'end': 25, 'tag': 'wordle318'}]}",,,,
1521265608322650112,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:19.000Z,"@LadyGrey5661 Wordle 317 3/6
Excellent!
⬜⬜⬜🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1521264357308604421,everyone,1353660107901579269,"{'mentions': [{'start': 0, 'end': 13, 'username': 'LadyGrey5661', 'id': '1494132674625253380'}]}","[{'type': 'replied_to', 'id': '1521264357308604421'}]",1494132674625253380,,
1521265602446471168,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:18.000Z,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1498457122933288961,everyone,4019284245,,"[{'type': 'replied_to', 'id': '1520904428659920897'}]",4019284245,,
1521265599753732097,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:17.000Z,"Straight forward enough tonight 🤗

Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265599753732097,everyone,4866885803,,,,,
1521265595647508480,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:16.000Z,"Wordle 318 3/6
⬜🟨🟩⬜⬜
🟨⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521265595647508480,everyone,542880916,,,,,
1521265590274560000,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:15.000Z,"Wordle 318 6/6

⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265590274560000,everyone,227079613,,,,,
1521265588831760385,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:14.000Z,"@Cheesewright3 Bloody awful. One of those.

Wordle 318 6/6

⬜🟨🟨🟨⬜
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521264391920001031,everyone,975794453490302977,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Cheesewright3', 'id': '476855290'}]}","[{'type': 'replied_to', 'id': '1521264391920001031'}]",476855290,,
1521265586768326656,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:14.000Z,"Groan. 

Wordle 318 5/6

⬜🟨🟩🟨⬜
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPad,1521265586768326656,everyone,30451482,,,,,
1521265581202325509,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:12.000Z,"Wordle 318 5/6

⬜⬜⬜🟨⬜
🟨⬜⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Been had off here",Twitter for iPhone,1521265581202325509,everyone,231884172,,,,,
1521265572574822400,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:10.000Z,"Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛⬛🟨⬛🟨
⬛🟨🟩⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265572574822400,everyone,1051064712576688128,,,,,
1521265568220803072,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-02T23:09:09.000Z,"おお…、無理だと思った

Wordle 318 6/6

⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟨⬜⬜🟨⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521265568220803072,everyone,93835747,,,,,
1521265562969595907,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:08.000Z,"Wordle 317 5/6

⬜⬜⬜🟩🟨
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

😒",Twitter for iPhone,1521265562969595907,everyone,117241498,,,,,
1521265553633169411,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:06.000Z,"Wordle 318 4/6

🟨⬜🟩⬜⬜
🟨🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521265553633169411,everyone,19228850,,,,,
1521265551674380295,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T23:09:05.000Z,"Wordle 318 3/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩",Twitter for Android,1521265551674380295,everyone,996832265366917128,,,,,
