id,reply_settings,context_annotations,text,source,entities,public_metrics,lang,author_id,possibly_sensitive,created_at,conversation_id,attachments,geo,in_reply_to_user_id,referenced_tweets
1520615837920546816,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 4/6

🟨⬜⬜⬜⬜
⬜🟩⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩",TweetDeck,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2222191813,False,2022-05-01T04:07:22.000Z,1520615837920546816,,,,
1520615837320847367,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6*

⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

had to use the same wrong letter 3 times to pass lol",Twitter Web App,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1552484250,False,2022-05-01T04:07:21.000Z,1520615837320847367,,,,
1520615834686795778,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛⬛🟩🟨⬛
⬛⬛🟩⬛⬛
⬛⬛⬛⬛🟨
⬛⬛🟩🟨🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩 https://t.co/1ZvATItK6p",Twitter for Android,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/1ZvATItK6p', 'expanded_url': 'https://twitter.com/nic_the_miss/status/1520615834686795778/photo/1', 'display_url': 'pic.twitter.com/1ZvATItK6p', 'media_key': '16_1520615811953664000'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,756218350691192833,False,2022-05-01T04:07:21.000Z,1520615834686795778,{'media_keys': ['16_1520615811953664000']},,,
1520615834292559876,everyone,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10049008375', 'name': 'Mystery Science Theater 3000 (Netflix)'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","A lot of MSTIES are gonna have a different, better answer. Wordle 316 4/6

⬛⬛⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 #MST3K @MST3K #manosthehandsoffate",Twitter for iPhone,"{'hashtags': [{'start': 99, 'end': 105, 'tag': 'MST3K'}, {'start': 113, 'end': 133, 'tag': 'manosthehandsoffate'}], 'mentions': [{'start': 106, 'end': 112, 'username': 'MST3K', 'id': '14718835'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,878466234668511232,False,2022-05-01T04:07:21.000Z,1520615834292559876,,,,
1520615833784905728,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #115 5/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/tDiAcXJBC8",Twitter for Android,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/tDiAcXJBC8', 'expanded_url': 'https://wordle.danielfrg.com/?s=08', 'display_url': 'wordle.danielfrg.com/?s=08', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521769334644908032/O7TquOnT?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521769334644908032/O7TquOnT?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/?s=08'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,729167827945570304,False,2022-05-01T04:07:21.000Z,1520615833784905728,,,,
1520615833613090816,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,20816566,False,2022-05-01T04:07:21.000Z,1520615833613090816,,,,
1520615829154328577,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨⬛🟨⬛⬛
🟨🟨⬛⬛⬛
⬛🟨⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1228904920759357440,False,2022-05-01T04:07:20.000Z,1520615829154328577,,,,
1520615827942354946,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","#Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
🟨🟩🟨⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter Web App,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",und,1290884820000743424,False,2022-05-01T04:07:19.000Z,1520615827942354946,,,,
1520615825841041408,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10047025715', 'name': 'Riot Games'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1234945774347112448', 'name': 'VALORANT'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '10047025715', 'name': 'Riot Games'}}, {'domain': {'id': '149', 'name': 'Esports League', 'description': 'An electronic sports league like Overwatch League'}, 'entity': {'id': '1366454810371743744', 'name': 'VALORANT Champions Tour'}}]","day 52 of asking for the riot gun buddy

Wordle 316 5/6

⬛⬛⬛🟨⬛
⬛🟩⬛⬛⬛
🟨🟩🟨⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩

@riotgames @PlayVALORANT #VALORANT #Wordle316 #VCT #RiotGames",Twitter for iPhone,"{'hashtags': [{'start': 113, 'end': 122, 'tag': 'VALORANT'}, {'start': 123, 'end': 133, 'tag': 'Wordle316'}, {'start': 134, 'end': 138, 'tag': 'VCT'}, {'start': 139, 'end': 149, 'tag': 'RiotGames'}], 'mentions': [{'start': 88, 'end': 98, 'username': 'riotgames', 'id': '20523846'}, {'start': 99, 'end': 112, 'username': 'PlayVALORANT', 'id': '1230550898616586242'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1502450509394939905,False,2022-05-01T04:07:19.000Z,1520615825841041408,,,,
1520615821491511296,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

🟨⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,211073906,False,2022-05-01T04:07:18.000Z,1520615821491511296,,,,
1520615818010234881,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 3/6

🟩⬜🟨⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

When ya got it, ya got it",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,632073917,False,2022-05-01T04:07:17.000Z,1520615818010234881,,{'place_id': '2d83c71ce16cd187'},,
1520615817804537857,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

🟩⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩 hm",Twitter for Android,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,854528668726636544,False,2022-05-01T04:07:17.000Z,1479993556362305536,,,854528668726636544,"[{'type': 'replied_to', 'id': '1520260622340005890'}]"
1520615812347924481,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

🟩⬛⬛🟨⬛
🟩🟨⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter Web App,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,969997013608738816,False,2022-05-01T04:07:15.000Z,1520615812347924481,,,,
1520615807671099392,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Phew!! Wordle 316 6/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟨🟨⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,21169409,False,2022-05-01T04:07:14.000Z,1520615807671099392,,{'place_id': '7929cea6bd5b32bd'},,
1520615806610153472,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Whew! That was close!",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,14263572,False,2022-05-01T04:07:14.000Z,1520615806610153472,,,,
1520615804999503872,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬜⬜⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩yowza! The letter elimination here was making me sweat no lie",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,44292451,False,2022-05-01T04:07:14.000Z,1520615804999503872,,,,
1520615798955741186,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬜⬜🟨⬜⬜
⬜⬜🟨⬜⬜
🟨🟨🟨⬜⬜
⬜🟨🟨⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,14206660,False,2022-05-01T04:07:12.000Z,1520615798955741186,,,,
1520615796770328577,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","🥐

Wordle 316 3/6

⬛⬛⬛⬛🟩
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for Android,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1259346332533379077,False,2022-05-01T04:07:12.000Z,1520615796770328577,,,,
1520615796312928256,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,454462965,False,2022-05-01T04:07:12.000Z,1520615796312928256,,,,
1520615792408154112,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 4/6

⬛⬛⬛🟨⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPad,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2226773384,False,2022-05-01T04:07:11.000Z,1520615792408154112,,,,
1520615790570967043,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","#Wordle 316 5/6

⬜⬜⬜🟨🟨
🟨🟩⬜🟩⬜
⬜⬜⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",und,18189784,False,2022-05-01T04:07:10.000Z,1520615790570967043,,{'place_id': '00e41459272fdc2b'},,
1520615790285885441,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 3/6

🟨🟨⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPad,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,4443219497,False,2022-05-01T04:07:10.000Z,1520615790285885441,,,,
1520615785969819648,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #115 5/6

⬛⬛⬛⬛🟨
⬛⬛⬛⬛🟨
⬛🟨🟨🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩
 https://t.co/v1kw5La4ZX",Twitter for iPhone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/v1kw5La4ZX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1009927248437219328,False,2022-05-01T04:07:09.000Z,1520615785969819648,,,,
1520615785336819712,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 6/6

⬜⬜⬜⬜🟩
🟨⬜⬜⬜🟩
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 คำเหี้ยไรเนี่ย",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",th,1264139167,False,2022-05-01T04:07:09.000Z,1520615785336819712,,,,
1520615775828074496,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1897766766,False,2022-05-01T04:07:07.000Z,1520615775828074496,,,,
1520615766088986632,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟩🟩⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,718649578090848256,False,2022-05-01T04:07:04.000Z,1520615766088986632,,,,
1520615761353785344,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter Web App,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,3225273009,False,2022-05-01T04:07:03.000Z,1520615761353785344,,,,
1520615756672933890,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 3/6

🟩🟨⬛⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,338285072,False,2022-05-01T04:07:02.000Z,1520615756672933890,,,,
