id,reply_settings,source,possibly_sensitive,lang,context_annotations,text,author_id,created_at,public_metrics,conversation_id,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521123015458639872,everyone,Twitter Web App,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","ふむふむ。

Wordle 317 4/6

⬜⬜🟨⬜⬜
🟩🟨⬜🟨⬜
🟩🟩🟩⬜🟨
🟩🟩🟩🟩🟩",115893649,2022-05-02T13:42:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521123015458639872,,,,,
1521123006428422146,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬛⬛⬛⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",19308612,2022-05-02T13:42:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521123006428422146,,,,,
1521123003601502208,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜🟨
🟨🟨🟩⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
Phew! But at least I got it!",1220396689644761088,2022-05-02T13:42:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1521123003601502208,,,,,
1521123002804412416,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Fine, be that way #wordle #Wordle317

Wordle 317 5/6

⬛⬛🟨🟨⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1390885260762574848,2022-05-02T13:42:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521123002804412416,"{'hashtags': [{'start': 18, 'end': 25, 'tag': 'wordle'}, {'start': 26, 'end': 36, 'tag': 'Wordle317'}]}",,,,
1521123002586435588,everyone,Twitter for Android,False,es,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","¡Santas confusiones, @danielfrg!
Hoy resolví dos diferentes en modo tildes.
Wordle Tildes #63 3/6

🟩🟨🟨⬛⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/u65750fhfO

Wordle Tildes #63 2/6

⬛⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩🟩
 https://t.co/u65750fhfO",829464419289669632,2022-05-02T13:42:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1521123002586435588,"{'urls': [{'start': 118, 'end': 141, 'url': 'https://t.co/u65750fhfO', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}, {'start': 181, 'end': 204, 'url': 'https://t.co/u65750fhfO', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}], 'mentions': [{'start': 21, 'end': 31, 'username': 'danielfrg', 'id': '18362117'}]}",,,,
1521122999356821506,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Tildes #63 3/6

🟨⬜⬜⬜⬜🟩
⬜🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩🟩

https://t.co/rxDgejSpIF",470409515,2022-05-02T13:42:38.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1482718105432432640,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/rxDgejSpIF', 'expanded_url': 'https://wordle.danielfrg.com/tildes/', 'display_url': 'wordle.danielfrg.com/tildes/'}]}","[{'type': 'replied_to', 'id': '1520795048363069440'}]",470409515,,
1521122993061212160,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟩⬜⬜🟨⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",169514792,2022-05-02T13:42:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122993061212160,,,,,
1521122990817443845,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬜⬜⬜🟩🟨
🟩⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

📚",27825952,2022-05-02T13:42:36.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1491792532572753929,,"[{'type': 'replied_to', 'id': '1520693767015075841'}]",27825952,,
1521122980834783237,everyone,Twitter for Android,False,und,,"#WordleEUS #109 3/6

⬜🟩🟨⬜⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/dCk3fZVhNK",435888977,2022-05-02T13:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122980834783237,"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/dCk3fZVhNK', 'expanded_url': 'https://wordle.talaios.coop', 'display_url': 'wordle.talaios.coop'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleEUS'}]}",,,,
1521122980574736384,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬜🟨⬜⬜⬜
⬜🟨🟨⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",460226047,2022-05-02T13:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122980574736384,,,,,
1521122979878375425,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6
girlboss
🟩🟩🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1150153630617522176,2022-05-02T13:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122979878375425,,,,,
1521122979203194882,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

⬜⬜⬜⬜🟨
⬜⬜🟩⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩

https://t.co/3mIAAW4if1",1050818800784945154,2022-05-02T13:42:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1483456941770874890,"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/3mIAAW4if1', 'expanded_url': 'https://www.nytimes.com/games/wordle/index.html', 'display_url': 'nytimes.com/games/wordle/i…'}]}","[{'type': 'replied_to', 'id': '1520910048821751808'}]",1050818800784945154,,
1521122966876078081,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟨⬜🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2800034442,2022-05-02T13:42:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122966876078081,,,,,
1521122964409880578,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",141256585,2022-05-02T13:42:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1521122964409880578,,,,,
1521122963248095236,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
🟩⬜🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Phew is right 🙄",196981061,2022-05-02T13:42:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521122963248095236,,,,,
1521122957866651648,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 X/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜🟨
⬜⬜🟩⬜⬜
⬜🟨🟩⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜",450268900,2022-05-02T13:42:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122957866651648,,,,,
1521122956537073664,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 4/6

🟨⬜⬜⬜⬜
⬜🟩🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/lB15ASXpv5",329325052,2022-05-02T13:42:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122956537073664,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/lB15ASXpv5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521122956495228928,everyone,Tweetbot for iΟS,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

⬜🟨🟩🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

#Heardle #66

🔊🟩⬜️⬜️⬜️⬜️⬜️

(The right decade, for me)

Framed #52
🎥 🟩 ⬛ ⬛ ⬛ ⬛ ⬛

(Watched it in the last 1-2 years)",18920834,2022-05-02T13:42:28.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",1521122956495228928,"{'hashtags': [{'start': 41, 'end': 49, 'tag': 'Heardle'}]}",,,,
1521122942775664641,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬛⬛⬛🟩🟩
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩

Tagdle 90 4/8 @crombird
🟥 🟨 🟨 🟩
Just as I started thinking I should stop doing these, I got a treat

#Worldle #101 1/6 (100%)
🟩🟩🟩🟩🟩🎉
https://t.co/viL1QcQe5i",1172915402101415939,2022-05-02T13:42:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521122942775664641,"{'urls': [{'start': 168, 'end': 191, 'url': 'https://t.co/viL1QcQe5i', 'expanded_url': 'https://worldle.teuteuf.fr', 'display_url': 'worldle.teuteuf.fr'}], 'hashtags': [{'start': 136, 'end': 144, 'tag': 'Worldle'}], 'mentions': [{'start': 49, 'end': 58, 'username': 'crombird', 'id': '1340145887285301250'}]}",,,,
1521122936685428736,everyone,Twitter for iPhone,False,tl,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟩
🟩⬛🟩🟩🟨
🟩🟨⬛🟩🟩
🟩🟩🟩🟩🟩

Lutang hahhhaha",3998857338,2022-05-02T13:42:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1495239018141093889,,"[{'type': 'replied_to', 'id': '1520432468670955520'}]",3998857338,,
1521122936584740865,everyone,Twitter Web App,False,en,,"SWordle #94 6/6

⬛️⬛️⬛️⬛️⬛️
⬛️⬛️⬛️⬛️🟨
🟩⬛️🟨⬛️🟨
🟩🟩⬛️🟩🟩
🟩🟩⬛️🟩🟩
🟩🟩🟩🟩🟩

https://t.co/SmEIXCYab9",14230034,2022-05-02T13:42:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521122936584740865,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/SmEIXCYab9', 'expanded_url': 'https://wordle.starwars.guide', 'display_url': 'wordle.starwars.guide'}]}",,,,
1521122931363000320,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

🟩⬛🟩🟩🟨
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩",1362586897709686785,2022-05-02T13:42:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521122931363000320,,,,,
