id,text,author_id,source,possibly_sensitive,entities,context_annotations,lang,created_at,conversation_id,public_metrics,reply_settings,geo,in_reply_to_user_id,referenced_tweets,attachments
1521095883407908865,"I needed this!
Wordle 317 2/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩",39426262,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:53.000Z,1521095883407908865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095878064459776,"Wordle 317 2/6

🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩",331718229,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:52.000Z,1521095878064459776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095870917365762,"Wordle 317 4/6

🟨⬜⬜⬜⬜
⬜🟨⬜🟨🟨
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩

#ROCWordle",1322995754,Twitter for iPhone,False,"{'hashtags': [{'start': 41, 'end': 51, 'tag': 'ROCWordle'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:50.000Z,1521095870917365762,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521095870527246338,"Wordle 317 5/6

⬜⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",144696100,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:50.000Z,1521095870527246338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095850268712961,"Wordle 317 6/6*

🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩 😮‍💨",90007484,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:45.000Z,1521095850268712961,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095849320796163,"Wordle 317 5/6

🟨🟨⬜🟨⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2674087765,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:45.000Z,1521095849320796163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095828366053378,"Phew!
Wordle 317 6/6

⬛⬛⬛🟩⬛
⬛🟨⬛🟩🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",3349594340,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:40.000Z,1521095828366053378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,{'place_id': '019057df2bbee4e5'},,,
1521095823517433856,"Wordle 317 6/6

⬜🟨⬜🟨⬜
🟩⬜⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",842150248315265024,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:39.000Z,1521095823517433856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,,,,
1521095815481200640,"Wordle (ES)  #116 5/6

🟨🟨⬜⬜🟨
🟨🟨🟨⬜⬜
⬜🟨🟨🟨⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/rS0ZsPVvNp",88084945,Twitter for iPhone,False,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/rS0ZsPVvNp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:37.000Z,1521095815481200640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095812239052807,"Another four. Two in about ten hours. 
My wife got it in six.   J😷E.  

Wordle 317 4/6

🟨⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",3034607660,Twitter for iPad,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:36.000Z,1521095812239052807,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521095810271748096,"Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1387066384920637440,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:36.000Z,1521095810271748096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095803732963329,"Wordle 317 6/6

🟨⬛⬛⬛⬛
⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
⬛⬛🟩⬛🟨
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩",40868359,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:34.000Z,1521095803732963329,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095801698717698,"Wordle Tildes #63 6/6

⬜⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜🟩
🟩🟩⬜⬜⬜🟩
⬜🟩⬜🟨🟨🟩
⬜⬜⬜🟨🟨🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/rKJIvXAS4Q",2521906565,Twitter for Android,False,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/rKJIvXAS4Q', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:34.000Z,1521095801698717698,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095796229386240,"Wordle 317 4/6

🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2332692248,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:33.000Z,1521095796229386240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095795877064705,"Wordle 317 6/6

⬛⬛⬛⬛🟨
⬛🟨🟨🟨⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1054171244151611393,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:32.000Z,1521095795877064705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095794606198785,"Wordle 317 5/6. “BRAIN” 

⬛⬛⬛⬛🟨
⬛🟨⬛⬛🟨
🟨⬛🟨🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",1674855547,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:32.000Z,1521095794606198785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095786150387712,"Wordle 317 2/6

🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩
😱😮😱😮😱😮!!!!!",925360130,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:30.000Z,1521095786150387712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521095785701646336,"Wordle 317 5/6

🟩⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

It's pretty",1068956117122846720,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:30.000Z,1521095785701646336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095785529683968,"Wordle (ES)  #116 5/6

🟨⬜🟨🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/w5pbqHxHQH",52030525,Twitter for Android,False,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/w5pbqHxHQH', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:30.000Z,1521095785529683968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095782849470466,"Wordle 317 X/6

🟨⬜⬜⬜⬜
⬜🟨⬜⬜🟨
🟩⬜🟩🟩⬜
🟩⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜ Gasp!",447319877,Twitter Web App,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:29.000Z,1521095782849470466,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095780194476032,"Wordle 317 5/6

⬛⬛⬛⬛🟨
⬛🟨🟨⬛🟨
⬛🟨🟩⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩",27476496,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:29.000Z,1521095780194476032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095771193548807,"@NicoleTrumper1 @vileTexan @solsunnysky @EylaRay @jbkehr @TheSeriousOne56 One of THOSE words, thought I had in 2, turned into 5 real quick 
Wordle 317 5/6

🟨⬛⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1487445943431618574,Twitter for Android,False,"{'mentions': [{'start': 0, 'end': 15, 'username': 'NicoleTrumper1', 'id': '1399366675141730306'}, {'start': 16, 'end': 26, 'username': 'vileTexan', 'id': '1476555106799792133'}, {'start': 27, 'end': 39, 'username': 'solsunnysky', 'id': '1268648989781635074'}, {'start': 40, 'end': 48, 'username': 'EylaRay', 'id': '825007107695005696'}, {'start': 49, 'end': 56, 'username': 'jbkehr', 'id': '2855840411'}, {'start': 57, 'end': 73, 'username': 'TheSeriousOne56', 'id': '14360063'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:27.000Z,1521093732115914757,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",everyone,,1399366675141730306,"[{'type': 'replied_to', 'id': '1521093732115914757'}]",
1521095769591328768,"Wordle (ES)  #116 6/6

🟨⬜⬜🟨⬜
⬜🟩⬜⬜🟨
⬜🟩⬜🟩🟨
⬜🟩🟨🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/lf3c8UNFnU",108095716,Twitter for Android,False,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/lf3c8UNFnU', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:26.000Z,1521095769591328768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095767993294848,"Wordle (ES)  #116 4/6

🟨⬜🟨🟨⬜
🟨🟨⬜🟩⬜
⬜🟩🟨🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/KbwEJYM55M

Es de coña",3501028647,Twitter for iPhone,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/KbwEJYM55M', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-02T11:54:26.000Z,1521095767993294848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095767653765120,"Wordle 317 3/6*

⬛⬛⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",357978507,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:26.000Z,1521095767653765120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521095765048897538,"Wordle 317 6/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛🟨
⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩",1040913143545974785,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-02T11:54:25.000Z,1521095765048897538,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
