id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,author_id,entities,in_reply_to_user_id,geo,attachments,referenced_tweets
1520286229543149568,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:37.000Z,"Wordle 315 5/6

⬛🟨🟨⬛⬛
⬛🟩⬛⬛🟨
🟨🟩🟨⬛⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩

Too many tries but I’ll take it.. we will see if my streak lasts lol 👀",Twitter for iPhone,1520286229543149568,everyone,858128136403333120,,,,,
1520286226913193984,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-04-30T06:17:36.000Z,"🏆 sigue caminando, campeón.
Wordle 315 5/6

⬜🟨⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/hTcK5bVYiP",Twitter for Android,1520286226913193984,everyone,76951073,"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/hTcK5bVYiP', 'expanded_url': 'https://www.nytimes.com/games/wordle/index.html', 'display_url': 'nytimes.com/games/wordle/i…'}]}",,,,
1520286224874983429,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:36.000Z,"Wordle 315 6/6*

⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286224874983429,everyone,394170264,,,,,
1520286221725057024,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:35.000Z,"Wordle (ES)  #114 4/6

⬜🟩⬜🟨⬜
⬜🟩⬜🟨🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/XyoX4UKU6S",Twitter for Android,1520286221725057024,everyone,498575868,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/XyoX4UKU6S', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1520286217044213760,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:34.000Z,"wordle 4 / 30 : 

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286217044213760,everyone,1033356845015027712,,,,,
1520286215399948289,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",tr,2022-04-30T06:17:33.000Z,"Wordle Türkçe (6'lı) #wordle6 #wordleTR 314 3/6

⬜⬜🟩⬜⬜🟩
🟨⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩🟩

 https://t.co/2bLFK42Gr5",Twitter for Android,1520286215399948289,everyone,309579945,"{'hashtags': [{'start': 21, 'end': 29, 'tag': 'wordle6'}, {'start': 30, 'end': 39, 'tag': 'wordleTR'}], 'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/2bLFK42Gr5', 'expanded_url': 'http://wordle6.acikbilim.com', 'display_url': 'wordle6.acikbilim.com'}]}",,,,
1520286190779437056,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:28.000Z,"Wordle 315 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩 
🤦🏾‍♀️
I forgot yesterday #wordle",Twitter for iPhone,1520286190779437056,everyone,369880723,"{'hashtags': [{'start': 66, 'end': 73, 'tag': 'wordle'}]}",,,,
1520286174874681346,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:24.000Z,"Hmm. Quite tough
Wordle 315 5/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟨⬜
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,1520286174874681346,everyone,3354929339,,,{'place_id': '534d44fc60f378ec'},,
1520286168616939521,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-04-30T06:17:22.000Z,"Wordle 315 6/6

⬛⬛🟩🟨⬛
⬛⬛⬛⬛⬛
🟩⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟨⬛🟨🟨🟨
🟩🟩🟩🟩🟩
発想を変える",Twitter for iPhone,1520286168616939521,everyone,1454051685639151624,,,,,
1520286139755773952,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:15.000Z,"Wordle 315 5/6

🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286139755773952,everyone,119533988,,,,,
1520286132931645440,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:14.000Z,"Wordle (ES)  #114 3/6

🟨⬜🟩⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩🟩
 https://t.co/DwBEqHq9tq",Twitter for Android,1520286132931645440,everyone,100603421,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/DwBEqHq9tq', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520286123448315904,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:12.000Z,"Wordle 315 5/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩 https://t.co/Au12ndpgR7",Twitter Web App,1520286123448315904,everyone,955025899501576193,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/Au12ndpgR7', 'expanded_url': 'https://twitter.com/pushingstrings/status/1520286123448315904/photo/1', 'display_url': 'pic.twitter.com/Au12ndpgR7', 'media_key': '16_1520286117051998209'}]}",,,{'media_keys': ['16_1520286117051998209']},
1520286119748845568,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:11.000Z,"RT @bosierp: Wordle 315 4/6

🟩⬜🟨⬜⬜
🟩⬜⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPad,1520286119748845568,everyone,1320690048,"{'mentions': [{'start': 3, 'end': 11, 'username': 'bosierp', 'id': '250539002'}]}",,,,"[{'type': 'retweeted', 'id': '1520285390657236992'}]"
1520286114560499716,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:09.000Z,"Phew! 😨    #Wordle 315 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286114560499716,everyone,487948788,"{'hashtags': [{'start': 11, 'end': 18, 'tag': 'Wordle'}]}",,,,
1520286089264746496,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:03.000Z,"@stu_taylor173 Wordle 315 5/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1520285707805339648,everyone,1104854576,"{'mentions': [{'start': 0, 'end': 14, 'username': 'stu_taylor173', 'id': '4921251556'}]}",4921251556,,,"[{'type': 'replied_to', 'id': '1520285707805339648'}]"
1520286086966222849,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:03.000Z,"Wordle 315 3/6

⬜🟩⬜🟨🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter Web App,1520286086966222849,everyone,19684260,,,,,
1520286083711483910,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:02.000Z,"Wordle 315 6/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286083711483910,everyone,1463567930105339904,,,,,
1520286076694368257,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:17:00.000Z,"Wordle 315 4/6

⬛🟨⬛🟨⬛
🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,1520286076694368257,everyone,2564142475,,,,,
1520286069635305472,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:59.000Z,"Wordle 315 4/6

⬛⬛🟨⬛⬛
🟨🟨⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286069635305472,everyone,791098220495581184,,,,,
1520286064342183937,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:57.000Z,"Wordle 315 5/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286064342183937,everyone,1239898875227504641,,,,,
1520286060458418177,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:57.000Z,"Wordle 315 5/6

🟨⬜🟨⬜⬜
⬜🟨🟨⬜⬜
⬜⬜⬜🟨🟨
⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter Web App,1520286060458418177,everyone,1064690632516689920,,,,,
1520286058113638400,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:56.000Z,"Wordle 315 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
⬛🟩⬛🟨⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286058113638400,everyone,735069681338482688,,,,,
1520286043039219712,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:52.000Z,"Wordle (#galego) #114 X/6

He vuelto pero mal.

🟨⬜⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩

#WordleGalego
https://t.co/pFyrLImjcg",Twitter for Android,1493919620339834889,everyone,1166114861073469442,"{'hashtags': [{'start': 8, 'end': 15, 'tag': 'galego'}, {'start': 85, 'end': 98, 'tag': 'WordleGalego'}], 'urls': [{'start': 99, 'end': 122, 'url': 'https://t.co/pFyrLImjcg', 'expanded_url': 'https://wordlegalego.appspot.com/', 'display_url': 'wordlegalego.appspot.com'}]}",1166114861073469442,,,"[{'type': 'replied_to', 'id': '1517342500347957249'}]"
1520286038517714944,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:51.000Z,"Wordle 315 4/6
word 👍
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,1520286038517714944,everyone,1288646114162257920,,,,,
1520286034746961920,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:50.000Z,"Wordle 315 5/6

⬜⬜🟨🟨⬜
⬜⬜⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",Twitterrific for iOS,1520286034746961920,everyone,2800300097,,,,,
1520286022248108033,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:47.000Z,"Wordle 315 4/6

⬛⬛🟨⬛⬛
🟩⬛🟨⬛⬛
🟩⬛⬛🟨🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286022248108033,everyone,1141775896258457602,,,,,
1520286014618669056,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:46.000Z,"Wordle (ES)  #114 4/6

🟨🟨⬛🟨⬛
🟨⬛🟩⬛⬛
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩
 https://t.co/MHTZfOASPw",Twitter Web App,1520286014618669056,everyone,3254669255,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/MHTZfOASPw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520286012030652416,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:45.000Z,"Wordle 315 3/6

⬛🟨⬛🟨⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1520286012030652416,everyone,557918416,,,,,
1520286006628524032,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:44.000Z,"Wordle 315 4/6

⬜⬜⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Good to see 4 again! 😊",Twitter for iPhone,1520286006628524032,everyone,295780001,,,,,
1520286006175490048,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:44.000Z,"Wordle 315 3/6

🟨⬛🟨⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩",Twitter for Android,1520286006175490048,everyone,19371037,,,,,
1520286003709292544,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-04-30T06:16:43.000Z,"Wordle (ES)  #114 3/6

⬜🟨🟨⬜⬜
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/AZVhJ5gEc2",Twitter for iPhone,1520286003709292544,everyone,248712833,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/AZVhJ5gEc2', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
