id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521407481464897536,Twitter for iPhone,everyone,1521407481464897536,"I had to work my brain for this #Wordle! 318 4/6

⬜🟨🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1151833072373043200,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:33:04.000Z,"{'hashtags': [{'start': 32, 'end': 39, 'tag': 'Wordle'}]}",,,,
1521407480848424960,Buffer,everyone,1521407480848424960,"#Wordle

⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
⬛⬛⬛⬛🟨
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩 https://t.co/bhFsnQB7qj",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1304281000877461504,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:33:04.000Z,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/bhFsnQB7qj', 'expanded_url': 'https://twitter.com/fudgethisnoize/status/1521407480848424960/photo/1', 'display_url': 'pic.twitter.com/bhFsnQB7qj', 'media_key': '16_1521407477291569152'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,{'media_keys': ['16_1521407477291569152']}
1521407480336633857,Twitter for iPhone,everyone,1521407480336633857,"A la mierda la racha.

Wordle (ES)  #117 X/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩

 https://t.co/PffXXTRPJ8",es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",False,1480620914811228163,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:33:04.000Z,"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/PffXXTRPJ8', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407465912520706,Twitter for iPhone,everyone,1521407465912520706,"Wordle 318 6/6

⬜⬜🟨🟩⬜
⬜⬜⬜🟩🟨
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 😩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,594422721,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:33:00.000Z,,,,,
1521407444760825856,Twitter for iPhone,everyone,1521407444760825856,"Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
🟨⬜🟨⬜🟩
🟨⬜🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/vGpL7aE3re",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1187373614401802246,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:55.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/vGpL7aE3re', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407427803025408,Twitter for Android,everyone,1521407427803025408,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",False,158231281,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:51.000Z,,,,,
1521407424078487552,Twitter for Android,everyone,1516903244886380545,"@nadira_se_vana @kirmancperwer Zazakî 76 2/6

⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/LUkn87JIqf",tr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1179864935679102990,,2022-05-03T08:32:50.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/LUkn87JIqf', 'expanded_url': 'http://wordle-zazaki.com', 'display_url': 'wordle-zazaki.com'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'nadira_se_vana', 'id': '1271769282318344192'}, {'start': 16, 'end': 30, 'username': 'kirmancperwer', 'id': '1161699896606543872'}]}","[{'type': 'replied_to', 'id': '1521249100884324353'}]",1271769282318344192,,
1521407423466156033,Twitter for iPhone,everyone,1521407423466156033,"Wordle 318 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,484775514,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:50.000Z,,,,,
1521407421469663235,TweetDeck,everyone,1521407421469663235,"Wordle (IT) 318 5/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
🟩🟨⬜⬜🟩
🟩🟩🟩🟩🟩

⬇️ ⬇️ ⬇️ ⬇️ ⬇️
https://t.co/EkGq3Wb8ze
⬆️ ⬆️ ⬆️ ⬆️ ⬆️

#Wordle #Wordle5 #WordleIT #WordleItaliano #Wordle318",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,843007445853257729,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:50.000Z,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/EkGq3Wb8ze', 'expanded_url': 'https://wordle.wekele.com', 'display_url': 'wordle.wekele.com'}], 'hashtags': [{'start': 107, 'end': 114, 'tag': 'Wordle'}, {'start': 115, 'end': 123, 'tag': 'Wordle5'}, {'start': 124, 'end': 133, 'tag': 'WordleIT'}, {'start': 134, 'end': 149, 'tag': 'WordleItaliano'}, {'start': 150, 'end': 160, 'tag': 'Wordle318'}]}",,,,
1521407411587891200,Twitter Web App,everyone,1521407411587891200,"another 'splendid' Wordle 318 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1318846982,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:47.000Z,,,,,
1521407398396796928,Twitter for iPhone,everyone,1521407398396796928,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟨
⬜⬜⬜🟨🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/XuZ7eoCkkY",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,225777114,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:44.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/XuZ7eoCkkY', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407395347410944,Twitter for Android,everyone,1521407395347410944,"That took way too long.

Wordle 318 6/6

⬛🟨⬛🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1456164828603584525,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:44.000Z,,,,,
1521407394420563969,Twitter for iPhone,everyone,1521407394420563969,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟨
⬜⬜⬜🟨🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/eDD0ztdSMy",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,351503406,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:43.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/eDD0ztdSMy', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521407376678539264,Twitter Web App,everyone,1479167591604228103,"Wordle 318 3/6

⬛⬛🟨⬛🟩
🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1296904524280389633,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:39.000Z,,"[{'type': 'replied_to', 'id': '1521305371670810624'}]",1296904524280389633,,
1521407369330462721,Twitter for Android,everyone,1521407369330462721,"Wordle 318 5/6

🟨🟨⬛⬛🟩
⬛⬛⬛🟨🟨
⬛🟨🟨🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,76545625,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:37.000Z,,,,,
1521407349986140160,Twitter for Android,everyone,1521407349986140160,"Wordle 318 4/6

🟨🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,44726842,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:33.000Z,,,,,
1521407347259854848,Twitter for Android,everyone,1521407347259854848,"Wordle 318 5/6

🟨🟩⬜🟨⬜
⬜🟩⬜⬜🟨
⬜⬜🟨🟨⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",False,1311246699084603392,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:32.000Z,,,,,
1521407323784335363,Twitter for Android,everyone,1521385540213428224,"@mel_otero5 @dolorestienetu1 @nooooe4 Wordle (ES)  #117 X/6

⬜⬜🟩🟨⬜
⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟩
⬜⬜🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩

https://t.co/fHUlgN5RiQ

Ya no sabia ni que poner",es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",False,480726688,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:27.000Z,"{'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/fHUlgN5RiQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'mel_otero5', 'id': '4715824929'}, {'start': 12, 'end': 28, 'username': 'dolorestienetu1', 'id': '4374584775'}, {'start': 29, 'end': 37, 'username': 'nooooe4', 'id': '108335169'}]}","[{'type': 'replied_to', 'id': '1521385540213428224'}]",4715824929,,
1521407321682890752,Twitter for iPhone,everyone,1521407321682890752,"Wordle 318 4/6

⬜⬜⬜🟩⬜
🟨⬜🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,25542058,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:26.000Z,,,,,
1521407318151335936,Twitter for Android,everyone,1521407318151335936,"Wordle 316 5/6

⬛⬛⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟨🟨
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,49785044,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:25.000Z,,,,,
1521407318147141632,Twitter for Android,everyone,1521407318147141632,"Wordle 317 5/6

🟨🟨⬛🟨🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,49785044,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:25.000Z,,,,,
1521407314011508737,Twitter for Android,everyone,1521407314011508737,"Complicado 🙄
Wordle Científico #51 4/6

⬜⬜⬜⬜⬜🟨⬜
🟨🟨🟨🟨⬜🟨⬜
⬜🟨🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/D9zT3K3JmU",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1452317230587330562,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:24.000Z,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/D9zT3K3JmU', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521407310794530817,Twitter for Android,everyone,1521407310794530817,"Wordle (ES)  #117 4/6

⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/10MSwwjOVi",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2848237180,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:23.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/10MSwwjOVi', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407308516929536,Twitter for iPhone,everyone,1521407308516929536,"Wordle 318 4/6

⬛⬛🟨⬛⬛
⬛🟩🟨⬛⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1017780211402792960,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:23.000Z,,,,,
1521407306419867648,Twitter for iPhone,everyone,1521407306419867648,"Wordle 318 4/6

⬛🟨⬛⬛⬛
🟩⬛🟨🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1064546592626225152,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:22.000Z,,,,,
1521407303735705602,Twitter Web App,everyone,1521407303735705602,"Wordle (ES) #117 5/6

⬜🟨⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/NWdLuGG1gn",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,237109444,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:22.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/NWdLuGG1gn', 'expanded_url': 'http://wordle.danielfrg.com', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407282428448769,Twitter for Android,everyone,1521407282428448769,"Wordle 318 2/6

🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,292866887,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:17.000Z,,,,,
1521407257275211777,Twitter for Android,everyone,1521393583856574464,"@JaneCSweeney 👏👏👏 I think 3 is my best so far.

Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

I failed the Heardle too. I usually get those on the first try or not at all. I'm pretty bad at R&amp;B.",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,2680518882,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:11.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'JaneCSweeney', 'id': '883191552'}]}","[{'type': 'replied_to', 'id': '1521393583856574464'}]",883191552,,
1521407237897527296,Twitter for iPhone,everyone,1521407237897527296,"🫥🫥🫥

Wordle (ES)  #117 X/6

⬜⬜⬜🟨⬜
🟨⬜⬜🟨⬜
⬜🟨🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨⬜🟨⬜🟩
 https://t.co/oB4pIoUpNe",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1610394720,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:06.000Z,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/oB4pIoUpNe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407237020864512,Twitter for iPhone,everyone,1521407237020864512,"Wordle 318 4/6

⬜⬜🟩⬜⬜
⬜⬜⬜🟨🟨
🟩🟨🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,966368000692707330,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:06.000Z,,,,,
1521407234777006082,Twitter for Android,everyone,1521407234777006082,"Wordle 318 3/6

🟩⬛⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,186007529,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:05.000Z,,,,,
1521407234369986560,Twitter for iPhone,everyone,1521407234369986560,"Wordle 318 6/6 homophobia

⬛⬛🟨⬛🟨
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,922988235294253057,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:05.000Z,,,,,
1521407231404740608,Twitter Web App,everyone,1521407231404740608,"Wordle Científico #51 4/6

🟨⬜⬜⬜⬜⬜🟩
⬜🟨🟨⬜⬜⬜🟩
⬜🟨⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/wQJwNHrc7m",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,284026066,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:05.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/wQJwNHrc7m', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521407227277770753,Twitter for iPhone,everyone,1521407227277770753,"わかんねー

Wordle 318 6/6

⬛🟨⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟩🟨⬛🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,88221759,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:04.000Z,,,,,
1521407224555663360,Twitter for Android,everyone,1521407224555663360,"Wordle 318 4/6

⬜⬜🟨🟩⬜
🟨⬜⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,38471499,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:03.000Z,,,,,
1521407220746883072,Twitter for iPhone,everyone,1521407220746883072,"Wordle 318 X/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
Feels bad",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",False,1269023494165065728,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:02.000Z,,,,,
1521407218603679744,Twitter for iPhone,everyone,1521407218603679744,"Wordle (ES)  #117 3/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
Pues no era tan difícil 😜 https://t.co/bQ7SwXFcsa",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",True,909847522809729024,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:32:01.000Z,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/bQ7SwXFcsa', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521407192204812289,Twitter for iPhone,everyone,1521407192204812289,"Wordle 318 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,280223743,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:31:55.000Z,,,,,
