id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521411526552395777,Twitter for Android,everyone,1521411526552395777,"Wordle 318 5/6

⬛🟨🟨⬛⬛
🟨🟩⬛⬛🟩
⬛🟩🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,353144995,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:09.000Z,,,,,
1521411524434313216,Twitter for Android,everyone,1521411524434313216,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜⬜
🟨⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/8PaB8b5COo",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,387881156,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:08.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/8PaB8b5COo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521411522861277185,Twitter for Android,everyone,1521411522861277185,"Wordle 318 6/6*

⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,103499843,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:08.000Z,,,,,
1521411521536008192,Twitter for Android,everyone,1521411521536008192,"Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,963195774397026304,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:07.000Z,,,,,
1521411518558048257,Twitter Web App,everyone,1521411518558048257,"Wordle (ES)  #117 X/6

🟨⬛⬛🟨⬛
⬛🟨⬛🟨🟨
🟨🟩⬛⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
 https://t.co/gt1ONPJdIQ",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,851165917,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:07.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/gt1ONPJdIQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521411514250534912,Twitter Web App,everyone,1521382756458115078,"@FranS199 Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

😃",en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,86026495,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:06.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'FranS199', 'id': '191393940'}]}","[{'type': 'replied_to', 'id': '1521382756458115078'}]",191393940,,
1521411504184205314,Twitter for Android,everyone,1521411504184205314,"#Wordle (ES)  #117 6/6 
#Wordlees

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/d3oF7CFwri",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1067800235357937664,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:03.000Z,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/d3oF7CFwri', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 24, 'end': 33, 'tag': 'Wordlees'}]}",,,,
1521411498836303872,Twitter for iPhone,everyone,1521411498836303872,"Wordle 318 3/6

⬛⬛🟨⬛🟩
🟨🟨⬛🟨⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,991273765815242754,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:02.000Z,,,,,
1521411491227963392,Twitter for Android,everyone,1521411491227963392,"Wordle (ES)  #117 6/6

⬜🟩⬜⬜🟨
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/7RfKdKjNWo",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,534641074,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:00.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/7RfKdKjNWo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521411489516888064,Twitter for iPhone,everyone,1521411489516888064,"RT @mitsu320: Wordle 318 6/6

⬜🟨⬜⬜⬜
⬜🟨⬜⬜🟨
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

オウ喧嘩売っとんかワレ",ja,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,192090028,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:49:00.000Z,"{'mentions': [{'start': 3, 'end': 12, 'username': 'mitsu320', 'id': '70136997'}]}","[{'type': 'retweeted', 'id': '1521407913570766850'}]",,,
1521411487922896897,Twitter for Android,everyone,1521411487922896897,"Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/Dzh3EnfJHs",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,735577895452741632,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:59.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Dzh3EnfJHs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521411466703912961,Twitter for Android,everyone,1521411466703912961,"Wordle Türkçe 318 3/6

⬜🟨⬜⬜🟨
🟩⬜⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/d3jdYsgPLE",tr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2261792430,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:54.000Z,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/d3jdYsgPLE', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521411458868858886,Twitter for iPhone,everyone,1507274983751442433,"Wordle Tildes #64 5/6

⬜⬜⬜⬜🟨⬜⬜
🟨⬜⬜🟨⬜⬜🟩
⬜⬜🟨🟨🟨🟨⬜
🟨🟨⬜🟨🟨🟨⬜
🟩🟩🟩🟩🟩🟩🟩

https://t.co/sgjAMSQCiZ",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1897475467,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:52.000Z,"{'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/sgjAMSQCiZ', 'expanded_url': 'https://wordle.danielfrg.com/tildes/', 'display_url': 'wordle.danielfrg.com/tildes/'}]}","[{'type': 'replied_to', 'id': '1521379138455674880'}]",1897475467,,
1521411446256672770,Twitter for iPhone,everyone,1521411446256672770,"Wordle 318 4/6

⬜⬜🟨⬜🟨
🟩🟩🟨⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,21920239,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:49.000Z,,,,,
1521411446076108800,Twitter for iPhone,everyone,1521411446076108800,"Wordle 318 3/6

🟩⬜🟨🟩⬜
🟩🟨⬜🟩🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3386646113,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:49.000Z,,,,,
1521411436139921408,Twitter Web App,everyone,1521411436139921408,"Wordle 318 3/6

⬜⬜🟨🟩⬜
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,21129366,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:47.000Z,,,,,
1521411423640834049,Twitter for Android,everyone,1521411423640834049,"Wordle 318 5/6

⬜⬜⬜🟨⬜
⬜⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1324886698795298816,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:44.000Z,,,,,
1521411421082370049,Twitter for Android,everyone,1521411421082370049,"Wordle (ES)  #117 5/6

⬜⬜⬜🟨🟩
🟨⬜⬜🟨🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/y1geBCLGdr",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,921453464932233216,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:43.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/y1geBCLGdr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521411418595147776,Twitter for Android,everyone,1521411418595147776,"Wordle (ES)  #117 4/6

🟨⬜🟨⬜🟩
🟨🟨⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/xSpdi30KHZ",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,358183729,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:43.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/xSpdi30KHZ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521411410869297152,Twitter Web App,everyone,1521411410869297152,"Wordle 318 6/6

⬜⬜🟨🟨⬜
🟨⬜⬜⬜🟨
🟨🟨⬜⬜⬜
🟩⬜🟨🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 Didn't cheat",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",False,509480099,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:41.000Z,,,,,
1521411387339255808,Twitter for iPhone,everyone,1521411387339255808,"Wordle 318 5/6

🟨⬛🟨⬛⬛
⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,31263801,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:35.000Z,,,,,
1521411378091020288,Twitter for Android,everyone,1521411378091020288,"Wordle 318 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,966190844670857224,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:33.000Z,,,,,
1521411364824178689,Twitter for Android,everyone,1521411364824178689,"Wordle Türkçe 318 3/6

⬜⬜⬜🟩🟩
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

https://t.co/00KtFlSr3c",tr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3116952568,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:30.000Z,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/00KtFlSr3c', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521411364522438656,Twitter for Android,everyone,1521411364522438656,"Le Mot (@WordleFR) #114 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟨🟩⬛🟨🟨
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/9sAuZVcKe1",fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1300087612892311552,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:30.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/9sAuZVcKe1', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,,
1521411356880412672,Twitter for iPad,everyone,1521411356880412672,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,154882253,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:28.000Z,,,,,
1521411343911428101,Twitter for iPhone,everyone,1521411343911428101,"Wordle (ES)  #117 6/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/dG8XC7At80",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,791674070756691968,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:25.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/dG8XC7At80', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521411342724390912,Twitter Web App,everyone,1521411342724390912,"Wordle 318 4/6

🟨🟩⬛⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,44690973,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:25.000Z,,,,,
1521411340509843457,Twitter for Android,everyone,1521411340509843457,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/8x85uIKlcs",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1129370522,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T08:48:24.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/8x85uIKlcs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
