id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1520389994409390080,Twitter for Android,everyone,1520389994409390080,"Wordle (ES)  #114 5/6

🟨⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/4e4KarGZ59",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,342444857,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:56.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/4e4KarGZ59', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520389961924628481,Twitter for iPhone,everyone,1520389961924628481,"Wordle 315 5/6

⬜⬜🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1277584212221100032,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:49.000Z,,,,,
1520389961886978049,Twitter for iPhone,everyone,1520389961886978049,"CHRIST 

Wordle 315 6/6

⬛⬛⬛🟨⬛
⬛⬛🟨⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,69602475,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:49.000Z,,,,,
1520389928303140865,Twitter for iPhone,everyone,1520389928303140865,"Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,890980692787683329,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:41.000Z,,,,,
1520389927174918149,Twitter for iPhone,everyone,1520389927174918149,"Wordle 315 4/6

⬜⬜⬜🟨🟨
🟨⬜🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,883354723,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:40.000Z,,,,,
1520389926336012288,Twitter for iPhone,everyone,1520389926336012288,"Wordle 315 5/6*

⬛⬛⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,864663235,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:40.000Z,,,,,
1520389922783318016,Twitter for Android,everyone,1520389922783318016,"Wordle Científico #48 5/6
Casi casi....

⬜🟨🟨🟨⬜🟩
⬜🟨🟨🟩⬜🟩
⬜🟩⬜🟩🟩🟩
🟩🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/heAdxEjHHN",es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,508833462,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:39.000Z,"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/heAdxEjHHN', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,{'place_id': '004fe39f34e6452f'},
1520389915686711296,Twitter for Android,everyone,1520389915686711296,"Wordle 315 4/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,906537817542709248,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:38.000Z,,,,,
1520389909089038336,Twitter for Android,everyone,1520389909089038336,"Wordle 315 4/6*

⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,17680373,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:36.000Z,,,,,
1520389900666916864,Twitter for Android,everyone,1520389900666916864,"Wordle (ES)  #114 4/6

⬜🟨⬜⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/TE4xJ69C9F",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,88351932,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:34.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/TE4xJ69C9F', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520389892546650114,Twitter for Android,everyone,1520389892546650114,"Wordle (ES)  #114 4/6

🟨🟨⬜🟨⬜
⬜🟩⬜🟨🟩
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/uaUTJM7tIk",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1512764534330646535,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:32.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/uaUTJM7tIk', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520389875370975232,Twitter for iPhone,everyone,1520389875370975232,"Wordle 315 6/6

🟨⬜⬜⬜⬜
⬜⬜🟨🟨⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,119784868,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:28.000Z,,,,,
1520389855192453120,Twitter for iPhone,everyone,1520389855192453120,"Wordle 315 3/6

⬛⬛🟩🟨⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,121970420,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:23.000Z,,,,,
1520389844391845888,Twitter Web App,everyone,1520389844391845888,"Wordle 315 3/6

⬜🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1494030523999653889,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:21.000Z,,,,,
1520389837974614016,Twitter for iPhone,everyone,1520248156587368448,"@Smokeme_aKipper @TMSMashups Wordle Peaks #65 4/6

  🔽🔽🔽🔽🔼
  🟩🟩🔽🟩🔼
  🟩🟩🔼🟩🟩
  🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",False,729761629534093312,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:19.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Smokeme_aKipper', 'id': '14661293'}, {'start': 17, 'end': 28, 'username': 'TMSMashups', 'id': '38489541'}]}",14661293,"[{'type': 'replied_to', 'id': '1520248156587368448'}]",,
1520389806101913602,Twitter for iPhone,everyone,1520389806101913602,"Wordle 315 X/6

🟨⬜⬜⬜⬜
⬜⬜⬜⬜🟨
⬜⬜⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2882882724,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:11.000Z,,,,,
1520389795742158848,Twitter for Android,everyone,1520389795742158848,"🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️Wordle Tildes #61 X/6

⬜⬜⬜⬜⬜⬜
🟨⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟩⬜
⬜⬜⬜🟨🟩⬜
⬜⬜🟨⬜⬜🟨
⬜⬜⬜⬜⬜🟨
 https://t.co/SThrpo6EC7",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,210963336,,2022-04-30T13:09:09.000Z,"{'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/SThrpo6EC7', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1520389791719866368,Twitter for iPhone,everyone,1520389791719866368,"Wordle 315 5/6

⬛⬛⬛🟨⬛
⬛🟩⬛🟨⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,147833130,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:08.000Z,,,,,
1520389769502593024,Twitter for iPad,everyone,1520261421711470594,"@bethanyhardy Wordle 315 4/6

🟨⬜🟨⬜⬜
🟨⬜🟩🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,882972754890428417,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:03.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'bethanyhardy', 'id': '16275326'}]}",16275326,"[{'type': 'replied_to', 'id': '1520261421711470594'}]",,
1520389761738985473,Twitter for iPhone,everyone,1520389761738985473,"#Wordle 315 6/6

⬜🟩⬜🟨⬜
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,15476623,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:09:01.000Z,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1520389757695512576,Twitter Web App,everyone,1520389757695512576,"ポケモンWordle 10/10

⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛  ⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛  ⬛⬛⬛🟩⬛
🟩⬛🟨⬛⬜  ⬛⬛⬛🟩🟨
⬛⬛⬛⬛🟨  🟩🟩🟩🟩🟩

https://t.co/LQEgFz56bg
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,727877520,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-30T13:09:00.000Z,"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/LQEgFz56bg', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 109, 'end': 120, 'tag': 'ポケモンWordle'}]}",,,,
1520389755174854656,Twitter for iPad,everyone,1520389755174854656,"Wordle 315 5/6

⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,496572873,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:59.000Z,,,,,
1520389755090968576,Twitter Web App,everyone,1520389755090968576,"Wordle (ES)  #114 4/6

⬛⬛🟨⬛🟩
⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/iDcgRGtFnr

Wordle Tildes #61 4/6

⬛⬛⬛⬛⬛🟨
⬛⬛⬛🟨⬛⬛
⬛⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩🟩

Wordle Científico #48 3/6

⬛⬛🟨🟨⬛🟨
🟩🟩🟨🟩🟨🟩
🟩🟩🟩🟩🟩🟩",ca,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,320023433,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:59.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/iDcgRGtFnr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520389754348457985,Twitter for Android,everyone,1489065279648763906,"Wordle 315 X/6

🟨⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟩🟩⬛⬛⬛
🟩⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩⬛⬛⬛⬛",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,123608174,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:59.000Z,,123608174,"[{'type': 'replied_to', 'id': '1520386441699680257'}]",,
1520389738267656194,Twitter for Android,everyone,1520359491337953280,"@MrCluni Wordle (ES)  #114 4/6

🟩⬜⬜⬜🟨
🟩🟨⬜⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩🟩
 https://t.co/ZknAtZSSVW",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,160393468,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:55.000Z,"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/ZknAtZSSVW', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'MrCluni', 'id': '494224176'}]}",494224176,"[{'type': 'replied_to', 'id': '1520359491337953280'}]",{'place_id': '01153d1b33e1641b'},
1520389731330187264,Twitter for Android,everyone,1520389731330187264,"Wordle Científico #48 5/6

🟨⬜⬜🟩⬜🟨
🟨⬜⬜⬜⬜🟨
🟨🟨⬜🟩⬜🟩
🟩🟩🟨🟩🟨🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/I06AgZB7Ve",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2362105430,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:54.000Z,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/I06AgZB7Ve', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1520389725399486466,Twitter Web App,everyone,1520389725399486466,"Wordle (ES)  #114 6/6

⬜⬜🟨⬜🟨
⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/gUZSmqFa97",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1050978419574534144,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:52.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/gUZSmqFa97', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520389720273956864,Twitter for iPhone,everyone,1520389720273956864,"Wordle 315 6/6*

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

💀",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,179283600,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-30T13:08:51.000Z,,,,,
