id,context_annotations,source,author_id,lang,possibly_sensitive,text,conversation_id,created_at,public_metrics,reply_settings,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1522232530191421441,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,43518418,ja,False,"Wordle 321 3/6

🟨🟩⬜⬜⬜
🟩🟩⬜🟨🟨
🟩🟩🟩🟩🟩
めっちゃ嬉しい❣️",1522232530191421441,2022-05-05T15:11:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1522232525220950017,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,1427723679883010048,en,False,"Wordle (ES)  #119 3/6

⬜⬜🟩🟨🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ACMD2KrVQ2",1522232525220950017,2022-05-05T15:11:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/ACMD2KrVQ2', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522232522905907201,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,1474770901824831488,ja,False,"Wordle 321 4/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟩
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

3 手目やばい",1522232522905907201,2022-05-05T15:11:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1522232517541068800,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,2275408650,en,False,"Wordle 320 6/6

⬛🟨⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1484076364378476551,2022-05-05T15:11:28.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,,"[{'type': 'replied_to', 'id': '1521871248942264324'}]",2275408650,,
1522232514034618368,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,1046265067,es,False,"el cros me la copio si😒😒😒

Wordle (ES)  #119 4/6

⬜⬜⬜⬜🟩
⬜🟩⬜🟨🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/F6lr6iFmks",1522232514034618368,2022-05-05T15:11:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/F6lr6iFmks', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522232513812480000,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,1151210053,en,False,"Wordle (ES)  #119 4/6

⬜🟩🟩⬜⬜
⬜🟨🟨⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/BNZdWDxksq",1522232513812480000,2022-05-05T15:11:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/BNZdWDxksq', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522232510758879233,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,59461865,en,False,"Wordle 321 4/6

⬛⬛⬛⬛🟩
🟨⬛⬛⬛🟩
🟩⬛🟨🟨🟩
🟩🟩🟩🟩🟩",1522232510758879233,2022-05-05T15:11:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1522232510570278914,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,1302819752612630528,en,False,"Wordle 320 6/6

⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1522232510570278914,2022-05-05T15:11:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1522232508716584960,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",Twitter for iPhone,2279027593,ja,False,"ポケモンWordle 1/10

🟩🟩🟩🟩🟩

https://t.co/P6WBbaFPP3
 #ポケモンWordle",1522232508716584960,2022-05-05T15:11:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/P6WBbaFPP3', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'annotations': [{'start': 0, 'end': 9, 'probability': 0.31, 'type': 'Other', 'normalized_text': 'ポケモンWordle'}], 'hashtags': [{'start': 49, 'end': 60, 'tag': 'ポケモンWordle'}]}",,,,
1522232508594589697,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2665363495,ja,False,"Wordle 321 4/6

⬛⬛🟨🟨🟨
🟨🟨⬛🟨⬛
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩

オッケイ👍",1522232508594589697,2022-05-05T15:11:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
