id,referenced_tweets,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,in_reply_to_user_id,attachments,geo
1520853904740831235,,2022-05-01T19:53:21.000Z,everyone,1520853904740831235,False,"Wordle (ES)  #115 3/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/tQa2a7ZGuS","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/tQa2a7ZGuS', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1165183463017857024,en,,,
1520853885916647424,,2022-05-01T19:53:17.000Z,everyone,1520853885916647424,False,"Wordle 317 3/6

🟩⬛⬛🟨⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",901697762,en,,,
1520853857080905728,,2022-05-01T19:53:10.000Z,everyone,1520853857080905728,False,"Wordle 316 5/6

⬛⬛⬛🟨⬛
⬛🟨⬛⬛🟨
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",24550157,en,,,
1520853856858611712,,2022-05-01T19:53:10.000Z,everyone,1520853856858611712,False,"Wordle 316 6/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1329834531046690821,en,,,
1520853839502618629,,2022-05-01T19:53:06.000Z,everyone,1520853839502618629,False,"Wordle 316 6/6

⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",30906210,en,,,
1520853839221567488,"[{'type': 'replied_to', 'id': '1520521678064734208'}]",2022-05-01T19:53:06.000Z,everyone,1520521678064734208,False,"@sathanbabu Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 11, 'username': 'sathanbabu', 'id': '58861440'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",125869626,en,58861440,,
1520853839129325572,,2022-05-01T19:53:06.000Z,everyone,1520853839129325572,False,"Wordle 316 4/6

⬜⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Sheer luck.",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",64031738,en,,,
1520853837195579392,,2022-05-01T19:53:05.000Z,everyone,1520853837195579392,False,"Wordle (ES)  #115 6/6

⬜⬜⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/whQ0IZP9kv","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/whQ0IZP9kv', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",823878589477163008,en,,,
1520853823421562880,,2022-05-01T19:53:02.000Z,everyone,1520853823421562880,False,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1278831900451356672,en,,,
1520853818325364737,,2022-05-01T19:53:01.000Z,everyone,1520853818325364737,False,"Wordle 317 6/6

⬜⬜🟩⬜⬜
⬜⬜⬜🟨🟨
⬜⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",574398719,en,,,
1520853808104243200,,2022-05-01T19:52:58.000Z,everyone,1520853808104243200,False,"Wordle 317 5/6

🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",158910863,en,,,
1520853798616727552,"[{'type': 'replied_to', 'id': '1520851747883085824'}]",2022-05-01T19:52:56.000Z,everyone,1520850811051732992,False,"เวิร์ดเดล 96 3/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/5zYnNKF20E","{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/5zYnNKF20E', 'expanded_url': 'https://bit.ly/wordlethai', 'display_url': 'bit.ly/wordlethai'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,785828844464803840,th,785828844464803840,,
1520853789397295104,,2022-05-01T19:52:54.000Z,everyone,1520853789397295104,False,"Wordle 317 4/6

⬜🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",150325553,en,,,
1520853768417386496,"[{'type': 'replied_to', 'id': '1520784804370866176'}]",2022-05-01T19:52:49.000Z,everyone,1520784804370866176,False,"@GxB37 @alexjones1520 @datvenezuelan @lilisabel15 Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 6, 'username': 'GxB37', 'id': '1425576241'}, {'start': 7, 'end': 21, 'username': 'alexjones1520', 'id': '523827275'}, {'start': 22, 'end': 36, 'username': 'datvenezuelan', 'id': '257236071'}, {'start': 37, 'end': 49, 'username': 'lilisabel15', 'id': '1832339431'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",411917546,en,1425576241,,
1520853764533473280,,2022-05-01T19:52:48.000Z,everyone,1520853764533473280,False,"Ya casi y no la cuento... Wordle 316 6/6

⬛⬛⬛🟨⬛
🟨⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",746143518,es,,,
1520853759269638144,,2022-05-01T19:52:46.000Z,everyone,1520853759269638144,False,"Wordle 317 5/6

⬜🟨⬜🟨⬜
🟩⬜⬜⬜🟨
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
むううう",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",231745583,ja,,,
1520853756560220162,,2022-05-01T19:52:46.000Z,everyone,1520853756560220162,False,"Wordle (ES)  #115 6/6

🟨⬜⬜⬜🟨
🟨🟨⬜🟨⬜
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/2vowFv5bcm","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/2vowFv5bcm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1260520943790755840,en,,,
1520853745411985408,,2022-05-01T19:52:43.000Z,everyone,1520853745411985408,False,"Wordle 317 3/6

🟩⬜⬜⬜🟨
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩
ふむ",,twitcle plus,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",112401859,ja,,,
1520853735286927360,,2022-05-01T19:52:41.000Z,everyone,1520853735286927360,False,"Wordle 317 6/6

🟨⬜⬜⬜⬜
🟨🟨⬜⬜⬜
⬜🟨⬜⬜⬜
🟨🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",131345924,en,,,
1520853730245361664,,2022-05-01T19:52:40.000Z,everyone,1520853730245361664,False,"Wordle 317 4/6

⬜⬜🟨⬜⬜
⬜⬜🟨🟨🟩
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩

すむーず( ^ω^ )",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",271389686,ja,,,
1520853710389219328,,2022-05-01T19:52:35.000Z,everyone,1520853710389219328,False,"Wordle 316 3/6 big money 

🟩⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2676510468,en,,,
1520853705628655616,,2022-05-01T19:52:34.000Z,everyone,1520853705628655616,False,"Wordle 317 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",898915892184006658,en,,,
1520853676570464256,"[{'type': 'replied_to', 'id': '1520655596004864001'}]",2022-05-01T19:52:27.000Z,everyone,1520655596004864001,False,"@meenabg How about this on Wordle?

Wordle 317 2/6

⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 8, 'username': 'meenabg', 'id': '1521463748'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1460268064147066884,en,1521463748,,
1520853670157602816,,2022-05-01T19:52:25.000Z,everyone,1520853670157602816,False,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
⬛🟩⬛🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",174829012,en,,,
1520853661978570752,,2022-05-01T19:52:23.000Z,everyone,1520853661978570752,False,"Wordle 316 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",53674617,en,,,
1520853654756024322,,2022-05-01T19:52:22.000Z,everyone,1520853654756024322,False,"Wordle Tildes #62 4/6

⬜🟨⬜🟨⬜⬜
🟨🟩🟨⬜⬜⬜
🟩⬜⬜⬜⬜🟨
🟩🟩🟩🟩🟩🟩
 https://t.co/KzfiNDlhNX","{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/KzfiNDlhNX', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",633812570,en,,,
1520853639249555457,"[{'type': 'replied_to', 'id': '1520835603243356162'}]",2022-05-01T19:52:18.000Z,everyone,1520835603243356162,False,"@HeavenlyHell13 Buhhhh…. Empatamos Wordle (ES)  #115 5/6

🟨⬜⬜⬜🟨
⬜⬜🟨🟨🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/7zmXtKOg9h","{'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/7zmXtKOg9h', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'HeavenlyHell13', 'id': '283690859'}]}",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1300305954479587329,en,283690859,,
1520853636049510401,,2022-05-01T19:52:17.000Z,everyone,1520853636049510401,False,"Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟩⬛🟨⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Wow. Just wow. I didn’t know you could spell this this way.",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4106404692,en,,,
1520853626042077184,,2022-05-01T19:52:15.000Z,everyone,1520853626042077184,False,"Ok lah Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",710018420570390528,en,,,
1520853617208545280,,2022-05-01T19:52:13.000Z,everyone,1520853617208545280,False,"*nose scrunch* 
Wordle 316 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",724818349117591553,en,,,
1520853611043037185,,2022-05-01T19:52:11.000Z,everyone,1520853611043037185,False,"#Wordle 316 6/6

⬛⬛⬛🟨⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩 #phew","{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 53, 'end': 58, 'tag': 'phew'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16208682,und,,,
