id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,entities,author_id,geo,referenced_tweets,in_reply_to_user_id,attachments
1521515655916269568,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:55.000Z,"Wordle 319 2/6

🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",Twitter for Android,1517101866697781248,everyone,,1302149338609541120,,"[{'type': 'replied_to', 'id': '1521154873404063745'}]",1302149338609541120,
1521515654817644544,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-03T15:42:55.000Z,"ポケモンWordle 4/10

⬛⬛⬛🟨⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/twMA5ZP9gH
惜しかった～",Twitter Web App,1521515654817644544,everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/twMA5ZP9gH', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",111315605,,,,
1521515646332416000,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:53.000Z,"Wordle 318 4/6

⬜⬜🟩⬜⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515646332416000,everyone,,1195790570641330176,,,,
1521515643698237442,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:52.000Z,"Wordle 318 4/6
My very first try...!!!👏
🟩🟩⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521515643698237442,everyone,,887714369936773127,,,,
1521515642503180288,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T15:42:52.000Z,"今日のwordle
74回目にして初めて2回目でいけた

Wordle 319 2/6

🟨🟨🟨🟩⬛
🟩🟩🟩🟩🟩 https://t.co/dASzOMtmOJ",Twitter Web App,1521515642503180288,everyone,"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/dASzOMtmOJ', 'expanded_url': 'https://twitter.com/you77457813/status/1521515642503180288/photo/1', 'display_url': 'pic.twitter.com/dASzOMtmOJ', 'media_key': '3_1521515556343775233'}]}",1298965594004312064,,,,{'media_keys': ['3_1521515556343775233']}
1521515639235506178,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T15:42:51.000Z,"わろた
Wordle 319 2/6*

⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,1521515639235506178,everyone,,3120544095,,,,
1521515637264510977,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-03T15:42:50.000Z,"ポケモンWordle 8/10

⬛⬛⬛⬛⬛  ⬛⬛⬛🟩⬛
🟨🟨⬛⬛⬛  ⬛🟨⬛⬛⬛
⬛⬛⬛🟨⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨

https://t.co/I0mmosQ3HH",TweetDeck,1521515637264510977,everyone,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/I0mmosQ3HH', 'expanded_url': 'https://wordle.mega-yadoran.jp', 'display_url': 'wordle.mega-yadoran.jp'}]}",262581151,,,,
1521515637247336448,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:50.000Z,"Wordle 318 3/6

⬜⬜⬜🟩⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515637247336448,everyone,,69486840,,,,
1521515626883432448,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:48.000Z,"Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521515626883432448,everyone,,1149146594,,,,
1521515625037791233,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:48.000Z,"Wordle 319 5/6

🟨⬜⬜🟩⬜
⬜🟨🟨🟩⬜
⬜⬜🟩🟩🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",TweetDeck,1521515625037791233,everyone,,886862644635811840,,,,
1521515619627282435,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:46.000Z,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

not okay 😂",Twitter for iPhone,1521515619627282435,everyone,,796464199,,,,
1521515615814819840,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T15:42:45.000Z,"Wordle 319 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

惜しかった😑",Twitter for iPhone,1521515615814819840,everyone,,1320573196769193984,,,,
1521515611230199810,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:44.000Z,"Wordle (ES)  #117 6/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Sgw5SJKY4c",Twitter Web App,1521515611230199810,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Sgw5SJKY4c', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1168195812289105925,,,,
1521515609846124545,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ru,2022-05-03T15:42:44.000Z,"Игра Wordle (RU) День #117 3/6

⬛🟩⬛⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

？

#вордли 

Отгадайте слово на  https://t.co/A2zNuqomKh",Twitter for Android,1521515609846124545,everyone,"{'hashtags': [{'start': 54, 'end': 61, 'tag': 'вордли'}], 'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/A2zNuqomKh', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",131695910,,,,
1521515603118465030,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:42.000Z,"Wordle 318 5/6

⬜🟨⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩Um",Twitter for Android,1521515603118465030,everyone,,904255434,,,,
1521515599951769600,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:42.000Z,"Wordle 318 3/6

⬜🟨⬜🟨🟨
🟩⬜🟨⬜🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515599951769600,everyone,,21941276,,,,
1521515596721975296,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:41.000Z,"Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛🟨🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521515596721975296,everyone,,1644445747,,,,
1521515593387884544,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-03T15:42:40.000Z,"ポケモンWordle 4/10

🟩⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/4JKQipdcN1
 #ポケモンWordle",Twitter Web App,1521515593387884544,everyone,"{'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/4JKQipdcN1', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",974846247331770368,,,,
1521515585686802432,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:38.000Z,"Wordle 319 2/6

🟨⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515585686802432,everyone,,416977044,,,,
1521515584093302784,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T15:42:38.000Z,"訓練の成果が出ている

Wordle 319 3/6

⬛⬛🟩⬛🟨
⬛🟨🟨⬛🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515584093302784,everyone,,494768133,,,,
1521515579877777408,False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:37.000Z,"RT @GusLangley: @albolt76 @dawardle Wordle 318 4/6

🟨🟨🟩⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1521515579877777408,everyone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'GusLangley', 'id': '288449560'}, {'start': 16, 'end': 25, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 26, 'end': 35, 'username': 'dawardle', 'id': '1165789231'}]}",1160130818678972416,,"[{'type': 'retweeted', 'id': '1521515505668050944'}]",,
1521515577831202818,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:36.000Z,"Wordle 319 3/6

🟨⬜🟨⬜🟩
⬜⬜⬜🟨🟨
🟩🟩🟩🟩🟩",Twitter for Android,1521515577831202818,everyone,,88899753,,,,
1521515574110552065,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:35.000Z,"Wordle 318 6/6
Arnas
⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟨🟩⬛⬛
🟨🟩⬛🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515574110552065,everyone,,1123035733298642944,,,,
1521515563473801216,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T15:42:33.000Z,"Wordle 318 4/6*

⬜🟨⬜🟨⬜
⬜🟩🟨⬜⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521515563473801216,everyone,,1109322789184364544,,,,
