id,protected,verified,description,name,url,username,profile_image_url,public_metrics,pinned_tweet_id,location,entities
61182507,False,False,"Fashion editor at FashionUnited. Also a Lifestyle blogger who lives in the countryside https://t.co/26JpHGjJ2C
Insta: @adaniellelife @aslowcountrylife",Danielle Wightman-Stone,https://t.co/9cgX5r6Ayr,ADanielleLife,https://pbs.twimg.com/profile_images/1160893396359290880/Cn9jHpEj_normal.jpg,"{'followers_count': 17876, 'following_count': 3156, 'tweet_count': 50018, 'listed_count': 350}",1.395693803269415e+18,London / Kent,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9cgX5r6Ayr', 'expanded_url': 'https://fashionunited.uk/authors/danielle', 'display_url': 'fashionunited.uk/authors/daniel…'}]}, 'description': {'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/26JpHGjJ2C', 'expanded_url': 'http://www.itsadaniellelife.com', 'display_url': 'itsadaniellelife.com'}], 'mentions': [{'start': 118, 'end': 132, 'username': 'adaniellelife'}, {'start': 133, 'end': 150, 'username': 'aslowcountrylife'}]}}"
14069884,False,False,Kamaʻaina. Former IT professional. Current librarian and M.Ed. student. (she/they). Couch potato supreme.,||ai|| 🐝,,biped808,https://pbs.twimg.com/profile_images/1148864722969587714/lVN2V4ES_normal.jpg,"{'followers_count': 471, 'following_count': 461, 'tweet_count': 29782, 'listed_count': 30}",1.3572523800525292e+18,"Honolulu, HI",
904578817427197952,False,False,Born and raised in NY.  I like to wear zentai suits and latex.  I would like to meet and hang out with others who have similar interests as me!,Sir_LatexMan,https://t.co/Ef5PzEsAJk,Sir_LatexMan,https://pbs.twimg.com/profile_images/1493633522828992519/E13PQfcE_normal.jpg,"{'followers_count': 497, 'following_count': 559, 'tweet_count': 6452, 'listed_count': 3}",1.4770094653627597e+18,"West Hempstead, NY","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ef5PzEsAJk', 'expanded_url': 'https://linktr.ee/sir_latexman', 'display_url': 'linktr.ee/sir_latexman'}]}}"
216411148,False,False,"Hills, pictures, shaggy dog stories and software engineering are my thing.",Pete Sawyer,,Morris1100,https://pbs.twimg.com/profile_images/547583217042489345/MdSGOK_I_normal.jpeg,"{'followers_count': 201, 'following_count': 429, 'tweet_count': 3176, 'listed_count': 0}",,"Durham, England",
896740122342952960,False,False,Always Forward,Manuel Aguilar Roman,,manuaguilar23,https://pbs.twimg.com/profile_images/1339164671564189696/4goyRdv5_normal.jpg,"{'followers_count': 76, 'following_count': 130, 'tweet_count': 316, 'listed_count': 0}",1.4687001639088128e+18,,
21598880,False,False,Sales Analyst at Amer Sports and film enthusiast!,Dan Quarm,,dange156,https://pbs.twimg.com/profile_images/1126927739238395904/iUwXWjuj_normal.jpg,"{'followers_count': 105, 'following_count': 1122, 'tweet_count': 6939, 'listed_count': 8}",,"Petersfield, England",
954944887677321216,False,False,your mom (he/him),bryan reynolds enthusiast,,natepolite,https://pbs.twimg.com/profile_images/1510313458092322822/Z22e5LpN_normal.jpg,"{'followers_count': 91, 'following_count': 560, 'tweet_count': 3424, 'listed_count': 0}",,,
1292190250215919616,False,False,si tu?,efege,,alvaroofg,https://pbs.twimg.com/profile_images/1320840105658036224/VtXT51xF_normal.jpg,"{'followers_count': 79, 'following_count': 125, 'tweet_count': 396, 'listed_count': 0}",,,
191166570,False,False,"Autistic Activist, Artist, Doctor Who Character, Avid Celebrity Cuddler. Pronouns- They, Them. See me at https://t.co/vP11BFdLwJ",OoohThings!CommissionsOpen,https://t.co/VFYOGXuo5g,CuriosityRocks,https://pbs.twimg.com/profile_images/1473778548955619331/r3mngbdv_normal.jpg,"{'followers_count': 2488, 'following_count': 4988, 'tweet_count': 96065, 'listed_count': 168}",1.4234006257155318e+18,"Staffordshire, UK","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VFYOGXuo5g', 'expanded_url': 'http://autisticinnerspace.wordpress.com', 'display_url': 'autisticinnerspace.wordpress.com'}]}, 'description': {'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/vP11BFdLwJ', 'expanded_url': 'http://www.youtube.com/user/CuriosityRocks', 'display_url': 'youtube.com/user/Curiosity…'}]}}"
1251629720116101120,False,False,La única manera de lidiar con un mundo sin libertad es llegar a ser tan absolutamente libre que tu mera existencia sea un acto de rebelión.,Axel Stones,,Ale_Castles96,https://pbs.twimg.com/profile_images/1496643819105886208/8wxCXWUj_normal.jpg,"{'followers_count': 143, 'following_count': 224, 'tweet_count': 14746, 'listed_count': 0}",,,
214021355,False,False,Bazen bir fotoğrafçının söylediği gibidir hayat. Gülümse!!!,Emre Ergüney,,emrEErguney,https://pbs.twimg.com/profile_images/1256920089439416322/JIFq_Bnz_normal.jpg,"{'followers_count': 644, 'following_count': 507, 'tweet_count': 21102, 'listed_count': 6}",8.806738426409533e+17,@İstanbul,
894584821007044608,False,False,"世界を""砕""く #ﾍﾞｼﾒﾓ",BEESIDE,,enmadeathfire,https://pbs.twimg.com/profile_images/1517330716383936512/CWcBPcO7_normal.jpg,"{'followers_count': 119, 'following_count': 405, 'tweet_count': 20472, 'listed_count': 4}",1.435164324499112e+18,,"{'description': {'hashtags': [{'start': 8, 'end': 14, 'tag': 'ﾍﾞｼﾒﾓ'}]}}"
2402442309,False,False,Baker,vincent kemsley,,vkemo12,https://pbs.twimg.com/profile_images/1145798891604008961/nuH2WojY_normal.jpg,"{'followers_count': 93, 'following_count': 211, 'tweet_count': 441, 'listed_count': 2}",,Chatham Kent,
334667112,False,False,Software Engineer  - LFC Fan - Run a software company,Waseem Aslam,,duckdivesurvive,https://pbs.twimg.com/profile_images/454209755905396736/_8amwXYP_normal.jpeg,"{'followers_count': 239, 'following_count': 1007, 'tweet_count': 6460, 'listed_count': 11}",,"Manchester,UK",
3152751682,False,False,,sarah.whelan,,sarahwhelan519,https://pbs.twimg.com/profile_images/1272307625913462786/z11gSzjd_normal.jpg,"{'followers_count': 137, 'following_count': 324, 'tweet_count': 1117, 'listed_count': 0}",,Co. louth. ,
1128972244615684096,False,False,,Judith Rees,,JudithRees10,https://pbs.twimg.com/profile_images/1500071509100052483/wwxYmwHw_normal.jpg,"{'followers_count': 111, 'following_count': 284, 'tweet_count': 1786, 'listed_count': 0}",,,
824480340,False,False,,EriKa,,eriKaArgenta,https://pbs.twimg.com/profile_images/1479255830428098566/cTKK-AwQ_normal.jpg,"{'followers_count': 440, 'following_count': 664, 'tweet_count': 9600, 'listed_count': 1}",,Estado Confederado de la Soja,
1375959779068219392,False,False,"Home town.Vero Beach,FL.🏝️  Follow at your own risk!... Lifegaurds off duty... I am a Democrat 💙🤘...",Kathy Emerson,,KathyEm67699760,https://pbs.twimg.com/profile_images/1513788642665418755/7VDH2NY-_normal.jpg,"{'followers_count': 359, 'following_count': 600, 'tweet_count': 11272, 'listed_count': 0}",1.425194018003198e+18,A galaxy far far away...GA.🍊,
1032569997384736768,False,False,🔴⚪🏍🤪💖//Periodismo UCM📚//KRP💙,𝔫𝔲𝔯𝔦𝔞𝔞 (𝔱𝔞𝔶𝔩𝔬𝔯'𝔰 𝔳𝔢𝔯𝔰𝔦𝔬𝔫)✨,,nurianuero14,https://pbs.twimg.com/profile_images/1479040405589135362/BCe3Nldn_normal.jpg,"{'followers_count': 145, 'following_count': 165, 'tweet_count': 44084, 'listed_count': 2}",1.2753910573128622e+18,"Torrejón de Ardoz, España",
797507367139151872,False,False,♀️🏳️‍🌈🚩🏴✊🇵🇹                                                            27. Insomniaque de profession. Alma velha. Broke Poet. Bi Feminist hipster bitch.,Jack-ass London (she/her),https://t.co/yx8IGLZzwW,LaVintage7,https://pbs.twimg.com/profile_images/1512874193217638407/RaVCkaK2_normal.jpg,"{'followers_count': 1760, 'following_count': 3532, 'tweet_count': 26021, 'listed_count': 9}",1.4613754906069975e+18,Lisboa ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yx8IGLZzwW', 'expanded_url': 'http://veronicavintagesoul.wordpress.com', 'display_url': 'veronicavintagesoul.wordpress.com'}]}}"
49795262,False,False,,HoneyBee 🐝,https://t.co/bX9un9efKd,IHatePrettyBee,https://pbs.twimg.com/profile_images/1511148589245943813/8GPfcy4v_normal.jpg,"{'followers_count': 1143, 'following_count': 695, 'tweet_count': 103525, 'listed_count': 7}",1.4974685017448284e+18,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bX9un9efKd', 'expanded_url': 'https://forms.gle/7jeuPHxHafyHccoF6', 'display_url': 'forms.gle/7jeuPHxHafyHcc…'}]}}"
613836428,False,False,"... porque di por saco hasta cuando naci, y sigo ✌🏼

Artista de profesión (BBAA)🎨 // Cosplayer🎭 // En proceso de técnico administrativo🖇️ // Sapere aude!",Mala hierba...✨,https://t.co/VX25bDan8P,vesare_12,https://pbs.twimg.com/profile_images/830779300211257345/7RPdd71d_normal.jpg,"{'followers_count': 755, 'following_count': 592, 'tweet_count': 58547, 'listed_count': 14}",1.183000266557264e+18,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VX25bDan8P', 'expanded_url': 'http://curiouscat.me/LadyShinigami12', 'display_url': 'curiouscat.me/LadyShinigami12'}]}}"
1390760683881521152,False,False,Failed pool player. Recovering mathematician. Theology PhD student. Amateur photographer. Proud bisexual trans man. Methodist minister. Hates quiche. (He/Him),Dr Karl Rutlidge 🏳️‍⚧️🇺🇦,https://t.co/vpQAB8UCkf,KRutlidge,https://pbs.twimg.com/profile_images/1416104289357996039/-1s0J0zG_normal.jpg,"{'followers_count': 593, 'following_count': 1250, 'tweet_count': 3972, 'listed_count': 0}",1.5196216372508918e+18,"London, England","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vpQAB8UCkf', 'expanded_url': 'http://karlsrandommusings.blogspot.com', 'display_url': 'karlsrandommusings.blogspot.com'}]}}"
2958049667,False,False,#ChicagoDogs #NoKetchup🌭 #RIPBrodieLee #HouseOfBlack,MrUnderdog19,,MrUnderdog19,https://pbs.twimg.com/profile_images/1500634083457703937/uz8FdlUj_normal.jpg,"{'followers_count': 168, 'following_count': 414, 'tweet_count': 21755, 'listed_count': 4}",5.724366296395899e+17,"Chicago, IL","{'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'ChicagoDogs'}, {'start': 13, 'end': 23, 'tag': 'NoKetchup'}, {'start': 25, 'end': 38, 'tag': 'RIPBrodieLee'}, {'start': 39, 'end': 52, 'tag': 'HouseOfBlack'}]}}"
210936368,False,False,"Seeking the key on the high E, seeking Odetta, hit or miss.",Conor Tobin,,Lazare76,https://pbs.twimg.com/profile_images/1008083839099572225/29qmI7NR_normal.jpg,"{'followers_count': 455, 'following_count': 1040, 'tweet_count': 7323, 'listed_count': 3}",,Co. Dublin,
1309487277584855040,False,False,"#StandWithUkraine   #BeKind   #LarryForPM
Loves both cats and camping. Just here for the fun, games, and humour.",LornaT,,LlamaLorna,https://pbs.twimg.com/profile_images/1501593993595035658/5ef7QfOE_normal.jpg,"{'followers_count': 120, 'following_count': 2140, 'tweet_count': 21977, 'listed_count': 0}",,"England, United Kingdom","{'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'StandWithUkraine'}, {'start': 20, 'end': 27, 'tag': 'BeKind'}, {'start': 30, 'end': 41, 'tag': 'LarryForPM'}]}}"
24939047,False,False,"TV, film, music and food and writing reviews for @xgeeks and @wehaveahulk",Rob,https://t.co/8qR4eFa0ak,thatRobster,https://pbs.twimg.com/profile_images/1499465014935277576/3IrXQWTt_normal.jpg,"{'followers_count': 3036, 'following_count': 2079, 'tweet_count': 82045, 'listed_count': 27}",1.5224555441325138e+18,London,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8qR4eFa0ak', 'expanded_url': 'https://boxd.it/2iB29', 'display_url': 'boxd.it/2iB29'}]}, 'description': {'mentions': [{'start': 49, 'end': 56, 'username': 'xgeeks'}, {'start': 61, 'end': 73, 'username': 'wehaveahulk'}]}}"
313983284,False,False,"Past Dean Faculty Intensive Care Medicine. intensivist and anaesthetist. wife, mother, dog, cat and chicken lover. Currently cross about Brexit and Trump",Anna Batchelor,,AnnaBatchelor,https://pbs.twimg.com/profile_images/1249192127298404352/x-mBE_2K_normal.jpg,"{'followers_count': 5778, 'following_count': 2738, 'tweet_count': 48034, 'listed_count': 61}",,Newcastle UK,
375983475,False,False,"Mild-mannered twit...terer? I've come to grips w/ the fact that I'm not very interesting. To compensate, I collect interesting people on Twitter. Like Pokemon.",Keith C. Amaral,,KC_Amaral,https://pbs.twimg.com/profile_images/1426668856584646657/m7sWQVtD_normal.jpg,"{'followers_count': 69, 'following_count': 809, 'tweet_count': 2770, 'listed_count': 6}",,"Massachusetts, USA",
535033986,False,False,"Sorting out how gaming and parenting go together. Host of The Magic Hour Show. Dad, Musician, composer, audio engineer/sound recordist, video editor. He/him",Eugene hunts monsters,https://t.co/9P4MvAs9r9,gamerparent,https://pbs.twimg.com/profile_images/1384660335567818754/fMzqRTAL_normal.jpg,"{'followers_count': 909, 'following_count': 2353, 'tweet_count': 13779, 'listed_count': 39}",,Toronto,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9P4MvAs9r9', 'expanded_url': 'https://linktr.ee/gamerparent', 'display_url': 'linktr.ee/gamerparent'}]}}"
18696762,False,False,He/Him. An all over the place dude I am. I sometimes play video games.,Aaron Bennett,,Bones00,https://pbs.twimg.com/profile_images/1476670229740601366/0Si5xoRH_normal.jpg,"{'followers_count': 791, 'following_count': 5002, 'tweet_count': 18049, 'listed_count': 18}",1.5184015983968543e+18,"Auburn, WA",
885880479878086656,False,False,Vive y deja vivir.,Lores,,LoresCB,https://pbs.twimg.com/profile_images/1340292536708059139/mMkmE6v3_normal.jpg,"{'followers_count': 124, 'following_count': 85, 'tweet_count': 10370, 'listed_count': 0}",9.227273195335107e+17,"Corunna, Galicia",
231206549,False,False,"𝑺𝒕𝒊𝒍𝒍 𝒃𝒆𝒂𝒖𝒕𝒊𝒇𝒖𝒍. 𝑺𝒕𝒊𝒍𝒍 𝑫𝒆𝒂𝒏 𝑾𝒊𝒏𝒄𝒉𝒆𝒔𝒕𝒆𝒓🌈

10/12/15
14/09/19
10/04/22
22/04/22
23/04/22

Heller Friend🌈",Ales saw Louis ◟̽◞̽ 91W brainrot🌈🏴‍☠️,,eversinceloueeh,https://pbs.twimg.com/profile_images/1508404007567560711/eU51_aFJ_normal.jpg,"{'followers_count': 749, 'following_count': 584, 'tweet_count': 16926, 'listed_count': 4}",1.448741384274522e+18,Wherever Lou is | 25 | She/Her,
942887916342214656,False,False,"📍Córdoba 
⚖️ Físico 🎓⠀⠀⠀⠀⠀⠀         ⠀   
 https://t.co/VxyBfXKDld
Insta personal

https://t.co/2qcJbLQwAG
Insta urbex",🤨 Sergio Vargas 🦖,,SergioVargas137,https://pbs.twimg.com/profile_images/1501865916941979649/etHs4mce_normal.jpg,"{'followers_count': 371, 'following_count': 362, 'tweet_count': 10474, 'listed_count': 1}",1.479850637181567e+18,"Córdoba, España","{'description': {'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/VxyBfXKDld', 'expanded_url': 'https://www.instagram.com/sergiovargas37/', 'display_url': 'instagram.com/sergiovargas37/'}, {'start': 82, 'end': 105, 'url': 'https://t.co/2qcJbLQwAG', 'expanded_url': 'https://www.instagram.com/cordoba.urbex/', 'display_url': 'instagram.com/cordoba.urbex/'}]}}"
130433338,False,False,"화려한 식탁의 헤키루

취미로 간간히 사진 찍고 영화보고 그러고 다닙니다.

요즘은 새사진 찍으러 다니고 있어요.",헤키루,https://t.co/sb8EvdzaaO,_Hekiru,https://pbs.twimg.com/profile_images/1326496245343379456/jXGXV33H_normal.jpg,"{'followers_count': 596, 'following_count': 487, 'tweet_count': 743272, 'listed_count': 14}",9.815203591270564e+17,돈까스 가게,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sb8EvdzaaO', 'expanded_url': 'https://kadena.tistory.com', 'display_url': 'kadena.tistory.com'}]}}"
944182882913923072,False,False,,Thomas,,humminhumbucker,https://pbs.twimg.com/profile_images/1520692187746516993/YWjv2TfZ_normal.jpg,"{'followers_count': 18, 'following_count': 686, 'tweet_count': 2329, 'listed_count': 0}",,,
2277679237,False,False,"Gentle Therapies is a sole trading business where I give holistic treatments -  Reiki, Crystal Therapy, Reflexology and animal Reiki. http://t.co/qT5XkzwvKY",Gentle Therapies,,gentletherapie1,https://pbs.twimg.com/profile_images/419855250598531073/721xP3Gl_normal.png,"{'followers_count': 112, 'following_count': 144, 'tweet_count': 6596, 'listed_count': 2}",,,"{'description': {'urls': [{'start': 134, 'end': 156, 'url': 'http://t.co/qT5XkzwvKY', 'expanded_url': 'http://gentletherapies.co.uk', 'display_url': 'gentletherapies.co.uk'}]}}"
772786265313931264,False,False,#FBPE Proudly Scottish & passionately European. 🇪🇺 Appalled at what has become of our country under the corrupt Tory party and #BoristheLiar,@Colin Kee,,TheColinKee,https://pbs.twimg.com/profile_images/1357714100634148877/2QSWvVHe_normal.jpg,"{'followers_count': 3680, 'following_count': 4758, 'tweet_count': 8526, 'listed_count': 3}",1.3574386652664545e+18,"Glasgow, Scotland","{'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'FBPE'}, {'start': 127, 'end': 140, 'tag': 'BoristheLiar'}]}}"
2797185890,False,False,"Living my dream life; doing whatever, whenever & however I like. Lover of fruit cake, cheese & kimchi. Avid MotoGP fan. Big fan of Lydia Ko.  I walk a lot.",KiwiGirl,,itsmunchkin39,https://pbs.twimg.com/profile_images/1170240677650677760/fUgHyW0h_normal.jpg,"{'followers_count': 118, 'following_count': 246, 'tweet_count': 6539, 'listed_count': 1}",,"Hamilton, New Zealand",
243816259,False,False,Fun at parties,Nick,,Kerlarsenickoff,https://pbs.twimg.com/profile_images/1371829025270796291/-8hywo66_normal.jpg,"{'followers_count': 238, 'following_count': 461, 'tweet_count': 14620, 'listed_count': 0}",,Londage,
823913630,False,False,Bravely exploring the mysteries of the Twitterverse one typo at a time. Settler unsettling. Views are my own and very draft.,Sean Stuckless,,stucklesss20,https://pbs.twimg.com/profile_images/1443403372049190912/ogl1XO83_normal.jpg,"{'followers_count': 148, 'following_count': 1083, 'tweet_count': 1445, 'listed_count': 5}",1.3760159822091633e+18,'Sauga,
1054171244151611392,False,False,🤨,(Pan)hann-dle | geting zesty with my bestie💚👄,https://t.co/8eaomrLKHg,hann_dle,https://pbs.twimg.com/profile_images/1515734579864379392/UCUcZzFx_normal.jpg,"{'followers_count': 651, 'following_count': 649, 'tweet_count': 37452, 'listed_count': 13}",,Neverland,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8eaomrLKHg', 'expanded_url': 'https://curiouscat.me/hann_dle', 'display_url': 'curiouscat.me/hann_dle'}]}}"
351503406,False,False,Ser yo,Loli Abellán,,Choli72,https://pbs.twimg.com/profile_images/868885946812575744/qgvmPeqq_normal.jpg,"{'followers_count': 60, 'following_count': 166, 'tweet_count': 1545, 'listed_count': 0}",,"A Coruña, España",
1293609901848236032,False,False,He/Him/His,Jonah,,Space_Odysseus,https://pbs.twimg.com/profile_images/1419668670083735554/xdcucnuS_normal.jpg,"{'followers_count': 310, 'following_count': 3738, 'tweet_count': 4106, 'listed_count': 1}",,,
610986151,False,False,Sinluz,Choco Tarnished 🍫,https://t.co/hJ6uJvKm8n,chocojuanjo,https://pbs.twimg.com/profile_images/1487900570656686083/GgCUfhLc_normal.jpg,"{'followers_count': 431, 'following_count': 740, 'tweet_count': 12275, 'listed_count': 2}",1.400185398542979e+18,Tierras intermedias,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hJ6uJvKm8n', 'expanded_url': 'https://www.twitch.tv/Chocojuanjo?sr=a', 'display_url': 'twitch.tv/Chocojuanjo?sr…'}]}}"
279466889,False,False,金融業界の片隅でひっそりと息をしているずわいがにです。下品なアカウントはブロックします。最近はほぼwordleしか呟きません。,ずわいがに aka さんま,https://t.co/u3EBPSSCHW,crtaker,https://pbs.twimg.com/profile_images/1509699877579595776/faO4XXHo_normal.jpg,"{'followers_count': 871, 'following_count': 364, 'tweet_count': 31532, 'listed_count': 43}",,津居山,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/u3EBPSSCHW', 'expanded_url': 'https://crtaker.hatenablog.com/', 'display_url': 'crtaker.hatenablog.com'}]}}"
720448386319716352,False,False,"Learner, teacher, designer, knitter, mom, concerned citizen. Indy School Director of Teaching and Learning. Opinions my own.",Dana Kooistra,,dkooinj,https://pbs.twimg.com/profile_images/1520523235946909696/TwxLZltw_normal.jpg,"{'followers_count': 157, 'following_count': 753, 'tweet_count': 3746, 'listed_count': 1}",,,
938491031208759296,False,False,"I'm No Angel. Roma💕
Cuenta ROL +18 SPA/ENG
#Ave
#SassenachRol #GreyLand #OutlanderEsMás #RolOEM 🦁",Lord John Grey,,JohnWGrey,https://pbs.twimg.com/profile_images/1500752458049630208/gSpBxRdw_normal.jpg,"{'followers_count': 249, 'following_count': 89, 'tweet_count': 23485, 'listed_count': 1}",1.0866579537621033e+18,"England, United Kingdom","{'description': {'hashtags': [{'start': 43, 'end': 47, 'tag': 'Ave'}, {'start': 48, 'end': 61, 'tag': 'SassenachRol'}, {'start': 62, 'end': 71, 'tag': 'GreyLand'}, {'start': 72, 'end': 87, 'tag': 'OutlanderEsMás'}, {'start': 88, 'end': 95, 'tag': 'RolOEM'}]}}"
1041438296180711424,False,False,"English teacher, mum, dog lover, bibliophile and contented wife",SassyTeacher,,teachersassy1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 11, 'following_count': 45, 'tweet_count': 138, 'listed_count': 0}",,"Sheffield, England",
1638094171,False,False,Padayon la,Karla 🌸,,karlamaedp,https://pbs.twimg.com/profile_images/1522048919298998272/Wt3KTQ7Z_normal.jpg,"{'followers_count': 275, 'following_count': 267, 'tweet_count': 11492, 'listed_count': 0}",1.4260373099425546e+18, ,
219781708,False,False,,Loki Polchies,,LokiPolchies,https://pbs.twimg.com/profile_images/1502026553970077708/VI_DFjgj_normal.jpg,"{'followers_count': 666, 'following_count': 804, 'tweet_count': 19350, 'listed_count': 11}",1.520348425832837e+18,,
37580659,False,False,音ゲーをしたりマインクラフトをしたりしています。RTAはやる時間が取れたらやります。,つーつー,,too_t_s,https://pbs.twimg.com/profile_images/713802343511429120/_cyod4wA_normal.jpg,"{'followers_count': 145, 'following_count': 585, 'tweet_count': 107286, 'listed_count': 6}",,ふくおかけんはかたく,
236385738,False,False,Ser yo,V_💜🌙🌟,,dj_car1,https://pbs.twimg.com/profile_images/1411410423631515649/9H7_4GPh_normal.jpg,"{'followers_count': 240, 'following_count': 423, 'tweet_count': 24299, 'listed_count': 2}",,,
922893258749071360,False,False,,Susan Swan,,Sueswan26,https://pbs.twimg.com/profile_images/1308947634359599106/ff85GydL_normal.jpg,"{'followers_count': 14, 'following_count': 178, 'tweet_count': 39, 'listed_count': 0}",,"Tonawanda, NY",
2759843347,False,False,"Roman Catholic,Secular Franciscan, Laudato Si Animator, 

INTERESTS: Catholic Social Teaching, pro-life-seamless garment, (Greek) Orthodox Faith. Pax et Bonum!",Chris Zurawski OFS (χριστινα),,krysia3925,https://pbs.twimg.com/profile_images/1341764599234899971/zWTm6WQ0_normal.jpg,"{'followers_count': 277, 'following_count': 396, 'tweet_count': 7081, 'listed_count': 0}",,"Waterford, PA",
3219895602,False,False,"He/Him

Sometimes I just sit and stare at my wall, trying to make sense of it all.",Robert Booth,,NullW0lf,https://pbs.twimg.com/profile_images/1176931913522667521/hGMmHa4x_normal.jpg,"{'followers_count': 107, 'following_count': 617, 'tweet_count': 13340, 'listed_count': 7}",,"Colbert, OK",
1216666471,False,False,,𝓒𝓙 𝓐𝓵𝓵𝓻𝓮𝓭,,HawksBestie,https://pbs.twimg.com/profile_images/1498299091553599491/dakF2_WI_normal.jpg,"{'followers_count': 726, 'following_count': 792, 'tweet_count': 12843, 'listed_count': 8}",,,
968854355058229248,False,False,"Reader in Atmospheric Sciences at the University of Edinburgh. Likes gardening, singing and bellringing. Opinions my own, not those of UofE.",Hugh Pumphrey,https://t.co/Q4iIOYcDOl,HughPumphrey,https://pbs.twimg.com/profile_images/1235585844074999808/mB3h5Snm_normal.jpg,"{'followers_count': 201, 'following_count': 137, 'tweet_count': 1878, 'listed_count': 1}",,East Lothian,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q4iIOYcDOl', 'expanded_url': 'https://blogs.ed.ac.uk/hughpumphrey/', 'display_url': 'blogs.ed.ac.uk/hughpumphrey/'}]}}"
18624486,False,False,Poet. English Instructor @LSU. Writing Mentor @LSUCxC. #firstgen College Grad. Cat Photo Poster. Stress Baker. Dishcloth Knitter. Displaced Jersey Girl. She/her,Dr. Christina Rothenbeck,https://t.co/mmVj3szLUf,doc_rothenbeck,https://pbs.twimg.com/profile_images/1420801744800464907/8rgLz4eR_normal.jpg,"{'followers_count': 383, 'following_count': 646, 'tweet_count': 4040, 'listed_count': 12}",,"Baton Rouge, LA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mmVj3szLUf', 'expanded_url': 'http://dulcetshop.ecrater.com/p/16193127/girls-in-art-christina-rothenbeck', 'display_url': 'dulcetshop.ecrater.com/p/16193127/gir…'}]}, 'description': {'hashtags': [{'start': 55, 'end': 64, 'tag': 'firstgen'}], 'mentions': [{'start': 25, 'end': 29, 'username': 'LSU'}, {'start': 46, 'end': 53, 'username': 'LSUCxC'}]}}"
2883184660,False,False,"Two disabled coffee lovers trying to make work happen. For epic blog and training opportunities click the link! We both tweet, the less sensible ones are Em!",Bear and Em 💙,https://t.co/wt5sjqu9yJ,Bear_Gardner,https://pbs.twimg.com/profile_images/1242124983637291024/FZGvCOYc_normal.jpg,"{'followers_count': 478, 'following_count': 1457, 'tweet_count': 3272, 'listed_count': 1}",,"York, England","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wt5sjqu9yJ', 'expanded_url': 'https://fundraise.cancerresearchuk.org/page/gerions-walk-all-over-cancer-fundraising-page', 'display_url': 'fundraise.cancerresearchuk.org/page/gerions-w…'}]}}"
511195645,False,False,,Puchi 💚,,puchipache,https://pbs.twimg.com/profile_images/3402687192/aa3ffdbf685ddd8e4d7d875ef3577651_normal.jpeg,"{'followers_count': 53, 'following_count': 144, 'tweet_count': 889, 'listed_count': 0}",,,
889226690928443392,False,False,Elektrotek Yazılım Otomasyon,Selçuk Mola,,MolaSelcuk,https://pbs.twimg.com/profile_images/1359302463782805504/xDy4JB9R_normal.jpg,"{'followers_count': 117, 'following_count': 1144, 'tweet_count': 3584, 'listed_count': 0}",1.439951937324073e+18,"Antalya, Türkiye",
