id,text,author_id,source,possibly_sensitive,entities,lang,created_at,conversation_id,public_metrics,reply_settings,in_reply_to_user_id,referenced_tweets,context_annotations,geo,attachments
1520525442331156488,"Wordle 316 5/6

⬛🟩⬛🟨⬛
🟩⬛⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2874110939,Twitter for iPhone,False,,en,2022-04-30T22:08:10.000Z,1520525442331156488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525437998616577,"Wordle 316 4/6

⬛⬛⬛🟨⬛
⬛🟨⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",872297960423309313,Twitter for iPhone,False,,en,2022-04-30T22:08:09.000Z,1520525437998616577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525427562844160,"yow, today's is not fooling around
Wordle 315 4/6

⬜🟨🟨⬜🟨
⬜⬜🟩⬜⬜
⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩",16153317,Twitter Web App,False,,en,2022-04-30T22:08:06.000Z,1520525427562844160,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 7, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525416343420929,"ﾟ(ﾟ´ω`ﾟ)ﾟ｡ﾋﾟｰ
Wordle 316 X/6

🟨🟩⬜⬜⬜
⬜⬜⬜⬜⬜
⬜⬜⬜🟩⬜
⬜🟩⬜🟩⬜
⬜⬜🟩⬜⬜
⬜🟩🟩🟩⬜",375033817,Twitter for Android,False,,ja,2022-04-30T22:08:03.000Z,1520525416343420929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525404104241152,"Wordle 316 X/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
a what",922052000535244800,Twitter Web App,False,,en,2022-04-30T22:08:00.000Z,1520525404104241152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525395908771840,"Wordle 316 5/6

⬛⬛🟨⬛⬛
🟩⬛⬛⬛🟨
🟩🟩🟩⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩
知らない。",1242695784723656704,Twitter Web App,False,,ja,2022-04-30T22:07:59.000Z,1520525395908771840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525385049550855,"Wordle 316 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",389787390,Twitter for Android,False,,en,2022-04-30T22:07:56.000Z,1520524720923459585,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,389787390,"[{'type': 'replied_to', 'id': '1520525028521041921'}]","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525384231665670,"Wördl 316 5/6 🔥8

🟨🟩⬛🟨⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

https://t.co/zuSDPQaoG7",4439809523,Twitter for Android,False,"{'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/zuSDPQaoG7', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",de,2022-04-30T22:07:56.000Z,1520525384231665670,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525374748250113,"Wordle 316 5/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩",1230213791071318017,Twitter Web App,False,,en,2022-04-30T22:07:53.000Z,1520525374748250113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525370482733059,"Wordle 316 5/6

🟩⬛⬛⬛🟨
🟩🟨⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",133681205,Twitter for iPhone,False,,en,2022-04-30T22:07:52.000Z,1520525370482733059,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525355307704320,"Wordle 316 4/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",951473168765607937,Twitter Web App,False,,en,2022-04-30T22:07:49.000Z,1520525355307704320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525350589157378,"Wordle 315 4/6

⬛🟨🟨⬛⬛
⬛🟩🟩⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩",792121,Twitter for Android,False,,en,2022-04-30T22:07:48.000Z,1520525350589157378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525348601057280,"Wordle 315 6/6

⬜⬜🟨🟨⬜
⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟨🟨⬜🟩
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩that was a close one",82138360,Twitter for iPhone,False,"{'annotations': [{'start': 55, 'end': 69, 'probability': 0.3906, 'type': 'Person', 'normalized_text': '🟩🟩🟩🟩🟩that'}]}",en,2022-04-30T22:07:47.000Z,1520525348601057280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525345010630656,"#WordleCAT 121 5/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/TqKcJJJb8h",396162207,Twitter for iPhone,False,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/TqKcJJJb8h', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",und,2022-04-30T22:07:46.000Z,1520525345010630656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1520525340229128193,"Wordle Tildes #61 6/6

⬜🟨⬜⬜⬜⬜
⬜⬜⬜⬜⬜🟨
⬜⬜⬜🟨⬜🟩
🟨⬜⬜⬜⬜🟩
🟨⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩🟩
Furbo
 https://t.co/lcxR03K9wv",2479797845,Twitter Web App,False,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/lcxR03K9wv', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",en,2022-04-30T22:07:45.000Z,1520525340229128193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525328879345665,"Wordle 315 3/6

⬜🟩⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩",1332385744502001666,Twitter for iPhone,False,,en,2022-04-30T22:07:43.000Z,1520525328879345665,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525324726980622,"Wordle 316 X/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
🟨🟨🟨⬛⬛
⬛🟩🟩🟩🟩",238570805,Twitter for iPhone,False,,en,2022-04-30T22:07:42.000Z,1520525324726980622,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525318598979584,"Wordle 316 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩",1251522615656644608,Twitter for iPhone,False,,en,2022-04-30T22:07:40.000Z,1520525318598979584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525315302338560,"Wordle 316 6/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",14914480,Twitter for iPhone,False,,en,2022-04-30T22:07:39.000Z,1520525315302338560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525313435914240,"#AlWird 96 3/8 🥈

⬜🟩⬜⬜🟩
⬜⬜🟩🟨🟨
🟩🟩🟩🟩🟩
Arabic Wordle",470532954,Twitter for iPhone,False,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'AlWird'}]}",en,2022-04-30T22:07:39.000Z,1520525313435914240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525313138171905,"Wordle Türkçe 316 4/6

⬜🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩",703852317360001025,Twitter for Android,False,,tr,2022-04-30T22:07:39.000Z,1520525313138171905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525311540088833,"Wordle 316 4/6

🟩⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",292920711,Twitter for Android,False,,en,2022-04-30T22:07:38.000Z,1520525311540088833,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525309396746240,"Wordle 315 4/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

s/o ⁦@jaasmineperez⁩ cause she smart af",631528195,Twitter for iPhone,False,"{'mentions': [{'start': 46, 'end': 60, 'username': 'jaasmineperez', 'id': '148626108'}]}",en,2022-04-30T22:07:38.000Z,1520525309396746240,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525306788036608,"Wordle Türkçe 316 4/6

⬜⬜⬜⬜🟨
🟩⬜⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

https://t.co/XWsUhoTfeC",390978375,Twitter for Android,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/XWsUhoTfeC', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com'}]}",tr,2022-04-30T22:07:37.000Z,1520525306788036608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525288190648320,"Wordle 316 5/6

🟨⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟨🟨
🟨🟨🟩⬜🟨
🟩🟩🟩🟩🟩

片付けなきゃ！",126586196,Twitter for iPhone,False,,ja,2022-04-30T22:07:33.000Z,1520525288190648320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525286596837376,"Wordle 316 4/6

⬜⬜🟨⬜🟨
🟨⬜🟨🟨⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",110706528,Twitter for iPhone,False,,en,2022-04-30T22:07:32.000Z,1520525286596837376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525286386720768,"Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜⬜🟨⬜⬜
⬜⬜🟨⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

ギリギリ💦",225080844,Echofon,False,,ja,2022-04-30T22:07:32.000Z,1520525286386720768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525276471783424,"Wordle 316 X/6
Yeah nah.
⬜🟨⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩",20828759,Tweetbot for iΟS,False,,en,2022-04-30T22:07:30.000Z,1520525276471783424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525275934560256,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",39051474,Twitter for iPhone,False,,en,2022-04-30T22:07:30.000Z,1520525275934560256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525275263553536,"Wordle 315 6/6

🟨🟨⬜⬜⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1262736443669204992,Twitter for iPhone,False,,en,2022-04-30T22:07:30.000Z,1520525275263553536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525265440763904,"Wordle 316 4/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",729104859991957505,Twitter for Android,False,,en,2022-04-30T22:07:27.000Z,1520525265440763904,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525263402315776,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",85388587,Twitter for iPhone,False,,en,2022-04-30T22:07:27.000Z,1520525263402315776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525260055281664,"Wordle 316 4/6

⬛⬛⬛⬛🟨
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Okay, gala me today. Sabi mo eh HAHAHAHA",817996926960300033,Twitter for iPhone,False,,tl,2022-04-30T22:07:26.000Z,1520525260055281664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525236281569281,"Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",133697626,Twitter for Android,False,,en,2022-04-30T22:07:20.000Z,1520525236281569281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525235195367426,"🫣
Wordle 316 5/6

⬜🟩⬜⬜⬜
⬜⬜🟩⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",260142858,Twitter for Android,False,,en,2022-04-30T22:07:20.000Z,1520525235195367426,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525211300515841,"Wordle (ES)  #114 4/6

⬜⬜🟩⬜🟨
🟨⬜🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/0JrD8Yv3be",35282298,Twitter for iPhone,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/0JrD8Yv3be', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,2022-04-30T22:07:15.000Z,1520525211300515841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525205713661957,"Wordle 316 5/6

⬛⬛⬛⬛🟨
⬛🟩⬛🟩⬛
⬛⬛⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",308119946,TweetDeck,False,,en,2022-04-30T22:07:13.000Z,1520525205713661957,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525192824750080,"Wordle 316 X/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟨
⬜⬜🟨⬜⬜
🟨🟨⬜⬜⬜
🟨⬜🟨⬜⬜
⬜⬜⬜🟩⬜",925078362,Twitter for Android,False,,en,2022-04-30T22:07:10.000Z,1520525192824750080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525189703888896,"Wordle 316 3/6

⬛🟩⬛🟩⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",125043651,Twitter for iPhone,False,,en,2022-04-30T22:07:09.000Z,1520525189703888896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525187518799872,"Wordle 316 6/6

⬜⬜⬜🟨⬜
🟩🟨⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1498107792091189249,Twitter for Android,False,,en,2022-04-30T22:07:09.000Z,1520525187518799872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525186822463488,"Wordle Türkçe 316 6/6

⬜⬜⬜⬜🟨
⬜⬜⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟨
🟩🟩🟩🟩🟩

https://t.co/pYYpj9MwgR",269635849,Twitter for iPhone,False,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/pYYpj9MwgR', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",tr,2022-04-30T22:07:09.000Z,1520525186822463488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525182548549639,"I’m getting worse at this game.

Wordle 315 X/6

🟨🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛",2214800454,Twitter for iPhone,False,,en,2022-04-30T22:07:08.000Z,1520525182548549639,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525149732225032,"Wördl 316 2/6* 🔥8

🟩⬜⬜🟨🟨
🟩🟩🟩🟩🟩

https://t.co/4uZQAWX3iL",899662711881179139,Twitter Web App,False,"{'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/4uZQAWX3iL', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",de,2022-04-30T22:07:00.000Z,1520525149732225032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520525147886825472,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",756552466129387520,Twitter for iPhone,False,,en,2022-04-30T22:06:59.000Z,1520525147886825472,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
