id,text,author_id,source,possibly_sensitive,entities,lang,created_at,conversation_id,public_metrics,reply_settings,in_reply_to_user_id,referenced_tweets,context_annotations,geo,attachments
1520528888795115520,"ポケモンWordle 7/10

⬛⬛⬛⬛⬛  🟩🟩⬛⬛⬛
⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
🟨⬛⬛⬛⬛
⬛⬛🟨⬛⬛

https://t.co/JcHRWgtbRN
 #ポケモンWordle",1886082126,Twitter for iPhone,False,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/JcHRWgtbRN', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}]}",ja,2022-04-30T22:21:51.000Z,1520528888795115520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",,
1520528882251751424,"Wordle Türkçe 316 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/QMxBkX9FCB",1699407374,Twitter for iPhone,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/QMxBkX9FCB', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",tr,2022-04-30T22:21:50.000Z,1520528882251751424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528879999401984,"Wordle 316 3/6

⬜🟩⬜⬜⬜
🟨🟩⬜🟨⬜
🟩🟩🟩🟩🟩",28813107,Twitter for iPhone,False,,en,2022-04-30T22:21:49.000Z,1520528879999401984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528865562570752,"おはようございます

Wordle 316 4/6

⬛⬛🟩⬛⬛
⬛⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",67284568,Twitter for Android,False,,ja,2022-04-30T22:21:46.000Z,1520528865562570752,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528855290818560,"Wordle 316 6/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",50428540,Twitter for Android,False,,en,2022-04-30T22:21:43.000Z,1520528855290818560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528847355080704,"Wordle 315 5/6

⬛⬛🟨🟨⬛
⬛🟨⬛🟨⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",25035898,Twitter for iPhone,False,,en,2022-04-30T22:21:41.000Z,1520528847355080704,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528840266760195,"Wordle 315 5/6

⬛🟩⬛⬛🟨
⬛⬛⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",287496934,Twitter for iPhone,False,,en,2022-04-30T22:21:40.000Z,1520528840266760195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528825381236737,"Wordle 316 6/6 μας γκάστρωσε σήμερα

⬜🟩⬜⬜🟨
⬜⬜⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",464490423,Twitter for iPhone,False,,el,2022-04-30T22:21:36.000Z,1520528825381236737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528811334709248,"Wordle 316 6/6

⬜⬜🟨⬜⬜
⬜⬜🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",309684194,Twitter for iPhone,False,,en,2022-04-30T22:21:33.000Z,1520528811334709248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528808230670342,"jfc what a close one. 
Wordle 315 5/6

⬛🟨🟨⬛⬛
⬛🟨⬛⬛⬛
🟨⬛⬛🟨🟨
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",29729083,Twitter for iPhone,False,,en,2022-04-30T22:21:32.000Z,1520528808230670342,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528806540308480,"Wordle (ES)  #114 4/6

🟨🟨⬛⬛⬛
⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/H208z6e1Mw",1478236237983064064,Twitter for Android,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/H208z6e1Mw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,2022-04-30T22:21:32.000Z,1520528806540308480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528798571192320,"Wordle 316 4/6
بركاوي ⁦👍🏻⁩
⬛⬛⬛🟨⬛
⬛🟩⬛🟩⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",426832845,Twitter for Android,False,,und,2022-04-30T22:21:30.000Z,1520528798571192320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528798315585536,"Wordle 316 5/6*

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",18671969,Twitter for Android,False,,en,2022-04-30T22:21:30.000Z,1520528798315585536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528797187063810,"Wordle 316 6/6*

⬛⬛⬛⬛⬛
🟩🟨🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",3648386832,Twitter for iPhone,False,,en,2022-04-30T22:21:29.000Z,1520528797187063810,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528794464915456,"ポケモンWordle 5/10

⬛🟨⬛🟩⬛
⬛⬛🟩🟩⬛
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩

https://t.co/kztO57wkL4
 #ポケモンWordle",107061692,Twitter for iPhone,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/kztO57wkL4', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",ja,2022-04-30T22:21:29.000Z,1520528794464915456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",,
1520528793689018369,"Wordle (ES)  #114 4/6

⬜🟨🟨⬜🟨
🟨⬜🟩⬜🟨
🟨⬜🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/zu1vZbY0zI",192077236,Twitter Web App,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/zu1vZbY0zI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,2022-04-30T22:21:29.000Z,1520528793689018369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528788878028800,"Wordle 316 4/6

⬜🟩⬜⬜⬜
⬜⬜⬜⬜⬜
🟨⬜🟨⬜⬜
🟩🟩🟩🟩🟩",915349075876208640,Twitter Web App,False,,en,2022-04-30T22:21:27.000Z,1520528788878028800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528787175534592,"Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟨🟨🟨⬜
⬜🟩⬜⬜🟩
⬜⬜🟨🟨⬜
🟩🟩🟩🟩🟩",73409420,Twitter for iPhone,False,,en,2022-04-30T22:21:27.000Z,1520528787175534592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528782205267968,"ポケモンWordle 6/10

⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟨⬛⬛⬛
⬛⬛⬛🟩🟩

https://t.co/1i5Ma22qO9
 #ポケモンWordle",97243155,Twitter for iPhone,True,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/1i5Ma22qO9', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}",ja,2022-04-30T22:21:26.000Z,1520528782205267968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",,
1520528769014206464,"沼りかけ

Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1322059191658295297,Twitter for iPhone,False,,ja,2022-04-30T22:21:23.000Z,1520528769014206464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528760537509889,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛⬛⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",97402186,Twitter for iPhone,False,,en,2022-04-30T22:21:21.000Z,1520528760537509889,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528749514665986,"Wordle Türkçe 316 6/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩🟩🟩

https://t.co/iJeLIZaoHG",494873493,Twitter for Android,False,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/iJeLIZaoHG', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",tr,2022-04-30T22:21:18.000Z,1520528749514665986,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528738009903104,"Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜🟩⬜🟩⬜
⬜⬜⬜⬜⬜
⬜⬜⬜🟨🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1089733356533633025,Twitter for Android,False,,en,2022-04-30T22:21:15.000Z,1520528738009903104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528724164284427,"Wordle (ES)  #114 4/6

⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/v1HyGYJJq7",51903767,Twitter Web App,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/v1HyGYJJq7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,2022-04-30T22:21:12.000Z,1520528724164284427,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
1520528720548622337,"Wordle (ES)  #114 5/6

🟩⬜🟨⬜⬜
🟩🟨⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/VQ9ZD6cDYx",2421292048,Twitter for Android,False,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/VQ9ZD6cDYx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,2022-04-30T22:21:11.000Z,1520528720548622337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,
