id,attachments,entities,lang,text,referenced_tweets,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,in_reply_to_user_id,geo
1522197775118610432,,"{'mentions': [{'start': 0, 'end': 14, 'username': 'WordleQuarant', 'id': '1479501173665062915'}]}",en,"@WordleQuarant Wordle 320 4/6

🟨⬜⬜⬜🟨
⬜⬜🟩⬜🟨
🟩⬜🟩🟨🟩
🟩🟩🟩🟩🟩","[{'type': 'replied_to', 'id': '1521837914874802177'}]",2022-05-05T12:53:25.000Z,1481986584958414851,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Tweetbot for iΟS,677733,everyone,677733,
1522197759650308097,,,ja,"Wordle 320 5/6
いいと思う

⬜🟨⬜⬜⬜
🟨🟨⬜⬜⬜
⬜🟩🟨🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:21.000Z,1522197759650308097,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1108916497773060097,everyone,,
1522197759482384386,,,en,"Wordle 320 5/6

⬛⬛⬛🟨⬛
🟩🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,2022-05-05T12:53:21.000Z,1522197759482384386,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,734812262754619392,everyone,,
1522197756496216064,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/BqH2zVrpVl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,"Wordle (ES)  #119 3/6

🟨⬜🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/BqH2zVrpVl",,2022-05-05T12:53:20.000Z,1522197756496216064,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,191659711,everyone,,
1522197751009751040,,,en,"Wordle 320 3/6

⬛⬛⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:19.000Z,1522197751009751040,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,1208841286368686080,everyone,,
1522197738334699521,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/wJFFrBMBq1', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",tr,"Wordle Türkçe 320 4/6

⬜🟨🟨🟩⬜
⬜🟨🟨🟩⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/wJFFrBMBq1",,2022-05-05T12:53:16.000Z,1522197738334699521,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,756184513135476740,everyone,,
1522197737495793669,,,en,"Wordle 320 3/6

⬜⬜⬜🟩⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,2022-05-05T12:53:16.000Z,1522197737495793669,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,1220206615,everyone,,
1522197731363770371,,,en,"Wordle 320 4/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:14.000Z,1522197731363770371,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1467017693916123136,everyone,,
1522197729895669766,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/1SWbygZvu6', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,"Wordle (ES)  #119 6/6

⬜⬜🟩⬜🟨
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/1SWbygZvu6
🥲",,2022-05-05T12:53:14.000Z,1522197729895669766,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1543664587,everyone,,
1522197725596426240,,,en,"Wordle 320 4/6

⬜🟨⬜⬜⬜
⬜🟨⬜🟨🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:13.000Z,1522197725596426240,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2320459087,everyone,,
1522197724715786241,,,en,"Wordle 320 3/6

⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩",,2022-05-05T12:53:13.000Z,1522197724715786241,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,21163663,everyone,,
1522197724065640449,,,en,"Wordle 320 X/6

⬜🟨⬜⬜🟨
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜",,2022-05-05T12:53:13.000Z,1522197724065640449,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1394444298897211403,everyone,,
1522197722748620803,,"{'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/z6smiPhAtc', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",es,"Wordle Científico #53 6/6

⬜⬜⬜🟨🟨⬜
🟨🟨⬜🟨⬜🟩
⬜🟨🟨⬜🟩🟩
⬜🟩🟩🟩🟩🟩
⬜🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/z6smiPhAtc",,2022-05-05T12:53:12.000Z,1522197722748620803,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,52989323,everyone,,
1522197722077483008,,,en,"Wordle 320 5/6

⬜🟨⬜⬜⬜
⬜🟨⬜🟩⬜
⬜⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:12.000Z,1522197722077483008,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,242487271,everyone,,
1522197718311088130,,"{'mentions': [{'start': 0, 'end': 5, 'username': 'Andy', 'id': '48100887'}]}",en,"@Andy I feel your pain hahaha. Wordle 320 6/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","[{'type': 'replied_to', 'id': '1522197381265174528'}]",2022-05-05T12:53:11.000Z,1522197381265174528,False,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1268956964106547200', 'name': 'Andy Cohen'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '1268956964106547200', 'name': 'Andy Cohen'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,30675789,everyone,48100887,
1522197717526753282,,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/B13GeqMmXR', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,"😎😎 Wordle (ES)  #119 3/6

⬛⬛⬛⬛🟨
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/B13GeqMmXR",,2022-05-05T12:53:11.000Z,1522197717526753282,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,61610870,everyone,,
1522197711935660032,,,en,"I've used all my luck for the entire month with this one 😂
Wordle 320 6/6

🟨🟩⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:10.000Z,1522197711935660032,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 4, 'like_count': 28, 'quote_count': 0}",Twitter for iPad,232263411,everyone,,
1522197707745824768,,"{'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/5XjdwIBxcq', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",ja,"ポケモンWordle 6/10

⬛⬛⬛⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟨⬛⬛⬛🟨
⬛🟨⬛⬛🟩

https://t.co/5XjdwIBxcq
 #ポケモンWordle",,2022-05-05T12:53:09.000Z,1522197707745824768,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,17939608,everyone,,
1522197705753305089,,,en,"Whoa.  Never did THAT before.

Wordle 320 2/6

⬜⬜⬜🟩⬜
🟩🟩🟩🟩🟩",,2022-05-05T12:53:08.000Z,1522197705753305089,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,392658968,everyone,,
1522197701361762304,,"{'hashtags': [{'start': 47, 'end': 57, 'tag': 'wordle320'}]}",en,"Wordle 320 5/6

⬜⬜⬜⬜🟨
⬜⬜⬜⬜🟨
🟩⬜🟨⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

#wordle320",,2022-05-05T12:53:07.000Z,1522197701361762304,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,339478838,everyone,,
1522197694671998976,,"{'mentions': [{'start': 90, 'end': 102, 'username': 'TerryTyler4', 'id': '420987009'}]}",en,"Nul points today = stupid word....🥲

Wordle 320 X/6

⬜⬜⬜⬜🟨
🟨⬜🟨⬜⬜
⬜🟨⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩

@TerryTyler4",,2022-05-05T12:53:06.000Z,1522197694671998976,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App,314200870,everyone,,
1522197693581467648,,,en,"Wordle 320 5/6

⬛🟨⬛⬛🟨
⬛🟨🟨⬛⬛
🟨⬛⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:05.000Z,1522197693581467648,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1289740234385764352,everyone,,
1522197683628347392,,,en,"Inadvertent heads up that today's was haaaaard may have helped 🙈
Wordle 320 5/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟨⬜⬜⬜
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:53:03.000Z,1522197683628347392,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1390954483870576644,everyone,,
1522197680465850375,,"{'mentions': [{'start': 0, 'end': 14, 'username': 'denise_dewald', 'id': '760219193195302912'}]}",en,"@denise_dewald Not the only one left 😭

Wordle 320 X/6*

🟨🟩⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩","[{'type': 'replied_to', 'id': '1522185871398780929'}]",2022-05-05T12:53:02.000Z,1522185871398780929,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Twitter for Android,15480566,everyone,760219193195302912,
1522197672312061955,,,en,"Wordle 320 5/6

⬛⬛⬛🟩⬛
⬛🟨🟨🟨⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩
The streak continues",,2022-05-05T12:53:00.000Z,1522197672312061955,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,18721872,everyone,,
1522197670512803843,,,en,"Wordle 320 5/6

⬛⬛🟨🟨⬛
⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",,2022-05-05T12:53:00.000Z,1522197670512803843,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1352835263945388040,everyone,,
1522197668411363329,,,en,"Wordle 320 4/6

⬛🟨⬛⬛🟨
⬛⬛🟩⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩 
aint bad better than last time i think lol",,2022-05-05T12:52:59.000Z,1522197668411363329,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,1263640890926600192,everyone,,
1522197651940425728,,,en,"Wordle 320 X/6

⬜⬜🟨⬜🟨
⬜⬜⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",,2022-05-05T12:52:55.000Z,1522197651940425728,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App,30712159,everyone,,
1522197649897701377,,,en,"Well... that sucks.... 😢
Wordle 320 X/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",,2022-05-05T12:52:55.000Z,1522197649897701377,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter Web App,2467093442,everyone,,
1522197645128777729,,"{'hashtags': [{'start': 53, 'end': 61, 'tag': 'Heardle'}]}",en,"Wordle 320 6/6

⬛⬛⬛⬛🟨
⬛🟨⬛🟨⬛
⬛🟨🟨⬛⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

#Heardle #69

🔊🟩⬜️⬜️⬜️⬜️⬜️",,2022-05-05T12:52:54.000Z,1522197645128777729,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,63889571,everyone,,
1522197630339715073,,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Brandoncito27', 'id': '88586660'}]}",en,"@Brandoncito27 It hasnt gotten me yet.
Wordle 320 5/6*

⬛🟨🟨⬛⬛
⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'type': 'replied_to', 'id': '1522195362383073280'}]",2022-05-05T12:52:50.000Z,1522195362383073280,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2287128992,everyone,88586660,
1522197628594933761,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Wo66b3b91O', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com'}]}",tr,"Wordle Türkçe 320 5/6

⬜🟨⬜🟨⬜
⬜🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟨🟩⬜
🟩🟩🟩🟩🟩

https://t.co/Wo66b3b91O",,2022-05-05T12:52:50.000Z,1522197628594933761,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1366077411872358404,everyone,,
1522197626812260352,,,en,"what kind of a word is that 🤷🏼‍♂️🤷🏼‍♂️

⬜⬜⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩

another Wordle fail ☹️",,2022-05-05T12:52:49.000Z,1522197626812260352,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,20085509,everyone,,
1522197622316011521,,,en,"are you shitting me...
Wordle 320 6/6

⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,2022-05-05T12:52:48.000Z,1522197622316011521,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter Web App,154637581,everyone,,
1522197616309809152,,,en,"Wordle 320 4/6

🟩⬛⬛🟩⬛
🟩🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

💛",,2022-05-05T12:52:47.000Z,1522197616309809152,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1033153292975697920,everyone,,
1522197614208307202,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/qjGUdH8oo2', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",en,"Wordle (ES)  #119 3/6

🟨⬜⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/qjGUdH8oo2 🥸",,2022-05-05T12:52:46.000Z,1522197614208307202,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,1446325207556313092,everyone,,{'place_id': '019f5b823c2b7bae'}
1522197609531817984,,,en,"Spent a few minutes trying to think of other answers before trying this...

Wordle 320 3/6

🟨🟨⬜⬜⬜
⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩",,2022-05-05T12:52:45.000Z,1522197609531817984,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1441043237272268800,everyone,,
1522197607686324226,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/yDmcfzIxoX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",en,"Wordle (ES)  #119 4/6

🟨⬜⬜⬜🟨
⬜⬜🟨⬜🟨
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/yDmcfzIxoX",,2022-05-05T12:52:45.000Z,1522197607686324226,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,14217979,everyone,,
