id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,in_reply_to_user_id,referenced_tweets,entities,geo,attachments
1520753544219013120,en,"Wordle 316 5/6

⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:33.000Z,1520753544219013120,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,319838187,everyone,,,,,
1520753530314760195,en,"Wordle 316 6/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

That was close.",2022-05-01T13:14:30.000Z,1520753530314760195,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,506288540,everyone,,,,,
1520753524895891457,en,"Wordle (ES)  #115 6/6

⬛🟨⬛⬛⬛
⬛🟨🟨⬛⬛
⬛⬛🟩🟩🟨
🟩⬛🟩🟩⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩
 https://t.co/gCFQvhLbS4",2022-05-01T13:14:29.000Z,1520753524895891457,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,183817704,everyone,,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/gCFQvhLbS4', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,
1520753522630967297,et,"joguei https://t.co/MUUI4nbDeN #119 *4/6 🔥 1

⬛⬛⬛⬛🟩
⬛🟨🟨⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Wordle 316 4/6*

⬜⬜⬜⬜⬜
🟨🟨🟨⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T13:14:28.000Z,1520753522630967297,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1043241446160183296,everyone,,,"{'urls': [{'start': 7, 'end': 30, 'url': 'https://t.co/MUUI4nbDeN', 'expanded_url': 'http://term.ooo', 'display_url': 'term.ooo'}]}",,
1520753522568056838,en,"Wordle 316 6/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:28.000Z,1520753522568056838,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,48226225,everyone,,,,,
1520753520244191232,ja,"Wordle 316 5/6

⬜⬜⬜⬜⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩

知らんかった",2022-05-01T13:14:28.000Z,1520753520244191232,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2335329284,everyone,,,,,
1520753515550887936,en,"Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:26.000Z,1520753515550887936,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2728576517,everyone,,,,,
1520753510865944577,en,"Wordle 316 4/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-01T13:14:25.000Z,1520753510865944577,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,185880912,everyone,,,,,
1520753510647742466,en,"Wordle 316 6/6

⬜⬜⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜⬜⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩#wordle #sundayfunday",2022-05-01T13:14:25.000Z,1520753510647742466,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '109', 'name': 'Reoccurring Trends', 'description': 'Twitter generated Trends that occur on a daily, weekly, monthly, or yearly basis'}, 'entity': {'id': '918196238985584641', 'name': '#SundayFunday', 'description': '#SundayFunday'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1512665130881929217,everyone,,,"{'hashtags': [{'start': 51, 'end': 58, 'tag': 'wordle'}, {'start': 59, 'end': 72, 'tag': 'sundayfunday'}]}",,
1520753509997502466,en,"Wordle 316 4/6*

⬛⬛⬛⬛🟩
⬛🟨🟨⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-01T13:14:25.000Z,1487443995600965633,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1056411,everyone,1056411,"[{'type': 'replied_to', 'id': '1520421920935530496'}]",,,
1520753509431398401,en,"Out of thin air

Wordle 316 6/6

⬛⬛⬛🟨⬛
⬛🟩⬛🟨⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:25.000Z,1520753509431398401,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,16706208,everyone,,,,,
1520753504402477056,en,"Wordle 316 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:24.000Z,1520753504402477056,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPad,722623,everyone,,,,,
1520753498836582401,en,"Wordle 316 5/6

⬜⬜🟨⬜⬜
🟨🟨⬜⬜⬜
⬜⬜🟩⬜🟨
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩   Ooof",2022-05-01T13:14:23.000Z,1520753498836582401,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,21455250,everyone,,,,,
1520753495862878209,en,"Wordle 316 6/6

🟨⬜🟨⬜⬜
⬜🟩⬜⬜🟨
⬜🟩⬜🟩⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T13:14:22.000Z,1520753495862878209,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,901585320646500354,everyone,,,,,
1520753483514798080,en,"Wordle 316 5/6*

⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩
Ok this is not the answer so no spoilers but “zorro” should not count! Even autocorrect doesn’t recognize it!",2022-05-01T13:14:19.000Z,1520753483514798080,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitterrific for iOS,122551359,everyone,,,,,
1520753482055180289,en,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨
⬜🟩⬜🟨⬜
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩",2022-05-01T13:14:19.000Z,1520753482055180289,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,39722741,everyone,,,,,
1520753477458276353,en,"Wordle 316 4/6

🟨⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩 the last two days have been a trip with these smh",2022-05-01T13:14:17.000Z,1520753477458276353,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,281141842,everyone,,,,,
1520753477152120835,en,"Wordle 316 4/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:17.000Z,1477451462074683392,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,898843662,everyone,898843662,"[{'type': 'replied_to', 'id': '1520254847785656320'}]",,,
1520753475105214464,en,"Wordle 316 5/6*

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:17.000Z,1520753475105214464,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tweetbot for iΟS,14480636,everyone,,,,,
1520753473804976128,en,"Smh
Wordle 316 5/6

⬛🟨⬛🟨⬛
🟩⬛🟨🟨🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-01T13:14:17.000Z,1520753473804976128,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,134470162,everyone,,,,,
1520753466632642560,en,"Wordle 316 6/6

⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-01T13:14:15.000Z,1520753466632642560,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1490786402,everyone,,,,,
1520753463600336896,en,"Wordle 316 6/6

⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩                              Rude…#wordle",2022-05-01T13:14:14.000Z,1520753463600336896,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,848242886118453249,everyone,,,"{'hashtags': [{'start': 86, 'end': 93, 'tag': 'wordle'}]}",,
1520753453886324736,en,"Wordle 316 3/6

⬛⬛⬛⬛🟩
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩 
😎🤓",2022-05-01T13:14:12.000Z,1520753453886324736,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,76278357,everyone,,,,,
1520753452166561798,en,"Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",2022-05-01T13:14:11.000Z,1520753452166561798,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,407365899,everyone,,,,,
1520753451239866368,ja,"Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟩⬛
⬛⬛🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

また緑のみ🙄",2022-05-01T13:14:11.000Z,1520753451239866368,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,760488599443808256,everyone,,,,,
1520753451180904455,en,"Wordle 316 X/6

⬛⬛🟩⬛⬛
⬛🟩⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩

After 85 glorious days, I am announcing my retirement from Wordle. I would like to thank my friends and family who have supported me and I am excited to see what opportunities come after.",2022-05-01T13:14:11.000Z,1520753451180904455,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847896364256067584', 'name': 'Society', 'description': 'Society'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847896601955770369', 'name': 'Retired life', 'description': 'Senior living'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,4559891356,everyone,,,,,
1520753446823026688,und,"#WordleCAT 121 5/6

⬜🟩🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/chezvfjZkl",2022-05-01T13:14:10.000Z,1520753446823026688,False,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1122132583,everyone,,,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/chezvfjZkl', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",,
1520753444923092993,en,"Wordle 316 5/6
💦❤️💋
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟩⬛⬛🟨🟨
🟩🟩🟩🟩🟩",2022-05-01T13:14:10.000Z,1520753444923092993,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1140402908074250240,everyone,,,,,
1520753443224358912,en,"Wordle 316 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩  #Wordle316 https://t.co/n6gIgk4Oyr",2022-05-01T13:14:09.000Z,1520753443224358912,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter Web App,19236683,everyone,,"[{'type': 'quoted', 'id': '1520473023828090880'}]","{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/n6gIgk4Oyr', 'expanded_url': 'https://twitter.com/KayLovesToRead/status/1520473023828090880', 'display_url': 'twitter.com/KayLovesToRead…'}], 'hashtags': [{'start': 47, 'end': 57, 'tag': 'Wordle316'}]}",,
1520753441798164480,en,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
🟨🟩⬜🟩⬜
🟩🟨🟨🟩⬜
🟩🟩🟩🟩🟩",2022-05-01T13:14:09.000Z,1520753441798164480,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,91461982,everyone,,,,,
1520753441596973057,es,"Quizás no sea buena idea levantarme de la cama

Wordle (ES)  #115 X/6

🟨⬜⬜🟨⬜
⬜🟩⬜⬜🟨
⬜🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
 https://t.co/qeDzlh8XYJ",2022-05-01T13:14:09.000Z,1520753441596973057,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2827903521,everyone,,,"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/qeDzlh8XYJ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
