id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,author_id,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521698319637962752,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:45.000Z,"Wordle 318 4/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698319637962752,everyone,17197033,,,,,
1521698311962607619,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:44.000Z,"Wordle 318 5/6

⬛⬛🟨⬛⬛
⬛🟩⬛🟨🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698311962607619,everyone,1287249508091518978,,,,,
1521698291649458177,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-04T03:48:39.000Z,"日本語のWordle（ローマ字）
#112
6/6
https://t.co/DvE5TiZSTV
🟥 ⬛ 🟥 ⬛ ⬛
⬛ ⬛ ⬛ 🟥 ⬛
🟥 ⬛ ⬛ ⬛ 🟩
⬛ 🟩 ⬛ ⬛ 🟩
⬛ 🟩 🟥 ⬛ 🟩
🟩 🟩 🟩 🟩 🟩",Twitter for iPhone,1521698291649458177,everyone,3441918254,"{'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/DvE5TiZSTV', 'expanded_url': 'https://wordle-jp.netlify.app/', 'display_url': 'wordle-jp.netlify.app'}]}",,,,
1521698280178073607,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:36.000Z,"Wordle 318 4/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698280178073607,everyone,888173030173814786,,,,,
1521698251061276674,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:29.000Z,"Wordle (ES)  #117 4/6

🟨⬜⬜⬜🟩
⬜🟩⬜⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 eee",Twitter for Android,1521698251061276674,everyone,3522499526,,,,,
1521698225438470144,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-04T03:48:23.000Z,"Wordle 319 5/6

⬜🟨🟨🟨⬜
🟨⬜⬜🟨🟨
⬜🟩🟩⬜🟨
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩
なかなかあたらなかった…",Twitter for iPhone,1521698225438470144,everyone,33153026,,,,,
1521698222477086720,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:22.000Z,"This was easy! 😏
Wordle 319 4/6

⬜⬜🟩⬜🟨
⬜🟩🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698222477086720,everyone,259757189,,,,,
1521698209428557826,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:19.000Z,"Wordle 318 6/6 #wordle

😬😬😬

⬛🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521698209428557826,everyone,1434885823577604104,"{'hashtags': [{'start': 15, 'end': 22, 'tag': 'wordle'}]}",,,,
1521698200729849857,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:17.000Z,"Wordle 319 5/6

⬛⬛🟨🟨🟨
⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟨
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698200729849857,everyone,71774725,,,,,
1521698200654069760,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:17.000Z,"Wordle 318 5/6

⬜⬜⬜🟨⬜
⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698200654069760,everyone,52994490,,,,,
1521698199156977664,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:17.000Z,"@jananisampath Wordle 319 2/6

🟩⬜🟨🟨🟨
🟩🟩🟩🟩🟩",Twitter for Android,1521667729626845184,everyone,4459526352,"{'mentions': [{'start': 0, 'end': 14, 'username': 'jananisampath', 'id': '53032238'}]}","[{'type': 'replied_to', 'id': '1521667729626845184'}]",53032238,,
1521698183784677376,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:13.000Z,"Wordle (ES)  #117 6/6

⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/gfHWwfrb95",Twitter for iPhone,1521698183784677376,everyone,2353680690,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/gfHWwfrb95', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521698175207280640,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:11.000Z,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/5pkag1ktAg",Twitter Web App,1521698175207280640,everyone,548732266,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/5pkag1ktAg', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521698167108128769,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:09.000Z,"Wordle After Dark
Wordle 318 5/6

⬛⬛🟩⬛⬛
🟨⬛🟨⬛⬛
⬛⬛🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521698167108128769,everyone,83510411,,,,,
1521698163308081154,True,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ru,2022-05-04T03:48:08.000Z,"(•ˋ _ ˊ•)
Игра Wordle (RU) День #118 X/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟨🟩🟨⬜⬜
⬜🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/80L9cWdlwT",Twitter for Android,1521698163308081154,everyone,589640248,"{'hashtags': [{'start': 79, 'end': 86, 'tag': 'вордли'}], 'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/80L9cWdlwT', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",,,,
1521698158908264449,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",und,2022-05-04T03:48:07.000Z,"#Wordle318 4/6
#Wordle
⬜🟨⬜🟨⬜
⬜⬜⬜🟨⬜
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521698158908264449,everyone,3950544737,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle318'}, {'start': 15, 'end': 22, 'tag': 'Wordle'}]}",,,,
1521698154223378433,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:48:06.000Z,"Wordle 319 3/6*
Love a 3🥰
⬜🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698154223378433,everyone,2998173235,,,,,
1521698134178422785,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-04T03:48:01.000Z,"Wordle 319 4/6

⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩

海を眺めつつ（強風に煽られつつ） https://t.co/Y7NJAFlWoB",Janetter iOS,1521698134178422785,everyone,122220714,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/Y7NJAFlWoB', 'expanded_url': 'https://twitter.com/takayuki0123/status/1521698134178422785/photo/1', 'display_url': 'pic.twitter.com/Y7NJAFlWoB', 'media_key': '3_1521698132311961600'}]}",,,{'media_keys': ['3_1521698132311961600']},
1521698124422848512,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-04T03:47:59.000Z,"Wordle 319 2/6

🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩
最速記録更新した",Twitter for iPhone,1521698124422848512,everyone,1078924524479930368,,,,,
1521698121889497088,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-04T03:47:58.000Z,"Wordle 319 3/6
簡単に開いちゃうとつまらんな。
🟩⬛🟨🟨⬛
🟩🟨⬛🟨🟩
🟩🟩🟩🟩🟩",Twitter for Android,1521698121889497088,everyone,1280681869718126592,,,,,
1521698115686133760,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:57.000Z,"Wordle 316 5/6*

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟨🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩

Wordle 317 4/6*

⬛🟨⬛🟨⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Wordle 318 5/6*

⬛⬛⬛⬛⬛
🟨⬛🟨🟨⬛
⬛🟨🟩⬛🟨
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩

Wordle 319 3/6*

🟨⬛🟨⬛🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1518635556674338816,everyone,947445256059883521,,"[{'type': 'replied_to', 'id': '1520285432449499136'}]",947445256059883521,,
1521698077375184897,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:48.000Z,"Wordle 318 4/6

⬛⬛🟨⬛🟨
🟩⬛🟨🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698077375184897,everyone,1214707704951906306,,,,,
1521698070152589312,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:46.000Z,"Wordle 318 4/6

⬛🟨🟨🟩⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698070152589312,everyone,1376014220,,,,,
1521698064767070210,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:45.000Z,"Sorry, everyone, I had to be offline all afternoon (being a hospital board election judge). Brain is melted, but at least I didn't break my streak!
Wordle 318 5/6

⬜🟩⬜⬜🟨
🟨🟩🟩⬜⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1521698064767070210,everyone,14952426,,,,,
1521698052737617921,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,ko,2022-05-04T03:47:42.000Z,"워들 206 5/6
https://t.co/g0MhiiTqOl

⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for Android,1496160797126496258,everyone,815290760778031104,"{'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/g0MhiiTqOl', 'expanded_url': 'https://jhlov.github.io/wordle', 'display_url': 'jhlov.github.io/wordle'}]}","[{'type': 'replied_to', 'id': '1521697635718991873'}]",815290760778031104,,
1521698041924780033,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:39.000Z,"Wordle 319 3/6

⬜🟩⬜🟨⬜
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521698041924780033,everyone,924943842465300481,,,,,
1521698036241649665,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:38.000Z,"Serie von 11 (just saying) 😎
#wordle 🇩🇪 457 4/6
⬜🟩⬜🟨⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
by @dewordle",Twitter for Android,1521698036241649665,everyone,430974175,"{'hashtags': [{'start': 29, 'end': 36, 'tag': 'wordle'}], 'mentions': [{'start': 75, 'end': 84, 'username': 'dewordle', 'id': '1482411529152741376'}]}",,,,{'place_id': '71ea7059ad4464e2'}
1521698026431070208,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:35.000Z,"Wordle 318 5/6
Just under the wire
⬜⬜🟨🟨🟨
⬜🟨🟨🟨⬜
⬜⬜🟩⬜⬜
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for Android,1521698026431070208,everyone,1240442374100258816,,,,,
1521698025013456897,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T03:47:35.000Z,"Wordle 318 6/6

⬜🟩⬜⬜⬜
⬜🟩🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1521698025013456897,everyone,25081587,,,,,
1521698015014182912,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",tr,2022-05-04T03:47:33.000Z,"@thedandelionsII Wordle Türkçe 319 X/6

⬛⬛⬛⬛⬛
🟨⬛⬛🟨🟨
⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟨⬛🟩⬛
⬛⬛⬛🟨⬛

https://t.co/0zXFEsS1dP cok kotu yaptim galiba",Twitter for Android,1521696327494733824,everyone,1271647855783170055,"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/0zXFEsS1dP', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'thedandelionsII', 'id': '1476900319477047297'}]}","[{'type': 'replied_to', 'id': '1521697073535537154'}]",1476900319477047297,,
