id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1521550053214543872,Twitter Web App,everyone,1521550053214543872,"ポケモンWordle 7/10

⬛⬛⬛⬛⬛  🟨🟨⬛⬛⬜
⬛⬛🟨⬛🟨  🟩🟩🟩🟩🟩
⬛⬛🟨⬛🟨
⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
パターンを覚えられないから
並べ替えが割と大変
https://t.co/DfMKkO1WLA
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2736727536,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-03T17:59:36.000Z,"{'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/DfMKkO1WLA', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 110, 'end': 121, 'tag': 'ポケモンWordle'}]}",,,,
1521550046554066945,TweetDeck,everyone,1521550046554066945,"Wordle 318 3/6

⬜🟨⬜⬜⬜
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,25572186,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:34.000Z,,,,,
1521550045945810944,Twitter for Android,everyone,1521550045945810944,"Wordle Científico #51 4/6

⬜⬜⬜🟨⬜⬜⬜
⬜🟨🟨⬜⬜🟨⬜
🟩🟨🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩🟩🟩

A veces no entiendo cómo funciona mi mente; no sé dónde tenía esa palabra guardada
 https://t.co/N1JZD1opnV",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,152439017,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:34.000Z,"{'urls': [{'start': 144, 'end': 167, 'url': 'https://t.co/N1JZD1opnV', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521550038769434624,Twitter Web App,everyone,1490962051954450433,"Wordle 318 4/6

🟩⬛⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1296856028,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:32.000Z,,1296856028,"[{'type': 'replied_to', 'id': '1520550988372840448'}]",,
1521550034378002432,Twitter for Android,everyone,1513954632300523523,"Wordle 319 4/6

⬜⬜⬜🟨🟨
🟨🟨⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 TRAIN",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1477889543932055554,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:31.000Z,,1477889543932055554,"[{'type': 'replied_to', 'id': '1521498740217253894'}]",,
1521550026882924544,Twitter for Android,everyone,1521550026882924544,"Thought it was going to be one of those ones again...
Wordle 318 5/6

⬜🟩⬜⬜⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",False,118074750,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:30.000Z,,,,{'place_id': '758461cd66db17e0'},
1521550018091622400,Twitter for iPhone,everyone,1521550018091622400,"Wordle 318 5/6

⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛🟨⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,175353650,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:28.000Z,,,,,
1521550011011530753,Twitter Web App,everyone,1521550011011530753,"Wordle 318 3/6

🟨🟩⬛🟨⬛
⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1347643779856084994,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:26.000Z,,,,,
1521549990107107328,Twitter for iPhone,everyone,1521549990107107328,"Wordle 318 2/6

🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,136104129,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:21.000Z,,,,,
1521549988018405378,Twitter for Android,everyone,1521549988018405378,"Wordle (ES)  #117 4/6

⬜🟩⬜⬜⬜
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ifEG1VYL9x",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3404460875,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:20.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ifEG1VYL9x', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,{'place_id': '8c86b8b4cb716103'},
1521549987280216064,Twitter Web App,everyone,1521549987280216064,"Wordle 318 4/6

⬜⬜⬜🟨⬜
🟨⬜⬜⬜⬜
🟩⬜🟨⬜🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1303355231711920130,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:20.000Z,,,,,
1521549987230150656,Twitter for iPhone,everyone,1521549711605321728,"Wordle 319 2/6

⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩

😀",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2253519463,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:20.000Z,,2253519463,"[{'type': 'replied_to', 'id': '1521549711605321728'}]",,
1521549983232987136,Twitter for Android,everyone,1521549983232987136,"ポケモンWordle 4/10

⬛🟨⬛🟨⬛
⬛⬛🟨⬛🟨
⬛⬛⬛🟩⬜
🟩🟩🟩🟩🟩

https://t.co/WSvbeVR9wa
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,704320035582406656,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-03T17:59:19.000Z,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/WSvbeVR9wa', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}",,,,
1521549978258259969,Twitter for Android,everyone,1521549978258259969,"Is a win really a win if you tried to outsmart #Wordle by using a Scottish term that only demonstrated your hubris?
#Wordle318  5/6

🟨⬛🟩⬛⬛
⬛🟨🟩🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,84059576,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:18.000Z,"{'hashtags': [{'start': 47, 'end': 54, 'tag': 'Wordle'}, {'start': 116, 'end': 126, 'tag': 'Wordle318'}]}",,,,
1521549977285238787,Twitter for Android,everyone,1521549977285238787,"Wordle 318 6/6

⬜⬜⬜🟨⬜
🟨⬜🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1242537909363884035,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:18.000Z,,,,,
1521549974802153473,Twitter Web App,everyone,1521549974802153473,"Wordle Científico #51 4/6

⬛⬛⬛⬛⬛⬛⬛
⬛⬛⬛🟨🟨⬛🟩
⬛🟩🟨⬛⬛🟩🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/hYOLnfBf8G",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,938206365448781825,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:17.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/hYOLnfBf8G', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",,,,
1521549972356927489,Twitter Web App,everyone,1521549972356927489,"Wordle (ES)  #117 6/6

⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/A9K5U7zkPA",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,938206365448781825,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:17.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/A9K5U7zkPA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521549971773743104,Twitter for Android,everyone,1521549971773743104,"Wordle 318 5/6

🟨⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1226865813757427713,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:16.000Z,,,,,
1521549968733274112,Twitter for Android,everyone,1521549968733274112,"凡ミスが続いた

Wordle 319 5/6*

⬛🟨⬛⬛⬛
🟨⬛⬛🟨⬛
⬛🟨🟩🟨⬛
⬛⬛🟩🟨🟨
🟩🟩🟩🟩🟩",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,14659197,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:16.000Z,,,,,
1521549968552886274,Twitter for Android,everyone,1521549968552886274,"Wordle 319 4/6

🟩⬜🟩🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 https://t.co/FqK4L01isa",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3751877063,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:16.000Z,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/FqK4L01isa', 'expanded_url': 'https://twitter.com/oceanmoonskies/status/1521179368298807296', 'display_url': 'twitter.com/oceanmoonskies…'}]}",,"[{'type': 'quoted', 'id': '1521179368298807296'}]",,
1521549968116490240,Twitter for Android,everyone,1521549968116490240,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/9J6aGEazKw",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,114232750,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:16.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/9J6aGEazKw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521549967227330563,Twitter for Android,everyone,1521549967227330563,"Wordle 318 3/6

⬜🟨🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2324291596,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:15.000Z,,,,,
1521549963565568000,Twitter Web App,everyone,1521549963565568000,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,15061519,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:15.000Z,,,,,
1521549962349359106,Twitter for iPhone,everyone,1521549962349359106,"Wordle 318 4/6

⬛🟩⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩

🥹✌🏼",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1123268694,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:14.000Z,,,,,
1521549961342726146,Twitter for iPhone,everyone,1521549961342726146,"Wordle 318 5/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2933889664,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:14.000Z,,,,,
1521549957328560133,Twitter for iPhone,everyone,1521549957328560133,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,460275154,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:13.000Z,,,,,
1521549956850634753,Twitter for Android,everyone,1521549956850634753,"Wordle 318 6/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛🟩
🟩⬛🟨⬛🟩
🟩⬛⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

LOOL",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1077641715857666048,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:13.000Z,,,,,
1521549910801367040,Twitter for iPhone,everyone,1521549910801367040,"Wordle 318 6/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩. Whew",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,977589519804518400,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T17:59:02.000Z,,,,,
