id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,attachments,entities,geo
1521702504672612352,2022-05-04T04:05:23.000Z,everyone,1496789564203024386,False,"@Emmanue1611 @j_auday @fremdersc Wordle (ES)  #118 3/6

🟨⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩

https://t.co/PfDsSsBuFx",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",487481338,en,"[{'type': 'replied_to', 'id': '1521452551228563456'}]",136150365,,"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/PfDsSsBuFx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'Emmanue1611', 'id': '136150365'}, {'start': 13, 'end': 21, 'username': 'j_auday', 'id': '275559930'}, {'start': 22, 'end': 32, 'username': 'fremdersc', 'id': '929038782'}]}",
1521702503989059584,2022-05-04T04:05:23.000Z,everyone,1521702503989059584,False,"Wordle 319 5/6

🟨⬛⬛⬛⬛
⬛⬛🟩⬛⬛
🟨🟩🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4520901639,en,,,,,
1521702499945746432,2022-05-04T04:05:22.000Z,everyone,1521702499945746432,False,"Wordle 319 3/6

⬛⬛⬛⬛🟨
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1714107948,en,,,,,
1521702498326695936,2022-05-04T04:05:22.000Z,everyone,1521702498326695936,False,"Wordle 319 4/6

🟩⬜🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",154703028,en,,,,,
1521702498129563650,2022-05-04T04:05:22.000Z,everyone,1521702498129563650,False,"BOOM and F The Penguins

Wordle 319 2/6

⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1520394439998410753', 'name': 'Penguins at Rangers'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '829003678765821984', 'name': 'Hockey'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '829003697749258240', 'name': 'NHL', 'description': 'Photo via @GettyImages'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1520394439998410753', 'name': 'Penguins at Rangers'}}, {'domain': {'id': '68', 'name': 'Hockey Game', 'description': 'Sports Event specific to Hockey games'}, 'entity': {'id': '1520394439998410753', 'name': 'Penguins at Rangers'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19260292,en,,,,,
1521702494157656065,2022-05-04T04:05:21.000Z,everyone,1521702494157656065,False,"Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",28664803,en,,,,,
1521702492815376384,2022-05-04T04:05:20.000Z,everyone,1521702492815376384,False,"Wordle 319 3/6

⬛⬛🟩⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",55551574,en,,,,,
1521702487551619072,2022-05-04T04:05:19.000Z,everyone,1521702487551619072,False,"Wordle 319 2/6

⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",373304971,en,,,,,
1521702485861322752,2022-05-04T04:05:19.000Z,everyone,1521702485861322752,False,"Wordle 319 6/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",70264892,en,,,,,
1521702483969650689,2022-05-04T04:05:18.000Z,everyone,1521702483969650689,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1067817740197609479,en,,,,,
1521702482786885633,2022-05-04T04:05:18.000Z,everyone,1510120885151322113,False,"Wordle 319 3/6*

🟩🟨🟨⬛⬛
🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩 https://t.co/fj9x6l9gvT",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",15105138,en,"[{'type': 'replied_to', 'id': '1521346599171022852'}]",15105138,{'media_keys': ['16_1521702476864540674']},"{'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/fj9x6l9gvT', 'expanded_url': 'https://twitter.com/allisoncc/status/1521702482786885633/photo/1', 'display_url': 'pic.twitter.com/fj9x6l9gvT', 'media_key': '16_1521702476864540674'}]}",
1521702481784455174,2022-05-04T04:05:18.000Z,everyone,1521702481784455174,False,"Wordle 319 2/6

🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩

😁😁😁😁😁",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1020499590192205830,en,,,,,
1521702480765149186,2022-05-04T04:05:17.000Z,everyone,1521702480765149186,False,"Wordle 319 4/6

🟨⬜🟨⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩

4 liner day",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3294291206,en,,,,,
1521702477904887810,2022-05-04T04:05:17.000Z,everyone,1521702477904887810,False,"Wordle 319 2/6

🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1357325502172725253,en,,,,,
1521702469239296003,2022-05-04T04:05:15.000Z,everyone,1521702469239296003,False,"Wordle 319 4/6

⬛🟩⬛🟨⬛
⬛🟩🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",328780488,en,,,,,
1521702465069993986,2022-05-04T04:05:14.000Z,everyone,1521702465069993986,False,"Wordle 319 2/6

🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩

*DAMN IT FEELS GOOD TO BE A GANGSTER*",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1094853677431574530,en,,,,,
1521702445449162752,2022-05-04T04:05:09.000Z,everyone,1521702445449162752,False,"Wordle 319 4/6

⬛🟨🟨🟨⬛
⬛🟩⬛🟨🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",420004112,en,,,,,
1521702443809132545,2022-05-04T04:05:09.000Z,everyone,1521702443809132545,False,"Wordle 319 3/6

🟩⬜🟩⬜⬜
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1544229020,en,,,,,
1521702443754655744,2022-05-04T04:05:09.000Z,everyone,1521702443754655744,False,"Wordle 319 5/6

⬜⬜🟩⬜🟨
⬜🟩🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",14728359,en,,,,,
1521702439359074304,2022-05-04T04:05:08.000Z,everyone,1521702439359074304,False,"Wordle 319 3/6

🟨⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",183427311,en,,,,,
1521702437026947074,2022-05-04T04:05:07.000Z,everyone,1521702437026947074,False,"Wordle Tildes #65 3/6

🟩⬜⬜⬜🟩⬜⬜
🟩⬜🟨⬜🟨🟨⬜
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/sAFYVoBWdT",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1438822656124596225,en,,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/sAFYVoBWdT', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",
1521702435579998208,2022-05-04T04:05:07.000Z,everyone,1492180168840036353,False,"Enstarsdle 86 4/4

⬜⬜🟨⬜⬜⬜⬜🟩
🟨🟩⬜⬜🟨⬜🟨🟩
🟨🟩⬜⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩🟩🟩🟩

https://t.co/PtWV9BV2Dp #Enstarsdle",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,1294062429593382915,en,"[{'type': 'replied_to', 'id': '1521060840086118401'}]",1294062429593382915,,"{'hashtags': [{'start': 80, 'end': 91, 'tag': 'Enstarsdle'}], 'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/PtWV9BV2Dp', 'expanded_url': 'https://wordle.yuukun.dev', 'display_url': 'wordle.yuukun.dev'}]}",
1521702431771475968,2022-05-04T04:05:06.000Z,everyone,1511032000114835468,False,"ぎりぎり
Wordle 319 6/6*

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛⬛🟩⬛
🟩🟨⬛🟩⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",871129992,ja,"[{'type': 'replied_to', 'id': '1521477783574175745'}]",871129992,,,
1521702430337122305,2022-05-04T04:05:05.000Z,everyone,1521702430337122305,False,"Wordle 319 3/6
basil
🟨⬛⬛🟩⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",766146254,en,,,,,
1521702418676953088,2022-05-04T04:05:03.000Z,everyone,1521702418676953088,False,"Wordle 319 4/6

🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

nice and easy :)",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1413610494376689664,en,,,,,
1521702417208807424,2022-05-04T04:05:02.000Z,mentionedUsers,1521702417208807424,False,"Wordle (ES)  #118 3/6

⬜⬜🟨🟨🟩
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/45su9eRLH5",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1493788364943904769,en,,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/45su9eRLH5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",
1521702415690465280,2022-05-04T04:05:02.000Z,everyone,1521702415690465280,False,"Wordle (ES)  #118 3/6

🟩🟩⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/9SkkiTF25R",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",118804685,en,,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/9SkkiTF25R', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",
1521702415225008128,2022-05-04T04:05:02.000Z,everyone,1521702147288715264,False,"Wordle 319 4/6

⬛⬛🟩🟨⬛
⬛🟨🟨⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",888467798367678465,en,"[{'type': 'replied_to', 'id': '1521702147288715264'}]",888467798367678465,,,
1521702407847219208,2022-05-04T04:05:00.000Z,everyone,1521702407847219208,False,"Wordle 319 5/6*

⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1298632039839731715,en,,,,,
1521702399638913024,2022-05-04T04:04:58.000Z,everyone,1521702399638913024,False,"The force was with me :)
Wordle 319 4/6

⬛⬛🟨⬛⬛
🟨⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1387491535755821060,en,,,,,
