id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,attachments,entities,referenced_tweets,in_reply_to_user_id,geo
1522100998793216003,2022-05-05T06:28:52.000Z,everyone,1522100998793216003,False,"Wordle 320 5/6

⬜🟨⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",142794839,en,,,,,
1522100998541565952,2022-05-05T06:28:51.000Z,everyone,1522100998541565952,False,"Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛⬛🟨🟨🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

Hint: It's not BONER. https://t.co/vRoffQOEYh",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",756024458754727937,en,{'media_keys': ['16_1522100992925384704']},"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/vRoffQOEYh', 'expanded_url': 'https://twitter.com/anxiousgiant/status/1522100998541565952/photo/1', 'display_url': 'pic.twitter.com/vRoffQOEYh', 'media_key': '16_1522100992925384704'}]}",,,
1522100994351501312,2022-05-05T06:28:50.000Z,everyone,1522100994351501312,False,"Paso a paso
Wordle (ES)  #119 5/6

⬜🟨⬜⬜🟨
⬜🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ct5WWs38dK",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",422136736,en,,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/ct5WWs38dK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1522100983106523137,2022-05-05T06:28:48.000Z,everyone,1522100983106523137,False,"Con lo bien que empezé, y cómo me lié. 😅😂
Wordle (ES)  #119 4/6

⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Voadkv7YAT",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",433587087,es,,"{'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/Voadkv7YAT', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1522100981869076481,2022-05-05T06:28:48.000Z,everyone,1522100981869076481,False,"ポケモンWordle 7/10

⬛⬛🟩⬛⬛  ⬛🟨🟩⬛⬛
⬛⬛🟩⬛⬛  🟩🟩🟩🟩🟩
⬛⬛🟩⬛⬛
⬛🟨⬛⬛⬛
🟨⬛⬛⬛⬛

https://t.co/6g1SOdMb5o
 #ポケモンWordle",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",87462004,ja,,"{'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/6g1SOdMb5o', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,,
1522100970297065474,2022-05-05T06:28:45.000Z,everyone,1522071258007056384,False,"@Brenttmail @LiaCdn Wordle 320 5/6

⬜⬜⬜🟨🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Same sentiment @Brenttmail",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",417756468,en,,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Brenttmail', 'id': '3220888531'}, {'start': 12, 'end': 19, 'username': 'LiaCdn', 'id': '3463666396'}, {'start': 81, 'end': 92, 'username': 'Brenttmail', 'id': '3220888531'}]}","[{'type': 'replied_to', 'id': '1522093355705982979'}]",3220888531,
1522100968799805445,2022-05-05T06:28:44.000Z,everyone,1522100968799805445,False,"Wordle 320 X/6

⬜🟨🟨⬜🟨
⬜🟨⬜🟨🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
!!!!!!!!!!!",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",262303890,en,,,,,
1522100968032456704,2022-05-05T06:28:44.000Z,everyone,1522100968032456704,False,"Wordle 320 4/6

⬛⬛⬛🟨⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

なんでや",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1451849376003887105,ja,,,,,
1522100966178189313,2022-05-05T06:28:44.000Z,everyone,1522100966178189313,False,"Wordle 320 6/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",565997533,en,,,,,
1522100963112374272,2022-05-05T06:28:43.000Z,everyone,1522100963112374272,False,"Wordle 320 4/6

⬜🟩⬜🟨🟨
🟨🟩⬜🟩⬜
🟨🟩🟩🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19492334,en,,,,,
