id,text,author_id,source,possibly_sensitive,entities,context_annotations,lang,created_at,conversation_id,public_metrics,reply_settings,in_reply_to_user_id,referenced_tweets,attachments,geo
1521524349299474432,"Wordle 319 5/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",93660860,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:28.000Z,1521524349299474432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521524345461297156,"Wordle 318 3/6
Nice
⬛⬛⬛🟩⬛
🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩",3256203386,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:27.000Z,1521524345461297156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524340709335047,"Le Mot (@WordleFR) #114 5/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛🟩
🟩🟩⬛🟨🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

https://t.co/kVytg0RENv",181853199,Twitter Web App,False,"{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/kVytg0RENv', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",fr,2022-05-03T16:17:26.000Z,1521524340709335047,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524331339128832,"Wordle 319 5/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1481279308543180803,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:23.000Z,1503562412145868802,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,1481279308543180803,"[{'type': 'replied_to', 'id': '1521505922173923328'}]",,
1521524327761387520,"Katapat 102 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Wordle 319 3/6

⬜🟨🟨⬜⬜
⬜🟩🟩🟨🟨
🟩🟩🟩🟩🟩",2343287149,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:22.000Z,1521524327761387520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524321638043650,"Wordle 319 5/6

⬛🟨⬛🟨⬛
🟩⬛⬛🟨⬛
🟩🟨🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",122589881,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:21.000Z,1521524321638043650,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524319117258759,"Wordle 319 4/6

🟩⬛🟨🟨⬛
🟩🟨🟨⬛⬛
🟩🟨⬛🟩🟩
🟩🟩🟩🟩🟩",38622199,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:20.000Z,1521524319117258759,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,,,,
1521524298447527937,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟩
⬛🟩🟩⬛🟩
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/buK29DnTGz",929614414369697794,Twitter for Android,False,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/buK29DnTGz', 'expanded_url': 'https://twitter.com/ScrewyClassic/status/1521524298447527937/video/1', 'display_url': 'pic.twitter.com/buK29DnTGz', 'media_key': '7_1521524266570768386'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:15.000Z,1521524298447527937,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",everyone,,,{'media_keys': ['7_1521524266570768386']},
1521524287538008064,"Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩",1640934674,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:13.000Z,1521524287538008064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524284727848960,"Wordle 319 2/6*

⬛🟨⬛🟨⬛
🟩🟩🟩🟩🟩

おお！今日はいい日になりそう😆",14820112,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T16:17:12.000Z,1521524284727848960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,,,,
1521524271457050625,"Wordle 318 3/6

🟨⬜🟩⬜⬜
⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩",1466310173215973379,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:09.000Z,1521524271457050625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524238142025728,"Wordle 319 3/6

🟨⬛⬛🟩⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",1163170066784931840,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:17:01.000Z,1521524238142025728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524236057456640,"ポケモンWordle 5/10

⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/hKgQvjvn4M
 #ポケモンWordle",860811768632811520,Twitter for Android,False,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/hKgQvjvn4M', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",ja,2022-05-03T16:17:01.000Z,1521524236057456640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524235499278336,"Wordle 319 4/6

🟩⬜🟩🟨⬜
⬜⬜⬜⬜⬜
⬜🟩🟨🟨🟨
🟩🟩🟩🟩🟩

二手目をもう少し詰めるべきだった",59825409,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T16:17:00.000Z,1521524235499278336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524225114181632,"Wordle (ES)  #117 6/6

⬜⬜⬜⬜⬜
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/n7VpuIBXMS hoy creo que perdía el invicto! Pero no!!! Que palabra de mierda loco!",634032531,Twitter for iPhone,False,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/n7VpuIBXMS', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-03T16:16:58.000Z,1521524225114181632,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524224594219012,"Wordle 318 6/6

⬜🟨🟨⬜⬜
🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
⬜⬜🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",323427947,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:58.000Z,1521524224594219012,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524223776559105,"Wordle 318 6/6

⬛🟨⬛⬛⬛
⬛⬛⬛🟨🟨
🟨🟩⬛🟨⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",162878964,TweetDeck,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:58.000Z,1521524223776559105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524219259101184,"Wordle 318 4/6

🟨⬜🟨⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",565933917,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:57.000Z,1521524219259101184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524209922363392,"ワードスナイプ / 日本語Wordle https://t.co/FH5heMjbBf
 No. 504
⬜⬜🟧🟨
🟧⬜⬜🟨
🟧🟧⬜⬜
⬜⬜🟧🟧
🟩⬜🟧⬜
🟩⬜⬜🟧
🟩🟩⬜🟩
🟩🟩🟩🟩",1107628672091975681,Twitter Web App,False,"{'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/FH5heMjbBf', 'expanded_url': 'http://inertia-yehu.github.io/wordsnipe', 'display_url': 'inertia-yehu.github.io/wordsnipe'}]}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10046397689', 'name': '仮面ライダーエグゼイド'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T16:16:54.000Z,1521524209922363392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521524208018538496,"Wordle 319 4/6

⬜⬜🟩🟨⬜
🟨⬜🟩⬜🟨
🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",1246723681209823234,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:54.000Z,1521524208018538496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,
1521524195179388934,"Wordle 319 6/6

🟨⬜⬜🟩⬜
🟨🟨🟨⬜🟨
⬜⬜⬜⬜⬜
🟨🟨🟨🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1216016078284804096,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:51.000Z,1521524195179388934,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524194336509952,"@willyosullivan Wordle 318 3/6

⬜⬜🟨🟩⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩",19567280,Twitter for iPhone,False,"{'mentions': [{'start': 0, 'end': 15, 'username': 'willyosullivan', 'id': '39939315'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:51.000Z,1521488546787475464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,39939315,"[{'type': 'replied_to', 'id': '1521488546787475464'}]",,
1521524188137279488,"Wordle 318 5/6

⬛🟨⬛⬛⬛
🟨🟨🟨⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",374038694,Twitter for iPad,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:49.000Z,1521524188137279488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524186086141952,"Wordle 318 5/6

🟨🟨🟩⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1324144560,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:49.000Z,1521524186086141952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524182684733442,"Wordle (ES)  #117 6/6

⬜⬜⬜⬜🟩
⬜🟨🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Q5B7wV2soy",1520055596455763968,Twitter for Android,False,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Q5B7wV2soy', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:48.000Z,1521524182684733442,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524176485376000,"Wordle 319 6/6

⬛⬛🟩🟨⬛
🟨⬛🟩⬛⬛
⬛⬛🟩🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",826356190791684097,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:46.000Z,1521524176485376000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524173688160257,"Wordle 319 5/6

⬜⬜🟨🟨🟨
🟨🟨🟨⬜⬜
🟩🟨⬜🟨🟩
🟩🟨⬜🟩🟩
🟩🟩🟩🟩🟩
カラフル🥳",198197552,Twitter for Android,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-03T16:16:46.000Z,1521524173688160257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
1521524162682007552,"Wordle 318 3/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",41977153,Twitter for iPhone,False,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-03T16:16:43.000Z,1521524162682007552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,
