id,conversation_id,reply_settings,lang,possibly_sensitive,source,public_metrics,text,context_annotations,author_id,created_at,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521087139789815809,1521087139789815809,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Splendid
Wordle 317 4/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟨🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3861139198,2022-05-02T11:20:09.000Z,,,,,
1521087136614727681,1521087136614727681,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

⬛🟨⬛🟨⬛
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1963850528,2022-05-02T11:20:08.000Z,,,,,
1521087136363163650,1521087136363163650,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

⬜⬜⬜⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2742161,2022-05-02T11:20:08.000Z,,,,,
1521087132974170112,1521087132974170112,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 5/6

⬜⬜⬜🟩⬜
⬜⬜🟨🟩⬜
🟩⬜⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/TtdHUiTEKc","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4579030036,2022-05-02T11:20:07.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/TtdHUiTEKc', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521087130277191680,1521014574727811072,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@IgorTheRed Wordle 317 4/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",485203054,2022-05-02T11:20:06.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'IgorTheRed', 'id': '21757384'}]}","[{'type': 'replied_to', 'id': '1521014574727811072'}]",21757384,,
1521087120449806337,1521087120449806337,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 3/6

🟩⬛⬛⬛🟩
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",153182221,2022-05-02T11:20:04.000Z,,,,,
1521087115412619269,1521087115412619269,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","🤬
Wordle 317 4/6*

🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",170331471,2022-05-02T11:20:03.000Z,,,,,
1521087104071077888,1521087104071077888,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 4/6

⬜🟨🟨⬜⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",61073769,2022-05-02T11:20:00.000Z,,,,,
1521087102405988353,1521087102405988353,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 317 3/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩3 for Bank holiday Monday 😀","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",56971319,2022-05-02T11:20:00.000Z,,,,,
1521087101504307200,1500808730832683010,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","7️⃣6️⃣

Wordle 317 5/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟨
🟩⬜🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 https://t.co/gJ4VGbeIPa","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",188187633,2022-05-02T11:20:00.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/gJ4VGbeIPa', 'expanded_url': 'https://twitter.com/keckjm2/status/1521087101504307200/photo/1', 'display_url': 'pic.twitter.com/gJ4VGbeIPa', 'media_key': '16_1521087096248836101'}]}","[{'type': 'replied_to', 'id': '1520743351020138496'}]",188187633,{'media_keys': ['16_1521087096248836101']},
1521087098299768832,1521087098299768832,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

🟨⬛⬛⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩⬛🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",81244175,2022-05-02T11:19:59.000Z,,,,,
1521087093904183298,1521080577973268480,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DominicMiller1 Wordle 317 3/6

⬜🟨🟩🟨⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",81855731,2022-05-02T11:19:58.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'DominicMiller1', 'id': '88141953'}]}","[{'type': 'replied_to', 'id': '1521080577973268480'}]",88141953,,
1521087085821669376,1521087085821669376,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","Wordle 317 3/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3318002388,2022-05-02T11:19:56.000Z,,,,,
1521087085020647425,1521087085020647425,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 317 3/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",199945787,2022-05-02T11:19:56.000Z,,,,,
1521087081291960321,1521087081291960321,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle personalizado 4/6

🟩⬜⬜⬜🟩
⬜⬜⬜🟨⬜
⬜🟨⬜⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/4J5JuRn0ar  NICE !!! Lindo !","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1489310660773257216,2022-05-02T11:19:55.000Z,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/4J5JuRn0ar', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX1%2FB3NH03GIcbRlADPctWqjWOcegyMNVU4M%3D&t=false', 'display_url': 'wordle.danielfrg.com/personalizada/…'}]}",,,,
1521087076825014274,1521087076825014274,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

🟨🟨⬜⬜⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1153725338498797568,2022-05-02T11:19:54.000Z,,,,,
1521087076774653954,1521087076774653954,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

⬛⬛⬛⬛⬛
🟩⬛🟩⬛⬛
🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1477724673995595785,2022-05-02T11:19:54.000Z,,,,,
1521087075948408837,1521087075948408837,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",291278926,2022-05-02T11:19:53.000Z,,,,,
1521087067236749312,1521087067236749312,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

🟩⬜⬜⬜⬜
⬜⬜⬜🟨🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",484710898,2022-05-02T11:19:51.000Z,,,,,
1521087065643008001,1521087065643008001,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

🟩⬜🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",733199166,2022-05-02T11:19:51.000Z,,,,,
1521087059607359492,1521087059607359492,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬛🟨⬛⬛⬛
🟩⬛⬛🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",26642608,2022-05-02T11:19:50.000Z,,,,,
1521087059267506176,1521087059267506176,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 4/6

🟩🟨⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/1J3UoSDRPj","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",297972189,2022-05-02T11:19:50.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/1J3UoSDRPj', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521087056314728448,1521087056314728448,everyone,en,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬜⬜⬜⬜🟨
⬜⬜⬜⬜🟩
🟨🟨⬜⬜🟩
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",84875110,2022-05-02T11:19:49.000Z,,,,,
1521087056243732485,1521087056243732485,everyone,en,False,Flamingo for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

🟨⬛⬛🟨⬛
🟩🟨⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",130609129,2022-05-02T11:19:49.000Z,,,,,
1521087048546926592,1521087048546926592,everyone,fr,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Le Mot (@WordleFR) #113 5/6

⬛🟨⬛⬛⬛
⬛⬛🟨⬛🟩
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/Tu6qSSnG51","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",233509776,2022-05-02T11:19:47.000Z,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Tu6qSSnG51', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,,
1521087048534401024,1521087048534401024,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

🟩⬜⬜⬜🟨
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",565626273,2022-05-02T11:19:47.000Z,,,,,
1521087039462158342,1521087039462158342,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 317 6/6

⬛⬛🟨⬛🟨
🟨🟨⬛⬛⬛
🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩dat was close","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",698940498711547905,2022-05-02T11:19:45.000Z,,,,,
1521087037838962688,1521087037838962688,everyone,und,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}","#Wordle 317 5/6

⬛⬛🟨🟨⬛
🟨🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 https://t.co/SnXdDf035Z","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",317402897,2022-05-02T11:19:44.000Z,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/SnXdDf035Z', 'expanded_url': 'https://twitter.com/alimcfadzen/status/1520709514395369472', 'display_url': 'twitter.com/alimcfadzen/st…'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}","[{'type': 'quoted', 'id': '1520709514395369472'}]",,,
1521087030129795073,1521087030129795073,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

🟨⬜⬜⬜⬜
⬜⬜🟩⬜🟨
⬜⬜🟩🟨🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",830227435,2022-05-02T11:19:43.000Z,,,,,
1521087025331544064,1479439762440212485,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6*

⬜🟨🟨⬜⬜
🟨🟨⬜⬜⬜
🟩⬜⬜🟨🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
Managed to win the coin flip today","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",135959101,2022-05-02T11:19:41.000Z,,"[{'type': 'replied_to', 'id': '1520744564625182726'}]",135959101,,
1521087020315074561,1521087020315074561,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle (ES)  #116 4/6

⬜🟩🟨⬜🟨
⬜🟩⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/eRs8Q2XsnF","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",286865084,2022-05-02T11:19:40.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/eRs8Q2XsnF', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521087010332717056,1521087010332717056,everyone,en,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 5/6

The hurt 😭

⬛⬛🟨🟨⬛
🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1013582817228414976,2022-05-02T11:19:38.000Z,,,,,
1521087008944312325,1521087008944312325,everyone,en,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 📚","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",280513074,2022-05-02T11:19:38.000Z,,,,,
