id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,geo,referenced_tweets,in_reply_to_user_id,attachments
1521733306643058688,2022-05-04T06:07:47.000Z,everyone,1521733306643058688,False,"Wordle (ES) #118 4/6

🟩⬜🟨⬜🟩 
🟩⬜⬜🟨🟩 
🟩🟩⬜⬜🟩 
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1284857773956759552,en,,,,
1521733300108378113,2022-05-04T06:07:45.000Z,everyone,1521733300108378113,False,"Wordle 319 3/6

🟨⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4845459551,en,,,,
1521733300087369728,2022-05-04T06:07:45.000Z,everyone,1521733300087369728,False,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",220651827,en,,,,
1521733298728448000,2022-05-04T06:07:45.000Z,everyone,1521733298728448000,False,"Wordle (ES)  #118 3/6

⬜⬜🟨⬜🟨
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/geLmmq03Zm","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/geLmmq03Zm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",838185151,en,,,,
1521733292994740225,2022-05-04T06:07:44.000Z,everyone,1521733292994740225,False,"Wordle 319 3/6

🟨⬛🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",133911668,en,,,,
1521733260593840130,2022-05-04T06:07:36.000Z,everyone,1521733260593840130,True,"Wordle (ES)  #118 6/6

🟨⬜⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Ctg0AlnYTR","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Ctg0AlnYTR', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1422213792419700743,en,,,,
1521733257624276992,2022-05-04T06:07:35.000Z,everyone,1521733257624276992,False,"Wordle 319 3/6

🟨⬜🟩⬜⬜
⬜🟨🟩🟨⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",86085887,en,,,,
1521733255787073536,2022-05-04T06:07:35.000Z,everyone,1480783284489670656,False,"Wordle 319 5/6*

⬛⬛⬛⬛🟨
🟨🟨⬛🟩⬛
🟨🟩🟨🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",896345018,en,,"[{'type': 'replied_to', 'id': '1521400270445588483'}]",896345018,
1521733219858714626,2022-05-04T06:07:26.000Z,everyone,1521733219858714626,False,"Wordle (ES)  #118 4/6

⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/uyoH7xQ7Zo","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/uyoH7xQ7Zo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1023608847133536256,en,,,,
1521733218529169409,2022-05-04T06:07:26.000Z,everyone,1521733218529169409,True,"Wordle (ES)  #118 3/6

⬜🟩🟨⬜🟩
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/xprnSmjoFW","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/xprnSmjoFW', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1138742097685729280,en,,,,
1521733203488350209,2022-05-04T06:07:22.000Z,everyone,1521733203488350209,False,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛🟨🟩🟩🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",94086255,en,,,,
1521733171263508480,2022-05-04T06:07:15.000Z,everyone,1521733171263508480,False,"Seguimos  para bingo

Wordle (ES)  #118 3/6

⬜⬜🟨⬜⬜
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/sPnCxOTMhN","{'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/sPnCxOTMhN', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",294558536,es,,,,
1521733170210746368,2022-05-04T06:07:14.000Z,everyone,1521733170210746368,False,"🍀 

Wordle 319 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3121659333,en,,,,
1521733168600010753,2022-05-04T06:07:14.000Z,everyone,1521733168600010753,False,"RT @Raffi_RC: Wordle 318 5/6

⬜⬜⬜🟨⬜
⬜⬜⬜🟨🟨
⬜🟨🟨🟨⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩

🌟☕️☕️🌟🌷","{'mentions': [{'start': 3, 'end': 12, 'username': 'Raffi_RC', 'id': '268416076'}]}",Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1045369159578574850,en,,"[{'type': 'retweeted', 'id': '1521487703317094400'}]",,
1521733164753989633,2022-05-04T06:07:13.000Z,everyone,1521733164753989633,False,"Wordle 319 4/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩⬛🟨🟨
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1517719283295563777,en,,,,
1521733158567301120,2022-05-04T06:07:12.000Z,everyone,1521503860891738112,False,"@rclark68 Wordle guessed in 4/6!

⬜⬜⬜🟨🟩
🟨🟨⬜⬜🟩
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩
#mywordle","{'mentions': [{'start': 0, 'end': 9, 'username': 'rclark68', 'id': '299605296'}], 'hashtags': [{'start': 58, 'end': 67, 'tag': 'mywordle'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1496982499,en,,"[{'type': 'replied_to', 'id': '1521503860891738112'}]",299605296,
1521733155333496833,2022-05-04T06:07:11.000Z,everyone,1521733155333496833,False,"😁Wordle 319 3/6

⬜🟩⬜🟨⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",832976037189394432,en,,,,
1521733152611262469,2022-05-04T06:07:10.000Z,everyone,1493459952068792323,False,"Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟨⬜⬜
🟩🟨⬜🟩🟨
🟩🟩🟩🟩🟩
https://t.co/5AaLO0GwBU","{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/5AaLO0GwBU', 'expanded_url': 'https://www.nytimes.com/games/wordle/index.html', 'display_url': 'nytimes.com/games/wordle/i…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",864820338,en,,"[{'type': 'replied_to', 'id': '1521732678008987649'}]",864820338,
1521733139927810049,2022-05-04T06:07:07.000Z,everyone,1521733139927810049,False,"Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟨🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",822212670,en,,,,
1521733139114176512,2022-05-04T06:07:07.000Z,everyone,1521733139114176512,False,"Wordle (ES)  #118 4/6

⬜🟩🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/OHb7HRji5c","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/OHb7HRji5c', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",963400013073219587,en,,,,
1521733100589527040,2022-05-04T06:06:58.000Z,everyone,1521733100589527040,False,"Wordle (ES)  #118 5/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/aQVH589HDG","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/aQVH589HDG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",889302992,en,,,,
1521733089059573760,2022-05-04T06:06:55.000Z,everyone,1521733089059573760,False,"Wordle 319 4/6

⬜⬜⬜🟨⬜
🟩⬜🟨🟨⬜
🟩🟨⬜🟨🟩
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1076768797548105728,en,,,,
1521733088371429380,2022-05-04T06:06:55.000Z,everyone,1521733088371429380,False,"Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",31421196,en,,,,
1521733070520422400,2022-05-04T06:06:51.000Z,everyone,1521733070520422400,False,"Wordle 318 3/6

⬜⬜⬜⬜⬜
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1482511636539666434,en,,,,
1521733066087182337,2022-05-04T06:06:50.000Z,everyone,1521733066087182337,False,"!! Wordle 319 3/6

⬜🟩⬜⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",203976538,en,,,,
1521733064182878210,2022-05-04T06:06:49.000Z,everyone,1521733064182878210,False,"Wordle 319 4/6

⬛⬛🟨⬛⬛
⬛⬛🟩🟨🟨
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",327701462,en,,,,
1521733063595732992,2022-05-04T06:06:49.000Z,everyone,1521731372980834305,False,"@HinataFischkopp Hinatas Wördl 4/6

⬜⬜🟨🟨⬜
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/oyCFDoBKTt","{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/oyCFDoBKTt', 'expanded_url': 'http://wordle.at/+du/?Hinata/BBcpHp', 'display_url': 'wordle.at/+du/?Hinata/BB…'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'HinataFischkopp', 'id': '1068804572863438848'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1213566187386228736,de,,"[{'type': 'replied_to', 'id': '1521731372980834305'}]",1068804572863438848,
1521733061888516097,2022-05-04T06:06:49.000Z,everyone,1521733061888516097,False,"Wordle 319 4/6

⬛⬛🟩🟨⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/MdGFJwnIlx","{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/MdGFJwnIlx', 'expanded_url': 'https://twitter.com/mintjpegs/status/1521733061888516097/photo/1', 'display_url': 'pic.twitter.com/MdGFJwnIlx', 'media_key': '16_1521733054888259584'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1395575581597601794,en,,,,{'media_keys': ['16_1521733054888259584']}
1521733053881667584,2022-05-04T06:06:47.000Z,everyone,1521733053881667584,False,"Wordle 319 X/6

🟨⬜🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜failure too many options",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",860475075748921346,en,,,,
1521733049196716033,2022-05-04T06:06:46.000Z,everyone,1521733049196716033,False,"Wordle 319 5/6

🟨⬛⬛⬛🟨
🟨⬛🟩⬛⬛
⬛⬛🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1461217872,en,,,,
1521733049033048065,2022-05-04T06:06:45.000Z,everyone,1521733049033048065,False,"Wordle (ES)  #118 3/6

⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/OYqb1DQ90Q","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/OYqb1DQ90Q', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4703247680,en,,,,
1521733036735225856,2022-05-04T06:06:43.000Z,everyone,1521733036735225856,False,"RT @vmayo72: Wordle (ES)  #117 6/6

⬜⬜⬜⬜🟩
🟨🟨⬜⬜🟩
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/DhiRYpOryS","{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/DhiRYpOryS', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'vmayo72', 'id': '1581904368'}]}",Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",334493728,en,,"[{'type': 'retweeted', 'id': '1521672857117364224'}]",,
1521733018293084160,2022-05-04T06:06:38.000Z,everyone,1521733018293084160,False,"Wordle (ES)  #118 5/6

⬜⬜🟨🟩⬜
⬜⬜🟨🟩⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/oJCukg4JnD","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/oJCukg4JnD', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1006110502043471872,en,,,,
1521733015738662913,2022-05-04T06:06:38.000Z,everyone,1521733015738662913,False,"Wordle Científico #52 5/6

⬜⬜⬜⬜🟨
🟨⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/ifnVQsE6bO","{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/ifnVQsE6bO', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",360002014,es,,,,
1521733011414257664,2022-05-04T06:06:37.000Z,everyone,1521733011414257664,False,"Wordle 319 4/6

🟨🟨⬜⬜⬜
🟨⬜⬜🟩⬜
🟩🟨⬜🟩🟨
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",828818052892422148,en,,,,
1521733010504445954,2022-05-04T06:06:36.000Z,everyone,1521733010504445954,False,"Back in the saddle.

Wordle 319 3/6

⬜🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",862077942,en,,,,
1521733001981444096,2022-05-04T06:06:34.000Z,everyone,1521731925559418880,False,"@RwellsWells Same. Are we both spotters? Haha 

Wordle 319 2/6

⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 12, 'username': 'RwellsWells', 'id': '331622540'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",53116513,en,,"[{'type': 'replied_to', 'id': '1521731925559418880'}]",331622540,
1521733001264222208,2022-05-04T06:06:34.000Z,everyone,1521733001264222208,False,"Wordle 319 3/6

🟨🟨⬜🟩⬜
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",340185794,en,,,,
1521732998068060163,2022-05-04T06:06:33.000Z,everyone,1521732998068060163,False,"Wordle Científico #52 5/6

🟨⬜⬜⬜⬜
🟨🟨⬜⬜🟩
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Pxb1ZKeNoD","{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/Pxb1ZKeNoD', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1103932752,es,,,,
