id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,geo,referenced_tweets,in_reply_to_user_id,attachments
1521736471266344961,2022-05-04T06:20:21.000Z,everyone,1484466588485140482,False,"Wordle (ES)  #118 4/6

⬜🟨🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/hDDiZe0VQ6","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/hDDiZe0VQ6', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",769033609697165312,en,,"[{'type': 'replied_to', 'id': '1521368768223526912'}]",769033609697165312,
1521736465973223425,2022-05-04T06:20:20.000Z,everyone,1521736465973223425,False,"Wordle 319 3/6

⬛🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1241926385901461510,en,,,,
1521736464152858624,2022-05-04T06:20:20.000Z,everyone,1521736464152858624,False,"#Wordle319  4/6 # My 99th day at Wordle , The time spent doing this came in handy today.

⬜🟩⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩 https://t.co/q6e3MFs1fi","{'annotations': [{'start': 33, 'end': 38, 'probability': 0.2763, 'type': 'Organization', 'normalized_text': 'Wordle'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle319'}], 'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/q6e3MFs1fi', 'expanded_url': 'https://twitter.com/TPDoody/status/1521736464152858624/photo/1', 'display_url': 'pic.twitter.com/q6e3MFs1fi', 'media_key': '3_1521736452710805504'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",365430695,en,,,,{'media_keys': ['3_1521736452710805504']}
1521736449921593346,2022-05-04T06:20:16.000Z,everyone,1521736449921593346,False,"Wordle (ES)  #118 4/6

🟨⬜🟨🟨⬜
⬜🟨🟨⬜🟩
🟨⬜⬜🟨🟩
🟩🟩🟩🟩🟩su 
 https://t.co/gIazPxH4j9","{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/gIazPxH4j9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",913110019717124097,en,,,,
1521736446075449345,2022-05-04T06:20:15.000Z,everyone,1521736446075449345,False,"Wordle 319 5/6

🟨⬛⬛🟩⬛
⬛🟨🟨🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1158423793079083009,en,,,,
1521736437552590849,2022-05-04T06:20:13.000Z,everyone,1521736437552590849,False,"Wordle (ES)  #118 3/6

⬜🟨⬜⬜⬜
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Avl9AFK5kb","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/Avl9AFK5kb', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",743462894512254976,en,{'place_id': 'f7e89e60ea52207c'},,,
1521736437128904705,2022-05-04T06:20:13.000Z,everyone,1521736437128904705,False,"Wordle (ES)  #118 3/6

⬜🟨⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2Okj7W1qXU","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/2Okj7W1qXU', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2505796920,en,,,,
1521736434994102272,2022-05-04T06:20:13.000Z,everyone,1521736434994102272,False,"Wordle (ES)  #118 5/6

⬜⬜⬜🟨🟨
🟨🟩⬜⬜⬜
⬜🟩🟨⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/vsWmRmJeJ7","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/vsWmRmJeJ7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",163027244,en,,,,
1521736431747670018,2022-05-04T06:20:12.000Z,everyone,1521736431747670018,False,"Wordle (ES)  #118 5/6

⬜🟩⬜⬜⬜
⬜🟩🟨⬜🟩
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/6lhpm6pbbI","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/6lhpm6pbbI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",32526233,en,,,,
1521736429516304384,2022-05-04T06:20:11.000Z,everyone,1521736429516304384,False,"Wordle 319 3/6

⬛⬛🟩⬛🟨
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",609491340,en,,,,
1521736427763118081,2022-05-04T06:20:11.000Z,everyone,1521736427763118081,False,"Wordle (ES)  #118 5/6

⬜🟨⬜⬜⬜
🟩⬜⬜🟨⬜
🟩🟨⬜⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/1DFNnXmDvI","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/1DFNnXmDvI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",166947697,en,,,,
1521736421744205825,2022-05-04T06:20:10.000Z,everyone,1521730064500539398,False,"@Lindehex Wördl 319 5/6 🔥1

🟨⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜⬜⬜🟨🟩
⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/cSQ4ndUYUN","{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/cSQ4ndUYUN', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'Lindehex', 'id': '2797715879'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1091090017311748096,de,,"[{'type': 'replied_to', 'id': '1521730064500539398'}]",2797715879,
1521736412315500544,2022-05-04T06:20:07.000Z,everyone,1521736412315500544,False,"#wordlematematico
Wordle personalizado 5/6

🟨⬜⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜⬜⬜
🟨⬜🟩⬜🟩⬜⬜
🟩⬜🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩🟩🟩

https://t.co/iI8eUoDUxb","{'hashtags': [{'start': 0, 'end': 17, 'tag': 'wordlematematico'}], 'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/iI8eUoDUxb', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX1%2FBSMRgs4edsodVhXeqcC6vb%2FX7odWFn0U%3D&t=true', 'display_url': 'wordle.danielfrg.com/personalizada/…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",735577895452741632,en,,,,
1521736405982011394,2022-05-04T06:20:06.000Z,everyone,1521736405982011394,False,"Better today ... 
Wordle 319 3/6

🟨⬜⬜⬜🟨
🟩⬜⬜🟩🟨
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",8976262,en,,,,
1521736395164954625,2022-05-04T06:20:03.000Z,everyone,1521736395164954625,False,"Wordle 319 2/6

⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",99747258,en,,,,
1521736390219911169,2022-05-04T06:20:02.000Z,everyone,1521736390219911169,False,"Wordle (ES)  #118 4/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/6KUVWTBHGu","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/6KUVWTBHGu', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1190354707321151488,en,,,,
1521736388936445953,2022-05-04T06:20:02.000Z,everyone,1521736388936445953,False,"Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",68969919,en,,,,
1521736385119543296,2022-05-04T06:20:01.000Z,everyone,1521736385119543296,False,"Le Mot (@WordleFR) #115 6/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨🟨
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩

https://t.co/t0WyqxAJnb","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/t0WyqxAJnb', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4652203995,fr,,,,
1521736381558448129,2022-05-04T06:20:00.000Z,everyone,1521736381558448129,False,"Wordle 319 6/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟨
🟨⬜⬜🟩⬜
⬜⬜🟨⬜⬜
⬜🟨🟨🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",132169531,en,,,,
1521736376500494337,2022-05-04T06:19:59.000Z,everyone,1521736376500494337,False,"単語は簡単だった

Wordle 319 6/6

🟨⬜🟨⬜⬜
🟨⬜⬜⬜⬜
⬜🟨🟨🟨🟨
🟨🟨🟨🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3097329277,ja,,,,
1521736371588763648,2022-05-04T06:19:58.000Z,everyone,1521736371588763648,False,"Wordle (ES)  #118 3/6
📏📐
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/OPcSY0gSI5","{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/OPcSY0gSI5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",423448303,en,,,,
1521736371475566597,2022-05-04T06:19:58.000Z,everyone,1521736371475566597,False,"Le Mot (@WordleFR) #115 3/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

https://t.co/oclXwPpeAv","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/oclXwPpeAv', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",581070678,fr,,,,
1521736367910359041,2022-05-04T06:19:57.000Z,everyone,1521736367910359041,False,"Wordle 319 5/6

⬜⬜⬜🟩🟨
⬜⬜🟩⬜⬜
⬜⬜⬜⬜⬜
⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",40949167,en,,,,
1521736367297945600,2022-05-04T06:19:57.000Z,everyone,1481214676864323584,False,"forgot to do yesterdays but its find my streak was 0 anyway

Wordle 319 3/6*

🟨⬛⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",324080820,en,,"[{'type': 'replied_to', 'id': '1521060092782776320'}]",324080820,
1521736363871465472,2022-05-04T06:19:56.000Z,everyone,1521736363871465472,False,"Wordle 319 4/6

🟨⬛⬛🟩⬛
🟨⬛⬛⬛⬛
⬛🟨🟨🟩🟩
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",136809679,en,,,,
1521736363598614529,2022-05-04T06:19:56.000Z,everyone,1521736363598614529,False,"Wordle (ES)  #118 3/6

⬜⬜🟨🟨⬜
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/8mbymwvIpk","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/8mbymwvIpk', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",997156113807302656,en,,,,
1521736360016625665,2022-05-04T06:19:55.000Z,everyone,1521736360016625665,False,"Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1416672571,en,,,,
1521736358171234307,2022-05-04T06:19:54.000Z,everyone,1521736358171234307,False,"Wordle 319 3/6

⬜⬜🟩🟨⬜
🟨⬜🟨⬜🟩
🟩🟩🟩🟩🟩

Very satisfying 😂",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3108788121,en,,,,
1521736357848227840,2022-05-04T06:19:54.000Z,everyone,1521736357848227840,False,"Wordle 319 3/6

🟨⬜⬜🟩⬜
🟩🟨⬜🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",261833380,en,,,,
