id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,attachments,geo
1521446485690392580,2022-05-03T11:08:03.000Z,everyone,1521446485690392580,False,"Wordle 318 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
is looks like a very complicated business graph!😘😘😘😘😘🥰🥰🥰🥰😊😊😊😊😊😃😃😃😃😃😆😆😆😆😆😁😁😁😁😄😄😄😄😚😚😚😚☺️☺️☺️☺️",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1482964083880173568,en,,,,
1521446485522583554,2022-05-03T11:08:03.000Z,everyone,1479118063744086022,False,"Wordle 318 3/6

🟩⬛⬛⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2215273020,en,"[{'type': 'replied_to', 'id': '1521062915117355011'}]",2215273020,,
1521446482158702593,2022-05-03T11:08:03.000Z,everyone,1521445300367409152,False,"Oh this is great: Lucky and unskilled. 🙃

Wordle 318 4/6

⬜⬜⬜🟨⬜
⬜🟩⬜⬜🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

WordleBot
Skill 76/100
Luck 55/100 https://t.co/wBKZmB6vZ2","{'urls': [{'start': 118, 'end': 141, 'url': 'https://t.co/wBKZmB6vZ2', 'expanded_url': 'https://twitter.com/ElizabethKing/status/1521446482158702593/photo/1', 'display_url': 'pic.twitter.com/wBKZmB6vZ2', 'media_key': '3_1521446474684448771'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",15976575,en,"[{'type': 'replied_to', 'id': '1521445300367409152'}]",15976575,{'media_keys': ['3_1521446474684448771']},
1521446476613926914,2022-05-03T11:08:01.000Z,everyone,1480930902645612549,False,"@Datanen Wordle (ES)  #117 3/6

⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/uHjjfjil4p","{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/uHjjfjil4p', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'Datanen', 'id': '15132897'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",252553719,en,"[{'type': 'replied_to', 'id': '1521359775627415554'}]",15132897,,
1521446473883340801,2022-05-03T11:08:01.000Z,everyone,1521446473883340801,False,"Wordle 318 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩🟨⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",110468258,en,,,,
1521446471878467584,2022-05-03T11:08:00.000Z,everyone,1521446471878467584,False,"Wordle (ES)  #117 4/6

⬜⬜⬜🟨🟩
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/nnv9R22lkP","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/nnv9R22lkP', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1221470455418249216,en,,,,
1521446446330961923,2022-05-03T11:07:54.000Z,everyone,1521446446330961923,False,"Wordle 318 4/6

⬛⬛⬛🟩⬛
⬛⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",293796312,en,,,,
1521446444774875137,2022-05-03T11:07:54.000Z,everyone,1521446444774875137,False,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜⬜
⬜⬜⬜⬜🟩
⬜🟩⬜🟩🟩
⬜🟨⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/qdhIxbc28H","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/qdhIxbc28H', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",70380962,en,,,,
1521446436289728512,2022-05-03T11:07:52.000Z,everyone,1521446436289728512,False,"Wordle 318 6/6

⬜🟨⬜🟨⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟨⬜
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3359156494,en,,,,
1521446436067586054,2022-05-03T11:07:52.000Z,everyone,1521446436067586054,False,"Wordle Türkçe 318 4/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/hhZT7TFh7o","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/hhZT7TFh7o', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",776220319300382720,tr,,,,
1521446436008779776,2022-05-03T11:07:52.000Z,everyone,1521446436008779776,False,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/QJdCi6JL1I","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/QJdCi6JL1I', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",901376155785232385,en,,,,
1521446426433236992,2022-05-03T11:07:49.000Z,everyone,1521446426433236992,False,"Wordle 318 4/6

🟨⬜🟨⬜⬜
🟨⬜⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",97945856,en,,,,
1521446424440836096,2022-05-03T11:07:49.000Z,everyone,1521446424440836096,False,"Wordle 318 4/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",62735368,en,,,,
1521446417885184002,2022-05-03T11:07:47.000Z,everyone,1521446417885184002,False,"Wordle (ES)  #117 4/6

⬜⬜🟨🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/BrKpodMIg1","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/BrKpodMIg1', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",357265075,en,,,,
1521446416450793472,2022-05-03T11:07:47.000Z,everyone,1521446416450793472,False,"Wordle (ES)  #117 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/5hsvCgTAxW

Uy, casi😳","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/5hsvCgTAxW', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",264192888,en,,,,
1521446416274579457,2022-05-03T11:07:47.000Z,everyone,1521446416274579457,False,"Wordle Científico #51 6/6

⬜🟨🟨⬜⬜⬜🟩
🟨🟨🟨⬜⬜⬜⬜
⬜🟨⬜⬜⬜⬜🟩
🟩🟩⬜⬜🟩⬜⬜
🟩🟩🟨🟩🟨⬜🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/bbrKuDTw5V","{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/bbrKuDTw5V', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",81733679,es,,,,
1521446415209271296,2022-05-03T11:07:47.000Z,everyone,1521446415209271296,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟨🟨⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",93248692,en,,,,
1521446404769542144,2022-05-03T11:07:44.000Z,everyone,1521446404769542144,False,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/MLyHEZo1KA","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/MLyHEZo1KA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17540746,en,,,,
1521446398469758983,2022-05-03T11:07:43.000Z,everyone,1521446398469758983,False,"Wordle 318 3/6

🟨⬛🟨⬛🟩
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",708696708994224128,en,,,,
1521446397597433858,2022-05-03T11:07:42.000Z,everyone,1521446397597433858,False,"Wordle 318 6/6

⬛⬛⬛⬛⬛
⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",50085289,en,,,,
1521446392836902913,2022-05-03T11:07:41.000Z,everyone,1521446392836902913,False,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛⬛⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",311657463,en,,,,
1521446390060273664,2022-05-03T11:07:41.000Z,everyone,1521446390060273664,False,"Wordle 318 2/6

⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",762379843,en,,,,
1521446388726476801,2022-05-03T11:07:40.000Z,everyone,1521446388726476801,False,"Wordle 318 3/6

⬛⬛⬛🟨⬛
🟩⬛🟨⬛🟩
🟩🟩🟩🟩🟩 https://t.co/eANAPS1cTV","{'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/eANAPS1cTV', 'expanded_url': 'https://twitter.com/Markus_kt/status/1521446388726476801/photo/1', 'display_url': 'pic.twitter.com/eANAPS1cTV', 'media_key': '3_1521446385979121665'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",914139008447533056,en,,,{'media_keys': ['3_1521446385979121665']},
1521446387397050369,2022-05-03T11:07:40.000Z,everyone,1521446387397050369,False,"Wordle 318 5/6

⬛⬛⬛⬛🟩
⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1399595978525528064,en,,,,
1521446384523935744,2022-05-03T11:07:39.000Z,everyone,1521446384523935744,False,"Wordle 318 3/6

⬛⬛⬛🟩⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1472621080078598145,en,,,,
1521446372209139712,2022-05-03T11:07:36.000Z,everyone,1521446372209139712,False,"Wordle 318 4/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16845606,en,,,,
1521446360968732673,2022-05-03T11:07:34.000Z,everyone,1521446360968732673,False,"Wordle 318 3/6

⬜🟨⬜🟨⬜
🟩🟨⬜🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",34511968,en,,,,
1521446360486232065,2022-05-03T11:07:34.000Z,everyone,1521446360486232065,False,"Wordle 318 4/6

⬛🟩⬛⬛🟩
🟨🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1245058417854689283,en,,,,
1521446360423280644,2022-05-03T11:07:34.000Z,everyone,1521446360423280644,False,"Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
🟨🟨🟩⬛⬛
⬛🟨🟩🟨⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19515718,en,,,,
1521446358657363969,2022-05-03T11:07:33.000Z,everyone,1494349532469293057,False,"Wordle 318 6/6

⬛🟨⬛🟨⬛
🟨⬛🟨⬛⬛
⬛🟩🟨⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",342429171,en,"[{'type': 'replied_to', 'id': '1520769524668452866'}]",342429171,,
1521446357701210112,2022-05-03T11:07:33.000Z,everyone,1521446357701210112,False,"Wordle 318 5/6

🟨⬜⬜⬜⬜
⬜🟨🟨🟨⬜
⬜🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2429601234,en,,,,
