id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,attachments,geo
1521022132917981184,2022-05-02T07:01:50.000Z,everyone,1521022132917981184,False,"Late start

Wordle 316 5/6

⬜⬜🟨⬜⬜
⬜🟨⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",21987467,en,,,,
1521022130640461824,2022-05-02T07:01:49.000Z,everyone,1521022130640461824,False,"Wordle 317 5/6

⬜🟨⬜⬜⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3251021696,en,,,,
1521022124089122817,2022-05-02T07:01:48.000Z,everyone,1521022124089122817,False,"Wordle 317 5/6

🟩⬜⬜⬜⬜
🟩🟨⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

🤬",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",22241485,en,,,,
1521022123073933314,2022-05-02T07:01:48.000Z,everyone,1521022123073933314,False,"Wordle 317 4/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟩
⬜🟨⬜🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2323508928,en,,,,
1521022122172190720,2022-05-02T07:01:47.000Z,everyone,1521022122172190720,False,"Wordle 317 5/6

⬛⬛🟨⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
I might be first to complete this wordle worldwide tbh",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1456009988623663105', 'name': 'BE:FIRST', 'description': 'BOYS AND MEN'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1456009988623663105', 'name': 'BE:FIRST', 'description': 'BOYS AND MEN'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",833510656552771585,en,,,,
1521022111548121088,2022-05-02T07:01:45.000Z,everyone,1521022111548121088,False,"Wordle 317 2/6

🟩🟨⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",68303649,en,,,,
1521022105713790976,2022-05-02T07:01:43.000Z,everyone,1521022105713790976,False,"Wordle 317 6/6

🟨⬛⬛⬛⬛
🟩🟨⬛⬛🟨
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",923517238006702080,en,,,,
1521022099405430787,2022-05-02T07:01:42.000Z,everyone,1481135434289745920,False,"Wordle 317 5/6

⬜⬜🟩⬜🟨
⬜🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1272029009434390530,en,"[{'type': 'replied_to', 'id': '1520668485851836417'}]",1272029009434390530,,
1521022094485508096,2022-05-02T07:01:41.000Z,everyone,1521022094485508096,False,"wordle 317 3/6

🟩⬛⬛⬛⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",223197282,en,,,,
1521022088911462402,2022-05-02T07:01:39.000Z,everyone,1521022088911462402,False,"Wordle 317 4/6

⬜⬜⬜⬜🟨
🟩⬜⬜⬜🟨
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩",,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",394653116,en,,,,
1521022087695060999,2022-05-02T07:01:39.000Z,everyone,1521022087695060999,False,"Definitely Phew

Wordle 317 6/6

🟨🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",410603654,en,,,,
1521022087434936320,2022-05-02T07:01:39.000Z,everyone,1521022087434936320,False,"NO YELLOWS BYATCH

Wordle 317 3/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1286803599159201793,en,,,,
1521022086306742272,2022-05-02T07:01:39.000Z,everyone,1521022086306742272,False,"Wordle Türkçe 317 3/6

⬜⬜⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/gXspuEGmV9","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/gXspuEGmV9', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",107069214,tr,,,,
1521022084171902978,2022-05-02T07:01:38.000Z,everyone,1521022084171902978,False,"Wordle 317 4/6

🟩⬛🟩⬛⬛
🟩⬛🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",27859170,en,,,,
1521022083538599942,2022-05-02T07:01:38.000Z,everyone,1521022083538599942,False,"Wordle Türkçe 317 5/6

⬜⬜⬜⬜⬜
🟨⬜⬜⬜⬜
🟩⬜⬜🟨🟨
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/OqsIKeCG67","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/OqsIKeCG67', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",194475350,tr,,,,
1521022082041098240,2022-05-02T07:01:38.000Z,everyone,1521022082041098240,False,"Wordle 317 4/6

⬛⬛🟩🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",69206262,en,,,,
1521022062005198848,2022-05-02T07:01:33.000Z,everyone,1521022062005198848,False,"Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",865041144933040128,en,,,,
1521022056510345216,2022-05-02T07:01:32.000Z,everyone,1521022056510345216,False,"Wordle 317 4/6

🟨⬛⬛🟩⬛
⬛🟨⬛🟩🟩
🟨⬛⬛🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1531942597,en,,,,
1521022051879768064,2022-05-02T07:01:31.000Z,everyone,1521022051879768064,False,"Wordle 317 3/6

🟩⬛⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩 NEVER ENDING #wordle","{'hashtags': [{'start': 47, 'end': 54, 'tag': 'wordle'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",69529101,en,,,,
1521022049296261120,2022-05-02T07:01:30.000Z,everyone,1521014849366630400,False,"@Gazpics76 Wordle 317 5/6

⬜🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Should have got it in 3 but just kept guessing wrong. It happens.","{'mentions': [{'start': 0, 'end': 10, 'username': 'Gazpics76', 'id': '1454723599948976137'}]}",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",747881430626213889,en,"[{'type': 'replied_to', 'id': '1521014849366630400'}]",1454723599948976137,,
1521022037778595840,2022-05-02T07:01:27.000Z,everyone,1495311211918880773,False,"Wordle 317 2/6*

🟩⬜⬜🟨⬜
🟩🟩🟩🟩🟩

LOL. wasn't expecting that.",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1253500248,en,"[{'type': 'replied_to', 'id': '1520666913730220032'}]",1253500248,,
1521022037203906560,2022-05-02T07:01:27.000Z,everyone,1480813456303427586,False,"Wordle 317 4/6

⬛⬛⬛⬛🟨
⬛🟨🟩⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",359069194,en,"[{'type': 'replied_to', 'id': '1520664288284737536'}]",359069194,,
1521022029608067072,2022-05-02T07:01:25.000Z,everyone,1521022029608067072,False,"Wordle 317 4/6*

⬛🟨⬛🟨⬛
🟩⬛🟩⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩

WE 🆙 107/107.",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2666023341,en,,,,
1521022026986758145,2022-05-02T07:01:25.000Z,everyone,1521022026986758145,False,"Wordle 317 4/6

⬛⬛⬛⬛🟨
🟩⬛⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",258591688,en,,,,
1521022019176910849,2022-05-02T07:01:23.000Z,everyone,1521022019176910849,False,"Wordle (ES)  #116 5/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜⬜⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/cI8xlDjAiX","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/cI8xlDjAiX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1137347778,en,,,,
1521022018589765632,2022-05-02T07:01:23.000Z,everyone,1521022018589765632,False,"Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
What a melt",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",77501696,en,,,,
1521022006560501761,2022-05-02T07:01:20.000Z,everyone,1521022006560501761,False,"Wordle 317 3/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",363091341,en,,,,
1521022006552014848,2022-05-02T07:01:20.000Z,everyone,1521022006552014848,False,"🤓 Wordle 317 2/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",21379338,en,,,,
1521022004962508800,2022-05-02T07:01:19.000Z,everyone,1521022004962508800,False,"Wordle 317 3/6
Record 43 seconds!!
⬛⬛🟨🟨🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",43829314,en,,,,
1521022003439800321,2022-05-02T07:01:19.000Z,everyone,1521022003439800321,False,"Wordle 317 2/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩

Like a sloth hanging upside down from a tree branch.  👍",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 41, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070725797697093634', 'name': 'Patrick Seitz', 'description': 'American voice actor'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1070725797697093634', 'name': 'Patrick Seitz', 'description': 'American voice actor'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",295321731,en,,,,
1521021992924680192,2022-05-02T07:01:16.000Z,everyone,1521021992924680192,False,"Wordle 317 3/6

🟨⬜⬜⬜🟩
⬜🟨⬜🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",193245566,en,,,,
1521021991800741889,2022-05-02T07:01:16.000Z,everyone,1521021991800741889,False,"Wordle (ES)  #116 4/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟩🟨
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/PnoLhJ9Oyc","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/PnoLhJ9Oyc', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1223636131935408128,en,,,,
1521021982153662464,2022-05-02T07:01:14.000Z,everyone,1521021982153662464,False,"Wordle 317 4/6

🟨🟨⬜⬜⬜
⬜🟨⬜⬜🟨
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",461530558,en,,,,
