id,source,entities,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,in_reply_to_user_id,referenced_tweets,attachments,geo
1520987460074885120,Twitter for Android,,everyone,1520987460074885120,"Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
All i do nowadays is work sleep and wordle so there's that",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,483092362,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:44:03.000Z,,,,
1520987455582838785,Twitter for Android,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/ujO5W3LGGL', 'expanded_url': 'https://twitter.com/QuietProtag/status/1520987455582838785/photo/1', 'display_url': 'pic.twitter.com/ujO5W3LGGL', 'media_key': '3_1520987454110588928'}]}",everyone,1520987455582838785,"Wordle 317 4/6

🟨⬛🟨⬛🟨
🟨🟨🟨🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩 https://t.co/ujO5W3LGGL",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,191230176,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:44:02.000Z,,,{'media_keys': ['3_1520987454110588928']},
1520987447840153601,Twitter for iPhone,,everyone,1520987447840153601,"Wordle 317 6/6

🟨⬛⬛🟨⬛
🟩⬛⬛🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 chuh",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,853500704375410688,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:44:00.000Z,,,,
1520987446791622659,Twitter for iPhone,,everyone,1520987446791622659,"Wordle 317 5/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,882305516311113728,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:44:00.000Z,,,,
1520987446124625920,Twitter Web App,,everyone,1520987446124625920,"For the gazillionth time: please, anglophones, your words are too bloody similiar! 😁

Wordle 317 6/6

⬜🟨⬜⬜🟨
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,78327645,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:44:00.000Z,,,,
1520987419927011328,Twitter for Android,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/OToFcoJww7', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 5, 'end': 15, 'tag': 'WordleCAT'}]}",everyone,1520987419927011328,"Fet 😁#WordleCAT 122 3/6

🟩⬜🟨🟨⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩

https://t.co/OToFcoJww7",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1517744842889125889,,2022-05-02T04:43:54.000Z,,,,
1520987407444709376,Twitter for iPhone,,everyone,1520987407444709376,"Wordle 317 6/6

🟨🟨⬜⬜⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 8, 'quote_count': 0}",False,261712169,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:51.000Z,,,,
1520987397323902979,Twitter for Android,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ZRSFQ2uw1I', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",everyone,1520987397323902979,"Wordle (ES)  #116 4/6

⬜🟩⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/ZRSFQ2uw1I",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,793571491,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:48.000Z,,,,
1520987388205486080,Twitter for iPhone,,everyone,1520987388205486080,"Wordle 317 4/6

🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1284311817448194049,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:46.000Z,,,,
1520987384422277127,Twitter for Android,,everyone,1520987384422277127,"Wordle 317 5/6

🟨⬛⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,19552410,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:45.000Z,,,,
1520987359101210624,Twitter for Android,,everyone,1520987359101210624,"Wordle 317 4/6*

⬛🟨🟩🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,972186790508580865,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:39.000Z,,,,
1520987357071257600,Twitter for iPhone,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 42, 'end': 52, 'tag': 'Wordle317'}]}",everyone,1520987357071257600,"#Wordle 317 4/6

⬛⬛⬛⬛🟩
⬛⬛🟨⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

#Wordle317",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,4314824663,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:39.000Z,,,,
1520987345016836097,Twitter for Android,,everyone,1520987345016836097,"Wordle 317 4/6

🟩⬛⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,438010635,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:36.000Z,,,,
1520987339568205824,Twitter for Android,,everyone,1520987339568205824,"Wordle 317 4/6

⬛🟨⬛⬛🟨
🟨⬛⬛⬛🟩
🟩🟨⬛🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",False,710446878945488896,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:34.000Z,,,,
1520987334334087168,Twitter for iPhone,,everyone,1520987334334087168,"Wordle 317 3/6

🟨⬛⬛⬛🟨
🟩⬛⬛⬛🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,470002636,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:33.000Z,,,,
1520987330475139073,Twitter for Android,,everyone,1520987330475139073,"Wordle 317 3/6

🟨🟨⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,417008840,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:32.000Z,,,,
1520987330215092224,Twitter for iPhone,,everyone,1520987330215092224,"Wordle 317 6/6

⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩
🤦‍♀️ just in time!",en,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",False,2300622470,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:32.000Z,,,,
1520987330210938881,Twitter for Android,,everyone,1520987330210938881,"Wordle 316 4/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,183567197,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:32.000Z,,,,
1520987326268149760,Twitter for Android,,everyone,1520987326268149760,"Wordle 317 4/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1242508438548037632,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:31.000Z,,,,
1520987323696959489,Twitter for Android,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/upAqiwg8vG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",everyone,1513036970267664385,"Wordle (ES)  #116 4/6

⬜🟨🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/upAqiwg8vG",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,781556,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:31.000Z,781556,"[{'type': 'replied_to', 'id': '1519544034297102338'}]",,
1520987307389689856,Twitter for iPhone,,everyone,1520987307389689856,"Wordle 317 3/6

⬜⬜⬜⬜⬜
🟨⬜⬜🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,956420410886819840,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:27.000Z,,,,
1520987307326726144,Twitter for iPhone,"{'annotations': [{'start': 33, 'end': 36, 'probability': 0.9338, 'type': 'Person', 'normalized_text': 'Mika'}], 'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/k6GAWQo3Rh', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",everyone,1520987307326726144,"Wordle (ES)  #116 4/6 canción de Mika 🫠

⬜⬜⬜🟩🟨
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/k6GAWQo3Rh",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1328438317,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:27.000Z,,,,
1520987307150651398,Twitter for Android,,everyone,1520987307150651398,"wordle 317 3/6

⬛⬛⬛⬛🟨
🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,35752755,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:27.000Z,,,,
1520987303795208192,Twitter for iPhone,,everyone,1520987303795208192,"Wordle 317 3/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",False,779363715057610752,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:26.000Z,,,,
1520987288989147137,Twitter for Android,,everyone,1507046103971106817,"Wordle 317 6/6

⬜🟨🟨⬜⬜
🟨🟨⬜⬜⬜
⬜⬜🟨🟨🟨
🟩⬜⬜⬜🟨
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1434383888307003392,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:22.000Z,1434383888307003392,"[{'type': 'replied_to', 'id': '1520445937369288705'}]",,
1520987276599345154,Twitter for Android,,everyone,1520987276599345154,"Wordle 317 5/6

Ok I'm annoyed 😒 

🟩⬜⬜🟨⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,309492092,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:19.000Z,,,,
1520987272564383750,Twitter for iPad,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/xDQkxXO4AB', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",everyone,1520987272564383750,"Wördl 317 4/6 🔥39

⬜⬜🟨🟨⬜
🟨⬜⬜🟨🟨
🟩⬜🟨⬜🟨
🟩🟩🟩🟩🟩

https://t.co/xDQkxXO4AB",de,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,16042654,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:19.000Z,,,,
1520987260816084992,Twitter for iPhone,,everyone,1520987260816084992,"Wordle 317 3/6

⬛🟨⬛🟨⬛
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,111555036,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:16.000Z,,,,
1520987251123146752,Twitter for Android,,everyone,1520987251123146752,"You think you're there, and then not quite. Wordle 317 6/6*

🟨⬛🟨⬛🟨
🟨🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,826296825145606144,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:13.000Z,,,,
1520987249147588609,Twitter for iPhone,,everyone,1520987249147588609,"Wordle 317 5/6

⬜🟨🟩⬜⬜
🟨⬜🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,124820844,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:13.000Z,,,,
1520987244252827648,Twitter for iPhone,,everyone,1520987244252827648,"Wordle 317 4/6

⬛⬛🟨🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,19447498,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:12.000Z,,,,
1520987231476924416,Twitter for iPhone,,everyone,1520987231476924416,"Wordle 317 5/6

🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1181700631754690560,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:09.000Z,,,,
1520987208592891905,Twitter Web App,,everyone,1483107083155345408,"Wordle 316 X/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,35162274,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T04:43:03.000Z,35162274,"[{'type': 'replied_to', 'id': '1520290681612345344'}]",,
