id,text,author_id,source,possibly_sensitive,context_annotations,lang,created_at,conversation_id,public_metrics,reply_settings,in_reply_to_user_id,referenced_tweets,entities,geo,attachments
1521721756955914241,"Buenos días 
Wordle (ES)  #118 3/6

⬜🟩⬜🟨🟨
⬜🟩🟩🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/oPYhIDcVjx",732550639,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-04T05:21:53.000Z,1521721756955914241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/oPYhIDcVjx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721748420538368,"Le Mot (@WordleFR) #115 3/6

⬛🟩⬛🟨⬛
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/rBY2cUE77w.  Suis trop forte ??",1359825997059735554,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",fr,2022-05-04T05:21:51.000Z,1521721748420538368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/rBY2cUE77w', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}]}",,
1521721747778809856,"@sexxybklynsiren Wordle 319 3/6

🟨🟨⬛🟨⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",19739245,Echofon,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:51.000Z,1521703526862401537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,112317383,"[{'type': 'replied_to', 'id': '1521703526862401537'}]","{'mentions': [{'start': 0, 'end': 16, 'username': 'sexxybklynsiren', 'id': '112317383'}]}",,
1521721744637186048,"Wordle (ES)  #118 3/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/BQE12pGiat",1115755503227949057,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:50.000Z,1521721744637186048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/BQE12pGiat', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721743534084096,"Wordle (ES)  #118 4/6

🟩⬜⬜⬜🟩
🟩⬜⬜⬜🟩
🟩⬜⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/IuTHGZSrSq",44468668,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:50.000Z,1521721743534084096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/IuTHGZSrSq', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721742569447424,"Wordle 319 5/6*

🟨⬛🟨⬛⬛
🟨⬛🟩⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1877006071,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:50.000Z,1521721742569447424,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721737473310722,"Wordle Científico #52 4/6

⬜🟨⬜⬜🟨
🟨⬜🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/11JEUSNQzf",135306559,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-04T05:21:49.000Z,1521721737473310722,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/11JEUSNQzf', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",,
1521721718770999296,"Le Mot (@WordleFR) #115 4/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩

https://t.co/Q1Ci6JoxGS",914127177247059968,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",fr,2022-05-04T05:21:44.000Z,1521721718770999296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Q1Ci6JoxGS', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}]}",,
1521721716476715008,"Wordle 319 5/6

⬛🟨⬛🟩⬛
⬛🟨⬛⬛🟨
⬛🟨🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",251904810,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:44.000Z,1521721716476715008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721715423801344,"In 3 - 2 days in a row! 🔥🔥🔥Wordle 318 3/6

⬛⬛⬛⬛⬛
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",27941773,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:43.000Z,1521721715423801344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1521721703675613186,"Wordle 319 2/6

⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",276555350,Twitter Web App,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:41.000Z,1521721703675613186,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721703222579200,"@AlCatJDP Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Double grrrrrrrrrrrr ...",110187036,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:40.000Z,1521406533115912192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,553315935,"[{'type': 'replied_to', 'id': '1521406533115912192'}]","{'mentions': [{'start': 0, 'end': 9, 'username': 'AlCatJDP', 'id': '553315935'}]}",,
1521721697161859072,"Normally I wouldn't even think about sharing my Wordle on here,but look at it.... LOOK AT IT!! 
Wordle 319 2/6

🟩⬛🟩⬛⬛
🟩🟩🟩🟩🟩",225863684,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:39.000Z,1521721697161859072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1521721680233738241,"Wordle 319 3/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩",69628952,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:35.000Z,1521721680233738241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721679960936448,"Wordle (ES)  #118 4/6

🟨⬜⬜⬜🟩
⬜⬜⬜⬜🟩
🟩⬜⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/xbqosQKbhm",1003303244016254977,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:35.000Z,1521721679960936448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/xbqosQKbhm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721676207034368,"Wordle (ES)  #118 5/6

⬜🟨⬜⬜🟨
⬜⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/2OoWniuuiL",129305278,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:34.000Z,1521721676207034368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/2OoWniuuiL', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721669529882625,"Wordle 319 4/6

⬛⬛⬛🟨🟩
⬛⬛🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",3083177092,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:32.000Z,1521721669529882625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721667692683267,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",355099678,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:32.000Z,1521721667692683267,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1521721661019541506,"Wordle 319 2/6

⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩

I did that 😏😏😏",313512966,Twitter for iPhone,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:30.000Z,1521721661019541506,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721658087657472,"Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",134703402,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:30.000Z,1521721658087657472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721657399861249,"Wordle (ES)  #118 5/6

⬜🟩⬜🟨🟨
🟨⬜⬜⬜⬜
⬜🟩🟨🟨🟨
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/SgZLKK1wpl",620873070,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:30.000Z,1521721657399861249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/SgZLKK1wpl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521721653448912901,"Wordle 319 2/6

⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩",422463314,Twitter for iPad,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:29.000Z,1521721653448912901,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,,,,
1521721639947407360,"#WordleCAT 124 5/6

⬜⬜⬜⬜🟨
🟨🟨⬜⬜⬜
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩

https://t.co/xYo7PSQNhF",3367350808,Twitter for iPhone,False,,und,2022-05-04T05:21:25.000Z,1521721639947407360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/xYo7PSQNhF', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",,
1521721638932385793,"Wordle 319 2/6

🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩",78406171,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:25.000Z,1521721638932385793,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521721638680682498,"Que bonicooooo.... avui #WordleCAT 
#StarWars

⬜🟨⬜⬜🟨
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/sNaSP61hOA",241444374,Twitter for Android,False,"[{'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]",it,2022-05-04T05:21:25.000Z,1521721638680682498,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/sNaSP61hOA', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 24, 'end': 34, 'tag': 'WordleCAT'}, {'start': 36, 'end': 45, 'tag': 'StarWars'}]}",,
1521721637166592000,"Wordle 319 3/6

⬜⬜🟨⬜⬜
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩

Buffy The Vampire Wordle 86 4/6

⬜⬜⬜🟨🟨
🟩⬜⬜🟩⬜
🟩🟨⬜🟩⬜
🟩🟩🟩🟩🟩

Superdle 93 2/6

💙💙💚🖤🖤
💚💚💚💚💚

And me to the scary roach in my room: https://t.co/li0mTm7MbM",15052976,Twitter for iPad,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:25.000Z,1521721637166592000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/li0mTm7MbM', 'expanded_url': 'https://twitter.com/magentagirl13/status/1521721637166592000/photo/1', 'display_url': 'pic.twitter.com/li0mTm7MbM', 'media_key': '16_1521721631386841088'}], 'annotations': [{'start': 32, 'end': 68, 'probability': 0.1865, 'type': 'Product', 'normalized_text': '🟩🟩🟩🟩🟩 Buffy The Vampire Wordle'}]}",,{'media_keys': ['16_1521721631386841088']}
1521721630611099649,"Given today is @starwars day I should have got in one go less! Wordle 319 5/6

⬜⬜⬜⬜🟨
🟩⬜⬜⬜⬜
🟩🟨🟨⬜⬜
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩",158729224,Twitter for iPad,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]",en,2022-05-04T05:21:23.000Z,1521721630611099649,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,"{'mentions': [{'start': 15, 'end': 24, 'username': 'starwars', 'id': '20106852'}]}",,
1521721624097132545,"Wordle 319 3/6

⬛⬛🟨⬛🟨
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩",860529102,Twitter for Android,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-04T05:21:22.000Z,1521721624097132545,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
