id,reply_settings,source,possibly_sensitive,lang,entities,context_annotations,text,author_id,created_at,public_metrics,conversation_id,referenced_tweets,in_reply_to_user_id,attachments,geo
1521791690104877057,everyone,Twitter Web App,False,und,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/tr9wuMAjei', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}]}",,"#WordleCAT 124 3/6

🟩⬜⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/tr9wuMAjei",1120801575344267265,2022-05-04T09:59:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1499324998032531461,"[{'type': 'replied_to', 'id': '1510912394398162944'}]",1120801575344267265,,
1521791686183198720,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬛🟩⬛⬛🟨
⬛🟩⬛🟨⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",73662566,2022-05-04T09:59:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791686183198720,,,,
1521791673122328577,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1892493440,2022-05-04T09:59:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791673122328577,,,,
1521791663433203714,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",731132703987404800,2022-05-04T09:59:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791663433203714,,,,
1521791657787772930,everyone,Twitter for Android,False,tr,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/TSGePQVgQO', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Türkçe 319 3/6

⬜⬜🟨🟨⬜
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩

https://t.co/TSGePQVgQO",2993800161,2022-05-04T09:59:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791657787772930,,,,
1521791654067322881,everyone,Twitter Web App,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

🟨⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",361939671,2022-05-04T09:59:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791654067322881,,,,
1521791653153243137,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛🟩🟨⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1084035494147633152,2022-05-04T09:59:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791653153243137,,,,
1521791646655987712,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

🟩⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",874610815,2022-05-04T09:59:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791646655987712,,,,
1521791644475002880,everyone,Twitter for Android,False,en,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/4qtIcFg2FL', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 2/6

⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/4qtIcFg2FL",63853224,2022-05-04T09:59:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791644475002880,,,,
1521791637810122752,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6*

⬜🟩⬜🟨⬜
⬜🟩🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",704004023834189824,2022-05-04T09:59:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791637810122752,,,,
1521791635218178049,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 6/6

⬛⬛🟩⬛⬛
🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟨
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",4899814597,2022-05-04T09:59:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791635218178049,,,,
1521791621427515393,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬜⬜🟩⬜⬜
🟨⬜🟨🟨⬜
🟩🟩🟩🟩🟩",79722319,2022-05-04T09:59:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791621427515393,,,,
1521791617954418689,everyone,Twitter Web App,False,en,"{'hashtags': [{'start': 116, 'end': 126, 'tag': 'Wordle319'}, {'start': 127, 'end': 138, 'tag': 'WordleClub'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Why did I change the word I usually always start with this playing this game? 🤬

Wordle 319 3/6

⬜🟨⬜🟨⬜
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩

#Wordle319 #WordleClub",315843621,2022-05-04T09:59:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791617954418689,,,,
1521791611834884097,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬜🟩⬜🟨🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",350310651,2022-05-04T09:59:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791611834884097,,,,
1521791589965836288,everyone,Twitter for Android,False,en,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Fluffiezombie_', 'id': '1275793598932451329'}, {'start': 16, 'end': 28, 'username': 'Bridgzilla_', 'id': '1313912055632728071'}, {'start': 29, 'end': 44, 'username': 'HutchTheClutch', 'id': '1944834733'}, {'start': 45, 'end': 53, 'username': 'rjosa24', 'id': '4821500997'}, {'start': 54, 'end': 70, 'username': 'KellyLynnsanity', 'id': '445138109'}, {'start': 71, 'end': 84, 'username': 'LukeDinesaur', 'id': '4701983574'}, {'start': 85, 'end': 93, 'username': 'HTank23', 'id': '1165386285827133441'}, {'start': 94, 'end': 103, 'username': 'SmickBTW', 'id': '969833099424038912'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@Fluffiezombie_ @Bridgzilla_ @HutchTheClutch @rjosa24 @KellyLynnsanity @LukeDinesaur @HTank23 @SmickBTW Wordle 319 3/6

⬜🟨⬜🟩⬜
⬜⬜🟩🟨🟨
🟩🟩🟩🟩🟩",19528925,2022-05-04T09:59:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1521777504943489024,"[{'type': 'replied_to', 'id': '1521777504943489024'}]",1275793598932451329,,
1521791581082329093,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6*

⬛⬛🟩⬛🟨
🟩⬛🟩⬛⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",196119028,2022-05-04T09:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791581082329093,,,,
1521791576455876609,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 6/6*

⬜🟨⬜⬜🟨
🟨🟨⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1443835738173419534,2022-05-04T09:59:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791576455876609,,,,
1521791572328730624,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",714779808,2022-05-04T09:59:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791572328730624,,,,
1521791571007787008,everyone,Twitter for Android,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/eLQw07ZqSU', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 5/6

🟨⬛⬛⬛⬛
⬛🟨⬛🟨⬛
⬛🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/eLQw07ZqSU",1194324567516471297,2022-05-04T09:59:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791571007787008,,,,
1521791569090781184,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩

I’m telling you I was going to start with it but changed my mind!!",874318946,2022-05-04T09:59:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791569090781184,,,,
1521791564829364230,everyone,Twitter Web App,False,en,"{'mentions': [{'start': 0, 'end': 9, 'username': 'johnrich', 'id': '16869718'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070731918713413632', 'name': 'John Rich', 'description': 'American musician'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1070731918713413632', 'name': 'John Rich', 'description': 'American musician'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@johnrich Wordle 319 2/6

⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩

OH  SNAP!  Satan, whatcha gonna do?",1469345927651635213,2022-05-04T09:59:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521658040251998208,"[{'type': 'replied_to', 'id': '1521790358098616320'}]",1469345927651635213,,
1521791554662408193,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",435808981,2022-05-04T09:59:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791554662408193,,,,
1521791551441100800,everyone,Twitter Web App,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/DNnhAUorTO', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 5/6

⬜⬜🟨🟩⬜
⬜🟨⬜🟩⬜
⬜🟩⬜⬜🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/DNnhAUorTO",306991487,2022-05-04T09:59:14.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1519309130611232770,"[{'type': 'replied_to', 'id': '1521791450849153033'}]",306991487,,
1521791533338484736,everyone,Twitter for iPhone,False,en,"{'mentions': [{'start': 27, 'end': 42, 'username': 'AliLanyonABC27', 'id': '377946369'}, {'start': 43, 'end': 56, 'username': 'jamescrummel', 'id': '440014767'}, {'start': 57, 'end': 73, 'username': 'BrettThackABC27', 'id': '425101512'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩@AliLanyonABC27 @jamescrummel @BrettThackABC27",144979634,2022-05-04T09:59:09.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",1521791533338484736,,,,
1521791519358963712,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩

Only tweeting this coz holy shit",339928508,2022-05-04T09:59:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1482638419247386625,"[{'type': 'replied_to', 'id': '1517717149988626432'}]",339928508,,
1521791505563852801,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",340936297,2022-05-04T09:59:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791505563852801,,,,
1521791486081175552,everyone,TweetDeck,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬜🟨🟨⬜⬜
🟨⬜🟨⬜🟩
🟩🟩🟩🟩🟩

UMM YES",19425022,2022-05-04T09:58:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791486081175552,,,,
1521791479366094849,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

🟩⬛🟨🟨⬛
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩",1205347911090892800,2022-05-04T09:58:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791479366094849,,,,
1521791477919227906,everyone,Twitter for Android,False,tr,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/eWWkSMw1jA', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Türkçe 319 4/6

⬜⬜🟨🟨⬜
🟩⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/eWWkSMw1jA",723753811144245248,2022-05-04T09:58:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791477919227906,,,,
1521791474597351425,everyone,Twitter for Android,False,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/tWqq0xw0Ej', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 4/6

⬜🟨⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/tWqq0xw0Ej",302933933,2022-05-04T09:58:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791474597351425,,,,
1521791466661715968,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬜🟨⬜🟨⬜
🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",28775550,2022-05-04T09:58:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791466661715968,,,,
1521791460894511105,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 5/6

⬜⬜⬜🟩🟨
🟨🟨⬜🟩⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",274835038,2022-05-04T09:58:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791460894511105,,,,
1521791456469569538,everyone,Twitter for Android,False,en,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/2NtnnXx4mI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 6/6

🟨⬜🟨🟨⬜
⬜🟩⬜🟨🟨
⬜🟩🟨⬜🟩
🟨🟩⬜🟨🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2NtnnXx4mI",1175856649602588672,2022-05-04T09:58:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1521791456469569538,,,,
1521791433900011520,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6*

🟨⬜🟩⬜🟨
🟩🟩🟩🟩🟩",891699915373654016,2022-05-04T09:58:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791433900011520,,,,
1521791425280901120,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬛🟩⬛🟨⬛
⬛🟩🟨⬛🟨
🟩🟩🟩🟩🟩",242318581,2022-05-04T09:58:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791425280901120,,,,
1521791408234975232,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬛🟨⬛⬛🟨
🟨🟨⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",3137635941,2022-05-04T09:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791408234975232,,,,
1521791407211569152,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 5/6

⬜⬜⬜🟨🟨
⬜🟨🟨⬜⬜
🟨🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",572814610,2022-05-04T09:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791407211569152,,,,
1521791406024671232,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",264677830,2022-05-04T09:58:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1521791406024671232,,,,
1521791402039861248,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

🟨⬜⬜⬜⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩",3467224637,2022-05-04T09:58:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521791402039861248,,,,
1521791382280622080,everyone,Twitter for iPhone,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",178049050,2022-05-04T09:58:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791382280622080,,,,
1521791381836029952,everyone,Twitter for iPhone,False,tr,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/GIHSSeD7z6', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Türkçe 319 5/6

🟨⬛⬛⬛⬛
⬛🟨🟨⬛⬛
⬛🟩⬛🟨🟨
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/GIHSSeD7z6",1503856331849183245,2022-05-04T09:58:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791381836029952,,,,
1521791380653322240,everyone,Twitter for Android,False,en,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",40508454,2022-05-04T09:58:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521791380653322240,,,,
