id,username,url,profile_image_url,location,verified,description,name,protected,public_metrics,pinned_tweet_id,entities
300526623.0,adorueda,,https://pbs.twimg.com/profile_images/1485930795135082497/ibMg7JhQ_normal.jpg,malaga,False,,adorueda,False,"{'followers_count': 162, 'following_count': 573, 'tweet_count': 2265, 'listed_count': 1}",,
3810597499.0,kjenneris,,https://pbs.twimg.com/profile_images/1523526022221615104/3sxn8Mfy_normal.jpg,PH,False,meow ฅ💜 | just random thoughts | she/her,Nins⁷ ฅ^•ﻌ•^ฅ 2022.06.10,False,"{'followers_count': 24, 'following_count': 248, 'tweet_count': 6015, 'listed_count': 0}",,
230742411.0,HBKBrandon,,https://pbs.twimg.com/profile_images/1503230052070313985/IlhqZ1oX_normal.jpg,"Columbus, OH. Outside..",False,Distinguished.,Eastlandlord,False,"{'followers_count': 1602, 'following_count': 461, 'tweet_count': 290781, 'listed_count': 27}",,
61341495.0,CTaughtU,,https://pbs.twimg.com/profile_images/1519008294047727623/LmBqVxdh_normal.jpg,In my feelings,False,slightly big tho.,rihanna’s mango✨,False,"{'followers_count': 932, 'following_count': 399, 'tweet_count': 41044, 'listed_count': 3}",1.1117757747622543e+18,
285253366.0,dennisseviz,,https://pbs.twimg.com/profile_images/1508289773911302152/FYSafIWW_normal.jpg,,False,Cuentacuentos🌛,Dennisse Vizcaino,False,"{'followers_count': 592, 'following_count': 296, 'tweet_count': 32189, 'listed_count': 4}",,
23685445.0,RyMB,https://t.co/lfbUSWv466,https://pbs.twimg.com/profile_images/1226212897652477957/-9fFZkMk_normal.jpg,"Washington, USA",False,"WA native back home after time in DC & Nashville. #Girldad, Seattle sports fan, int’l trade nerd, liberal AF. 🏳️‍⚧️ Likes: politics,🍺,food,🏕,🌧,🐈,🏔",Ryan,False,"{'followers_count': 996, 'following_count': 1232, 'tweet_count': 65971, 'listed_count': 65}",1.3676742820131717e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lfbUSWv466', 'expanded_url': 'http://Get.Vaxxed.FFS.org', 'display_url': 'Get.Vaxxed.FFS.org'}]}, 'description': {'hashtags': [{'start': 50, 'end': 58, 'tag': 'Girldad'}]}}"
192623930.0,kamemex,,https://pbs.twimg.com/profile_images/1272298001244045312/rZOgugZ2_normal.jpg,南国の隅っこ,False,メキシコの隅っこ在住、動物メイン、爬虫類多め。無言フォローご容赦、人間として失礼でない範囲なら、細かい作法にはこだわりません。,浦島の亀,False,"{'followers_count': 330, 'following_count': 53, 'tweet_count': 15792, 'listed_count': 9}",,
1.3761861511538524e+18,Z_Nugget9,,https://pbs.twimg.com/profile_images/1440353927933747202/a95MtuBL_normal.jpg,The Dark Hour,False,"Professional dumbass, sleep-deprived, crazy ass, Chat lurker. Draws a lot but probably won’t post much of it. (WIP bio cuz lazy) Fuck @Avacuum2",Nugget 🚤,False,"{'followers_count': 21, 'following_count': 281, 'tweet_count': 1218, 'listed_count': 2}",1.4926722673561027e+18,"{'description': {'mentions': [{'start': 134, 'end': 143, 'username': 'Avacuum2'}]}}"
1.4392955364991508e+18,DoYouWantACoff1,https://t.co/Jdw6Hs4B4T,https://pbs.twimg.com/profile_images/1517850854266707972/p4UF-5bP_normal.jpg,Desubicado.,False,"Director de cine. Y escribidor, poetiso, pintador y malvividor. Fui también musicador. Rōnin.",Cristian Micó Ebro,False,"{'followers_count': 1048, 'following_count': 1026, 'tweet_count': 23686, 'listed_count': 4}",1.4584010626253087e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Jdw6Hs4B4T', 'expanded_url': 'https://youtu.be/h-oxPpBl31s', 'display_url': 'youtu.be/h-oxPpBl31s'}]}}"
26668472.0,__rymac,https://t.co/kzVsA1LWTT,https://pbs.twimg.com/profile_images/1521735959716372480/1lN9wRoq_normal.jpg,"Sydney, Australia",False,I wish John Hughes directed my life | Kiwi 🇳🇿 | 📷: __rymac / ryan_peter | he/they,Ryan,False,"{'followers_count': 1317, 'following_count': 572, 'tweet_count': 77032, 'listed_count': 36}",1.509034099561812e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kzVsA1LWTT', 'expanded_url': 'http://instagram.com/__rymac', 'display_url': 'instagram.com/__rymac'}]}}"
