id,source,reply_settings,created_at,lang,possibly_sensitive,public_metrics,text,conversation_id,author_id,context_annotations,geo,in_reply_to_user_id,entities,referenced_tweets,attachments
1520635124790005760,Twitter for iPhone,everyone,2022-05-01T05:24:00.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520635124790005760,2413020607,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635108923183105,Twitter for Android,everyone,2022-05-01T05:23:56.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #115 5/6

⬜🟨⬜🟨🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/tnRaUx1NyG",1520635108923183105,197511318,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/tnRaUx1NyG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1520635096298299392,Twitter for Android,everyone,2022-05-01T05:23:53.000Z,en,False,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}","Wordle 316 6/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1520635096298299392,246735528,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635096092401665,Twitter for Android,everyone,2022-05-01T05:23:53.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","As soon as I got that one letter in the right place it clicked into place.

SWordle #93 3/6

⬛️⬛️🟨⬛️⬛️
🟩⬛️⬛️⬛️⬛️
🟩🟩🟩🟩🟩

https://t.co/VsCYGFvdV7",1520635096092401665,41500998,,{'place_id': '0811cf61cd9ea52f'},,"{'urls': [{'start': 120, 'end': 143, 'url': 'https://t.co/VsCYGFvdV7', 'expanded_url': 'https://wordle.starwars.guide', 'display_url': 'wordle.starwars.guide'}]}",,
1520635092489572352,Twitter for iPhone,everyone,2022-05-01T05:23:52.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 X/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜⬜⬜⬜⬜
🟨⬜⬜🟩⬜
⬜🟩⬜🟩⬜",1520635092489572352,191957906,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635087229837312,Twitter for iPhone,everyone,2022-05-01T05:23:51.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

⬛🟨🟨⬛⬛
⬛⬛⬛🟨🟨
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",1520635087229837312,1209679880788406277,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635080284295169,Twitter for Android,everyone,2022-05-01T05:23:49.000Z,fr,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","SUTOM #114 3/6

🟥🟦🟦🟦🟥🟦🟥🟦
🟥🟦🟥🟡🟥🟦🟦🟦
🟥🟥🟥🟥🟥🟥🟥🟥

https://t.co/abE96rFIIs

Le Mot (@WordleFR) #112 6/6

⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/GJjzWKkYxn

Joyeux 1er mai",1520635080284295169,62869725,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/abE96rFIIs', 'expanded_url': 'https://sutom.nocle.fr', 'display_url': 'sutom.nocle.fr'}, {'start': 135, 'end': 158, 'url': 'https://t.co/GJjzWKkYxn', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 77, 'end': 86, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,
1520635070456999937,Twitter for iPhone,everyone,2022-05-01T05:23:47.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1520635070456999937,442952034,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635067353427968,Twitter for Android,everyone,2022-05-01T05:23:46.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 4/6*

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜🟨⬜
🟩🟩🟩🟩🟩",1520635067353427968,269282703,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635056603078656,Twitter for Android,everyone,2022-05-01T05:23:44.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #115 6/6

⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/Mn9DE1BoQa",1520635056603078656,325602237,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Mn9DE1BoQa', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1520635053109260289,Twitter for iPad,everyone,2022-05-01T05:23:43.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 4/6

⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520635053109260289,21494244,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635050831888385,Twitter for Android,everyone,2022-05-01T05:23:42.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬜🟩⬜⬜⬜
⬜🟨⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1520635050831888385,1496943010281631752,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635046788431873,Twitter for iPhone,everyone,2022-05-01T05:23:41.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 315 4/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Wow this took me way too long",1520635046788431873,2952498432,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635033610031104,Twitter for iPhone,everyone,2022-05-01T05:23:38.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520635033610031104,463906940,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635021492510721,Twitter for Android,everyone,2022-05-01T05:23:35.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520635021492510721,311457528,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635015532589056,Twitter for iPhone,everyone,2022-05-01T05:23:34.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

i..",1520635015532589056,848601184600563712,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520635012248342529,Twitter for iPad,everyone,2022-05-01T05:23:33.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@emilynussbaum Though it’s not a competition…

Wordle 316 3/6

⬜🟨⬜⬜⬜
⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩",1520622329461620736,2279790595,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,12096202,"{'mentions': [{'start': 0, 'end': 14, 'username': 'emilynussbaum', 'id': '12096202'}]}","[{'type': 'replied_to', 'id': '1520622329461620736'}]",
1520635005642452997,Twitter for iPhone,everyone,2022-05-01T05:23:32.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1520635005642452997,775423075772932096,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634999581593600,Twitter for iPhone,everyone,2022-05-01T05:23:30.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 316 4/6

⬛⬛⬛⬛🟨
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

wordle👍",1520634999581593600,705862428597329920,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634995647336449,Twitter for iPhone,everyone,2022-05-01T05:23:29.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟨🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1520634995647336449,883394558,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634988366077952,Twitter for iPhone,everyone,2022-05-01T05:23:27.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 3/6

🟨🟨⬛⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩
Par",1520634988366077952,1370419795951226882,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634983505076224,Twitter for iPhone,everyone,2022-05-01T05:23:26.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 X/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
🟩🟩🟩🟩⬛",1520634983505076224,1614948630,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634970003619840,Twitter for Android,everyone,2022-05-01T05:23:23.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 315 6/6

⬜⬜⬜⬜⬜
⬜🟨⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟨⬜⬜⬜
🟩🟩🟩🟩🟩

Wordle 316 6/6

🟩🟨⬛⬛⬛
🟩⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩⬛⬛
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩",1481880423760384005,31030256,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,31030256,,"[{'type': 'replied_to', 'id': '1519901369657929728'}]",
1520634965356068864,Twitter for Android,everyone,2022-05-01T05:23:22.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜
🟩⬜🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",1520634965356068864,4909772411,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634960046002181,Twitter for iPhone,everyone,2022-05-01T05:23:21.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1520634957915471872'}]",
1520634957915471872,Twitter for iPhone,everyone,2022-05-01T05:23:20.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

⬜⬜⬜🟨🟨
🟨🟨⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1520634955243528192'}]",
1520634953863614465,Twitter for iPhone,everyone,2022-05-01T05:23:19.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

yikes",1504297597938413568,1247933222857703424,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,1247933222857703424,,"[{'type': 'replied_to', 'id': '1519905757109567491'}]",
1520634952182038528,Twitter for iPhone,everyone,2022-05-01T05:23:19.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 313 6/6

⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟨
🟨🟩🟩⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1520634948683665408'}]",
1520634948683665408,Twitter for iPhone,everyone,2022-05-01T05:23:18.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 312 5/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1520634945810866177'}]",
1520634948457222144,Twitter Web App,everyone,2022-05-01T05:23:18.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 316 4/6*
⬛⬛⬛🟨⬛
⬛🟨🟨⬛⬛
🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩

Lewdle 103 4/6
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩

Daily Dordle #0097 5&amp;4/7 
⬜🟨⬜⬜⬜ ⬜🟩⬜⬜⬜
⬜⬜🟩⬜⬜ ⬜🟩⬜🟨🟩
🟨🟨⬜🟨⬜ ⬜🟩🟨🟩🟩
⬜🟨⬜🟨⬜ 🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩 ⬛⬛⬛⬛⬛",1520634948457222144,25376226,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634946804670464,Twitter for iPhone,everyone,2022-05-01T05:23:18.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Wordle 316 6/6

Close one 

⬛⬛⬛🟨⬛
⬛🟨⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1520634946804670464,19058861,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634945810866177,Twitter for iPhone,everyone,2022-05-01T05:23:17.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 311 4/6

⬜🟩⬜🟨🟨
🟨🟩⬜⬜🟨
🟨🟩🟨⬜⬜
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1520634942635786240'}]",
1520634942635786240,Twitter for iPhone,everyone,2022-05-01T05:23:17.000Z,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 310 5/6

⬜🟨🟨⬜🟨
🟨🟨⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",1496354403581841414,4126848820,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,4126848820,,"[{'type': 'replied_to', 'id': '1518134243720900614'}]",
1520634936306581505,Twitter for iPhone,everyone,2022-05-01T05:23:15.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #115 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/oZUPNPXpgp",1520634936306581505,396414812,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/oZUPNPXpgp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1520634935903911937,Twitter for iPhone,everyone,2022-05-01T05:23:15.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬜🟨⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1520634935903911937,820090932544475138,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634934956011520,Twitter for Android,everyone,2022-05-01T05:23:15.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Fuck off.

Wordle 316 6/6*

⬛🟨⬛⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1520634934956011520,71638316,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634933932589056,Twitter Web App,everyone,2022-05-01T05:23:14.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛⬛🟨🟨🟨
🟩🟩🟩🟩🟩

stress betul word hari ni",1520634933932589056,1244172103521169408,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634933428973568,Twitter Web App,everyone,2022-05-01T05:23:14.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩🟨⬛⬛
🟩🟩🟩🟩🟩",1520634933428973568,625690529,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634928047661057,Twitter for iPhone,everyone,2022-05-01T05:23:13.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 315 X/6

⬜⬜🟨🟨⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩",1520634928047661057,1424102147075887107,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520634918178418689,Twitter for iPhone,everyone,2022-05-01T05:23:11.000Z,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #115 5/6

⬜🟩🟨⬜⬜
⬜🟨⬜⬜🟨
⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/8LTKajTPKH",1520634918178418689,1004276232962367488,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",{'place_id': '672cdfef952887de'},,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/8LTKajTPKH', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1520634898612391936,Twitter Web App,everyone,2022-05-01T05:23:06.000Z,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

🟨⬜⬜⬜🟩
⬜⬜🟩⬜⬜
⬜⬜⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

言われてみればそんなやついた気がする",1520634898612391936,816214111759396864,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
