id,conversation_id,reply_settings,lang,entities,possibly_sensitive,source,public_metrics,text,context_annotations,author_id,created_at,referenced_tweets,in_reply_to_user_id,attachments,geo
1521730879609094144,1521730879609094144,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜⬜⬜⬜🟨
⬜🟩⬜🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2228824704,2022-05-04T05:58:08.000Z,,,,
1521730862563401728,1521730862563401728,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜🟩🟩🟨🟨
🟩🟩🟩🟩🟩
😃🔥","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",292012475,2022-05-04T05:58:04.000Z,,,,
1521730862110285824,1521730862110285824,everyone,ja,"{'hashtags': [{'start': 94, 'end': 105, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/kNntYdX2Z5', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","ポケモンWordle 8/10

⬛⬛⬛⬛⬛  ⬛⬛⬛🟩⬛
⬛⬛⬛⬛⬛  ⬛⬛🟩🟩🟩
⬛⬛⬛⬛🟨  🟩🟩🟩🟩🟩
⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛

https://t.co/kNntYdX2Z5
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",766905272254115840,2022-05-04T05:58:04.000Z,,,,
1521730860457902080,1521730860457902080,everyone,en,"{'mentions': [{'start': 26, 'end': 39, 'username': 'misterspoons', 'id': '70691724'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 4/6 pipped by ⁦@misterspoons⁩ !

🟩⬜🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",906726457,2022-05-04T05:58:04.000Z,,,,
1521730857068863488,1521730857068863488,everyone,es,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/KbsmQFEaqB', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Chimpúm
Wordle Científico #52 3/6

⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/KbsmQFEaqB","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",80866736,2022-05-04T05:58:03.000Z,,,,
1521730848499847169,1521730848499847169,everyone,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/OyTm896KLk', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 3/6

🟨⬜🟨🟨⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/OyTm896KLk","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2169870934,2022-05-04T05:58:01.000Z,,,,
1521730847895961606,1521730847895961606,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

🟨⬜🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1310590601746944000,2022-05-04T05:58:01.000Z,,,,
1521730837271785472,1521730837271785472,everyone,en,,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 4/6

🟨⬛🟩🟨⬛
⬛⬛🟨⬛⬛
🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1294204785139359744,2022-05-04T05:57:58.000Z,,,,
1521730835480723456,1521730835480723456,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬛⬛🟩🟨⬛
🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1414849726441209864,2022-05-04T05:57:58.000Z,,,,
1521730831424933888,1521730831424933888,everyone,en,,False,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬜🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",443064328,2022-05-04T05:57:57.000Z,,,,
1521730824646889472,1521730824646889472,everyone,en,,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜⬜⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1470439108325560321,2022-05-04T05:57:55.000Z,,,,
1521730821975166981,1504525158312202248,everyone,de,"{'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/jGE0efcn2V', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wördl 319 4/6 🔥1

⬜🟨⬜⬜🟩
⬜⬜🟩⬜🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/jGE0efcn2V","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1496477849926176769,2022-05-04T05:57:55.000Z,"[{'type': 'replied_to', 'id': '1520963724739321857'}]",1496477849926176769,,
1521730815771746306,1521730815771746306,everyone,en,"{'hashtags': [{'start': 46, 'end': 56, 'tag': 'Wordle319'}]}",False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

⬜⬜🟩⬜⬜
⬜⬜⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩 #Wordle319","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1499117334488834049,2022-05-04T05:57:53.000Z,,,,
1521730791226675201,1521730791226675201,everyone,es,"{'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/ckwwTx5ryH', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Hoy justo tengo un taller sobre esto 💁🏻‍♀️
Wordle (ES)  #118 3/6

⬜🟨🟨⬜⬜
🟩⬜🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ckwwTx5ryH","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1165792761368502272,2022-05-04T05:57:47.000Z,,,,
1521730789561581575,1521730789561581575,everyone,en,"{'mentions': [{'start': 48, 'end': 62, 'username': 'DebSreeSarkar', 'id': '932135675997982720'}]}",False,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Grand

Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟩
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩

@DebSreeSarkar","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1216333544118726656,2022-05-04T05:57:47.000Z,,,,
1521730788169228290,1521730788169228290,everyone,en,,False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟩
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩

I've been rlly obsessed with james' sleeping on trains these days","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1304319583449300992,2022-05-04T05:57:46.000Z,,,,
1521730778908041216,1521730778908041216,everyone,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/jF7YbOnpor', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 5/6

🟨⬜⬜⬜⬜
🟨🟨⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/jF7YbOnpor","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",513630999,2022-05-04T05:57:44.000Z,,,,
1521730767168102400,1521730767168102400,everyone,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/nSvzQnW1Xl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 3/6

⬜🟩⬜🟨⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/nSvzQnW1Xl","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",314171607,2022-05-04T05:57:41.000Z,,,,
1521730764882137088,1521730764882137088,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬛🟩⬛🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",206573386,2022-05-04T05:57:41.000Z,,,,
1521730761933660161,1485315808565858310,everyone,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/QgwOCNCDt5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}, {'start': 78, 'end': 101, 'url': 'https://t.co/kZdrT9cMS3', 'expanded_url': 'https://twitter.com/CarlosTribuno/status/1521730761933660161/photo/1', 'display_url': 'pic.twitter.com/kZdrT9cMS3', 'media_key': '16_1521730754002182150'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle (ES)  #118 5/6

🟨⬜🟨🟨⬜
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/QgwOCNCDt5 https://t.co/kZdrT9cMS3","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1097608598,2022-05-04T05:57:40.000Z,"[{'type': 'replied_to', 'id': '1521374138631401477'}]",1097608598,{'media_keys': ['16_1521730754002182150']},{'place_id': '6d564e12cf533f7a'}
1521730756049047552,1521730756049047552,everyone,en,,False,Flamingo for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","WordHurdle 211 5/6
🤍🤍🤍🤍💛🤍
💛💙🤍💛🤍🤍
💛💙💙🤍🤍🤍
🤍💙💙💙💙💙
💙💙💙💙💙💙

Wordle 319 3/6
⬜🟩⬜⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Byrdle 113 2/7
⚪🟡⚪🟡⚪🟢
🟢🟢🟢🟢🟢🟢

Wordle Cymraeg 113 5/6
⬜⬜🟨⬜⬜
⬜🟨⬜🟩⬜
⬜⬜🟨🟩⬜
🟨⬜⬜🟩🟩
🟩🟩🟩🟩🟩
Not a bad start to the day","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17928644,2022-05-04T05:57:39.000Z,,,,
1521730738110046208,1521730738110046208,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/GqWXeHEiXg', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/GqWXeHEiXg","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1267108022,2022-05-04T05:57:35.000Z,,,,
1521730737824796672,1504698912732594196,everyone,es,"{'urls': [{'start': 211, 'end': 234, 'url': 'https://t.co/3Tx0RtSudv', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'jaberpo', 'id': '166920924'}, {'start': 9, 'end': 18, 'username': 'ppucedac', 'id': '263597822'}, {'start': 19, 'end': 33, 'username': 'Rusty76936632', 'id': '1164095506357936128'}, {'start': 34, 'end': 45, 'username': 'bertoconve', 'id': '741186522561556480'}, {'start': 46, 'end': 61, 'username': 'Pancho_Badajoz', 'id': '163801624'}, {'start': 62, 'end': 73, 'username': 'PabloRaso1', 'id': '559072218'}, {'start': 74, 'end': 85, 'username': 'Santihumor', 'id': '132365110'}, {'start': 86, 'end': 102, 'username': 'cmartinizkierdo', 'id': '368185661'}, {'start': 103, 'end': 110, 'username': 'pukyjc', 'id': '387881156'}, {'start': 111, 'end': 123, 'username': 'williemjose', 'id': '1706947710'}, {'start': 124, 'end': 139, 'username': 'juanito_aragor', 'id': '253241290'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@jaberpo @ppucedac @Rusty76936632 @bertoconve @Pancho_Badajoz @PabloRaso1 @Santihumor @cmartinizkierdo @pukyjc @williemjose @juanito_aragor Buen día, queridos. 🥰

Wordle (ES)  #118 4/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/3Tx0RtSudv","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",260686206,2022-05-04T05:57:34.000Z,"[{'type': 'replied_to', 'id': '1521727849987727360'}]",166920924,,
1521730737581531136,1521730737581531136,everyone,tr,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Türkçe 319 4/6

⬜⬜⬜🟨⬜
⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",64728897,2022-05-04T05:57:34.000Z,,,,
1521730733055827971,1521730733055827971,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/63Xk0S0Js9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

⬜⬜🟨⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/63Xk0S0Js9","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",104555717,2022-05-04T05:57:33.000Z,,,,
1521730730728038400,1521730730728038400,everyone,en,"{'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/ugNbg5KHEW', 'expanded_url': 'https://twitter.com/TheKellyLlama/status/1521730730728038400/photo/1', 'display_url': 'pic.twitter.com/ugNbg5KHEW', 'media_key': '16_1521730723929022465'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 2/6

⬜🟩⬜🟩🟨
🟩🟩🟩🟩🟩 https://t.co/ugNbg5KHEW","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3155837003,2022-05-04T05:57:33.000Z,,,{'media_keys': ['16_1521730723929022465']},
1521730729775968257,1521730729775968257,everyone,en,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/ExpdWbFM3J', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'chutypon', 'id': '1516012410993356811'}]}",False,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @chutypon: Wordle (ES)  #118 4/6

⬜🟩🟨⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ExpdWbFM3J","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1516012410993356811,2022-05-04T05:57:33.000Z,"[{'type': 'retweeted', 'id': '1521716069936902144'}]",,,
1521730716719058945,1521730716719058945,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜⬜🟨🟩⬜
🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",41174876,2022-05-04T05:57:29.000Z,,,,
1521730707873320960,1521730707873320960,everyone,en,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/xrmOmjNnEX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Regulinchi!! Wordle (ES)  #118 6/6

🟩🟩⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/xrmOmjNnEX","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2433407503,2022-05-04T05:57:27.000Z,,,,
1521730700956872704,1481208484435738624,everyone,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/oSpF15dCLr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 3/6

🟨⬜🟨🟨⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/oSpF15dCLr","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",420501409,2022-05-04T05:57:26.000Z,"[{'type': 'replied_to', 'id': '1521359390602940417'}]",420501409,,
1521730688843755520,1521730688843755520,everyone,en,,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩

Not showing the finger at all","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",145633846,2022-05-04T05:57:23.000Z,,,,
1521730686197157889,1521730686197157889,everyone,es,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/b0qyePW5VN', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",True,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Científico #52 3/6

⬜🟩⬜⬜⬜
🟨🟨🟨🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/b0qyePW5VN","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1057296265195732992,2022-05-04T05:57:22.000Z,,,,
1521730685932867584,1493849721538072581,everyone,es,"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/Ovr3nOl5Ix', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Por la norma que se usa para medir.
Wordle (ES)  #118 4/6

⬜🟨⬜🟨🟨
⬜🟩⬜🟨🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/Ovr3nOl5Ix","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",175544403,2022-05-04T05:57:22.000Z,"[{'type': 'replied_to', 'id': '1521383298894909440'}]",175544403,,
1521730685467254785,1521730685467254785,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","😱 Wordle 319 5/6*

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟨
⬛🟨🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3372842404,2022-05-04T05:57:22.000Z,,,,
1521730683642822657,1488764536895287299,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/8kRxEJkFiZ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

⬜🟩⬜⬜🟩
⬜⬜⬜🟨⬜
🟨⬜⬜🟨🟨
🟩🟩🟩🟩🟩
 https://t.co/8kRxEJkFiZ","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",375050348,2022-05-04T05:57:22.000Z,"[{'type': 'replied_to', 'id': '1521005373142016001'}]",375050348,,
