id,reply_settings,context_annotations,text,source,public_metrics,lang,author_id,possibly_sensitive,created_at,conversation_id,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1520327381201924100,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Türkçe 315 3/6

⬜⬜⬜🟨🟩
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩

https://t.co/J413TQil5F",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tr,328114027,False,2022-04-30T09:01:08.000Z,1520327381201924100,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/J413TQil5F', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1520327374818185216,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 5/6

🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/T8wo9S7KyS",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1115230681,False,2022-04-30T09:01:07.000Z,1520327374818185216,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/T8wo9S7KyS', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327372846682112,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 X/6

🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
⬛⬛⬛🟨⬛
🟩🟩⬛🟨🟩
 https://t.co/dak9Djhwvu",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1019339674601607170,False,2022-04-30T09:01:06.000Z,1520327372846682112,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/dak9Djhwvu', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327356245843969,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","😳😳

Wordle 315 2/6

🟨⬜⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,230837593,False,2022-04-30T09:01:02.000Z,1520327356245843969,,,,,
1520327355658514432,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬛⬛⬛⬛🟩
⬛🟨🟨⬛⬛
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,1306484087226380288,False,2022-04-30T09:01:02.000Z,1520327355658514432,,,,,
1520327354425528321,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315's no KNOLL, but we'll see how just happy the insomniaical twitterati are about it.

Wordle 315 4/6

⬛⬛⬛⬛🟨
⬛🟩⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,955824841,False,2022-04-30T09:01:02.000Z,1520327354425528321,,,,,
1520327346548523018,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 5/6

🟨⬜⬜⬜⬜
⬜🟨⬜🟨⬜
🟨⬜🟩⬜🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/R7tyBrqImG",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1042854788910735360,False,2022-04-30T09:01:00.000Z,1520327346548523018,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/R7tyBrqImG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327329095897089,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬛🟨🟨⬛⬛
🟨🟩⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,26674299,False,2022-04-30T09:00:56.000Z,1520327329095897089,,,,,
1520327317343592448,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 4/6

🟨⬛⬛🟨⬛
🟩🟨⬛⬛🟨
🟩⬛🟨⬛🟩
🟩🟩🟩🟩🟩
 
Me gusta la forma que ha hecho xD",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",es,1056330612880166912,False,2022-04-30T09:00:53.000Z,1481180012485173248,,1056330612880166912,"[{'type': 'replied_to', 'id': '1520037506644910081'}]",,
1520327317037400064,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 5/6

🟨⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/hSrTT8Pefa",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,717009804217217024,False,2022-04-30T09:00:53.000Z,1520327317037400064,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/hSrTT8Pefa', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327316060229639,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 4/6

⬜🟩⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ACZJohuHxe",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,978649442961297409,False,2022-04-30T09:00:53.000Z,1520327316060229639,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ACZJohuHxe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327315833688067,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛⬛
⬛⬛🟩⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,216302379,False,2022-04-30T09:00:53.000Z,1520327315833688067,,,,,
1520327285013991424,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 6/6

⬜🟨⬜⬜⬜
⬜🟨🟨⬜🟨
⬜🟨🟨⬜🟨
⬜🟨⬜⬜🟩
🟨🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/V5jzuEMUNu",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2586026035,False,2022-04-30T09:00:45.000Z,1520327285013991424,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/V5jzuEMUNu', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327283126550530,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #48 3/6

⬜⬜🟨🟨⬜🟩
🟨🟨🟩⬜🟨⬜
🟩🟩🟩🟩🟩🟩
 https://t.co/EOoiO6AvMs",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,1202239436173561856,False,2022-04-30T09:00:45.000Z,1520327283126550530,"{'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/EOoiO6AvMs', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1520327278076608512,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6 - by the skin of my teeth!

🟨🟨⬛⬛⬛
⬛⬛🟨🟨⬛
⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,1615360518,False,2022-04-30T09:00:44.000Z,1520327278076608512,,,,,
1520327273437712384,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@raquel_villacam Buenos dias! Por los pelos...
Wordle personalizado 6/6

⬜⬜🟨⬜🟨🟩
🟩⬜⬜🟨⬜🟩
⬜⬜⬜🟨⬜⬜
⬜⬜🟩🟩⬜🟩
🟩⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/BOyifY8z1u",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,884549494246969344,False,2022-04-30T09:00:42.000Z,1520327273437712384,"{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/BOyifY8z1u', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX18hvznzlBOIf27wRJJvA1g5q6j1zlbiPts%3D&t=true', 'display_url': 'wordle.danielfrg.com/personalizada/…'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'raquel_villacam', 'id': '449876148'}]}",449876148,,,
1520327268740083712,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@river_8 @davidgc1978 @rrivasrrp Wordle Tildes #61 3/6

⬜⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩🟩

https://t.co/xqMuSEVHbx jup",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,54253329,False,2022-04-30T09:00:41.000Z,1520320822098944002,"{'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/xqMuSEVHbx', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'river_8', 'id': '506433859'}, {'start': 9, 'end': 21, 'username': 'davidgc1978', 'id': '916665410'}, {'start': 22, 'end': 32, 'username': 'rrivasrrp', 'id': '1241890646'}]}",506433859,"[{'type': 'replied_to', 'id': '1520320822098944002'}]",,
1520327263241265152,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 3/6

⬛🟨⬛⬛⬛
🟩⬛🟨🟨⬛
🟩🟩🟩🟩🟩",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1334888694994657283,False,2022-04-30T09:00:40.000Z,1520327263241265152,,,,,
1520327257809637376,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Le Mot (@WordleFR) #111 4/6

⬛🟨🟨🟩⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/LbUA1AKgmC",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",fr,770014123862200320,False,2022-04-30T09:00:39.000Z,1499537665175207937,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/LbUA1AKgmC', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",770014123862200320,"[{'type': 'replied_to', 'id': '1519918154348171266'}]",,
1520327253552517120,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬛🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,897949060908204032,False,2022-04-30T09:00:38.000Z,1520327253552517120,,,,,
1520327223768756224,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@Shine_McShine Wordle (ES)  #114 4/6

⬜⬜🟨⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/5NfBf5KbTw",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,2598330543,False,2022-04-30T09:00:31.000Z,1520300692077953025,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/5NfBf5KbTw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'Shine_McShine', 'id': '5480782'}]}",5480782,"[{'type': 'replied_to', 'id': '1520300692077953025'}]",,
1520327221105377280,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 3/6

🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/VBHYJciCKL",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,561317198,False,2022-04-30T09:00:30.000Z,1520327221105377280,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/VBHYJciCKL', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327215396839425,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛⬛🟨🟨⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1335423642881191938,False,2022-04-30T09:00:29.000Z,1520327215396839425,,,,,
1520327205427073025,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 4/6

⬛⬛🟨⬛🟨
🟩⬛🟨⬛🟩
🟩🟩⬛🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/FP8TELWwt7",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,537132098,False,2022-04-30T09:00:26.000Z,1520327205427073025,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/FP8TELWwt7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520327196983930880,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬛⬛⬛⬛🟩
⬛🟨🟨⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,82085208,False,2022-04-30T09:00:24.000Z,1520327196983930880,,,,,
1520327183260135424,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬛⬛🟨🟨⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,215009304,False,2022-04-30T09:00:21.000Z,1520327183260135424,,,,,
