id,possibly_sensitive,public_metrics,context_annotations,lang,created_at,text,source,conversation_id,reply_settings,author_id,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1522192449426309121,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:15.000Z,"Wordle 320 4/6

⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟨⬛🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192449426309121,everyone,399128978,,,,,
1522192449401233408,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:15.000Z,"Wordle 320 5/6

🟩🟨⬜⬜⬜
🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192449401233408,everyone,262245947,,,,,
1522192448902029312,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:15.000Z,"Wordle 320 X/6 bah

⬛⬛🟨⬛🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟨⬛⬛⬛
🟩🟩⬛🟩🟩",Twitter for iPhone,1522192448902029312,everyone,2010011,,,,,
1522192442317053954,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:13.000Z,"Wordle (ES)  #119 6/6

🟨⬜⬜⬜🟨
⬜🟩⬜🟨⬜
⬜🟩🟨⬜🟨
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/rqcaDfs7IB",Twitter for Android,1522192442317053954,everyone,4338392249,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/rqcaDfs7IB', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522192438902800384,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:13.000Z,"Wordle 320 3/6 what is this word even 

⬛🟨⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192438902800384,everyone,186614681,,,,,
1522192436281417730,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:12.000Z,"Wordle 320 2/6

⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩

Squirdle Daily 114 - 7/8
🟦🟥🟥🔼🔼
🟦🟥🟥🔽🔼
🟦🟥🟥🔼🔼
🟩🟥🟥🔼🔼
🟩🟥🟩🔼🔽
🟩🟥🟩🔼🔼
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192436281417730,everyone,978545694603665408,,,,,
1522192432917479424,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:11.000Z,"Wordle 320 4/6

⬛🟨⬛⬛🟨
⬛⬛🟨⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192432917479424,everyone,1297544151043641344,,,,,
1522192430904516608,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:11.000Z,"Wordle 320 X/6
Ha! Could have 10 more guesses &amp; STILL not have worked this one out. 
⬛⬛⬛⬛🟨
⬛🟩⬛⬛⬛
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩",Twitter for iPhone,1522192430904516608,everyone,717350591765176320,,,,,
1522192429331501056,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:10.000Z,"D’oh! Another bogey. Some bogeys you feel good about. Others feel like you nuked it. This is one of those times. Stupid game. But streak 2.0 continues
Wordle 320 5/6

⬜⬜🟨⬜🟨
⬜🟨⬜🟨🟨
🟨🟨🟨⬜🟨
🟩⬜🟩🟨🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192429331501056,everyone,1568556103,,,,,
1522192429268545537,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:10.000Z,"Wordle (ES)  #119 6/6

⬛🟨⬛⬛🟨
⬛🟩⬛🟨🟩
🟨🟩⬛⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

https://t.co/qzVPtCcG5K",Twitter for iPhone,1515346848856551428,everyone,176089814,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/qzVPtCcG5K', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521421408592609281'}]",176089814,,
1522192424176607233,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:09.000Z,"Wordle 320 X/6

⬛⬛⬛🟩⬛
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
Not cool!",Twitter for Android,1522192424176607233,everyone,109158358,,,,,
1522192419374211072,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:08.000Z,"@ShiriSpear @boston25 Shiri's Wordle 4/6

⬛️⬛️⬛️🟨⬛️
🟨🟨⬛️🟨⬛️
🟩⬛️🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522169235342036992,everyone,796018399486820352,"{'mentions': [{'start': 0, 'end': 11, 'username': 'ShiriSpear', 'id': '239883604'}, {'start': 12, 'end': 21, 'username': 'boston25', 'id': '19665244'}]}","[{'type': 'replied_to', 'id': '1522169235342036992'}]",239883604,,
1522192416945557506,False,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:07.000Z,"Wordle 320 6/6

⬜🟨⬜🟨⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192416945557506,everyone,21319630,,,,,
1522192405260390401,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:05.000Z,"Wordle 320 5/6 🧐

⬛🟨⬛🟨⬛
🟨⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,1522192405260390401,everyone,97654974,,,,,
1522192402940932097,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:04.000Z,"Wordle (ES)  #119 5/6

⬜⬜⬜🟨🟩
⬜⬜🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/fklvuGkxGm",Twitter for Android,1522192402940932097,everyone,107297723,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/fklvuGkxGm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522192401007226880,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:04.000Z,"Ando atinado!
Wordle (ES)  #119 3/6

⬜🟩🟨🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/PcZvnUBPAl",Twitter for Android,1522192401007226880,everyone,106952456,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/PcZvnUBPAl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522192397861539840,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:03.000Z,"Toma!

Wordle (ES)  #119 X/6

🟨🟩⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
 https://t.co/uxLNXuApkA",Twitter for Android,1522192397861539840,everyone,1183450129984118786,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/uxLNXuApkA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522192390282428417,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:01.000Z,"Wordle (ES)  #119 4/6

⬜🟨⬜⬜🟨
⬜⬜🟨⬜🟩
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/RFA9VvAnjj",Twitter for Android,1522192390282428417,everyone,3361260568,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/RFA9VvAnjj', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522192388759994370,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:01.000Z,"Wordle 320 X/6 NOOOOOO!!!

🟨⬜🟨⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Twitter for iPhone,1522192388759994370,everyone,38277717,,,,,
1522192388080295937,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",ja,2022-05-05T12:32:00.000Z,"クリアならず。
Wordle 320 X/6

🟨🟩⬜⬜🟨
⬜🟩🟨⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩",Twitter for Android,1522192388080295937,everyone,1464519326,,,,,
1522192387455569922,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:32:00.000Z,"Wordle 320 6/6

⬛🟨⬛⬛🟩
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

...... alright wordle",Twitter for iPhone,1522192387455569922,everyone,93964912,,,,,
1522192381004550144,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:59.000Z,"Wordle 320 4/6 (May 5, 2022)

🟩🟨⬛⬛⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,1482100382906019842,everyone,855848431549464576,,"[{'type': 'replied_to', 'id': '1521829795448774658'}]",855848431549464576,,
1522192377221459970,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:58.000Z,"Wordle 320 4/6

⬛🟩🟨⬛⬛
🟨🟩⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,1522192377221459970,everyone,1263313706655637506,,,,,
1522192376810422279,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:58.000Z,"Wordle 320 4/6

⬛🟨🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Tweetbot for iΟS,1522192376810422279,everyone,57966673,,,,,
1522192371064180736,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:56.000Z,"Wordle 320 6/6

⬜⬜⬜⬜🟨
⬜🟨🟨🟨⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩 yikes",Tweetbot for iΟS,1522192371064180736,everyone,143478758,,,,,
1522192366337392640,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:55.000Z,"Wordle 320 X/6 #FailWhale #Wordle #Wordle320

⬜🟨⬜⬜🟨
🟩⬜🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩",Twitter for iPhone,1522192366337392640,everyone,29161073,"{'hashtags': [{'start': 15, 'end': 25, 'tag': 'FailWhale'}, {'start': 26, 'end': 33, 'tag': 'Wordle'}, {'start': 34, 'end': 44, 'tag': 'Wordle320'}]}",,,,
1522192365582172160,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:55.000Z,"Wordle 320 X/6 🤬

⬜⬜⬜🟩⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩

#Heardle #69 💕

🔊🟩⬜️⬜️⬜️⬜️⬜️

Daily Quordle 101 💁🏻‍♀️
4️⃣3️⃣
5️⃣6️⃣",Twitter for iPhone,1522192365582172160,everyone,5116011,"{'hashtags': [{'start': 55, 'end': 63, 'tag': 'Heardle'}]}",,,,
1522192365519360002,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T12:31:55.000Z,"Wordle 320 X/6

⬜⬜⬜🟨🟨
⬜🟨🟨⬜⬜
🟨🟨⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Twitter for Android,1480195414116769799,everyone,398164985,,"[{'type': 'replied_to', 'id': '1521859369117392899'}]",398164985,,
