id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,in_reply_to_user_id,referenced_tweets,entities,attachments,geo
1521325131385257986,Twitter for iPhone,everyone,1521325131385257986,"Wordle 317 2/6

⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩

i am the smartest person to ever live mwahaha",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,822352890,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:50.000Z,,,,,
1521325123768258560,Twitter for iPhone,everyone,1521323192228352002,"Wordle 318 X/6

🟨⬜🟨⬜⬜
⬜⬜🟨🟨⬜
🟨🟩🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩 
Fark!!!",en,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",False,4274399599,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:49.000Z,4274399599,"[{'type': 'replied_to', 'id': '1521323192228352002'}]",,,
1521325119846723584,Twitter for iPhone,everyone,1521325119846723584,"Wordle 318 4/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,235842917,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:48.000Z,,,,,
1521325111843852289,Twitter for Android,everyone,1521325111843852289,"Wordle 318 5/6

⬜⬜⬜🟩🟨
🟨🟨⬜⬜⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
マジすか",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,110950786,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:46.000Z,,,,,
1521325095188324352,Twitter for iPhone,everyone,1521325095188324352,"Wordle 318 4/6

🟨⬛⬛⬛⬛
⬛🟨🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,71323385,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:42.000Z,,,,,
1521325084694429696,Twitter for Android,everyone,1521325084694429696,"Wordle 318 5/6

🟨⬜⬜🟩⬜
⬜⬜🟨🟩⬜
⬜🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3252389040,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:39.000Z,,,,,
1521325053593669634,Twitter for Android,everyone,1521325053593669634,"Wordle 318 X/6

⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,113386484,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:32.000Z,,,,,
1521325032902991872,Twitter for iPhone,everyone,1521325032902991872,"Wordle 318 5/6*

⬛🟨🟨⬛⬛
🟨⬛⬛🟨⬛
🟩⬛⬛🟨⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,42188846,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:27.000Z,,,,,
1521325026313904128,Twitter for iPhone,everyone,1521325026313904128,"Wordle 318 4/6

⬜⬜⬜🟨⬜
🟨⬜🟩⬜⬜
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩

My ass!",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,142811448,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:25.000Z,,,,,
1521325025470541824,Twitter for iPhone,everyone,1521325025470541824,"#Wordle 318 5/6

#wordle318

🟨⬜⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟨⬜⬜🟨
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,73654865,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T03:05:25.000Z,,,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 17, 'end': 27, 'tag': 'wordle318'}]}",,
