id,author_id,reply_settings,lang,possibly_sensitive,public_metrics,conversation_id,context_annotations,source,created_at,text,entities,in_reply_to_user_id,referenced_tweets,attachments,geo
1520169505611476992,134512468,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169505611476992,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:48.000Z,"むかーしこの単語がタイトルの曲がアルバムに入ってて申し訳ないながらスキップしていたのを思い出した😅

Wordle 315 5/6

⬜🟨🟨⬜⬜
⬜⬜⬜⬜⬜
⬜🟨⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩",,,,,
1520169504835350530,414850469,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169504835350530,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-29T22:33:47.000Z,"Wordle 314 2/6

⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩

#WORDE #Wordle314","{'hashtags': [{'start': 29, 'end': 35, 'tag': 'WORDE'}, {'start': 36, 'end': 46, 'tag': 'Wordle314'}]}",,,,
1520169492642422785,2416223565,everyone,tr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169492642422785,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-29T22:33:45.000Z,"Wordle Türkçe 315 6/6

⬜🟨⬜⬜⬜
⬜🟨⬜🟨⬜
⬜🟨⬜🟨⬜
🟨⬜🟨⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩

https://t.co/N8410MtBpg","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/N8410MtBpg', 'expanded_url': 'https://www.wordleturkce.com/', 'display_url': 'wordleturkce.com'}]}",,,,
1520169488695848960,761785838850023424,everyone,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1491919992107192321,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,2022-04-29T22:33:44.000Z,"Wordle 315 5/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟨⬜⬜
⬜⬜🟨⬜🟨
🟩🟩🟩🟩🟩",,761785838850023424,"[{'type': 'replied_to', 'id': '1519867639149260800'}]",,
1520169488523710466,1225556716768702464,everyone,fr,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1516072808140394498,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:44.000Z,"Le Mot (@WordleFR) #111 4/6

🟨⬛⬛🟨⬛
🟨🟨⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/io0QS6M457","{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/io0QS6M457', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}]}",1225556716768702464,"[{'type': 'replied_to', 'id': '1519848749979340805'}]",,
1520169484928970753,493055387,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169484928970753,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:43.000Z,"Wordle 315 5/6

⬛🟨🟨⬛⬛
⬛🟩⬛⬛⬛
🟨⬛⬛🟨🟨
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",,,,,
1520169478604333056,3316013568,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169478604333056,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:41.000Z,"Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,,,,
1520169476813209600,211530541,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169476813209600,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:41.000Z,"Wordle 315 5/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,,,,
1520169456525266944,213263961,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520169456525266944,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2022-04-29T22:33:36.000Z,"Lost my 56 max streak 

Wordle 315 X/6

🟩⬛⬛⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛ https://t.co/DdygPYAJly","{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/DdygPYAJly', 'expanded_url': 'https://twitter.com/perfectmuggle/status/1520169456525266944/photo/1', 'display_url': 'pic.twitter.com/DdygPYAJly', 'media_key': '16_1520169448124076035'}]}",,,{'media_keys': ['16_1520169448124076035']},
1520169451047763968,1956036788,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520169451047763968,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,2022-04-29T22:33:35.000Z,"Wordle 315 X/6

⬜🟨🟨⬜⬜
⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟨

全然ダメだった。
しょぼん。",,,,,
