id,entities,author_id,reply_settings,lang,possibly_sensitive,public_metrics,conversation_id,context_annotations,source,in_reply_to_user_id,referenced_tweets,created_at,text,geo,attachments
1521709767546183681,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/cM03ARZKzH', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",99443868,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709767546183681,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:34:15.000Z,"Wordle Científico #52 3/6

⬜🟩⬜🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/cM03ARZKzH",,
1521709767047192576,"{'hashtags': [{'start': 57, 'end': 64, 'tag': 'вордли'}], 'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/rvJaQ2tiiZ', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",433184066,everyone,ru,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709767047192576,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:34:15.000Z,"Игра Wordle (RU) День #118 4/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/rvJaQ2tiiZ",,
1521709766812131333,,1087356613898321920,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709766812131333,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:34:15.000Z,"Wordle 319 2/6

🟨⬜🟩⬜🟨
🟩🟩🟩🟩🟩
マグにフィセン！",,
1521709766069915648,"{'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}], 'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/IWUlx2YptS', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}]}",4347948693,everyone,fr,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1521709766069915648,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:34:14.000Z,"Le Mot (@WordleFR) #115 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/IWUlx2YptS",,
1521709764790878208,,1373750574626258946,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709764790878208,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,,,2022-05-04T04:34:14.000Z,"Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩⬛
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩

don't you just love when you do the thing",,
1521709757110923264,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/en6avGUbV7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1099981484851642369,everyone,en,False,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 1, 'quote_count': 0}",1521709757110923264,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:34:12.000Z,"Wordle (ES)  #118 5/6

🟨⬜🟨🟨⬜
⬜🟩🟨🟨⬜
🟩🟩⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/en6avGUbV7",,
1521709748491624449,,2889150800,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709748491624449,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:34:10.000Z,"Wordle 319 4/6

⬛⬛🟩⬛⬛
🟨⬛🟩⬛⬛
⬛⬛🟩🟨🟨
🟩🟩🟩🟩🟩",,
1521709708314300416,,26094893,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709708314300416,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:34:01.000Z,"Wordle 319 5/6

⬛⬛🟩🟨⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,
1521709687715950592,,143533270,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709687715950592,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:33:56.000Z,"わーふっつーの単語なのに全然出なかった……母音の配置が難しい……

Wordle 319 5/6

🟨⬜🟨⬜🟨
⬜⬜🟨⬜⬜
⬜⬜⬜🟨⬜
🟨🟨🟨⬜🟨
🟩🟩🟩🟩🟩",,
1521709680149602307,,15799994,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709680149602307,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:33:54.000Z,"Wordle 319 4/6

⬛⬛⬛🟩🟨
🟨⬛⬛⬛⬛
⬛🟩⬛🟩🟨
🟩🟩🟩🟩🟩",,
1521709671555469312,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/t5hSnwpz4J', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",796036057972244488,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709671555469312,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPad,,,2022-05-04T04:33:52.000Z,"Wordle (ES)  #118 6/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩🟨🟨🟨
⬜🟩🟨🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/t5hSnwpz4J",,
1521709665054253059,,104618013,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709665054253059,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:33:50.000Z,"Wordle 319 5/6*

🟨⬛⬛🟩⬛
⬛⬛⬛🟩🟨
⬛🟨⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,
1521709652316200960,,1159172638721421323,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709652316200960,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:33:47.000Z,"Wordle 319 2/6

🟨⬜🟩⬜🟨
🟩🟩🟩🟩🟩",,
1521709651997466624,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/KtocUGm60f', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",176623160,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709651997466624,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:33:47.000Z,"Wordle (ES)  #118 4/6

⬜🟨⬜⬜🟨
⬜🟩⬜🟨🟨
🟨🟩🟨⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/KtocUGm60f",,
1521709648872628224,,26239948,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521709648872628224,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:33:46.000Z,"Wordle 319 5/6

⬛🟩⬛🟨⬛
🟨🟩⬛⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,
1521709642295951362,,277935838,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709642295951362,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,,,2022-05-04T04:33:45.000Z,"Wordle 319 2/6

⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩",,
1521709639099944961,"{'mentions': [{'start': 0, 'end': 7, 'username': 'SRuhle', 'id': '382685028'}]}",1426147754,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521705469433233408,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1011692848746393601', 'name': 'Stephanie Ruhle', 'description': 'Stephanie Ruhle'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1011692848746393601', 'name': 'Stephanie Ruhle', 'description': 'Stephanie Ruhle'}}]",Twitter for iPhone,382685028,"[{'type': 'replied_to', 'id': '1521705469433233408'}]",2022-05-04T04:33:44.000Z,"@SRuhle Wordle 319 5/6

🟨🟨⬜⬜🟨
🟩⬜🟨🟩⬜
🟩🟨⬜🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩 happened to be awake and much fun with this one.",,
1521709638219096065,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/HFO6qr6ic9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",3359740773,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709638219096065,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:33:44.000Z,"Wordle (ES)  #118 5/6

🟨⬜🟨🟨⬜
⬜🟨🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/HFO6qr6ic9",,
1521709636679835651,"{'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/jJQeuPyCVt', 'expanded_url': 'https://twitter.com/LGZepp/status/1521709636679835651/photo/1', 'display_url': 'pic.twitter.com/jJQeuPyCVt', 'media_key': '3_1521709633794150401'}]}",987403359685677056,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521709636679835651,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:33:44.000Z,"Wordle 319 2/6

🟩⬛⬛🟨⬛
🟩🟩🟩🟩🟩 https://t.co/jJQeuPyCVt",,{'media_keys': ['3_1521709633794150401']}
1521709633639002113,,1156796321782730752,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709631315320833,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,1156796321782730752,"[{'type': 'replied_to', 'id': '1521709631315320833'}]",2022-05-04T04:33:43.000Z,"Wordle 319 3/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩",,
1521709630879064065,"{'hashtags': [{'start': 57, 'end': 64, 'tag': 'вордли'}], 'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/OjuaSCdaMa', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",559296416,everyone,ru,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521709630879064065,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:33:42.000Z,"Игра Wordle (RU) День #118 4/6

⬜⬜⬜⬜⬜
🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/OjuaSCdaMa",,
1521709630619254784,,389204741,everyone,in,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1511151423781625857,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,389204741,"[{'type': 'replied_to', 'id': '1520523494899204096'}]",2022-05-04T04:33:42.000Z,"Wordle 319 3/6

⬛🟩⬛⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Raya terkejut punya pasal lupa dah benda ni",,
1521709614886178816,,1147544997316694016,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521709614886178816,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:33:38.000Z,"Wordle 319 3/6

🟨⬜⬜🟩⬜
⬜🟨🟨🟨⬜
🟩🟩🟩🟩🟩",,
1521709607726555137,"{'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/4bWqtseEdM', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711690043170820/rO79OYE2?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/tildes/index.html'}]}",43919515,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521709607726555137,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,,,2022-05-04T04:33:37.000Z,"Wordle Tildes #65 5/6

⬜⬜⬜🟨⬜⬜⬜
🟩⬜⬜🟨🟨⬜⬜
🟩🟨⬜⬜⬜⬜⬜
🟩🟨🟨🟨🟨🟩🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/4bWqtseEdM",,
