id,entities,author_id,reply_settings,lang,possibly_sensitive,public_metrics,conversation_id,context_annotations,source,in_reply_to_user_id,referenced_tweets,created_at,text,geo,attachments
1521707596767449089,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/N5usUenKEM', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",224432168,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707596767449089,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:37.000Z,"Wordle (ES)  #118 5/6

⬜🟨🟨⬜🟩
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/N5usUenKEM",,
1521707574797631488,,182105345,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1481832099103449088,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,182105345,"[{'type': 'replied_to', 'id': '1519858541929984001'}]",2022-05-04T04:25:32.000Z,"been a bit but we're BACK ON THE GRIND
day 108: 
Wordle 318 4/6

⬜⬜⬜🟨🟩
⬜🟨🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",,
1521707574193700866,,394066769,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707574193700866,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:32.000Z,"Wordle 319 4/6

⬜⬜🟩⬜🟨
⬜🟩🟩🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,
1521707571056369664,"{'hashtags': [{'start': 12, 'end': 19, 'tag': 'Wordle'}, {'start': 20, 'end': 30, 'tag': 'Wordle319'}]}",3116458288,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707571056369664,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:31.000Z,"Choo! Choo! #Wordle #Wordle319

Wordle 319 3/6

⬜⬜🟨⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩",,
1521707568459964417,,171628691,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707568459964417,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:30.000Z,"Wordle 318 6/6

⬛⬛🟨🟩⬛
⬛🟩⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,
1521707565192724480,"{'hashtags': [{'start': 57, 'end': 64, 'tag': 'вордли'}], 'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/aFe2YGa7rE', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",147889845,everyone,ru,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707565192724480,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:30.000Z,"Игра Wordle (RU) День #118 4/6

⬜⬜⬜⬜🟨
🟨⬜⬜⬜🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/aFe2YGa7rE",,
1521707562999025664,,1460958075020779520,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521707562999025664,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:29.000Z,"Wordle 319 3/6

🟨🟩⬛⬛⬛
⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩

初めての3回目クリア！",,
1521707556699316230,,710638756047548420,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707556699316230,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:28.000Z,"Wordle 319 4/6

⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩",,
1521707549359280129,,481620220,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1510981926965940229,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,481620220,"[{'type': 'replied_to', 'id': '1521084647668654080'}]",2022-05-04T04:25:26.000Z,"And I lost my streak again... Sigh lol

Wordle 318 4/6*

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",,
1521707541394337792,,66734579,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707541394337792,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:24.000Z,"Wordle 319 4/6

⬜🟩⬜🟨⬜
⬜⬜🟩🟨⬜
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",,
1521707536352694272,,54669945,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707536352694272,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPad,,,2022-05-04T04:25:23.000Z,"Wordle 319 3/6

🟨⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,
1521707535799144448,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/csK4wp38HY', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",3663211213,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707535799144448,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:23.000Z,"Wordle Científico #52 5/6

🟨⬜🟨⬜🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/csK4wp38HY",,
1521707533718761472,,1497123964640018434,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707533718761472,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:22.000Z,"Wordle 319 4/6

⬜⬜🟨🟨🟨
🟩⬜🟨🟨⬜
🟩🟨🟨⬜⬜
🟩🟩🟩🟩🟩",,
1521707533114744832,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/2cbGieaOtC', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",4819332880,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707533114744832,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:22.000Z,"Wordle (ES)  #118 3/6

🟩🟩⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2cbGieaOtC",{'place_id': '507a015cba6ef518'},
1521707526340763648,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/UxnuHkGgC6', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",748072838,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707526340763648,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:20.000Z,"Wordle Científico #52 4/6

⬜⬜⬜🟨🟨
🟨🟨⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/UxnuHkGgC6",,
1521707514072600578,,339233665,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707514072600578,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:17.000Z,"Wordle 319 2/6

⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩been a good week",,
1521707510130003968,,705405455405858816,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707510130003968,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:17.000Z,"Wordle 319 2/6

HOLY CRAP, look at that

⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩",,
1521707506866831361,,1002208462426791939,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1503596233986027524,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,1002208462426791939,"[{'type': 'replied_to', 'id': '1520993458621751296'}]",2022-05-04T04:25:16.000Z,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",,
1521707492299915268,,22153387,everyone,en,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1521707492299915268,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Mastodon-Twitter Crossposter,,,2022-05-04T04:25:12.000Z,"Wordle 319 3/6

🟨⬜🟩⬜⬜
⬜⬜🟨🟨🟨
🟩🟩🟩🟩🟩",,
1521707476009242624,,1026912556525473792,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707476009242624,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:08.000Z,"Wordle 319 3/6

⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,
1521707467083710466,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/plOS8XVkf3', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",31602834,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707467083710466,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:06.000Z,"Wordle Científico #52 5/6

⬜🟨⬜⬜🟩
🟨⬜🟨🟨🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/plOS8XVkf3",,
1521707462898106370,,904971080137293825,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1495762786865278981,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,904971080137293825,"[{'type': 'replied_to', 'id': '1521447862684778496'}]",2022-05-04T04:25:05.000Z,"Wordle 319 2/6

🟨🟨⬛🟩⬛
🟩🟩🟩🟩🟩",,
1521707441955741696,,755660509,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707441955741696,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:25:00.000Z,"Wordle 319 4/6

🟩🟨⬛⬛⬛
🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,
1521707439959203842,"{'hashtags': [{'start': 57, 'end': 64, 'tag': 'вордли'}], 'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/DgFOAYovOY', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}]}",90921497,everyone,ru,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707439959203842,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:25:00.000Z,"Игра Wordle (RU) День #118 4/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на https://t.co/DgFOAYovOY",,
1521707428395560960,,2972270645,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707428395560960,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:57.000Z,"Wordle 319 4/6

🟩⬛🟨🟨⬛
🟩🟨🟨⬛⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩",,
1521707416261468165,"{'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/wFsz0xeRhK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 22, 'end': 34, 'username': 'Nuriaar1969', 'id': '4868447493'}]}",800437142811873281,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707416261468165,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:54.000Z,"Wordle (ES)  #118 5/6
@Nuriaar1969 y la tengo!
⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/wFsz0xeRhK",,
1521707415896748033,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/yg1XLsJ1iC', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",14098201,everyone,fr,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1481585741461340163,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,14098201,"[{'type': 'replied_to', 'id': '1521379805538701312'}]",2022-05-04T04:24:54.000Z,"Le Mot (@WordleFR) #115 2/6

🟩⬛⬛🟨⬛
🟩🟩🟩🟩🟩

https://t.co/yg1XLsJ1iC

Solide.",,
1521707408673984518,,1291222987828539393,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521707408673984518,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:52.000Z,"Wordle 319 3/6

⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟨
🟩🟩🟩🟩🟩",,
1521707403103936512,,79377319,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707403103936512,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:51.000Z,"Wordle 319 2/6

⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",,
1521707393700098048,,972187417,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707393700098048,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:49.000Z,"Wordle 318 4/6

⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,
1521707388901941249,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/by6vkAafqA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",19896907,everyone,vi,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521707388901941249,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter Web App,,,2022-05-04T04:24:48.000Z,"CHÍ &lt;3

Wordle (ES)  #118 3/6

⬜⬜🟨⬜🟩
🟨🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/by6vkAafqA",,
1521707386767085569,,1172959218162442241,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707386767085569,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:47.000Z,"Wordle 319 5/6

🟨🟨⬛⬛🟨
⬛🟨🟨🟨🟨
🟩⬛🟨🟩⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",,
1521707385705971712,,18424139,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707385705971712,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:47.000Z,"Wordle 319 2/6

magnifique!

🟨⬜🟩⬜🟨
🟩🟩🟩🟩🟩",{'place_id': 'f14f215abd88eb1d'},
1521707370098872322,,11090152,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707370098872322,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:43.000Z,"Splendid!
Wordle 319 4/6*

⬛🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,
1521707367808651264,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/0JvXbR19ix', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 94, 'end': 105, 'tag': 'ポケモンWordle'}]}",214138172,everyone,ja,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707367808651264,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",Twitter for Android,,,2022-05-04T04:24:43.000Z,"ポケモンWordle 8/10

⬛⬛⬛🟩⬛  ⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛  ⬛🟩⬛⬛🟩
⬛⬛🟨⬛⬛  🟩🟩🟩🟩🟩
⬛⬛⬛⬛🟩
⬛⬛⬛⬛⬛

https://t.co/0JvXbR19ix
 #ポケモンWordle",,
1521707354173149189,,37454770,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707354173149189,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:39.000Z,"Wordle 319 3/6

⬛⬛⬛🟨⬛
🟩⬛⬛🟩🟨
🟩🟩🟩🟩🟩",,
1521707348838031361,,17640586,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707348838031361,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:38.000Z,"Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜🟨⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,
1521707348364242944,,4089581173,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707348364242944,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:38.000Z,"Wordle 319 3/6

⬜🟩⬜⬜⬜
⬜⬜🟩🟨⬜
🟩🟩🟩🟩🟩
🦼",,
1521707345088188418,,132742661,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707345088188418,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:37.000Z,"Wordle 318 3/6*

⬜⬜🟨⬜🟨
⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩",,
1521707329124720640,,3952248376,everyone,en,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707329124720640,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,,,2022-05-04T04:24:33.000Z,"Wordle 319 3/6

⬜⬜⬜🟨⬜
🟩⬜⬜🟨⬜
🟩🟩🟩🟩🟩",,
1521707327073755137,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/Ac6H2ZONhe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 86, 'end': 98, 'username': 'TheFakeRoLo', 'id': '1339815116296994816'}]}",561168204,everyone,es,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521707327073755137,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,,,2022-05-04T04:24:33.000Z,"Wordle (ES)  #118 3/6

⬜⬜🟨🟨🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Ac6H2ZONhe ya se me hizo vicio @TheFakeRoLo",,
