id,source,reply_settings,entities,conversation_id,text,lang,public_metrics,possibly_sensitive,referenced_tweets,author_id,context_annotations,created_at,geo,in_reply_to_user_id,attachments
1520940541013204992,Twitter for iPhone,everyone,,1520940541013204992,"Wordle 317 4/6

⬛⬛⬛🟨🟨
🟨🟨⬛⬛🟩
⬛🟨⬛🟨🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,4055802314,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:37.000Z,,,
1520940520272502786,Twitter for iPhone,everyone,,1520940520272502786,"Wordle 316 4/6

⬜⬜🟨🟨⬜
⬜⬜⬜⬜⬜
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩
My mom who is excellent at word games but doesn’t have a major college education has a bit harder time with some of the Wordle’s, like this. She got it in 5.",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,1038849626273660928,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:32.000Z,,,
1520940517776711680,Twitter for Android,everyone,,1520940517776711680,"Wordle 317 4/6

⬛⬛⬛⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",False,,3311648647,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:31.000Z,,,
1520940495257624576,Twitter Web App,everyone,,1520940495257624576,"Wordle 317 3/6

⬛⬛⬛🟨⬛
🟩⬛🟩🟨🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,833703109,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:26.000Z,,,
1520940490559873024,Twitter for Android,everyone,,1478653719742849024,"Wordle 316 5/6*

⬛🟨⬛⬛⬛
🟨⬛🟨⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,"[{'type': 'replied_to', 'id': '1520255316407242752'}]",542538358,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:25.000Z,,542538358,
1520940482016153600,Twitter for Android,everyone,,1520940482016153600,"Wordle 317 4/6

🟨⬜🟨⬜🟨
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,3268395121,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:23.000Z,,,
1520940477201014784,Twitter for Android,everyone,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/GDvuhz6Uvq', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",1520940477201014784,"ポケモンWordle 3/10

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩

https://t.co/GDvuhz6Uvq
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,123866618,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-02T01:37:22.000Z,,,
1520940469445820416,Twitter Web App,everyone,,1520940469445820416,"Wordle 317 5/6

🟩⬛⬛⬛🟨
🟩⬛🟨⬛⬛
🟩⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,131070443,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:20.000Z,,,
1520940467910627328,Twitter Web App,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/DTA7sOIi34', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1520940467910627328,"Wordle (ES)  #115 6/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/DTA7sOIi34",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,21441741,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:19.000Z,,,
1520940459647922176,Twitter Web App,everyone,,1520940459647922176,"Wordle 317 4/6

⬜🟨⬜🟨⬜
⬜🟨⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,893076494,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:17.000Z,,,
1520940458716778496,Twitter for iPhone,everyone,,1520940458716778496,"Wordle 317 5/6

🟩⬛⬛⬛🟨
⬛⬛🟨🟨⬛
🟩🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

ひっさびさのトライ❣️",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,1257262200101593089,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:17.000Z,,,
1520940457207136256,Twitter for iPhone,everyone,,1520940457207136256,"Wordle 317 3/6

⬛⬛⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,84073077,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:17.000Z,,,
1520940425984364544,Twitter for Android,everyone,,1520940425984364544,"Yes, I should. 
Wordle 316 5/6
🟨⬜⬜⬜🟨
⬜⬜⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,,224666883,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:09.000Z,,,
1520940425456070657,Twitter for iPhone,everyone,,1520940425456070657,"Wordle 316 6/6

⬛⬛⬛🟨⬛
🟨⬛⬛⬛🟩
⬛🟨🟨⬛🟩
⬛⬛🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Just terrible.",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,28494926,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:09.000Z,,,
1520940406539972608,Twitter Web App,everyone,"{'hashtags': [{'start': 13, 'end': 23, 'tag': 'wordle317'}]}",1520940406539972608,"A true story #wordle317 Wordle 317 6/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟨🟩⬜⬜
🟨⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,1042913788247175168,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:37:05.000Z,,,
1520940390417072128,Twitter Web App,everyone,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/hrN2tQ0hpc', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",1520940390417072128,"ポケモンWordle 3/10

⬛⬛⬛⬛⬛
🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/hrN2tQ0hpc
 #ポケモンWordle ７７連勝",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,905451666,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-02T01:37:01.000Z,,,
1520940380530769920,Twitter for iPhone,everyone,,1520940380530769920,"Wordle 317 6/6

🟩⬜⬜⬜⬜
⬜🟨🟩⬜⬜
⬜⬜⬜⬜🟨
🟩⬜🟩🟩🟨
⬜🟨🟨⬜🟨
🟩🟩🟩🟩🟩
サクサクきたけど6段使い切ったなあ。",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,145241833,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:59.000Z,,,
1520940377490010113,Twitter for iPhone,everyone,,1520940377490010113,"Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜⬜⬜⬜🟨
🟩⬜🟨⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,526643715,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:58.000Z,,,
1520940371639140353,Twitter for iPhone,everyone,,1520940371639140353,"Wordle 317 4/6

⬜⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩😤",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,411528690,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:56.000Z,,,
1520940365712441346,Twitter for iPhone,everyone,,1520940365712441346,"Wordle 316 3/6

🟨🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,236624167,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:55.000Z,,,
1520940364416397323,Twitter for iPhone,everyone,,1520940364416397323,"Wordle 316 6/6

⬛⬛⬛⬛⬛
⬛🟩🟨⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩⬛🟨🟨🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,2871121013,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:55.000Z,,,
1520940341226242049,Twitter Web App,everyone,"{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/HeqBBKB6kz', 'expanded_url': 'https://jhlov.github.io/wordle/#/infinite', 'display_url': 'jhlov.github.io/wordle/#/infin…'}]}",1520939765620953088,"무한워들 1496 3/6
https://t.co/HeqBBKB6kz

룬문자

🟩⬜🟩⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩",ko,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,"[{'type': 'replied_to', 'id': '1520939765620953088'}]",1084306888953483264,,2022-05-02T01:36:49.000Z,,1084306888953483264,
1520940332497657857,Twitter for Android,everyone,,1520940332497657857,"Wordle 317 3/6

⬛🟨⬛⬛⬛
🟩⬛⬛⬛🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,1044640701038952448,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:47.000Z,,,
1520940325367287808,Twitter for Android,everyone,"{'mentions': [{'start': 3, 'end': 12, 'username': 'artizzzz', 'id': '31090218'}]}",1520940325367287808,"RT @artizzzz: Wordle 317 3/6

⬛⬛⬛🟩🟩
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 35, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,"[{'type': 'retweeted', 'id': '1520928852523900928'}]",855434853554290688,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:45.000Z,,,
1520940318795112448,Twitter for iPhone,everyone,,1520940318795112448,"Wordle 317 4/6

⬛🟨⬛🟨⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,392962368,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:44.000Z,,,
1520940300708892672,Twitter for Android,everyone,,1520940300708892672,"Wordle 317 6/6

⬛🟨⬛⬛⬛
⬛⬛⬛⬛🟨
🟨🟨⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,249520858,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:40.000Z,,,
1520940275832868864,Twitter for Android,everyone,,1520940275832868864,"Wordle 317 5/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜🟨
⬜🟨🟩🟨🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,333219527,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:34.000Z,,,
1520940266336571393,Twitter for Android,everyone,,1520940266336571393,"Wordle 317 4/6

⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,175585650,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:31.000Z,,,
1520940263883128834,Twitter for iPhone,everyone,,1520940263883128834,"Wordle 316 4/6

⬛⬛⬛⬛⬛
🟨🟩⬛⬛⬛
🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,,1596556598,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:31.000Z,,,
1520940250746568704,Twitter for iPhone,everyone,,1520940250746568704,"Wordle 316 5/6

🟨⬜🟨⬜⬜
⬜⬜⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩
Tricky!",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,37119686,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:28.000Z,,,
1520940237136216065,Twitter for Android,everyone,"{'hashtags': [{'start': 46, 'end': 56, 'tag': 'Wordle317'}]}",1520940237136216065,"Wordle 317 5/6

⬛⬛⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟨⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩
#Wordle317",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,,3155798413,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T01:36:24.000Z,,,
