id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,geo,attachments,in_reply_to_user_id,referenced_tweets
1521388295225323521,Twitter Web App,everyone,1521388295225323521,"Le Mot (@WordleFR) #114 2/6

🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/uyseTvmjJd",fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,207509315,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:50.000Z,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/uyseTvmjJd', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,,
1521388294994542593,Twitter for iPhone,everyone,1521388294994542593,"Hui sí! #WordleCAT 123 3/6

🟨⬜🟩⬜⬜
🟩🟩🟩⬜🟨
🟩🟩🟩🟩🟩

https://t.co/tQW5g44HwI",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,108922985,,2022-05-03T07:16:50.000Z,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/tQW5g44HwI', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 8, 'end': 18, 'tag': 'WordleCAT'}]}",,,,
1521388293899784192,Twitter for iPhone,everyone,1521388293899784192,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/05Hu41Gshv",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,387203440,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:49.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/05Hu41Gshv', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521388293824593921,Twitter for Android,everyone,1521388293824593921,"Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩🟨⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3077622010,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:49.000Z,,{'place_id': '0edb5c62153a2b62'},,,
1521388286073180161,Twitter Web App,everyone,1521388286073180161,"Wordle 318 5/6

⬜⬜🟨⬜⬜
🟨⬜⬜⬜⬜
⬜🟩🟨⬜🟨
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,16622956,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:48.000Z,,,,,
1521388281388474368,Twitter for Android,everyone,1521388281388474368,"m'ha costat una mica... pero cada dia s'apren una paraula nova amb @WordleCAT

#WordleCAT 123 4/6

⬜🟨⬜🟨🟩
🟨⬜🟨⬜🟩
🟩🟨🟨⬜🟩
🟩🟩🟩🟩🟩

https://t.co/Im73uHeDX3",ca,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,1501481564479401984,,2022-05-03T07:16:46.000Z,"{'urls': [{'start': 124, 'end': 147, 'url': 'https://t.co/Im73uHeDX3', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'mentions': [{'start': 67, 'end': 77, 'username': 'WordleCAT', 'id': '1479495819757772803'}], 'hashtags': [{'start': 79, 'end': 89, 'tag': 'WordleCAT'}]}",,,,
1521388280750641152,Twitter for Android,everyone,1521388280750641152,"Wordle 318 4/6

⬛🟨⬛🟨⬛
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/DRr3QGKMGi",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,86922655,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:46.000Z,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/DRr3QGKMGi', 'expanded_url': 'https://twitter.com/dowsfield/status/1521388280750641152/photo/1', 'display_url': 'pic.twitter.com/DRr3QGKMGi', 'media_key': '16_1521388264329940992'}]}",,{'media_keys': ['16_1521388264329940992']},,
1521388280339906560,Twitter for Android,everyone,1521388280339906560,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,35359954,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:46.000Z,,,,,
1521388278489960448,Twitter for iPhone,everyone,1521388278489960448,"Wordle 318 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,17619950,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:46.000Z,,,,,
1521388276745052160,Twitter for iPhone,everyone,1521388276745052160,"Wordle 318 3/6

🟩⬜⬜🟨⬜
🟩🟨⬜⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,21170909,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:45.000Z,,,,,
1521388273956167680,Twitter for Android,everyone,1521388273956167680,"Wordle 318 3/6

⬛🟨⬛⬛⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1487098460537077760,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:45.000Z,,,,,
1521388271506530304,Twitter for iPhone,everyone,1521388271506530304,"Wordle (ES)  #117 5/6

⬜⬜⬜🟨⬜
⬜⬜🟨🟨🟩
⬜🟨🟨⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/RwOt5HjC17",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2163877515,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:44.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/RwOt5HjC17', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521388270029991936,Twitter Web App,everyone,1521388270029991936,"Wordle 318 4/6

🟨⬜⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1033456410,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:44.000Z,,,,,
1521388265768509443,Twitter for Android,everyone,1521388265768509443,"Wordle 318 5/6

🟨⬜⬜🟩⬜
⬜⬜⬜🟩⬜
⬜🟨🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,790489772925984772,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:43.000Z,,,,,
1521388264531263488,Twitter Web App,everyone,1521388264531263488,"Wordle (ES)  #117 5/6

⬜🟨🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/oL6tztnZRs",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,426021846,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:42.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/oL6tztnZRs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521388257925541889,Twitter for iPhone,everyone,1521371105692463104,"@JayMotty Got it a bit quicker but still hard Wordle 318 4/6

⬛⬛🟨⬛⬛
🟨⬛🟨⬛🟨
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,2400775984,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:41.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'JayMotty', 'id': '229266642'}]}",,,229266642,"[{'type': 'replied_to', 'id': '1521371105692463104'}]"
1521388238405087232,Twitter for Android,everyone,1521388238405087232,"Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/OylSgdwI8v",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,720558887334711300,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:36.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/OylSgdwI8v', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521388237121789964,Twitter for iPhone,everyone,1521388237121789964,"Wordle 318 4/6

⬜🟩🟨⬜🟩
🟨🟩⬜🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,908267965644025857,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:36.000Z,,,,,
1521388233891803136,Twitter for iPhone,everyone,1521388233891803136,"Wordle 318 4/6*

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,881770996608495616,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:35.000Z,,,,,
1521388218993754112,Twitter Web App,everyone,1521388218993754112,"Wordle 318 4/6

🟨⬜⬜⬜⬜
⬜🟩🟨⬜⬜
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,207509315,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:32.000Z,,,,,
1521388211183960064,Twitter for Android,everyone,1521388211183960064,"Wordle Tildes #64 5/6

⬜⬜⬜⬜⬜⬜⬜
⬜⬜⬜⬜🟨⬜⬜
⬜🟨⬜⬜⬜⬜🟩
⬜🟨🟨⬜🟩⬜🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/Ty60xGrODM",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,242026504,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:30.000Z,"{'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/Ty60xGrODM', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1521388205408354305,Twitter for iPhone,everyone,1521388205408354305,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩

And another one.

#Wordle318 #Wordle #OnlineGaming

[clue below] 🙈",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1484375310225195015,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:28.000Z,"{'hashtags': [{'start': 59, 'end': 69, 'tag': 'Wordle318'}, {'start': 70, 'end': 77, 'tag': 'Wordle'}, {'start': 78, 'end': 91, 'tag': 'OnlineGaming'}]}",,,,
1521388195900018688,Twitter for iPhone,everyone,1521388195900018688,"Wordle 318 2/6

🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,447110185,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:26.000Z,,,,,
1521388195635933185,Twitter Web App,everyone,1521388195635933185,"Wordle 318 6/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟨⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

そんなに候補ある？再び。",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,272799119,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:26.000Z,,,,,
1521388191034576896,Twitter for Android,everyone,1521388191034576896,"Wordle (ES)  #117 6/6

⬜⬜🟨🟨⬜
🟨⬜⬜⬜🟨
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 Me he complicado yo solo",es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1203904375,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:25.000Z,,,,,
1521388181798727681,Twitter for iPhone,everyone,1521388181798727681,"Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1502562677939478532,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:23.000Z,,,,,
1521388172009115649,Twitter for Android,everyone,1521388172009115649,"#Wordle #318 4/6

⬛🟨🟨⬛⬛
⬛⬛🟩⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩",und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,20721443,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:20.000Z,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1521388167550869512,Twitter for iPhone,everyone,1521388167550869512,"Wordle 318 4/6

⬛⬛🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,412309717,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:19.000Z,,,,,
1521388162458669056,Twitter Web App,everyone,1521388162458669056,"Wordle 318 4/6

🟩⬛🟨⬛⬛
🟩🟨⬛⬛🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩 

Woops! Forgot to do yesterday. I was in another zone lol 

#Worlde318",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,56681613,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:18.000Z,"{'hashtags': [{'start': 101, 'end': 111, 'tag': 'Worlde318'}]}",,,,
1521388160302915584,Twitter for iPhone,everyone,1521388160302915584,"Wordle Türkçe 318 5/6

⬛🟨⬛⬛⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/9Upz0uiRag",tr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,120603177,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T07:16:18.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/9Upz0uiRag', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
