id,reply_settings,context_annotations,text,source,public_metrics,lang,author_id,possibly_sensitive,created_at,conversation_id,entities,in_reply_to_user_id,referenced_tweets,geo,attachments
1521747781010010112,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1537089852,False,2022-05-04T07:05:18.000Z,1521747781010010112,,,,,
1521747777046339585,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@eliogodoy02 @manuaguilar23 @manuj1292 @ernesto_hm23 @blancafl__ @Ryuken0_ @siierras @dgarciaa_02 @4martagarcia @vmsantosg01 Wordle (ES)  #118 6/6

🟨⬜⬜⬜⬜
⬜⬜🟨🟨🟩
⬜🟩🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/OkP3ytUiP0",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,2899183115,False,2022-05-04T07:05:17.000Z,1487354207204171777,"{'urls': [{'start': 185, 'end': 208, 'url': 'https://t.co/OkP3ytUiP0', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'eliogodoy02', 'id': '1093539775850729473'}, {'start': 13, 'end': 27, 'username': 'manuaguilar23', 'id': '896740122342952962'}, {'start': 28, 'end': 38, 'username': 'manuj1292', 'id': '750415379294515200'}, {'start': 39, 'end': 52, 'username': 'ernesto_hm23', 'id': '1082364293025275905'}, {'start': 53, 'end': 64, 'username': 'blancafl__', 'id': '1148906198437113857'}, {'start': 65, 'end': 74, 'username': 'Ryuken0_', 'id': '1407743418571309056'}, {'start': 75, 'end': 84, 'username': 'siierras', 'id': '902233905314529280'}, {'start': 85, 'end': 97, 'username': 'dgarciaa_02', 'id': '705860759448850432'}, {'start': 98, 'end': 111, 'username': '4martagarcia', 'id': '2227158229'}, {'start': 112, 'end': 124, 'username': 'vmsantosg01', 'id': '827146092022267905'}]}",1093539775850729473,"[{'type': 'replied_to', 'id': '1521747341551747076'}]",,
1521747771119841281,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬛🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,940865274487738369,False,2022-05-04T07:05:15.000Z,1521747771119841281,,,,,
1521747763922227204,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@SITINHELLWITHU_ Wordle 319 3/6

🟩⬛⬛🟩⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩

benjivoodoo",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,731715284722032640,False,2022-05-04T07:05:14.000Z,1521747556547530752,"{'mentions': [{'start': 0, 'end': 16, 'username': 'SITINHELLWITHU_', 'id': '1350306535117766661'}]}",1350306535117766661,"[{'type': 'replied_to', 'id': '1521747556547530752'}]",,
1521747762857054208,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 2/6

⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,103793349,False,2022-05-04T07:05:14.000Z,1521747762857054208,,,,,
1521747757769318400,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 4/6

🟨⬛🟨🟨⬛
🟩🟩⬛🟨⬛
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/4d6vOKKugz

Me da pereza etiquetar, tengo mucha resaca, lo siento",Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",es,3037277044,False,2022-05-04T07:05:12.000Z,1521747757769318400,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/4d6vOKKugz', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521747756402020353,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 4/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/orrW1gGqEy",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,371367589,False,2022-05-04T07:05:12.000Z,1521747756402020353,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/orrW1gGqEy', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521747753856118785,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜🟨🟩🟨⬜
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,306749450,False,2022-05-04T07:05:11.000Z,1521747753856118785,,,,{'place_id': '5c5527129aecd398'},
1521747748093054980,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #118 4/6

⬜⬜⬜🟨🟨
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/UuaJCUvvUM",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,983420424905220102,False,2022-05-04T07:05:10.000Z,1521747748093054980,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/UuaJCUvvUM', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521747746436304896,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟩
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,156894332,False,2022-05-04T07:05:10.000Z,1521747746436304896,,,,,
