id,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,referenced_tweets,in_reply_to_user_id,entities,geo,attachments
1522263882806579200,1522263882806579200,en,False,everyone,"Wordle 320 5/6

⬜⬜⬜🟩⬜
🟨🟩⬜🟩⬜
⬜🟩🟨🟩⬜
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1303718988,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:16:06.000Z,Twitter for iPhone,,,,,
1522263875361525771,1522263875361525771,en,False,everyone,"Wordle 321 4/6

⬛🟩⬛🟨⬛
🟩🟩⬛⬛🟩
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",95433993,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:16:04.000Z,Twitter for Android,,,,,
1522263854998331393,1522263854998331393,en,False,everyone,"There’s a first time for everything 😚
Wordle 320 X/6

⬜⬜⬜⬜🟨
⬜⬜🟨⬜🟨
⬜🟨⬜🟨⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",33459914,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:59.000Z,Twitter for iPad,,,,,
1522263827110408193,1522041110209921024,en,False,everyone,"@JaneCaro I barely got it.
Wordle 320 6/6*

🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16248314,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:53.000Z,Twitter Web App,"[{'type': 'replied_to', 'id': '1522041110209921024'}]",92932981,"{'mentions': [{'start': 0, 'end': 9, 'username': 'JaneCaro', 'id': '92932981'}]}",,
1522263822974791683,1522263822974791683,en,False,everyone,"Wordle 320 6/6 

⬛🟨⬛🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",34639041,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:52.000Z,Twitter for iPhone,,,,,
1522263810941210624,1522263810941210624,ja,False,everyone,"Wordle 321 6/6

🟨🟨🟨⬜⬜
⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
🟨🟨🟨⬜⬜
🟨🟩⬜🟨🟨
🟩🟩🟩🟩🟩

ガチで危なかった笑","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1728736543,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:49.000Z,Twitter for iPhone,,,,,
1522263808542408704,1522263808542408704,ja,False,everyone,"4手目は有意義な犠牲だった。
Wordle 321 5/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨⬛🟨⬛🟨
🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",44564416,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:48.000Z,Twitter for Android,,,,,
1522263805635751938,1522263805635751938,en,False,everyone,"Wordle 321 4/6

🟨🟨⬛🟨🟩
🟩⬛🟨🟨🟩
🟩⬛⬛⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1483281406126002176,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:48.000Z,Twitter for iPhone,,,,,
1522263804519886849,1522263804519886849,en,False,everyone,"Jeez

Wordle 320 5/6

⬛🟨🟨⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",44999680,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:47.000Z,Twitter for iPhone,,,,,
1522263799327182855,1513768115733114882,en,False,everyone,"Wordle 321 3/6

🟩⬛🟨⬛🟨
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",358940450,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:46.000Z,Twitter for iPad,"[{'type': 'replied_to', 'id': '1522210681621078016'}]",358940450,,,
1522263799314669569,1522263799314669569,en,False,everyone,"Wordle (ES)  #119 6/6

⬜🟨⬜🟩🟨
⬜🟨⬜🟩🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/XSXtv3l5E4","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",190921903,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:46.000Z,Twitter Web App,,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/XSXtv3l5E4', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1522263789223104516,1522263789223104516,en,False,everyone,"Wordle 321 5/6

⬛⬛🟨⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩🟨⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",337636639,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:44.000Z,Twitter for iPhone,,,,,
1522263775394484235,1485100881884626947,en,False,everyone,"Wordle 321 4/6

⬛⬛⬛⬛⬛
🟨⬛🟨🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1354383743608262658,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:41.000Z,Twitter Web App,"[{'type': 'replied_to', 'id': '1489640970643980289'}]",1354383743608262658,,,
1522263762732224512,1484564143277756416,en,False,everyone,"Wordle 321 4/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛🟨🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1316990239085244416,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:37.000Z,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1521893524643680263'}]",1316990239085244416,,,
1522263761129816064,1522263761129816064,en,False,everyone,"Wordle 320 3/6 would have been bad if it took me too long to get this one. 

⬛🟨⬛⬛🟨
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",8186902,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:37.000Z,Twitter for iPhone,,,,,
1522263760076947462,1522263760076947462,en,False,everyone,"😁
Wordle 320 2/6

⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",11987552,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:37.000Z,Twitter for Android,,,,{'place_id': '0070f34c2e630004'},
1522263753852702722,1522263753852702722,en,False,everyone,"Wordle 320 4/6

⬛🟨⬛🟨⬛
🟨⬛⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16536476,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:35.000Z,Twitter for Android,,,,,
1522263737918377988,1522263737918377988,en,False,everyone,"Wordle 321 6/6

⬜🟩🟨⬜⬜
🟨🟩⬜⬜⬜
⬜⬜🟨🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1515674581524049925,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:32.000Z,Twitter for Android,,,,,
1522263726816370688,1522263726816370688,en,False,everyone,"Wordle 321 6/6

⬜⬜⬜⬜🟩
🟨⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1258272196801163265,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:29.000Z,Twitter for iPhone,,,,,
1522263700476162048,1522263700476162048,ja,False,everyone,"Wordle (ES)  #119 5/6

⬜⬜⬜⬜🟨
⬜⬜⬜🟨🟨
🟨🟨🟨⬜⬜
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/4YwO4WzwUA
珍しく知ってる単語だった","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",609723475,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:23.000Z,Twitter for iPhone,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/4YwO4WzwUA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1522263696352985091,1522263696352985091,en,False,everyone,"Wordle 320 6/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1966127287,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:22.000Z,Twitter Web App,,,,,
1522263693454675969,1522263693454675969,en,False,everyone,"Wordle 320 4/6

⬛🟨⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",832510872,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:21.000Z,Twitter for Android,,,,,
1522263691030253569,1522263691030253569,en,False,everyone,"RT @Nadia_Arabia: Wordle 320 5/6*

⬛🟨🟨⬛⬛
🟨🟨⬛🟨⬛
🟨⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",860128671377399808,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:20.000Z,Twitter for Android,"[{'type': 'retweeted', 'id': '1522262590465855490'}]",,"{'mentions': [{'start': 3, 'end': 16, 'username': 'Nadia_Arabia', 'id': '1276285507060682752'}]}",,
1522263690455633920,1522263690455633920,en,False,everyone,"Wordle 321 4/6

🟨⬛🟨⬛🟨
🟨⬛🟨🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2908053595,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:20.000Z,Twitter for Android,,,,,
1522263686324314112,1522263686324314112,en,False,everyone,"Wordle (ES)  #119 5/6

⬜⬜⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/aewlddvQ6y","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2335144712,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:19.000Z,Twitter Web App,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/aewlddvQ6y', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1522263685049339905,1522263685049339905,cs,False,everyone,"I dnes dobrý 😄
https://t.co/mCxfzrp2BT den 111. [3/6]

⬜⬜🟩⬜⬜
🟨🟩🟩🟩⬜
🟩🟩🟩🟩🟩
#hadejSlova #den111 #krok3
Čas: 0min 26s
Česká verze Wordle
 https://t.co/8VUwV4FBQb","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1498434141322457094,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:19.000Z,Twitter for Android,,,"{'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/mCxfzrp2BT', 'expanded_url': 'http://HadejSlova.cz', 'display_url': 'HadejSlova.cz'}, {'start': 134, 'end': 157, 'url': 'https://t.co/8VUwV4FBQb', 'expanded_url': 'https://hadejslova.cz/', 'display_url': 'hadejslova.cz'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'hadejSlova'}, {'start': 85, 'end': 92, 'tag': 'den111'}, {'start': 93, 'end': 99, 'tag': 'krok3'}]}",,
1522263684823019521,1522263684823019521,ja,False,everyone,"Wordle 321 4/6*

⬛⬛⬛🟨⬛
⬛🟩🟨⬛🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩
知ってるけどパッと浮かばなかった","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1504101142006882308,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:19.000Z,Twitter Web App,,,,,
1522263676266459136,1522263676266459136,en,False,everyone,"Wordle 320 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1479442184743096320,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:17.000Z,Twitter for iPhone,,,,,
1522263652350541826,1522263652350541826,en,False,everyone,"Wordle 320 6/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
⬜🟩🟩🟩🟩My days on this are
🟩🟩🟩🟩🟩numbered.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",80036041,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:11.000Z,Twitter for Android,,,,,
1522263651700588544,1522263651700588544,en,False,everyone,"Wordle 321 5/6*

🟨⬛🟨⬛⬛
⬛🟨🟨🟨⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",385843082,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:11.000Z,Twitter Web App,,,,,
1522263632393945089,1522263632393945089,en,False,everyone,"Wordle 320 6/6

⬜⬜⬜🟩⬜
🟨🟩⬜🟩⬜
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",18945929,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:06.000Z,Twitter for Android,,,,,
1522263629894197249,1522263629894197249,en,False,everyone,"Wordle 320 3/6

⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1135869773441654784,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T17:15:06.000Z,Twitter for iPhone,,,,,
1522263627239235586,1522263627239235586,en,False,everyone,"Twitter Plays #Wordle #263
Reply with a valid guess

B   I   N   K   S
⬜⬜⬜⬜🟨
G   R   U   F   E
⬜🟨⬜⬜🟨
S   T   A   R   T
🟩⬜⬜🟨⬜

⬛⬛⬛⬛⬛

⬛⬛⬛⬛⬛

⬛⬛⬛⬛⬛","{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",1503917778977366018,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2022-05-05T17:15:05.000Z,WordleGame_Bot,,,"{'hashtags': [{'start': 14, 'end': 21, 'tag': 'Wordle'}]}",,
