id,context_annotations,source,author_id,lang,possibly_sensitive,text,conversation_id,created_at,public_metrics,reply_settings,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521398563833806848,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,188490416,en,False,"Wordle 318 5/6

⬛🟨⬛🟨⬛
⬛🟩🟨⬛⬛
⬛🟩🟨⬛🟨
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1521398563833806848,2022-05-03T07:57:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521398562399080449,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,386163925,en,False,"@miqueassr Wordle (ES)  #117 6/6

⬜⬜⬜🟨🟩
⬜⬜🟨⬜🟩
⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/HVE5ZBSROP🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",1521357609294602240,2022-05-03T07:57:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/HVE5ZBSROP', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'miqueassr', 'id': '277044963'}]}","[{'type': 'replied_to', 'id': '1521357609294602240'}]",277044963,,
1521398550210691073,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,102264042,en,False,"Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛⬛⬛🟩⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩",1521398550210691073,2022-05-03T07:57:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521398547975127040,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,40862724,en,False,"Wordle (ES)  #117 6/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜🟨
⬜🟩⬜⬜🟨
🟨🟩🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

 https://t.co/sAcVMCmCYF",1521398547975127040,2022-05-03T07:57:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/sAcVMCmCYF', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521398526709837827,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,2538050478,en,False,"Wordle (ES)  #117 6/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

 https://t.co/35MFMKIKdJ",1484476989872525313,2022-05-03T07:57:29.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/35MFMKIKdJ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'type': 'replied_to', 'id': '1521036014403395584'}]",2538050478,,
1521398525707268096,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,180926905,en,False,"Wordle 318 4/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛⬛⬛🟩🟨
🟩🟩🟩🟩🟩",1521398525707268096,2022-05-03T07:57:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521398523215990784,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,1424442658769055751,en,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
🟨🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1521398523215990784,2022-05-03T07:57:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,,,,
1521398523006451712,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,469669347,en,False,"Wordle (ES)  #117 5/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/TjTJggrGCv",1521398523006451712,2022-05-03T07:57:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/TjTJggrGCv', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521398522335137794,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for iPhone,1426147754,en,False,"#Wordle318 Wordle 318 6/6

⬜🟨🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟨⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩 2-15 could be trouble. On 4 the possible words many. 5 to find and eliminate sweet on 6.",1521398522335137794,2022-05-03T07:57:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle318'}]}",,,,
1521398520909025281,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",Twitter for Android,1462834681796300806,en,False,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ExfQog9Fxr",1521398520909025281,2022-05-03T07:57:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ExfQog9Fxr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
