id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,geo,in_reply_to_user_id,attachments
1520341298045235200,2022-04-30T09:56:26.000Z,everyone,1520341298045235200,False,"Wordle (ES)  #114 3/6

🟩⬜🟨⬜⬜
🟩🟨⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/ZVN1SNCqMQ","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/ZVN1SNCqMQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",313978723,en,,,,
1520341295843389440,2022-04-30T09:56:26.000Z,everyone,1520341295843389440,False,"Wordle 315 4/6

⬜⬜⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",318412300,en,,,,
1520341263006023680,2022-04-30T09:56:18.000Z,everyone,1520341263006023680,False,"Wordle Científico #48 2/6

🟩🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/rLq2GmMx4h","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/rLq2GmMx4h', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",229641075,es,,,,
1520341261395185664,2022-04-30T09:56:17.000Z,everyone,1520341261395185664,False,"Wordle 315 6/6

⬛⬛🟨🟨⬛
⬛⬛⬛🟨⬛
⬛🟨⬛⬛⬛
⬛🟨⬛🟨⬛
⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1198399579831488512,en,,,,
1520341254965444609,2022-04-30T09:56:16.000Z,everyone,1520341254965444609,False,"Wordle 315 5/6

🟩⬛🟨🟨⬛
⬛⬛⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2342981090,en,,,,
1520341248267202560,2022-04-30T09:56:14.000Z,everyone,1520341248267202560,False,"Off my game these days 
Wordle 315 6/6

⬜🟩⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",317081222,en,,,,
1520341247696809985,2022-04-30T09:56:14.000Z,everyone,1520341247696809985,False,"Wordle (ES)  #114 6/6

🟨🟨⬜⬜⬜
🟨⬜⬜🟨⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟨🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/NDwOHeSpXE
#LiteralmenteMujeresURJC","{'hashtags': [{'start': 84, 'end': 108, 'tag': 'LiteralmenteMujeresURJC'}], 'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/NDwOHeSpXE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1498746095828189184,en,,,,
1520341214456946689,2022-04-30T09:56:06.000Z,everyone,1520341214456946689,False,"Wordle (ES)  #114 4/6

🟩⬜🟨⬜⬜
🟩⬜🟩⬜🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/QpovrFPF08","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/QpovrFPF08', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",402113945,en,,,,
1520341213836201985,2022-04-30T09:56:06.000Z,everyone,1520341213836201985,False,"A la mierda la racha

Wordle (ES)  #114 X/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩⬜🟩
 https://t.co/oZocXJyX1m","{'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/oZocXJyX1m', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3781332749,es,,,,
1520341199663644672,2022-04-30T09:56:03.000Z,everyone,1520341199663644672,False,"Wordle 315 X/6
stom 
⬛⬛🟨🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟨
🟩🟩🟩⬛⬛",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1082976607474761730,en,,,,
1520341195062484992,2022-04-30T09:56:02.000Z,everyone,1520341195062484992,False,"Wordle 315 X/6

🟨⬜⬜⬜⬜
⬜🟨⬜🟨⬜
⬜⬜🟩⬜⬜
⬜🟨🟨⬜⬜
⬜🟨⬜🟨⬜
🟨⬜🟨🟨⬜

streak over",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1511483986928975874,en,,,,
1520341169917423623,2022-04-30T09:55:56.000Z,everyone,1520341169917423623,False,"Wordle 315 4/6

⬛⬛⬛🟨⬛
⬛🟩⬛⬛🟨
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",33216020,en,,,,
1520341156525232129,2022-04-30T09:55:52.000Z,everyone,1520341156525232129,False,"Wordle 315 5/6

⬛⬛🟨⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",21238575,en,,,,
1520341154251825154,2022-04-30T09:55:52.000Z,everyone,1520341154251825154,False,"Wordle 315 6/6

⬜⬜⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",238196005,en,,,,
1520341152880377856,2022-04-30T09:55:52.000Z,everyone,1520341152880377856,False,"Wördl 315 3/6 🔥1

⬜⬜⬜⬜⬜
⬜🟩⬜🟨🟨
🟩🟩🟩🟩🟩

https://t.co/GrGStqgv7F Gluecklich!","{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/GrGStqgv7F', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",492675249,de,,,,
1520341145016016896,2022-04-30T09:55:50.000Z,everyone,1520341145016016896,False,"Wordle 315 5/6

🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",18170319,en,,,,
1520341131829121030,2022-04-30T09:55:47.000Z,everyone,1520341131829121030,False,"Wordle 315 6/6

⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛⬛⬛⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",618051473,en,,,,
1520341125378285574,2022-04-30T09:55:45.000Z,everyone,1520341125378285574,False,"Wordle 315 6/6

⬛⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟨⬛🟩🟨⬛
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",208607949,en,,,,
1520341098408906754,2022-04-30T09:55:39.000Z,everyone,1520341098408906754,False,"Wordle 315 4/6

⬜⬜⬜⬜⬜
🟩⬜🟨⬜⬜
🟩⬜⬜🟨🟩
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2863402252,en,,,,
1520341095464505350,2022-04-30T09:55:38.000Z,everyone,1520341095464505350,False,"Wordle 315 6/6 Just managed it

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",139013245,en,,,,
1520341062207909888,2022-04-30T09:55:30.000Z,everyone,1520341062207909888,False,"Wordle 315 3/6

🟨⬛⬛⬛⬛
🟩⬛🟨⬛🟨
🟩🟩🟩🟩🟩
i hate todays word",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1280985659734462464,en,,,,
1520341058646908930,2022-04-30T09:55:29.000Z,everyone,1520341058646908930,False,"Wordle 315 5/6

⬜⬜🟨🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",,Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",5614032,en,,,,
1520341057455722496,2022-04-30T09:55:29.000Z,everyone,1520341057455722496,False,"Wordle (ES)  #114 4/6

⬜⬜⬜⬜🟨
🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/BmDuUMcz6y","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/BmDuUMcz6y', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1449449623,en,,,,
1520341048266002433,2022-04-30T09:55:27.000Z,everyone,1520341048266002433,False,"Wordle 315 4/6

⬜🟩⬜⬜⬜
🟨🟩🟨⬜⬜
⬜🟩🟨🟨🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",423308803,en,,,,
1520341031488741377,2022-04-30T09:55:23.000Z,everyone,1520341031488741377,False,"🥳 Wordle (ES)  #114 5/6

🟨⬜🟨⬜⬜
⬜🟨⬜⬜🟨
⬜⬜🟩⬜🟨
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/l22WCIP0Ei","{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/l22WCIP0Ei', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",250655073,en,,,,
1520341001847640065,2022-04-30T09:55:16.000Z,everyone,1520341001847640065,False,"Wordle (ES)  #114 3/6

⬜🟨🟨⬜⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/Guia387rR9","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/Guia387rR9', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1005495499003187200,en,,,,
1520340978007265280,2022-04-30T09:55:10.000Z,everyone,1520340978007265280,False,"#WordleCAT 120 4/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟩
🟩🟨🟨⬜🟩
🟩🟩🟩🟩🟩

https://t.co/f6DAys9vnu","{'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/f6DAys9vnu', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1049322659069218817,und,,,,
1520340955974586368,2022-04-30T09:55:05.000Z,everyone,1520024354129653760,False,"Wordle 315 3/6

🟩⬛⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",121933567,en,"[{'type': 'replied_to', 'id': '1520024354129653760'}]",,121933567,
1520340942607245313,2022-04-30T09:55:01.000Z,everyone,1520340942607245313,False,"Talk about having to run through every letter on the keyboard. Sheesh! Wordle 315 5/6*

🟨⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
#Wordle315","{'hashtags': [{'start': 118, 'end': 128, 'tag': 'Wordle315'}]}",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",241289224,en,,,,
1520340941722337280,2022-04-30T09:55:01.000Z,everyone,1520340941722337280,False,"Wordle 315 X/6

🟨🟩⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟨⬜⬜⬜
⬜⬜⬜⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩⬜🟨
むず",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",256474841,ja,,,,
1520340925817536517,2022-04-30T09:54:57.000Z,everyone,1520340925817536517,False,"Howdy! 🖐️
Wordle 315 4/6

🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",37401559,en,,,,
1520340914006372353,2022-04-30T09:54:55.000Z,everyone,1520340914006372353,False,"#WordleCAT 120 5/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
🟨🟩⬜⬜🟨
🟩🟩🟩🟩🟩

https://t.co/q0miY6I9iQ","{'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/q0miY6I9iQ', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,229045626,und,,,,
1520340904951021568,2022-04-30T09:54:52.000Z,everyone,1520340904951021568,False,"Wordle 315 6/6

⬜⬜⬜⬜⬜
⬜⬜🟩🟨⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜🟨
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩

やってたのにツイートするの忘れてた

https://t.co/PZBJ27mXEe","{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/PZBJ27mXEe', 'expanded_url': 'https://www.nytimes.com/games/wordle/index.html', 'display_url': 'nytimes.com/games/wordle/i…'}]}",Tweecha Lite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",732725730,ja,,,,
1520340902090260483,2022-04-30T09:54:52.000Z,everyone,1520340902090260483,False,"Wordle (ES)  #114 3/6

⬜⬜🟩⬜🟨
🟨⬜⬜🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/16g6jwr4Gs","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/16g6jwr4Gs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1169881716036493314,en,,,,
1520340901591232513,2022-04-30T09:54:52.000Z,everyone,1520340901591232513,False,"Wordle 315 5/6

🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜⬜⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1030440870,en,,,,
1520340892472721408,2022-04-30T09:54:49.000Z,everyone,1520340892472721408,False,"Falle
Wordle (ES)  #114 X/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜🟨🟩
 https://t.co/Ng1EN9iExE","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/Ng1EN9iExE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1095275376010514432,en,,,,
1520340877624889346,2022-04-30T09:54:46.000Z,everyone,1520340877624889346,False,"RT @AdamMerrivale: 🟩 UK PASTORS 🟩 
🟩 WORDLE PREMIER LEAGUE 🟩

It's the moment you've all been waiting for... 
the FINAL results of the seas…","{'mentions': [{'start': 3, 'end': 17, 'username': 'AdamMerrivale', 'id': '1056138829726474240'}], 'annotations': [{'start': 22, 'end': 23, 'probability': 0.6424, 'type': 'Place', 'normalized_text': 'UK'}]}",Twitter Web App,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000277815', 'name': 'English Premier League Soccer', 'description': 'Action from English Premier League Soccer matches.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10027427957', 'name': 'Barclays Premier League Football', 'description': 'Live coverage of a Saturday night match from the Premier League.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304591', 'name': 'Barclays Premier League Soccer'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10053653751', 'name': 'Premier League'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '733756526872006656', 'name': 'Premier League'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '733756526872006656', 'name': 'Premier League'}}]",1275031553974964229,en,"[{'type': 'retweeted', 'id': '1520336883066224641'}]",,,
1520340875057975296,2022-04-30T09:54:45.000Z,everyone,1520340875057975296,False,"Wordle 315 5/6

⬛🟨⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",28004695,en,,,,
1520340873086656515,2022-04-30T09:54:45.000Z,everyone,1520340873086656515,False,"Wordle Científico #48 6/6

🟨⬛🟨🟩🟨⬛
⬛🟩🟨🟩🟨⬛
⬛🟩⬛🟩🟩🟩
⬛🟩⬛🟩🟩🟩
🟩🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/CINdwmCFnS","{'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/CINdwmCFnS', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",157940228,es,,,,
