id,created_at,reply_settings,conversation_id,possibly_sensitive,text,source,public_metrics,context_annotations,author_id,lang,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1522208597328814082,2022-05-05T13:36:25.000Z,everyone,1522208597328814082,False,"Wordle (ES)  #119 6/6

⬜⬜🟩⬜🟩
⬜🟨🟨⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/bzfkZrwFeY",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",344253220,en,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/bzfkZrwFeY', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522208596121034752,2022-05-05T13:36:25.000Z,everyone,1522208596121034752,False,"Wordle 320 3/6

🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19115457,en,,,,,
1522208595571527680,2022-05-05T13:36:25.000Z,everyone,1521198474812866560,False,"Wordle 320 X/6

⬜🟨⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩🟨🟩⬜
🟨🟩🟨🟩⬜
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3249162277,en,,"[{'type': 'replied_to', 'id': '1521851930640855044'}]",3249162277,,
1522208590173454336,2022-05-05T13:36:23.000Z,everyone,1522208590173454336,False,"Wordle 320 3/6

⬛🟨⬛🟨⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",733054868,en,,,,,
1522208589770862592,2022-05-05T13:36:23.000Z,everyone,1522208589770862592,False,"Wordle 320 5/6

⬛🟨⬛⬛🟨
🟨⬛⬛🟩⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",22537949,en,,,,,
1522208587216523264,2022-05-05T13:36:23.000Z,everyone,1522208587216523264,False,"Wordle 320 X/6

⬜⬜🟨⬜🟩
⬜⬜⬜🟨🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩

😑",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",14586445,en,,,,,
1522208582300753921,2022-05-05T13:36:21.000Z,everyone,1522208582300753921,False,"Wordle Científico #53 5/6

⬜🟨⬜⬜🟩🟩
🟨⬜⬜⬜🟨🟩
⬜⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/ySbCjGzaqB",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",295651482,es,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/ySbCjGzaqB', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/ciencia/index.html'}]}",,,,
1522208581768073216,2022-05-05T13:36:21.000Z,everyone,1522208581768073216,False,"todays wordle might be what pushes us over the edge 

Wordle 320 5/6

⬛⬛⬛🟩⬛
⬛⬛🟨🟩⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",90042931,en,,,,,
1522208580631420929,2022-05-05T13:36:21.000Z,everyone,1522208580631420929,False,"Wordle 320 X/6

⬛🟩⬛🟨🟨
⬛🟩🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",713956024517070848,en,,,,,
1522208563078307840,2022-05-05T13:36:17.000Z,everyone,1522208563078307840,False,"Wordle 320 4/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1246547999423111169,en,,,,,
1522208551304937472,2022-05-05T13:36:14.000Z,everyone,1522208551304937472,False,"Wordle 320 5/6*

⬛🟨⬛⬛🟨
⬛🟨⬛🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1180266010622009345,en,,,,,
1522208549715144705,2022-05-05T13:36:14.000Z,everyone,1522208549715144705,False,"Wordle (ES)  #119 X/6

⬜🟨⬜🟨⬜
🟨⬜⬜⬜🟨
🟨🟨⬜🟨⬜
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
 https://t.co/S0Nd99lDAX valiendo pico esta vez 😔",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",338853312,es,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/S0Nd99lDAX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522208542165327875,2022-05-05T13:36:12.000Z,everyone,1522208542165327875,False,"Wordle 320 4/6

⬛⬛⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1132215926416445447,en,,,,,
1522208540152057856,2022-05-05T13:36:11.000Z,everyone,1522208540152057856,False,"Wordle 320 5/6

⬛🟨⬛🟨⬛
⬛⬛⬛⬛⬛
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",765918500590354436,en,,,,,
1522208531868495873,2022-05-05T13:36:09.000Z,everyone,1522208531868495873,False,"Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛⬛⬛⬛⬛
⬛⬛🟨⬛🟨
⬛🟨⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",126163445,en,,,,,
1522208529821622272,2022-05-05T13:36:09.000Z,everyone,1522208529821622272,False,"Wordle 320 6/6

⬜⬜⬜🟩🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",30602621,en,,,,,
1522208523240632323,2022-05-05T13:36:07.000Z,everyone,1522208523240632323,False,"Wordle 320 6/6

⬜⬜⬜🟨⬜
⬜🟨🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3232239109,en,,,,,
1522208513786793985,2022-05-05T13:36:05.000Z,everyone,1522208513786793985,False,"#Wordle 320 4/6

⬜🟨⬜⬜⬜
🟩⬜🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1494402527005138954,und,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1522208511123361803,2022-05-05T13:36:04.000Z,everyone,1522208511123361803,False,"Wordle 320 X/6 😢

🟨🟩⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2377953481,en,,,,,
1522208508376088576,2022-05-05T13:36:04.000Z,everyone,1522201713750421505,False,"@CKquaCK By the skin of my teeth

Wordle 320 6/6*

⬛⬛⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",334294954,en,"{'mentions': [{'start': 0, 'end': 8, 'username': 'CKquaCK', 'id': '803859157375815685'}]}","[{'type': 'replied_to', 'id': '1522201713750421505'}]",803859157375815685,,
1522208504718581760,2022-05-05T13:36:03.000Z,everyone,1522208504718581760,False,"Looking back at my wild late night guesses and thinking the last 4 could be the lyrics for the chorus of a Nickleback power ballad.
Wordle 320 X/6

⬜🟨⬜⬜⬜
🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19302265,en,,,,,
1522208504500523009,2022-05-05T13:36:03.000Z,everyone,1520100933270601728,False,"@XavierHelgesen Eagle (6 of 9, -3 overall)
This was probably my luckiest wordle I’ve ever had. I have this weird feeling of “these guys are going to think I’m cheating” going on. 

Wordle 320 2/6*

⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",255843775,en,"{'mentions': [{'start': 0, 'end': 15, 'username': 'XavierHelgesen', 'id': '968341850145918981'}]}","[{'type': 'replied_to', 'id': '1520100933270601728'}]",968341850145918981,,
1522208501803614208,2022-05-05T13:36:02.000Z,everyone,1522208501803614208,False,"Wordle 320 6/6

⬜⬜⬜🟨⬜
🟨⬜⬜⬜🟨
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1423883802934321156,en,,,,,
1522208497504591873,2022-05-05T13:36:01.000Z,everyone,1522208497504591873,False,"Wordle Tildes #66 4/6

🟩⬜⬜⬜⬜⬜
🟩🟨⬜⬜⬜⬜
🟩🟩🟨🟨⬜⬜
🟩🟩🟩🟩🟩🟩
 https://t.co/9HSZQ4ZbLZ",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",258479202,en,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/9HSZQ4ZbLZ', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1522208490311274496,2022-05-05T13:36:00.000Z,everyone,1481284347277807620,False,"Wordle 320 5/6 Hmmm

Line 1: 3rd in the wrong place.
Line 2: 2nd and 5th in the wrong place.
Line 3: 1st, 4th and 5th perfect.
Line 4: 1st, 2nd, 4th and 5th perfect.
Line 5: Won!

emoji warning
⬜⬜🟨⬜⬜
⬜🟨⬜⬜🟨
🟩⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",770481726,en,,"[{'type': 'replied_to', 'id': '1521886282271576064'}]",770481726,,
1522208483180961792,2022-05-05T13:35:58.000Z,everyone,1522208483180961792,False,"Wordle 318 5/6*

⬛🟨🟨🟩⬛
🟩⬛🟨🟩⬛
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1302124621,en,,,,,
1522208479158616065,2022-05-05T13:35:57.000Z,everyone,1522208479158616065,False,"Wordle 320 3/6

⬛🟩⬛⬛🟨
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1088272636633907200,en,,,,,
1522208478810370048,2022-05-05T13:35:57.000Z,everyone,1522208478810370048,False,"Wordle 320 5/6

⬛🟨🟨⬛⬛
🟩🟨⬛🟨⬛
🟩⬛🟨⬛⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",65658716,en,,,,,
